run	shape	cats	size	cx	pitch_calib	text	advance	label_adv	lang	arrangement	lines	pitch_drawn
w7	one	5	11	5715000	86.398	nnnnnnnnnnnnnn	82.749	82.749	de-DE	turned	0	nan
w7	one	5	11	5748750	86.908	nnnnnnnnnnnnnn	82.749	82.749	de-DE	turned	0	nan
w7	one	5	11	5782500	87.419	nnnnnnnnnnnnnn	82.749	82.749	de-DE	upright	1	87.415
w7	one	5	11	5816250	87.929	nnnnnnnnnnnnnn	82.749	82.749	de-DE	upright	1	87.925
w7	one	5	11	5850000	88.439	nnnnnnnnnnnnnn	82.749	82.749	de-DE	upright	1	88.435
w8	one	5	11	3585210	54.200	nnnnnnnnnn|ii	59.106|5.164	59.106	de-DE	upright	1	105.750
w8	one	5	11	3585210	54.200	nnnnnnnnnn|nnnn	59.106|23.643	59.106	de-DE	upright	1	105.750
w8	one	5	11	3585210	54.200	nnnnnnnnnn|nnnnniiit	59.106|41.067	59.106	de-DE	upright	1	105.750
w8	one	5	11	3585210	54.200	nnnnnnnnnn|nnnnnn	59.106|35.464	59.106	de-DE	upright	1	105.750
w8	one	5	11	3585210	54.200	nnnnnnnnnn|nnnnnnii	59.106|40.627	59.106	de-DE	upright	1	105.750
w8	one	5	11	3585210	54.200	nnnnnnnnnn|nnnnnniiit	59.106|46.978	59.106	de-DE	turned	0	99.741
w8	one	5	11	3585210	54.200	nnnnnnnnnn|nnnnnniir	59.106|44.550	59.106	de-DE	turned	0	99.741
w8	one	5	11	3585210	54.200	nnnnnnnnnn|nnnnnnit	59.106|41.814	59.106	de-DE	upright	1	105.750
w8	one	5	11	3585210	54.200	nnnnnnnnnn|nnnnnnn	59.106|41.375	59.106	de-DE	upright	1	105.750
w8	one	5	11	3585210	54.200	nnnnnnnnnn|nnnnnnni	59.106|43.956	59.106	de-DE	turned	0	99.741
w8	one	5	11	3585210	54.200	nnnnnnnnnn|nnnnnnnii	59.106|46.538	59.106	de-DE	turned	0	99.741
w8	one	5	11	3585210	54.200	nnnnnnnnnn|nnnnnnnit	59.106|47.725	59.106	de-DE	turned	0	99.741
w8	one	5	11	3585210	54.200	nnnnnnnnnn|nnnnnnnn	59.106|47.285	59.106	de-DE	turned	0	99.741
w8	one	5	11	3585210	54.200	nnnnnnnnnn|nnnnnnnnn	59.106|53.196	59.106	de-DE	turned	0	99.741
w8	one	5	11	3585210	54.200	nnnnnnnnnn|nnnnnnnnnn	59.106|59.106	59.106	de-DE	turned	0	49.871
w8	one	5	11	3585210	54.200	nnnnnnnnnn|nnnnnnnr	59.106|45.297	59.106	de-DE	turned	0	99.741
w8	one	5	11	3585210	54.200	nnnnnnnnnn|nnnnnnrr	59.106|43.308	59.106	de-DE	turned	0	99.741
w8	one	5	11	3585210	54.200	nnnnnnnnnn|nnnnnntts	59.106|47.401	59.106	de-DE	turned	0	99.741
w8	one	5	11	3585210	54.200	nnnnnnnnnn|nnnnnsss	59.106|42.753	59.106	de-DE	turned	0	99.741
w8	one	5	11	3585210	54.200	nnnnnnnnnn|nnnnntts	59.106|41.490	59.106	de-DE	upright	1	105.750
w8	one	5	11	3585210	54.200	nnnnnnnnnn|nnnnnttss	59.106|45.890	59.106	de-DE	turned	0	99.741
w8	one	5	11	3585210	54.200	nnnnnnnnn|ii	53.196|5.164	53.196	de-DE	upright	1	108.386
w8	one	5	11	3585210	54.200	nnnnnnnn|ii	47.285|5.164	47.285	de-DE	upright	1	108.386
w9	one	5	11	7170420	108.401	nnnnnnnnnnnnnnnnnnnn|nnnnnnnnnnnniiir	118.213|82.595	118.213	de-DE	upright	1	211.539
w9	one	5	11	7170420	108.401	nnnnnnnnnnnnnnnnnnnn|nnnnnnnnnnnniir	118.213|80.013	118.213	de-DE	upright	1	211.539
w9	one	5	11	7170420	108.401	nnnnnnnnnnnnnnnnnnnn|nnnnnnnnnnnnirss	118.213|86.232	118.213	de-DE	turned	0	nan
w9	one	5	11	7170420	108.401	nnnnnnnnnnnnnnnnnnnn|nnnnnnnnnnnnniiir	118.213|88.506	118.213	de-DE	turned	0	nan
w9	one	5	11	7170420	108.401	nnnnnnnnnnnnnnnnnnnn|nnnnnnnnnnnnnirss	118.213|92.142	118.213	de-DE	turned	0	nan
w9	one	5	11	7170420	108.401	nnnnnnnnnnnnnnnnnnnn|nnnnnnnnnnnnnits	118.213|87.589	118.213	de-DE	turned	0	nan
w9	one	5	11	7170420	108.401	nnnnnnnnnnnnnnnnnnnn|nnnnnnnnnnnnnniiir	118.213|94.417	118.213	de-DE	turned	0	nan
w9	one	5	11	7170420	108.401	nnnnnnnnnnnnnnnnnnnn|nnnnnnnnnnnnnnits	118.213|93.499	118.213	de-DE	turned	0	nan
w9	one	5	11	7170420	108.401	nnnnnnnnnnnnnnnnnnnn|nnnnnnnnnnnnnnrss	118.213|95.471	118.213	de-DE	turned	0	nan
w9	one	5	11	7170420	108.401	nnnnnnnnnnnnnnnnnnnn|nnnnnnnnnnnnnnts	118.213|90.917	118.213	de-DE	turned	0	nan
w9	one	5	11	7170420	108.401	nnnnnnnnnnnnnnnnnnnn|nnnnnnnnnnnnnrss	118.213|89.561	118.213	de-DE	turned	0	nan
w9	one	5	11	7170420	108.401	nnnnnnnnnnnnnnnnnnnn|nnnnnnnnnnnnnts	118.213|85.007	118.213	de-DE	turned	0	nan
w9	one	5	11	7170420	108.401	nnnnnnnnnnnnnnnnnnnn|nnnnnnnnnnnnrss	118.213|83.650	118.213	de-DE	upright	1	211.539
w9	one	5	11	7170420	108.401	nnnnnnnnnnnnnnnnnnnn|nnnnnnnnnnnttss	118.213|81.354	118.213	de-DE	upright	1	211.539
