page	table	row	col	x0	x1	y0	y1	top	bottom	left	right	firstRow	rowEnd	areaY	areaBottom
9	0	0	0	108.000	207.000	327.225	368.875	none	0.500	none	none	0	5	327.100	424.325
9	0	0	1	207.000	315.000	327.225	368.875	none	0.500	none	none	0	5	327.100	424.325
9	0	0	2	315.000	450.000	327.225	368.875	none	0.500	none	none	0	5	327.100	424.325
9	0	0	3	450.000	522.000	327.225	368.875	none	0.500	none	none	0	5	327.100	424.325
9	0	1	0	108.000	207.000	368.875	382.925	0.500	none	none	none	0	5	327.100	424.325
9	0	1	1	207.000	315.000	368.875	382.925	0.500	none	none	none	0	5	327.100	424.325
9	0	1	2	315.000	450.000	368.875	382.925	0.500	none	none	none	0	5	327.100	424.325
9	0	1	3	450.000	522.000	368.875	382.925	0.500	none	none	none	0	5	327.100	424.325
9	0	2	0	108.000	207.000	382.925	396.725	none	none	none	none	0	5	327.100	424.325
9	0	2	1	207.000	315.000	382.925	396.725	none	none	none	none	0	5	327.100	424.325
9	0	2	2	315.000	450.000	382.925	396.725	none	none	none	none	0	5	327.100	424.325
9	0	2	3	450.000	522.000	382.925	396.725	none	none	none	none	0	5	327.100	424.325
9	0	3	0	108.000	207.000	396.725	410.525	none	none	none	none	0	5	327.100	424.325
9	0	3	1	207.000	315.000	396.725	410.525	none	none	none	none	0	5	327.100	424.325
9	0	3	2	315.000	450.000	396.725	410.525	none	none	none	none	0	5	327.100	424.325
9	0	3	3	450.000	522.000	396.725	410.525	none	none	none	none	0	5	327.100	424.325
9	0	4	0	108.000	207.000	410.525	424.325	none	none	none	none	0	5	327.100	424.325
9	0	4	1	207.000	315.000	410.525	424.325	none	none	none	none	0	5	327.100	424.325
9	0	4	2	315.000	450.000	410.525	424.325	none	none	none	none	0	5	327.100	424.325
9	0	4	3	450.000	522.000	410.525	424.325	none	none	none	none	0	5	327.100	424.325
9	1	0	0	108.000	207.000	486.050	513.900	none	0.500	none	none	0	5	485.925	569.350
9	1	0	1	207.000	315.000	486.050	513.900	none	0.500	none	none	0	5	485.925	569.350
9	1	0	2	315.000	450.000	486.050	513.900	none	0.500	none	none	0	5	485.925	569.350
9	1	0	3	450.000	522.000	486.050	513.900	none	0.500	none	none	0	5	485.925	569.350
9	1	1	0	108.000	207.000	513.900	527.950	0.500	none	none	none	0	5	485.925	569.350
9	1	1	1	207.000	315.000	513.900	527.950	0.500	none	none	none	0	5	485.925	569.350
9	1	1	2	315.000	450.000	513.900	527.950	0.500	none	none	none	0	5	485.925	569.350
9	1	1	3	450.000	522.000	513.900	527.950	0.500	none	none	none	0	5	485.925	569.350
9	1	2	0	108.000	207.000	527.950	541.750	none	none	none	none	0	5	485.925	569.350
9	1	2	1	207.000	315.000	527.950	541.750	none	none	none	none	0	5	485.925	569.350
9	1	2	2	315.000	450.000	527.950	541.750	none	none	none	none	0	5	485.925	569.350
9	1	2	3	450.000	522.000	527.950	541.750	none	none	none	none	0	5	485.925	569.350
9	1	3	0	108.000	207.000	541.750	555.550	none	none	none	none	0	5	485.925	569.350
