page	table	row	col	x0	x1	y0	y1	top	bottom	left	right	firstRow	rowEnd	areaY	areaBottom
4	0	0	0	72.500	403.500	164.900	181.900	1.000	none	1.000	none	0	20	164.650	605.000
4	0	0	1	403.500	553.950	164.900	181.900	1.000	none	none	1.000	0	20	164.650	605.000
4	0	1	0	72.500	403.500	181.900	208.750	1.000	0.500	1.000	0.500	0	20	164.650	605.000
4	0	1	1	403.500	553.950	181.900	208.750	1.000	0.500	none	1.000	0	20	164.650	605.000
4	0	2	0	72.500	403.500	208.750	252.500	none	0.500	1.000	0.500	0	20	164.650	605.000
4	0	2	1	403.500	553.950	208.750	252.500	none	0.500	none	1.000	0	20	164.650	605.000
4	0	3	0	72.500	403.500	252.500	267.250	none	0.500	1.000	0.500	0	20	164.650	605.000
4	0	3	1	403.500	553.950	252.500	267.250	none	0.500	none	1.000	0	20	164.650	605.000
4	0	4	0	72.500	403.500	267.250	293.350	none	1.000	1.000	0.500	0	20	164.650	605.000
4	0	4	1	403.500	553.950	267.250	293.350	none	1.000	none	1.000	0	20	164.650	605.000
4	0	5	0	72.500	403.500	293.350	308.350	none	none	1.000	none	0	20	164.650	605.000
4	0	5	1	403.500	553.950	293.350	308.350	none	none	none	1.000	0	20	164.650	605.000
4	0	6	0	72.500	403.500	308.350	338.100	1.000	0.500	1.000	0.500	0	20	164.650	605.000
4	0	6	1	403.500	553.950	308.350	338.100	1.000	0.500	none	1.000	0	20	164.650	605.000
4	0	7	0	72.500	403.500	338.100	352.850	none	0.500	1.000	0.500	0	20	164.650	605.000
4	0	7	1	403.500	553.950	338.100	352.850	none	0.500	none	1.000	0	20	164.650	605.000
4	0	8	0	72.500	403.500	352.850	367.600	none	0.500	1.000	0.500	0	20	164.650	605.000
4	0	8	1	403.500	553.950	352.850	367.600	none	0.500	none	1.000	0	20	164.650	605.000
4	0	9	0	72.500	403.500	367.600	393.700	none	1.000	1.000	0.500	0	20	164.650	605.000
4	0	9	1	403.500	553.950	367.600	393.700	none	1.000	none	1.000	0	20	164.650	605.000
4	0	10	0	72.500	403.500	393.700	408.200	none	none	none	none	0	20	164.650	605.000
4	0	10	1	403.500	553.950	393.700	408.200	none	none	none	none	0	20	164.650	605.000
4	0	11	0	72.500	403.500	408.200	436.700	1.000	none	1.000	0.500	0	20	164.650	605.000
4	0	11	1	403.500	553.950	408.200	436.700	1.000	none	none	1.000	0	20	164.650	605.000
4	0	12	0	72.500	403.500	436.700	451.950	1.000	0.500	1.000	0.500	0	20	164.650	605.000
4	0	12	1	403.500	553.950	436.700	451.950	1.000	0.500	none	1.000	0	20	164.650	605.000
4	0	13	0	72.500	403.500	451.950	466.450	none	0.500	1.000	0.500	0	20	164.650	605.000
4	0	13	1	403.500	553.950	451.950	466.450	none	0.500	none	1.000	0	20	164.650	605.000
4	0	14	0	72.500	403.500	466.450	481.450	none	none	1.000	0.500	0	20	164.650	605.000
4	0	14	1	403.500	553.950	466.450	481.450	none	none	none	1.000	0	20	164.650	605.000
4	0	15	0	72.500	403.500	481.450	496.700	1.000	0.500	1.000	0.500	0	20	164.650	605.000
4	0	15	1	403.500	553.950	481.450	496.700	1.000	0.500	none	1.000	0	20	164.650	605.000
4	0	16	0	72.500	403.500	496.700	511.450	none	0.500	1.000	0.500	0	20	164.650	605.000
4	0	16	1	403.500	553.950	496.700	511.450	none	0.500	none	1.000	0	20	164.650	605.000
4	0	17	0	72.500	403.500	511.450	526.450	none	none	1.000	0.500	0	20	164.650	605.000
4	0	17	1	403.500	553.950	511.450	526.450	none	none	none	1.000	0	20	164.650	605.000
4	0	18	0	72.500	403.500	526.450	565.850	1.000	1.000	1.000	0.500	0	20	164.650	605.000
4	0	18	1	403.500	553.950	526.450	565.850	1.000	1.000	none	1.000	0	20	164.650	605.000
4	0	19	0	72.500	403.500	565.850	604.750	none	1.000	1.000	0.500	0	20	164.650	605.000
4	0	19	1	403.500	553.950	565.850	604.750	none	1.000	none	1.000	0	20	164.650	605.000
5	0	0	0	60.325	128.775	96.450	153.550	0.500	0.500	0.500	0.500	0	7	96.200	761.100
5	0	0	1	128.775	184.675	96.450	153.550	0.500	0.500	0.500	0.500	0	7	96.200	761.100
5	0	0	2	184.675	297.175	96.450	153.550	0.500	0.500	0.500	0.500	0	7	96.200	761.100
5	0	0	3	297.175	367.525	96.450	153.550	0.500	0.500	0.500	0.500	0	7	96.200	761.100
5	0	0	4	367.525	534.975	96.450	153.550	0.500	0.500	0.500	0.500	0	7	96.200	761.100
5	0	1	0	60.325	128.775	153.550	259.250	0.500	0.500	0.500	0.500	0	7	96.200	761.100
5	0	1	1	128.775	184.675	153.550	259.250	0.500	0.500	0.500	0.500	0	7	96.200	761.100
5	0	1	2	184.675	297.175	153.550	259.250	0.500	0.500	none	0.500	0	7	96.200	761.100
5	0	1	3	297.175	367.525	153.550	259.250	0.500	0.500	0.500	0.500	0	7	96.200	761.100
5	0	1	4	367.525	534.975	153.550	259.250	0.500	0.500	0.500	0.500	0	7	96.200	761.100
5	0	2	0	60.325	128.775	259.250	364.950	0.500	0.500	0.500	0.500	0	7	96.200	761.100
5	0	2	1	128.775	184.675	259.250	364.950	none	0.500	0.500	0.500	0	7	96.200	761.100
5	0	2	2	184.675	297.175	259.250	364.950	none	0.500	none	0.500	0	7	96.200	761.100
5	0	2	3	297.175	367.525	259.250	364.950	0.500	0.500	0.500	0.500	0	7	96.200	761.100
5	0	2	4	367.525	534.975	259.250	364.950	0.500	0.500	0.500	0.500	0	7	96.200	761.100
5	0	3	0	60.325	128.775	364.950	486.850	0.500	0.500	0.500	0.500	0	7	96.200	761.100
5	0	3	1	128.775	184.675	364.950	486.850	none	0.500	0.500	0.500	0	7	96.200	761.100
5	0	3	2	184.675	297.175	364.950	486.850	none	0.500	none	0.500	0	7	96.200	761.100
5	0	3	3	297.175	367.525	364.950	486.850	0.500	0.500	0.500	0.500	0	7	96.200	761.100
5	0	3	4	367.525	534.975	364.950	486.850	0.500	0.500	0.500	0.500	0	7	96.200	761.100
5	0	4	0	60.325	128.775	486.850	608.750	0.500	0.500	0.500	0.500	0	7	96.200	761.100
5	0	4	1	128.775	184.675	486.850	608.750	0.500	0.500	0.500	0.500	0	7	96.200	761.100
5	0	4	2	184.675	297.175	486.850	608.750	0.500	0.500	none	0.500	0	7	96.200	761.100
5	0	4	3	297.175	367.525	486.850	608.750	0.500	0.500	0.500	0.500	0	7	96.200	761.100
5	0	4	4	367.525	534.975	486.850	608.750	0.500	0.500	0.500	0.500	0	7	96.200	761.100
5	0	5	0	60.325	128.775	608.750	714.450	0.500	0.500	0.500	0.500	0	7	96.200	761.100
5	0	5	1	128.775	184.675	608.750	714.450	none	0.500	0.500	0.500	0	7	96.200	761.100
5	0	5	2	184.675	297.175	608.750	714.450	none	0.500	none	0.500	0	7	96.200	761.100
5	0	5	3	297.175	367.525	608.750	714.450	0.500	0.500	0.500	0.500	0	7	96.200	761.100
5	0	5	4	367.525	534.975	608.750	714.450	0.500	0.500	0.500	0.500	0	7	96.200	761.100
5	0	6	0	60.325	128.775	714.200	761.100	0.500	0.500	0.500	0.500	0	7	96.200	761.100
5	0	6	1	128.775	184.675	714.200	761.100	none	0.500	0.500	0.500	0	7	96.200	761.100
5	0	6	2	184.675	297.175	714.200	761.100	none	0.500	none	0.500	0	7	96.200	761.100
5	0	6	3	297.175	367.525	714.200	761.100	0.500	0.500	0.500	0.500	0	7	96.200	761.100
5	0	6	4	367.525	534.975	714.200	761.100	0.500	0.500	0.500	0.500	0	7	96.200	761.100
6	0	6	0	60.325	128.775	72.000	129.100	0.500	0.500	0.500	0.500	6	13	72.000	753.100
6	0	6	1	128.775	184.675	72.000	129.100	none	0.500	0.500	0.500	6	13	72.000	753.100
6	0	6	2	184.675	297.175	72.000	129.100	none	0.500	none	0.500	6	13	72.000	753.100
