page	table	row	col	x0	x1	y0	y1	top	bottom	left	right	firstRow	rowEnd	areaY	areaBottom
4	0	2	1	113.400	148.850	243.025	253.875	0.500	0.500	0.500	0.500	0	13	202.275	522.475
4	0	2	2	148.850	812.850	243.025	253.875	0.500	0.500	0.500	0.500	0	13	202.275	522.475
4	0	3	0	28.350	113.400	253.875	264.725	0.500	0.500	0.500	0.500	0	13	202.275	522.475
4	0	3	1	113.400	148.850	253.875	264.725	0.500	0.500	0.500	0.500	0	13	202.275	522.475
4	0	3	2	148.850	812.850	253.875	264.725	0.500	0.500	0.500	0.500	0	13	202.275	522.475
4	0	4	0	28.350	113.400	264.725	334.725	0.500	0.500	0.500	0.500	0	13	202.275	522.475
4	0	4	1	113.400	148.850	264.725	299.725	0.500	0.500	0.500	0.500	0	13	202.275	522.475
4	0	4	2	148.850	812.850	264.725	299.725	0.500	0.500	0.500	0.500	0	13	202.275	522.475
4	0	5	1	113.400	148.850	299.725	334.725	0.500	0.500	0.500	0.500	0	13	202.275	522.475
4	0	5	2	148.850	812.850	299.725	334.725	0.500	0.500	0.500	0.500	0	13	202.275	522.475
4	0	6	0	28.350	113.400	334.725	346.725	0.500	0.500	0.500	0.500	0	13	202.275	522.475
4	0	6	1	113.400	148.850	334.725	346.725	0.500	0.500	0.500	0.500	0	13	202.275	522.475
4	0	6	2	148.850	812.850	334.725	346.725	0.500	0.500	0.500	0.500	0	13	202.275	522.475
4	0	7	0	28.350	113.400	346.725	358.725	0.500	0.500	0.500	0.500	0	13	202.275	522.475
4	0	7	1	113.400	148.850	346.725	358.725	0.500	0.500	0.500	0.500	0	13	202.275	522.475
4	0	7	2	148.850	812.850	346.725	358.725	0.500	0.500	0.500	0.500	0	13	202.275	522.475
4	0	8	0	28.350	113.400	358.725	416.725	0.500	0.500	0.500	0.500	0	13	202.275	522.475
4	0	8	1	113.400	148.850	358.725	416.725	0.500	0.500	0.500	0.500	0	13	202.275	522.475
