page	table	row	col	x0	x1	y0	y1	top	bottom	left	right	firstRow	rowEnd	areaY	areaBottom
2	0	0	0	68.175	232.425	374.875	408.725	0.850	0.850	0.850	0.850	0	6	374.450	599.313
2	0	0	1	232.425	504.675	374.875	408.725	0.850	0.850	none	0.850	0	6	374.450	599.313
2	0	1	0	68.175	232.425	408.725	449.900	none	0.850	0.850	0.850	0	6	374.450	599.313
2	0	1	1	232.425	504.675	408.725	449.900	none	0.850	none	0.850	0	6	374.450	599.313
2	0	2	0	68.175	232.425	449.900	483.325	none	0.850	0.850	0.850	0	6	374.450	599.313
2	0	2	1	232.425	504.675	449.900	483.325	none	0.850	none	0.850	0	6	374.450	599.313
2	0	3	0	68.175	232.425	483.325	524.500	none	0.850	0.850	0.850	0	6	374.450	599.313
2	0	3	1	232.425	504.675	483.325	524.500	none	0.850	none	0.850	0	6	374.450	599.313
2	0	4	0	68.175	232.425	524.500	557.925	none	0.850	0.850	0.850	0	6	374.450	599.313
2	0	4	1	232.425	504.675	524.500	557.925	none	0.850	none	0.850	0	6	374.450	599.313
2	0	5	0	68.175	232.425	557.925	599.100	none	0.850	0.850	0.850	0	6	374.450	599.313
2	0	5	1	232.425	504.675	557.925	599.100	none	0.850	none	0.850	0	6	374.450	599.313
4	0	0	0	66.500	519.850	112.400	255.000	0.500	0.500	0.500	0.500	0	6	112.150	576.250
4	0	1	0	66.500	519.850	255.000	350.450	0.500	0.500	0.500	0.500	0	6	112.150	576.250
4	0	2	0	66.500	519.850	350.450	402.700	0.500	0.500	0.500	0.500	0	6	112.150	576.250
4	0	3	0	66.500	519.850	402.700	454.950	0.500	0.500	0.500	0.500	0	6	112.150	576.250
4	0	4	0	66.500	519.850	454.950	517.550	0.500	0.500	0.500	0.500	0	6	112.150	576.250
4	0	5	0	66.500	519.850	517.550	576.000	0.500	0.500	0.500	0.500	0	6	112.150	576.250
6	0	0	0	66.500	129.100	119.950	239.600	0.500	0.500	0.500	0.500	0	7	119.700	502.000
6	0	0	1	129.100	187.200	119.950	239.600	0.500	0.500	0.500	0.500	0	7	119.700	502.000
6	0	0	2	187.200	271.700	119.950	239.600	0.500	0.500	0.500	0.500	0	7	119.700	502.000
6	0	0	3	271.700	387.600	119.950	189.500	0.500	0.500	0.500	0.500	0	7	119.700	502.000
6	0	0	8	387.600	467.400	119.950	239.600	0.500	0.500	0.500	0.500	0	7	119.700	502.000
6	0	0	9	467.400	527.050	119.950	239.600	0.500	0.500	0.500	0.500	0	7	119.700	502.000
6	0	0	10	527.050	597.850	119.950	239.600	0.500	0.500	0.500	0.500	0	7	119.700	502.000
6	0	0	11	597.850	668.700	119.950	239.600	0.500	0.500	0.500	0.500	0	7	119.700	502.000
6	0	1	3	271.700	319.600	189.500	239.600	0.500	0.500	0.500	0.500	0	7	119.700	502.000
6	0	1	5	319.600	355.600	189.500	239.600	0.500	0.500	0.500	0.500	0	7	119.700	502.000
6	0	1	7	355.600	387.600	189.500	239.600	0.500	0.500	0.500	0.500	0	7	119.700	502.000
6	0	2	0	66.500	129.100	239.600	332.650	0.500	0.500	0.500	0.500	0	7	119.700	502.000
6	0	2	1	129.100	187.200	239.600	332.650	0.500	0.500	0.500	0.500	0	7	119.700	502.000
6	0	2	2	187.200	271.700	239.600	332.650	0.500	0.500	0.500	0.500	0	7	119.700	502.000
6	0	2	3	271.700	319.600	239.600	332.650	0.500	0.500	0.500	0.500	0	7	119.700	502.000
6	0	2	5	319.600	355.600	239.600	332.650	0.500	0.500	0.500	0.500	0	7	119.700	502.000
6	0	2	7	355.600	387.600	239.600	332.650	0.500	0.500	0.500	0.500	0	7	119.700	502.000
6	0	2	8	387.600	467.400	239.600	332.650	0.500	0.500	0.500	0.500	0	7	119.700	502.000
6	0	2	9	467.400	527.050	239.600	332.650	0.500	0.500	0.500	0.500	0	7	119.700	502.000
6	0	2	10	527.050	597.850	239.600	332.650	0.500	0.500	0.500	0.500	0	7	119.700	502.000
6	0	2	11	597.850	668.700	239.600	332.650	0.500	0.500	0.500	0.500	0	7	119.700	502.000
6	0	3	0	66.500	129.100	332.650	428.750	0.500	0.500	0.500	0.500	0	7	119.700	502.000
6	0	3	1	129.100	187.200	332.650	428.750	0.500	0.500	0.500	0.500	0	7	119.700	502.000
6	0	3	2	187.200	271.700	332.650	428.750	0.500	0.500	0.500	0.500	0	7	119.700	502.000
6	0	3	3	271.700	387.600	332.650	410.250	0.500	0.500	0.500	0.500	0	7	119.700	502.000
6	0	3	8	387.600	467.400	332.650	428.750	0.500	0.500	0.500	0.500	0	7	119.700	502.000
6	0	3	9	467.400	527.050	332.650	428.750	0.500	0.500	0.500	0.500	0	7	119.700	502.000
6	0	3	10	527.050	597.850	332.650	428.750	0.500	0.500	0.500	0.500	0	7	119.700	502.000
6	0	3	11	597.850	668.700	332.650	428.750	0.500	0.500	0.500	0.500	0	7	119.700	502.000
6	0	4	3	271.700	314.250	410.250	428.750	0.500	0.500	0.500	0.500	0	7	119.700	502.000
6	0	4	4	314.250	352.250	410.250	428.750	0.500	0.500	0.500	0.500	0	7	119.700	502.000
6	0	4	6	352.250	387.600	410.250	428.750	0.500	0.500	0.500	0.500	0	7	119.700	502.000
6	0	5	0	66.500	129.100	428.750	469.250	0.500	0.500	0.500	0.500	0	7	119.700	502.000
6	0	5	1	129.100	187.200	428.750	469.250	0.500	0.500	0.500	0.500	0	7	119.700	502.000
6	0	5	2	187.200	271.700	428.750	469.250	0.500	0.500	0.500	0.500	0	7	119.700	502.000
6	0	5	3	271.700	314.250	428.750	469.250	0.500	0.500	0.500	0.500	0	7	119.700	502.000
6	0	5	4	314.250	352.250	428.750	469.250	0.500	0.500	0.500	0.500	0	7	119.700	502.000
6	0	5	6	352.250	387.600	428.750	469.250	0.500	0.500	0.500	0.500	0	7	119.700	502.000
6	0	5	8	387.600	467.400	428.750	469.250	0.500	0.500	0.500	0.500	0	7	119.700	502.000
6	0	5	9	467.400	527.050	428.750	469.250	0.500	0.500	0.500	0.500	0	7	119.700	502.000
6	0	5	10	527.050	597.850	428.750	469.250	0.500	0.500	0.500	0.500	0	7	119.700	502.000
6	0	5	11	597.850	668.700	428.750	469.250	0.500	0.500	0.500	0.500	0	7	119.700	502.000
6	0	6	0	66.500	527.050	469.250	501.750	0.500	0.500	0.500	0.500	0	7	119.700	502.000
6	0	6	10	527.050	597.850	469.250	501.750	0.500	0.500	0.500	0.500	0	7	119.700	502.000
6	0	6	11	597.850	668.700	469.250	501.750	0.500	0.500	0.500	0.500	0	7	119.700	502.000
7	0	0	0	66.500	447.500	242.600	303.100	0.500	0.500	0.500	0.500	0	7	242.350	664.925
7	0	1	0	66.500	447.500	303.100	362.100	none	0.500	0.500	0.500	0	7	242.350	664.925
