path	ext	pages	words	fonts	unemb	verdict	rawwords
sheets/ceiling-001/xls/Template Pilot Logbook JAR-FCL V3.0.xls	xls	38/38	1587/1531	4/4	0	words	1594/1610
sheets/ceiling-001/xlsx/2017-04-27-Lease-Transition-Records-Checklist-FINAL-1.xlsx	xlsx	5/5	2323/2498	2/4	0	words	2364/2545
sheets/ceiling-001/xlsx/2020-01-29-Lease-Transition-Records-Checklist-FINAL-1.xlsx	xlsx	5/5	2323/2498	2/4	0	words	2364/2545
sheets/ceiling-001/xlsx/EASA-IFP-145Scope(WEB)_ALL_ValidF145SOA_2022-12-16-04-31-58_0.xlsx	xlsx	114/114	32260/34602	1/1	0	words	32428/34770
sheets/ceiling-001/xlsx/EASA-IFP-WEBLISTNOODATA-ListsofForeignapprovals(WEB)_NewChart_2022-08-05-03-31-32.xlsx	xlsx	19/19	4933/5174	1/1	0	words	4995/5236
sheets/done-001/xls/Airplanes-MTOW.xls	xls	6/6	871/871	1/1	0	match	871/871
sheets/done-001/xls/REDAC_SCHEDULE_RPD_135.xls	xls	1/1	171/171	3/3	0	match	204/204
sheets/done-001/xls/RPD 155 REDAC SCHEDULE 2014-04-02.xls	xls	1/1	139/139	4/3	0	match	157/157
sheets/done-001/xlsx/16424782563923.xlsx	xlsx	3/3	843/843	2/2	0	match	843/843
sheets/done-001/xlsx/ExampleWhiteListData.xlsx	xlsx	6/6	819/819	1/1	0	match	821/821
sheets/done-001/xlsx/FMMO_NMPF_37C.xlsx	xlsx	1/1	215/215	2/2	0	match	218/218
sheets/done-001/xlsx/Geo_Abschlussarbeiten.xlsx	xlsx	3/3	635/635	2/2	0	match	636/636
sheets/done-001/xlsx/Patent Index 2024 - Top 100 applicants 2024.xlsx	xlsx	1/1	441/441	2/2	0	match	444/444
sheets/done-001/xlsx/einvoice-summary-worksheet.xlsx	xlsx	2/2	107/107	2/2	0	match	298/298
sheets/done-001/xlsx/oltl-bulletin-59-26-03-ptr-sc-registration-form-for-oltl-approved-software.xlsx	xlsx	2/2	84/84	2/2	0	match	86/86
sheets/done-002/xls/2012-GA-Survey-Chapter-5-Tables-16Dec2013-V2.xls	xls	3/3	501/495	3/3	0	match	537/529
sheets/done-002/xls/2012-GA-Survey-Chapter-6-Tables-16Dec2013-V2.xls	xls	5/5	636/624	3/3	0	match	643/627
sheets/done-002/xls/P1636e.xls	xls	2/2	344/344	2/2	0	match	344/344
sheets/done-002/xls/REDAC_SCHEDULE_RPD_137.xls	xls	2/2	497/497	3/3	0	match	612/612
sheets/done-002/xlsx/(5000021142)-(subc0226)-criminology-subject-collection-list.xlsx	xlsx	3/3	596/596	2/2	0	match	604/604
sheets/done-002/xlsx/AIRBUS_station_evaluation_checklist_v2.xlsx	xlsx	1/1	527/527	2/2	0	match	544/544
sheets/done-002/xlsx/Chicago.List.2025.xlsx	xlsx	3/3	1332/1347	2/2	0	match	1333/1348
sheets/done-002/xlsx/Upload__hvv_Linie_150_2023.XLSX	xlsx	1/1	237/237	1/1	0	match	237/237
sheets/done-002/xlsx/WEBSITE-RESOURCE-LIST-by-CATEGORY-4-6-18-341pm.xlsx	xlsx	1/1	521/521	2/2	0	match	538/538
sheets/done-002/xlsx/e-pass-contact-details-template.xlsx	xlsx	4/4	27/27	1/1	0	match	27/27
sheets/done-003/xls/4-12-Kings-Attachment-13-Application-Architecture-Security-Requirements.xls	xls	6/6	1503/1503	2/2	0	match	1515/1515
sheets/done-003/xls/NPA_21_21_Sentenced_Comments.xls	xls	2/2	966/974	3/3	0	match	974/982
sheets/done-003/xls/RPA-Budgets-FY-17-19-20.xls	xls	4/4	667/667	2/2	0	match	1046/1041
sheets/done-003/xls/disclosures_ecm.xls	xls	1/1	3517/3517	3/3	0	match	3534/3534
sheets/done-003/xls/programs contact list as of 07-01-10.xls	xls	3/3	946/943	2/2	0	match	952/949
sheets/done-003/xlsx/00514292.xlsx	xlsx	9/9	834/835	3/3	0	match	845/846
sheets/done-003/xlsx/Air_Boss_Master_List.xlsx	xlsx	5/5	524/521	2/2	0	match	526/523
sheets/done-003/xlsx/Bulletin-37-Appendix-2-immediate-detriment-data-request.xlsx	xlsx	5/5	524/524	3/3	0	match	541/541
sheets/done-003/xlsx/VOR Candidate Discontinuance List 2026-01-08.xlsx	xlsx	7/7	1558/1558	2/2	0	match	1558/1558
sheets/done-003/xlsx/redac-sas-201503-fy17-research-portfolio.xlsx	xlsx	2/2	734/734	5/5	0	match	755/755
sheets/done-004/xls/NorwegianXPensionXFundXanalysisXexportsXandXLAWS-1.xls	xls	8/8	729/729	3/3	0	match	734/734
sheets/done-004/xls/flying-log-passenger-23rd-september-2014.xls	xls	7/7	4033/4031	2/2	0	match	4040/4038
sheets/done-004/xls/permit-applications-determined-july-2015.xls	xls	1/1	1315/1315	2/2	0	match	1323/1323
sheets/done-004/xlsx/EU_145s_with_TCCA_approval_-_31.01.2025.xlsx	xlsx	14/14	2442/2442	1/1	0	match	2464/2464
sheets/done-004/xlsx/Estero Rotary Awards.xlsx	xlsx	2/2	212/212	2/2	0	match	213/213
sheets/done-004/xlsx/Foreign_SA-CAT-I_and_CAT-II-III_Pub_0.xlsx	xlsx	16/16	1496/1495	3/3	0	match	1505/1504
sheets/done-004/xlsx/List-of-Members-August-2017.xlsx	xlsx	10/10	1674/1674	2/2	0	match	1702/1702
sheets/done-004/xlsx/Part_375_Operators.xlsx	xlsx	19/19	2188/2190	3/3	0	match	2195/2197
sheets/done-004/xlsx/Travel-Cost-Estimate-Calculator.xlsx	xlsx	3/3	193/193	3/3	0	match	201/201
sheets/done-004/xlsx/UAE Type Accepted Aircraft Models.xlsx	xlsx	6/6	760/760	2/2	0	match	761/761
sheets/done-005/xls/Background_Declaration_Template.xls	xls	25/25	180/180	3/3	0	match	181/181
sheets/done-005/xls/Praktikastellen_-_chinesischsprachiger_Kulturraum.xls	xls	34/34	1761/1761	2/2	0	match	1820/1820
sheets/done-005/xls/SectorAdvisoryGroupandStrategyBoards.xls	xls	7/7	2400/2400	2/2	0	match	2431/2431
sheets/done-005/xls/apron-area.xls	xls	3/3	417/417	2/2	0	match	431/431
sheets/done-005/xls/cy10_primary_enplanements.xls	xls	12/12	5263/5263	2/2	0	match	5280/5280
sheets/done-005/xlsx/National-Reports.xlsx	xlsx	6/6	1225/1225	2/2	0	match	1276/1276
sheets/done-005/xlsx/Part_129_Operators.xlsx	xlsx	23/23	4270/4272	2/2	0	match	4275/4277
