path	added	era	libreoffice	dejavu	risk	cited_by
dotnet/probes/slides-r54/prediction.md	2026-08-21	current	26.2.4.2	present	current	-
dotnet/probes/slides-r54/results.md	2026-08-21	current	26.2.4.2	present	current	-
dotnet/probes/slides-r55/prediction.md	2026-08-21	current	26.2.4.2	present	current	-
dotnet/probes/slides-r55/results.md	2026-08-21	current	26.2.4.2	present	current	-
dotnet/probes/slides-r56/prediction.md	2026-08-21	current	26.2.4.2	present	current	-
dotnet/probes/slides-r56/results.md	2026-08-21	current	26.2.4.2	present	current	-
dotnet/probes/slides-r59/plotrect-base.tsv	2026-08-21	current	26.2.4.2	present	current	-
dotnet/probes/slides-r59/plotrect-final.tsv	2026-08-21	current	26.2.4.2	present	current	-
dotnet/probes/slides-r59/prediction.md	2026-08-21	current	26.2.4.2	present	current	-
dotnet/probes/slides-r59/results.md	2026-08-21	current	26.2.4.2	present	current	dotnet/TODO.24-2-7-audit.md
dotnet/probes/slides-r60/prediction.md	2026-08-21	current	26.2.4.2	present	current	-
dotnet/probes/slides-r60/results.md	2026-08-21	current	26.2.4.2	present	current	-
dotnet/probes/slides-r62/prediction.md	2026-08-21	current	26.2.4.2	present	current	-
dotnet/probes/slides-r62/results.md	2026-08-21	current	26.2.4.2	present	current	-
dotnet/probes/slides-r63/prediction.md	2026-08-21	current	26.2.4.2	present	current	-
dotnet/probes/slides-r63/results.md	2026-08-21	current	26.2.4.2	present	current	-
dotnet/probes/slides-rebase-01/prediction.md	2026-08-13	current	26.2.4.2	present	current	-
dotnet/probes/slides-rebase-01/results.md	2026-08-13	current	26.2.4.2	present	current	-
dotnet/probes/slides-solog-01/prediction.md	2026-08-14	current	26.2.4.2	present	current	-
dotnet/probes/slides-solog-01/results.md	2026-08-14	current	26.2.4.2	present	current	-
dotnet/probes/slides-sym-01/prediction.md	2026-08-14	current	26.2.4.2	present	current	-
dotnet/probes/slides-sym-01/results.md	2026-08-14	current	26.2.4.2	present	current	-
dotnet/probes/slides-verify-01/glyphs-per-show.tsv	2026-08-15	current	26.2.4.2	present	current	-
dotnet/probes/slides-verify-01/pagewords/16 - UTM - (NASA)__pptx.tsv	2026-08-15	current	26.2.4.2	present	current	-
dotnet/probes/slides-verify-01/pagewords/7-Zulkefli_Part147n66_IKMAS__pptx.tsv	2026-08-15	current	26.2.4.2	present	current	-
dotnet/probes/slides-verify-01/pagewords/Demick_JetBlue__pptx.tsv	2026-08-15	current	26.2.4.2	present	current	-
dotnet/probes/slides-verify-01/pagewords/Fundamentals_Module_1_basics__ppt.tsv	2026-08-15	current	26.2.4.2	present	current	-
dotnet/probes/slides-verify-01/pagewords/N2_E_Maestroni_Swarm_COP__pptx.tsv	2026-08-15	current	26.2.4.2	present	current	-
dotnet/probes/slides-verify-01/pagewords/OnTrac_StarCertificationProgram-3Day__pptx.tsv	2026-08-15	current	26.2.4.2	present	current	-
dotnet/probes/slides-verify-01/pagewords/RRM-training-syllabus-Chapter-3-Teamwork-TC-Towing-Incident-Analysis-Dec-2009__ppt.tsv	2026-08-15	current	26.2.4.2	present	current	-
dotnet/probes/slides-verify-01/pagewords/Sylva%20introduction%20session__pptx.tsv	2026-08-15	current	26.2.4.2	present	current	-
dotnet/probes/slides-verify-01/pagewords/Thailand17__ppt.tsv	2026-08-15	current	26.2.4.2	present	current	-
dotnet/probes/slides-verify-01/pagewords/W3_Case_Study_of_a_Tsunami_Warning_Simulation_Exercise_Ed__ppt.tsv	2026-08-15	current	26.2.4.2	present	current	-
dotnet/probes/slides-verify-01/pagewords/architecture6__ppt.tsv	2026-08-15	current	26.2.4.2	present	current	-
dotnet/probes/slides-verify-01/pagewords/pres_ioc_phuket__ppt.tsv	2026-08-15	current	26.2.4.2	present	current	-
dotnet/probes/slides-verify-01/pagewords/solog_orientation_august_2019__pptx.tsv	2026-08-15	current	26.2.4.2	present	current	-
dotnet/probes/slides-verify-01/parity.tsv	2026-08-15	current	26.2.4.2	present	current	-
dotnet/probes/slides-verify-01/results.md	2026-08-15	current	26.2.4.2	present	current	-
dotnet/probes/slides-verify-01/third-conversion.tsv	2026-08-15	current	26.2.4.2	present	current	-
dotnet/probes/tab-over-spacing/results.md	2026-08-15	current	26.2.4.2	present	current	-
dotnet/probes/tooling-01/analyze-534.tsv	2026-08-13	current	26.2.4.2	present	current	-
dotnet/probes/tooling-01/poppler-534-words_of.tsv	2026-08-13	current	26.2.4.2	present	current	-
dotnet/probes/tooling-01/poppler-534.tsv	2026-08-13	current	26.2.4.2	present	current	-
dotnet/probes/tooling-01/results.md	2026-08-13	current	26.2.4.2	present	current	-
dotnet/probes/trailing-nbsp-wrap/README.md	2026-08-16	current	26.2.4.2	present	current	-
dotnet/probes/user-review-slides-02/review.md	2026-08-13	current	26.2.4.2	present	current	dotnet/CLAUDE.md
dotnet/probes/words-b-01/prediction.md	2026-08-13	current	26.2.4.2	present	current	-
dotnet/probes/words-b-01/results.md	2026-08-13	current	26.2.4.2	present	current	-
dotnet/probes/words-b008-01/prediction.md	2026-08-14	current	26.2.4.2	present	current	-
dotnet/probes/words-b008-01/results.md	2026-08-14	current	26.2.4.2	present	current	-
dotnet/probes/words-b010-01/prediction.md	2026-08-14	current	26.2.4.2	present	current	-
dotnet/probes/words-b010-01/results.md	2026-08-14	current	26.2.4.2	present	current	dotnet/TODO.batches.md
dotnet/probes/words-d-01/div.tsv	2026-08-13	current	26.2.4.2	present	current	-
dotnet/probes/words-d-01/gate-after.tsv	2026-08-13	current	26.2.4.2	present	current	-
dotnet/probes/words-d-01/gate-base.tsv	2026-08-13	current	26.2.4.2	present	current	-
dotnet/probes/words-d-01/mediabox-after.tsv	2026-08-13	current	26.2.4.2	present	current	-
dotnet/probes/words-d-01/mediabox-base.tsv	2026-08-13	current	26.2.4.2	present	current	-
dotnet/probes/words-d-01/prediction.md	2026-08-13	current	26.2.4.2	present	current	-
dotnet/probes/words-d-01/results.md	2026-08-13	current	26.2.4.2	present	current	-
dotnet/probes/words-divergence.tsv	2026-08-09	pre-container	24.2.7.2	unverified	CITED-STALE	dotnet/TODO.batches.md
dotnet/probes/words-e-01/gate-after.tsv	2026-08-13	current	26.2.4.2	present	current	-
dotnet/probes/words-e-01/gate-base.tsv	2026-08-13	current	26.2.4.2	present	current	-
dotnet/probes/words-e-01/prediction.md	2026-08-13	current	26.2.4.2	present	current	-
dotnet/probes/words-e-01/results.md	2026-08-13	current	26.2.4.2	present	current	-
dotnet/probes/words-e1-01/prediction.md	2026-08-15	current	26.2.4.2	present	current	-
dotnet/probes/words-e1-01/results.md	2026-08-15	current	26.2.4.2	present	current	-
dotnet/probes/words-extra-01/prediction.md	2026-08-15	current	26.2.4.2	present	current	-
dotnet/probes/words-extra-01/results.md	2026-08-15	current	26.2.4.2	present	current	-
dotnet/probes/words-f-01/gate-after.tsv	2026-08-13	current	26.2.4.2	present	current	-
dotnet/probes/words-f-01/gate-base.tsv	2026-08-13	current	26.2.4.2	present	current	-
dotnet/probes/words-f-01/prediction.md	2026-08-13	current	26.2.4.2	present	current	-
dotnet/probes/words-f-01/results.md	2026-08-13	current	26.2.4.2	present	current	-
dotnet/probes/words-frame-origins/results.md	2026-09-03	current	24.2.7.2	present	current	-
dotnet/probes/words-group-transform/census.py	2026-09-03	current	24.2.7.2	present	current	-
dotnet/probes/words-group-transform/ink.py	2026-09-03	current	24.2.7.2	present	current	-
dotnet/probes/words-group-transform/measure.py	2026-09-03	current	24.2.7.2	present	current	-
dotnet/probes/words-group-transform/mk.py	2026-09-03	current	24.2.7.2	present	current	-
dotnet/probes/words-group-transform/orientation.py	2026-09-03	current	24.2.7.2	present	current	-
dotnet/probes/words-group-transform/results.md	2026-09-03	current	24.2.7.2	present	current	-
dotnet/probes/words-metrics-01/baseline.tsv	2026-08-15	current	26.2.4.2	present	current	-
dotnet/probes/words-metrics-01/final.tsv	2026-08-15	current	26.2.4.2	present	current	-
dotnet/probes/words-metrics-01/prediction.md	2026-08-15	current	26.2.4.2	present	current	-
dotnet/probes/words-metrics-01/results.md	2026-08-15	current	26.2.4.2	present	current	-
dotnet/probes/words-metrics-01/words-after.tsv	2026-08-15	current	26.2.4.2	present	current	-
dotnet/probes/words-metrics-01/words-before.tsv	2026-08-15	current	26.2.4.2	present	current	-
dotnet/probes/words-missing-01/done-sweep.tsv	2026-08-15	current	26.2.4.2	present	current	-
dotnet/probes/words-missing-01/footnote-census.tsv	2026-08-15	current	26.2.4.2	present	current	-
dotnet/probes/words-missing-01/gate-after.tsv	2026-08-15	current	26.2.4.2	present	current	-
dotnet/probes/words-missing-01/gate-before.tsv	2026-08-15	current	26.2.4.2	present	current	-
dotnet/probes/words-missing-01/missing-001-sweep.tsv	2026-08-15	current	26.2.4.2	present	current	-
dotnet/probes/words-missing-01/prediction.md	2026-08-15	current	26.2.4.2	present	current	-
dotnet/probes/words-missing-01/results.md	2026-08-15	current	26.2.4.2	present	current	-
dotnet/probes/words-p1-01/prediction.md	2026-08-15	current	26.2.4.2	present	current	-
dotnet/probes/words-p1-01/results.md	2026-08-15	current	26.2.4.2	present	current	-
dotnet/probes/words-pages-01/batch-001-006.tsv	2026-08-14	current	26.2.4.2	present	current	-
dotnet/probes/words-pages-01/prediction.md	2026-08-14	current	26.2.4.2	present	current	-
dotnet/probes/words-pages-01/results.md	2026-08-14	current	26.2.4.2	present	current	dotnet/TODO.batches.md
dotnet/probes/words-pages-01/track-after.tsv	2026-08-14	current	26.2.4.2	present	current	-
dotnet/probes/words-pages-01/track-baseline.tsv	2026-08-14	current	26.2.4.2	present	current	-
dotnet/probes/words-pagination-01/prediction.md	2026-08-15	current	26.2.4.2	present	current	-
dotnet/probes/words-pagination-01/results.md	2026-08-15	current	26.2.4.2	present	current	-
dotnet/probes/words-r11/after-collapse-upper-001-004-010-014.tsv	2026-08-07	pre-container	24.2.7.2	unverified	archival	-
dotnet/probes/words-r11/after-collapse-upper-005-009.tsv	2026-08-07	pre-container	24.2.7.2	unverified	archival	-
dotnet/probes/words-r11/after-table-borders-001-004-010-014.tsv	2026-08-07	pre-container	24.2.7.2	unverified	archival	-
dotnet/probes/words-r11/after-table-borders-005-009.tsv	2026-08-07	pre-container	24.2.7.2	unverified	archival	-
dotnet/probes/words-r11/base-001-004-010-014.tsv	2026-08-07	pre-container	24.2.7.2	unverified	archival	-
dotnet/probes/words-r11/base-005-009.tsv	2026-08-07	pre-container	24.2.7.2	unverified	archival	-
dotnet/probes/words-r11/final-001-004-010-014.tsv	2026-08-07	pre-container	24.2.7.2	unverified	archival	-
dotnet/probes/words-r11/final-005-009.tsv	2026-08-07	pre-container	24.2.7.2	unverified	archival	-
dotnet/probes/words-r36/after-rows.tsv	2026-08-09	pre-container	24.2.7.2	unverified	archival	-
dotnet/probes/words-r36/baseline-rows.tsv	2026-08-09	pre-container	24.2.7.2	unverified	archival	-
dotnet/probes/words-r36/line-anatomy-failing.tsv	2026-08-09	pre-container	24.2.7.2	unverified	CITED-STALE	dotnet/TODO.batches.md
dotnet/probes/words-r36/line-anatomy-matching-calibration.tsv	2026-08-09	pre-container	24.2.7.2	unverified	archival	-
dotnet/probes/words-r36/pdf-ops-matching-calibration.tsv	2026-08-09	pre-container	24.2.7.2	unverified	CITED-STALE	dotnet/TODO.batches.md
dotnet/probes/words-r38-baseline.tsv	2026-08-09	pre-container	24.2.7.2	unverified	archival	-
dotnet/probes/words-r38-final.tsv	2026-08-09	pre-container	24.2.7.2	unverified	archival	-
dotnet/probes/words-r39-after.tsv	2026-08-09	pre-container	24.2.7.2	unverified	archival	-
dotnet/probes/words-r39-baseline.tsv	2026-08-09	pre-container	24.2.7.2	unverified	CITED-STALE	dotnet/TODO.batches.md
dotnet/probes/words-r39-divergence.tsv	2026-08-09	pre-container	24.2.7.2	unverified	CITED-STALE	dotnet/TODO.batches.md
dotnet/probes/words-r39-prediction.md	2026-08-09	pre-container	24.2.7.2	unverified	CITED-STALE	dotnet/TODO.batches.md
dotnet/probes/words-r39-results.md	2026-08-09	pre-container	24.2.7.2	unverified	archival	-
dotnet/probes/words-r42/after.tsv	2026-08-09	pre-container	24.2.7.2	unverified	archival	-
dotnet/probes/words-r42/baseline.tsv	2026-08-09	pre-container	24.2.7.2	unverified	CITED-STALE	dotnet/TODO.batches.md
dotnet/probes/words-r42/divergence.tsv	2026-08-09	pre-container	24.2.7.2	unverified	archival	-
dotnet/probes/words-r42/prediction.md	2026-08-09	pre-container	24.2.7.2	unverified	CITED-STALE	dotnet/TODO.batches.md
dotnet/probes/words-r42/results.md	2026-08-09	pre-container	24.2.7.2	unverified	archival	-
dotnet/probes/words-r43/baseline.tsv	2026-08-09	pre-container	24.2.7.2	unverified	CITED-STALE	dotnet/TODO.batches.md
dotnet/probes/words-r43/box-jobs.tsv	2026-08-09	pre-container	24.2.7.2	unverified	archival	-
dotnet/probes/words-r43/div-cleaned.tsv	2026-08-09	pre-container	24.2.7.2	unverified	archival	-
dotnet/probes/words-r43/div-published.tsv	2026-08-09	pre-container	24.2.7.2	unverified	archival	-
dotnet/probes/words-r43/prediction.md	2026-08-09	pre-container	24.2.7.2	unverified	CITED-STALE	dotnet/TODO.batches.md
dotnet/probes/words-r43/results.md	2026-08-09	pre-container	24.2.7.2	unverified	archival	-
dotnet/probes/words-r44/after.tsv	2026-08-09	pre-container	24.2.7.2	unverified	archival	-
dotnet/probes/words-r44/baseline.tsv	2026-08-09	pre-container	24.2.7.2	unverified	CITED-STALE	dotnet/TODO.batches.md
dotnet/probes/words-r44/prediction.md	2026-08-09	pre-container	24.2.7.2	unverified	CITED-STALE	dotnet/TODO.batches.md
dotnet/probes/words-r44/results.md	2026-08-09	pre-container	24.2.7.2	unverified	archival	-
dotnet/probes/words-r44/row-heights.tsv	2026-08-09	pre-container	24.2.7.2	unverified	archival	-
dotnet/probes/words-r45/after.tsv	2026-08-10	pre-container	24.2.7.2	unverified	archival	-
dotnet/probes/words-r45/band.tsv	2026-08-10	pre-container	24.2.7.2	unverified	archival	-
dotnet/probes/words-r45/baseline.tsv	2026-08-09	pre-container	24.2.7.2	unverified	CITED-STALE	dotnet/TODO.batches.md
dotnet/probes/words-r45/drift.tsv	2026-08-10	pre-container	24.2.7.2	unverified	archival	-
dotnet/probes/words-r45/prediction.md	2026-08-09	pre-container	24.2.7.2	unverified	CITED-STALE	dotnet/TODO.batches.md
dotnet/probes/words-r45/results.md	2026-08-10	pre-container	24.2.7.2	unverified	archival	-
dotnet/probes/words-r46/after-widow-orphan.tsv	2026-08-10	pre-container	24.2.7.2	unverified	archival	-
dotnet/probes/words-r46/after.tsv	2026-08-10	pre-container	24.2.7.2	unverified	archival	-
dotnet/probes/words-r46/baseline.tsv	2026-08-10	pre-container	24.2.7.2	unverified	CITED-STALE	dotnet/TODO.batches.md
dotnet/probes/words-r46/prediction.md	2026-08-10	pre-container	24.2.7.2	unverified	archival	-
dotnet/probes/words-r46/results.md	2026-08-10	pre-container	24.2.7.2	unverified	CITED-STALE	dotnet/TODO.batches.md
dotnet/probes/words-r47/after-label.tsv	2026-08-10	pre-container	24.2.7.2	unverified	archival	-
dotnet/probes/words-r47/after-unnamed.tsv	2026-08-10	pre-container	24.2.7.2	unverified	archival	-
dotnet/probes/words-r47/baseline.tsv	2026-08-10	pre-container	24.2.7.2	unverified	archival	-
dotnet/probes/words-r47/prediction.md	2026-08-10	pre-container	24.2.7.2	unverified	archival	-
dotnet/probes/words-r50-chartset/prediction.md	2026-08-20	current	26.2.4.2	present	current	-
dotnet/probes/words-r50-chartset/results.md	2026-08-20	current	26.2.4.2	present	current	-
dotnet/probes/words-r50-chartset/variants/README.md	2026-08-20	current	26.2.4.2	present	current	-
dotnet/probes/words-r51-flies/prediction-2.md	2026-08-20	current	26.2.4.2	present	current	-
dotnet/probes/words-r51-flies/prediction.md	2026-08-20	current	26.2.4.2	present	current	-
dotnet/probes/words-r51-flies/results.md	2026-08-20	current	26.2.4.2	present	current	-
dotnet/probes/words-r52/prediction.md	2026-08-21	current	26.2.4.2	present	current	-
dotnet/probes/words-r52/results.md	2026-08-21	current	26.2.4.2	present	current	-
dotnet/probes/words-r53/prediction.md	2026-08-21	current	26.2.4.2	present	current	-
dotnet/probes/words-r53/results.md	2026-08-21	current	26.2.4.2	present	current	-
dotnet/probes/words-r54/prediction.md	2026-08-21	current	26.2.4.2	present	current	-
dotnet/probes/words-r54/results.md	2026-08-21	current	26.2.4.2	present	current	-
dotnet/probes/words-r55/prediction-doc-arm.md	2026-08-21	current	26.2.4.2	present	current	-
dotnet/probes/words-r55/prediction.md	2026-08-21	current	26.2.4.2	present	current	-
dotnet/probes/words-r55/results.md	2026-08-21	current	26.2.4.2	present	current	-
dotnet/probes/words-r56/prediction-checkbox.md	2026-08-21	current	26.2.4.2	present	current	-
dotnet/probes/words-r56/prediction.md	2026-08-21	current	26.2.4.2	present	current	-
dotnet/probes/words-r56/results.md	2026-08-21	current	26.2.4.2	present	current	-
dotnet/probes/words-r58/prediction-hyphen.md	2026-08-21	current	26.2.4.2	present	current	-
dotnet/probes/words-r58/prediction.md	2026-08-21	current	26.2.4.2	present	current	-
dotnet/probes/words-r58/results.md	2026-08-21	current	26.2.4.2	present	current	-
dotnet/probes/words-r59/prediction-autocolour.md	2026-08-21	current	26.2.4.2	present	current	-
dotnet/probes/words-r59/prediction.md	2026-08-21	current	26.2.4.2	present	current	-
dotnet/probes/words-r59/results.md	2026-08-21	current	26.2.4.2	present	current	-
dotnet/probes/words-r61/prediction.md	2026-08-21	current	26.2.4.2	present	current	-
dotnet/probes/words-r61/results.md	2026-08-21	current	26.2.4.2	present	current	-
dotnet/probes/words-r62/prediction.md	2026-08-21	current	26.2.4.2	present	current	-
dotnet/probes/words-r62/results.md	2026-08-21	current	26.2.4.2	present	current	-
dotnet/probes/words-rebase-01/results.md	2026-08-13	current	26.2.4.2	present	current	-
dotnet/probes/words-rebase-02/gate.tsv	2026-08-13	current	26.2.4.2	present	current	-
dotnet/probes/words-rebase-02/prediction.md	2026-08-13	current	26.2.4.2	present	current	-
dotnet/probes/words-rebase-02/results.md	2026-08-13	current	26.2.4.2	present	current	-
dotnet/probes/words-regress-01/done-sweep.tsv	2026-08-15	current	26.2.4.2	present	current	-
dotnet/probes/words-regress-01/prediction.md	2026-08-15	current	26.2.4.2	present	current	-
dotnet/probes/words-regress-01/results.md	2026-08-15	current	26.2.4.2	present	current	-
dotnet/probes/words-regress-01/words-after.tsv	2026-08-15	current	26.2.4.2	present	current	-
dotnet/probes/words-regress-01/words-before.tsv	2026-08-15	current	26.2.4.2	present	current	-
dotnet/probes/words-table-01/prediction.md	2026-08-15	current	26.2.4.2	present	current	-
dotnet/probes/words-table-01/results.md	2026-08-15	current	26.2.4.2	present	current	-
dotnet/probes/words-vision-01/prediction.md	2026-08-13	current	26.2.4.2	present	current	-
dotnet/probes/words-vision-01/results.md	2026-08-14	current	26.2.4.2	present	current	-
dotnet/probes/words-w-pitch/results.md	2026-08-15	current	26.2.4.2	present	current	-
dotnet/research/probes/sheets-r17/README.md	2026-08-07	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/sheets-r17/lo-faces.tsv	2026-08-07	pre-container	24.2.7.2	unverified	CITED-STALE	dotnet/TODO.batches.md
dotnet/research/probes/sheets-r17/our-faces.tsv	2026-08-07	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r14/baseline-ink.tsv	2026-08-07	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r14/gate-sheets-001-006.tsv	2026-08-07	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r14/gate-words-001-009.tsv	2026-08-07	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r14/recode-ink.tsv	2026-08-07	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r17/NOTES.md	2026-08-07	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r17/after-ink.tsv	2026-08-07	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r17/after-parity.tsv	2026-08-07	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r17/base-ink.tsv	2026-08-07	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r17/base-parity.tsv	2026-08-07	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r18/NOTES.md	2026-08-07	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r18/after-ink.tsv	2026-08-07	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r18/after-parity.tsv	2026-08-07	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r18/base-ink.tsv	2026-08-07	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r18/base-parity.tsv	2026-08-07	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r19/NOTES.md	2026-08-07	pre-container	24.2.7.2	unverified	CITED-STALE	dotnet/src/Paperless.Presentations/TODO.md;dotnet/src/paperless.presentations/TODO.md
dotnet/research/probes/slides-r19/after-ink.tsv	2026-08-07	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r19/after-parity.tsv	2026-08-07	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r19/base-ink.tsv	2026-08-07	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r19/base-parity.tsv	2026-08-07	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r19/grid-ink.tsv	2026-08-07	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r19/grid-parity.tsv	2026-08-07	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r20/after-absink.tsv	2026-08-08	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r20/after-ink.tsv	2026-08-08	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r20/after-parity.tsv	2026-08-08	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r20/base-absink.tsv	2026-08-08	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r20/base-ink.tsv	2026-08-08	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r20/base-parity.tsv	2026-08-08	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r21/after-ink.tsv	2026-08-08	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r21/after-parity.tsv	2026-08-08	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r21/base-ink.tsv	2026-08-08	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r21/base-parity.tsv	2026-08-08	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r22/after-ink.tsv	2026-08-08	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r22/after-parity.tsv	2026-08-08	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r22/base-ink.tsv	2026-08-08	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r22/base-parity.tsv	2026-08-08	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r23/after-ink.tsv	2026-08-08	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r23/after-parity.tsv	2026-08-08	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r23/base-ink.tsv	2026-08-08	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r23/base-parity.tsv	2026-08-08	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r23/group-scale.tsv	2026-08-08	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r24/after-ink.tsv	2026-08-08	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r24/after-parity.tsv	2026-08-08	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r24/autotext-ink.tsv	2026-08-08	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r24/autotext-parity.tsv	2026-08-08	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r24/base-ink.tsv	2026-08-08	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r24/base-parity.tsv	2026-08-08	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r24/chart-census-slides.tsv	2026-08-08	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r24/cross-track.tsv	2026-08-08	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r24/legend-step.tsv	2026-08-08	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r24/title-band.tsv	2026-08-08	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r24/title-size-probe.tsv	2026-08-08	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r29/band-after.tsv	2026-08-08	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r29/band-base.tsv	2026-08-08	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r29/base-ink.tsv	2026-08-08	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r29/base-parity.tsv	2026-08-08	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r29/cross-track.tsv	2026-08-08	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r29/final-ink.tsv	2026-08-08	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r29/final-parity.tsv	2026-08-08	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r29/three-ink.tsv	2026-08-08	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r29/three-parity.tsv	2026-08-08	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r30/base-ink.tsv	2026-08-09	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r30/base-parity.tsv	2026-08-09	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r30/final-ink.tsv	2026-08-09	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r30/final-parity.tsv	2026-08-09	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r30/weight-ink.tsv	2026-08-09	pre-container	24.2.7.2	unverified	archival	-
dotnet/research/probes/slides-r30/weight-parity.tsv	2026-08-09	pre-container	24.2.7.2	unverified	archival	-
