S1245	2	37.556	2	37.636
S1246	2	37.556	2	37.636
S1247	2	37.556	2	37.636
S1248	2	37.556	2	37.636
S1249	2	37.556	2	37.636
S1250	2	37.556	2	37.636
S1251	2	37.556	2	37.636
S1252	2	37.556	2	37.636
S1253	2	37.556	2	37.636
S1254	2	37.556	2	37.636
S1255	2	37.556	2	37.636
S1256	2	37.556	2	37.636
S1257	2	37.556	2	37.636
S1258	2	37.556	2	37.636
S1259	2	37.556	2	37.636
S1260	2	37.556	2	37.636
S1261	1	52.206	2	37.636
S1262	1	52.206	2	37.636
S1263	1	52.206	1	52.307
S1264	1	52.206	1	52.307
S1265	1	52.206	1	52.307
S1266	1	52.206	1	52.307
S1267	1	52.206	1	52.307
S1268	1	52.206	1	52.307
S1269	1	52.206	1	52.307
S1270	1	52.206	1	52.307
S1271	1	52.206	1	52.307
S1272	1	52.206	1	52.307
S1273	1	52.206	1	52.307
S1274	1	52.206	1	52.307
S1275	1	52.206	1	52.307
S1276	1	52.206	1	52.307
S1277	1	52.206	1	52.307
S1278	1	52.206	1	52.307
S1279	1	52.206	1	52.307
S1280	1	52.206	1	52.307
Z1245	2	37.454	2	37.469
Z1246	2	37.454	2	37.469
Z1247	2	37.454	2	37.469
Z1248	2	37.454	2	37.469
Z1249	2	37.454	2	37.469
Z1250	2	37.454	2	37.469
Z1251	2	37.454	2	37.469
Z1252	2	37.454	2	37.469
Z1253	2	37.454	2	37.469
Z1254	2	37.454	2	37.469
Z1255	2	37.454	2	37.469
Z1256	2	37.454	2	37.469
Z1257	2	37.454	2	37.469
Z1258	2	37.454	2	37.469
Z1259	1	52.104	1	52.141
Z1260	1	52.104	1	52.141
Z1261	1	52.104	1	52.141
Z1262	1	52.104	1	52.141
Z1263	1	52.104	1	52.141
Z1264	1	52.104	1	52.141
Z1265	1	52.104	1	52.141
Z1266	1	52.104	1	52.141
Z1267	1	52.104	1	52.141
Z1268	1	52.104	1	52.141
Z1269	1	52.104	1	52.141
Z1270	1	52.104	1	52.141
Z1271	1	52.104	1	52.141
Z1272	1	52.104	1	52.141
Z1273	1	52.104	1	52.141
Z1274	1	52.104	1	52.141
Z1275	1	52.104	1	52.141
Z1276	1	52.104	1	52.141
Z1277	1	52.104	1	52.141
Z1278	1	52.104	1	52.141
Z1279	1	52.104	1	52.141
Z1280	1	52.104	1	52.141
N1245	1	47.072	1	47.128
N1246	1	47.072	1	47.128
N1247	1	47.072	1	47.128
N1248	1	47.072	1	47.128
N1249	1	47.072	1	47.128
N1250	1	47.072	1	47.128
N1251	1	47.072	1	47.128
N1252	1	47.072	1	47.128
N1253	1	47.072	1	47.128
N1254	1	47.072	1	47.128
N1255	1	47.072	1	47.128
N1256	1	47.072	1	47.128
N1257	1	47.072	1	47.128
N1258	1	47.072	1	47.128
N1259	1	47.072	1	47.128
N1260	1	47.072	1	47.128
N1261	1	47.072	1	47.128
N1262	1	47.072	1	47.128
N1263	1	47.072	1	47.128
N1264	1	47.072	1	47.128
N1265	1	47.072	1	47.128
N1266	1	47.072	1	47.128
N1267	1	47.072	1	47.128
N1268	1	47.072	1	47.128
N1269	1	47.072	1	47.128
N1270	1	47.072	1	47.128
N1271	1	47.072	1	47.128
N1272	1	47.072	1	47.128
N1273	1	47.072	1	47.128
N1274	1	47.072	1	47.128
N1275	1	47.072	1	47.128
N1276	1	47.072	1	47.128
N1277	1	47.072	1	47.128
N1278	1	47.072	1	47.128
N1279	1	47.072	1	47.128
N1280	1	47.072	1	47.128
E12	1	11.796	1	11.890
E14	1	13.830	1	13.835
E16	1	15.756	1	15.835
E18	1	17.691	1	17.779
E20	1	19.726	1	19.780
E22	1	21.709	1	21.780
E24	1	23.692	1	23.724
E26	1	25.618	1	25.725
E28	1	27.657	1	27.669
E30	1	29.590	1	29.670
