family	batch	path	ext	score	source	previous_batch	status	kind
sheets	chartset-005	sheets/chartset-005/xlsx/074_Idea_planner_bacaa123.xlsx	xlsx	51.7	officechartexamples[microsoft-create]:excel/074_Idea_planner_bacaa123.xlsx		done	
sheets	chartset-005	sheets/chartset-005/xlsx/091_Volunteer_Sign_Up_Sheet_Template_Colored_Background_2cb58d01.xlsx	xlsx	91.6	officechartexamples[templatehub]:excel/091_Volunteer_Sign_Up_Sheet_Template_Colored_Background_2cb58d01.xlsx		done	
sheets	chartset-005	sheets/chartset-005/xlsx/093_Volunteer_Sign_Up_Sheet_Template_Customizable_Format_3a4d6b58.xlsx	xlsx	95.5	officechartexamples[templatehub]:excel/093_Volunteer_Sign_Up_Sheet_Template_Customizable_Format_3a4d6b58.xlsx		done	
sheets	chartset-005	sheets/chartset-005/xlsx/095_Volunteer_Sign_Up_Sheet_Template_Fillable_Format_b3330009.xlsx	xlsx	62.0	officechartexamples[templatehub]:excel/095_Volunteer_Sign_Up_Sheet_Template_Fillable_Format_b3330009.xlsx		done	
sheets	chartset-005	sheets/chartset-005/xlsx/096_Volunteer_Sign_Up_Sheet_Template_Green_Theme_b4f1809d.xlsx	xlsx	69.4	officechartexamples[templatehub]:excel/096_Volunteer_Sign_Up_Sheet_Template_Green_Theme_b4f1809d.xlsx		done	
sheets	chartset-005	sheets/chartset-005/xlsx/098_Volunteer_Sign_Up_Sheet_Template_Simple_Layout_080a06a1.xlsx	xlsx	60.3	officechartexamples[templatehub]:excel/098_Volunteer_Sign_Up_Sheet_Template_Simple_Layout_080a06a1.xlsx		done	
sheets	chartset-006	sheets/chartset-006/xlsx/005_Contextures_chart_sample_6e279b08.xlsx	xlsx	123.8	officechartexamples[contextures-vertex42]:excel/005_Contextures_chart_sample_6e279b08.xlsx		done	
sheets	chartset-006	sheets/chartset-006/xlsx/006_Contextures_chart_sample_afa23b53.xlsx	xlsx	129.2	officechartexamples[contextures-vertex42]:excel/006_Contextures_chart_sample_afa23b53.xlsx		done	
sheets	chartset-006	sheets/chartset-006/xlsx/044_Cash_flow_forecast_Use_this_template_b8fa1f35.xlsx	xlsx	126.6	officechartexamples[microsoft-create]:excel/044_Cash_flow_forecast_Use_this_template_b8fa1f35.xlsx		done	
sheets	chartset-006	sheets/chartset-006/xlsx/052_Manufacturing_output_chart_88570318.xlsx	xlsx	137.9	officechartexamples[microsoft-create]:excel/052_Manufacturing_output_chart_88570318.xlsx		done	
sheets	chartset-006	sheets/chartset-006/xlsx/061_Regional_sales_chart_cb9eb690.xlsx	xlsx	136.1	officechartexamples[microsoft-create]:excel/061_Regional_sales_chart_cb9eb690.xlsx		done	
sheets	chartset-006	sheets/chartset-006/xlsx/070_Equipment_inventory_list_Use_this_template_fd524c8a.xlsx	xlsx	135.2	officechartexamples[microsoft-create]:excel/070_Equipment_inventory_list_Use_this_template_fd524c8a.xlsx		open	text
sheets	chartset-006	sheets/chartset-006/xlsx/088_To-do_list_with_progress_tracker_Use_this_template_8c438912.xlsx	xlsx	133.9	officechartexamples[microsoft-create]:excel/088_To-do_list_with_progress_tracker_Use_this_template_8c438912.xlsx		done	
sheets	chartset-006	sheets/chartset-006/xlsx/089_Vintage_inventory_list_Use_this_template_f616cac0.xlsx	xlsx	135.7	officechartexamples[microsoft-create]:excel/089_Vintage_inventory_list_Use_this_template_f616cac0.xlsx		done	
sheets	chartset-007	sheets/chartset-007/xlsm/003_Contextures_chart_sample_9bda2719.xlsm	xlsm	148.4	officechartexamples[contextures-vertex42]:excel/003_Contextures_chart_sample_9bda2719.xlsm		done	
sheets	chartset-007	sheets/chartset-007/xlsx/037_Personal_money_tracker_a57957bb.xlsx	xlsx	146.2	officechartexamples[microsoft-create]:excel/037_Personal_money_tracker_a57957bb.xlsx		done	
sheets	chartset-007	sheets/chartset-007/xlsx/040_Blood_pressure_tracker_872b6833.xlsx	xlsx	149.4	officechartexamples[microsoft-create]:excel/040_Blood_pressure_tracker_872b6833.xlsx		done	
sheets	chartset-007	sheets/chartset-007/xlsx/050_Financial_vision_d44241e1.xlsx	xlsx	145.8	officechartexamples[microsoft-create]:excel/050_Financial_vision_d44241e1.xlsx		done	
sheets	chartset-007	sheets/chartset-007/xlsx/054_Problem_analysis_with_Pareto_chart_11058329.xlsx	xlsx	144.1	officechartexamples[microsoft-create]:excel/054_Problem_analysis_with_Pareto_chart_11058329.xlsx		done	
sheets	chartset-007	sheets/chartset-007/xlsx/058_Social_media_engagement_data_cfa1cb18.xlsx	xlsx	137.9	officechartexamples[microsoft-create]:excel/058_Social_media_engagement_data_cfa1cb18.xlsx		open	text
sheets	chartset-007	sheets/chartset-007/xlsx/063_Sales_pipeline_aec57013.xlsx	xlsx	145.9	officechartexamples[microsoft-create]:excel/063_Sales_pipeline_aec57013.xlsx		open	text
sheets	chartset-007	sheets/chartset-007/xlsx/082_Project_to_do_list_28f80082.xlsx	xlsx	149.1	officechartexamples[microsoft-create]:excel/082_Project_to_do_list_28f80082.xlsx		done	
sheets	chartset-007	sheets/chartset-007/xlsx/083_Project_tracker_Use_this_template_b38d057c.xlsx	xlsx	148.8	officechartexamples[microsoft-create]:excel/083_Project_tracker_Use_this_template_b38d057c.xlsx		done	
sheets	chartset-007	sheets/chartset-007/xlsx/090_Weekly_time_sheet_Use_this_template_0499cc43.xlsx	xlsx	142.3	officechartexamples[microsoft-create]:excel/090_Weekly_time_sheet_Use_this_template_0499cc43.xlsx		done	
sheets	chartset-008	sheets/chartset-008/xlsx/008_Contextures_chart_sample_7ea7a1d7.xlsx	xlsx	157.8	officechartexamples[contextures-vertex42]:excel/008_Contextures_chart_sample_7ea7a1d7.xlsx		done	
sheets	chartset-008	sheets/chartset-008/xlsx/021_Control_Chart_Template_-_Create_Control_Charts_in_Excel_fd3b1a5d.xlsx	xlsx	153.0	officechartexamples[contextures-vertex42]:excel/021_Control_Chart_Template_-_Create_Control_Charts_in_Excel_fd3b1a5d.xlsx		done	
sheets	chartset-008	sheets/chartset-008/xlsx/023_Waterfall_Chart_Template_for_Excel_349f7689.xlsx	xlsx	162.1	officechartexamples[contextures-vertex42]:excel/023_Waterfall_Chart_Template_for_Excel_349f7689.xlsx		done	
sheets	chartset-008	sheets/chartset-008/xlsx/034_Personal_net_worth_calculator_f7b8fb57.xlsx	xlsx	153.8	officechartexamples[microsoft-create]:excel/034_Personal_net_worth_calculator_f7b8fb57.xlsx		done	
sheets	chartset-008	sheets/chartset-008/xlsx/046_Cost_analysis_with_Pareto_chart_7db5ef69.xlsx	xlsx	155.9	officechartexamples[microsoft-create]:excel/046_Cost_analysis_with_Pareto_chart_7db5ef69.xlsx		open	text
sheets	chartset-008	sheets/chartset-008/xlsx/051_Manufacturer_defect_analysis_53db27ea.xlsx	xlsx	155.6	officechartexamples[microsoft-create]:excel/051_Manufacturer_defect_analysis_53db27ea.xlsx		done	
sheets	chartset-008	sheets/chartset-008/xlsx/055_Project_timeline_with_milestones_Use_this_template_546cecc0.xlsx	xlsx	160.1	officechartexamples[microsoft-create]:excel/055_Project_timeline_with_milestones_Use_this_template_546cecc0.xlsx		open	text
sheets	chartset-008	sheets/chartset-008/xlsx/092_Volunteer_Sign_Up_Sheet_Template_Complete_Guide_31fe4d22.xlsx	xlsx	150.9	officechartexamples[templatehub]:excel/092_Volunteer_Sign_Up_Sheet_Template_Complete_Guide_31fe4d22.xlsx		done	
sheets	chartset-008	sheets/chartset-008/xlsx/094_Volunteer_Sign_Up_Sheet_Template_Editable_Format_6711b281.xlsx	xlsx	158.2	officechartexamples[templatehub]:excel/094_Volunteer_Sign_Up_Sheet_Template_Editable_Format_6711b281.xlsx		done	
sheets	chartset-008	sheets/chartset-008/xlsx/099_Volunteer_Sign_Up_Sheet_Template_Stylish_Format_c0cc35a6.xlsx	xlsx	154.0	officechartexamples[templatehub]:excel/099_Volunteer_Sign_Up_Sheet_Template_Stylish_Format_c0cc35a6.xlsx		done	
sheets	chartset-009	sheets/chartset-009/xlsx/015_Free_Gantt_Chart_Template_for_Excel_414e86bf.xlsx	xlsx	200.0	officechartexamples[contextures-vertex42]:excel/015_Free_Gantt_Chart_Template_for_Excel_414e86bf.xlsx		done	
sheets	chartset-009	sheets/chartset-009/xlsx/018_Weight_Loss_Chart_-_Free_Printable_Weight_Loss_Charts_and_Weight_Log_3337bd0a.xlsx	xlsx	183.6	officechartexamples[contextures-vertex42]:excel/018_Weight_Loss_Chart_-_Free_Printable_Weight_Loss_Charts_and_Weight_Log_3337bd0a.xlsx		done	
sheets	chartset-009	sheets/chartset-009/xlsx/024_Free_Kids_Chore_Chart_Template_ad74bb34.xlsx	xlsx	168.2	officechartexamples[contextures-vertex42]:excel/024_Free_Kids_Chore_Chart_Template_ad74bb34.xlsx		done	
sheets	chartset-009	sheets/chartset-009/xlsx/029_Annual_budget_Use_this_template_30324a97.xlsx	xlsx	174.8	officechartexamples[microsoft-create]:excel/029_Annual_budget_Use_this_template_30324a97.xlsx		done	
sheets	chartset-009	sheets/chartset-009/xlsx/041_Business_budget_ef942467.xlsx	xlsx	180.5	officechartexamples[microsoft-create]:excel/041_Business_budget_ef942467.xlsx		done	
sheets	chartset-009	sheets/chartset-009/xlsx/053_Personal_asset_inventory_5446d84b.xlsx	xlsx	184.7	officechartexamples[microsoft-create]:excel/053_Personal_asset_inventory_5446d84b.xlsx		open	pagination
sheets	chartset-009	sheets/chartset-009/xlsx/056_Quarterly_sale_report_baa6bb0d.xlsx	xlsx	202.3	officechartexamples[microsoft-create]:excel/056_Quarterly_sale_report_baa6bb0d.xlsx		done	
sheets	chartset-009	sheets/chartset-009/xlsx/075_Idea_planner_tasks_f44ebd73.xlsx	xlsx	164.2	officechartexamples[microsoft-create]:excel/075_Idea_planner_tasks_f44ebd73.xlsx		done	
sheets	chartset-009	sheets/chartset-009/xlsx/081_Project_performance_report_Use_this_template_be2468b3.xlsx	xlsx	197.3	officechartexamples[microsoft-create]:excel/081_Project_performance_report_Use_this_template_be2468b3.xlsx		done	
sheets	chartset-009	sheets/chartset-009/xlsx/085_Simple_Gantt_chart_d65b8377.xlsx	xlsx	176.0	officechartexamples[microsoft-create]:excel/085_Simple_Gantt_chart_d65b8377.xlsx		done	
sheets	chartset-010	sheets/chartset-010/xlsx/047_Date_tracker_Gantt_chart_bf34f3a8.xlsx	xlsx	227.3	officechartexamples[microsoft-create]:excel/047_Date_tracker_Gantt_chart_bf34f3a8.xlsx		open	pagination
sheets	chartset-010	sheets/chartset-010/xlsx/062_Run_chart_cb7476ea.xlsx	xlsx	226.8	officechartexamples[microsoft-create]:excel/062_Run_chart_cb7476ea.xlsx		open	pagination
sheets	chartset-010	sheets/chartset-010/xlsx/065_Weight_loss_tracker_ff1c89af.xlsx	xlsx	229.3	officechartexamples[microsoft-create]:excel/065_Weight_loss_tracker_ff1c89af.xlsx		open	text
sheets	chartset-010	sheets/chartset-010/xlsx/069_Blue_modern_balance_sheet_Use_this_template_6b4d70d3.xlsx	xlsx	208.9	officechartexamples[microsoft-create]:excel/069_Blue_modern_balance_sheet_Use_this_template_6b4d70d3.xlsx		done	
sheets	chartset-010	sheets/chartset-010/xlsx/072_Gantt_project_planner_dde00e33.xlsx	xlsx	224.8	officechartexamples[microsoft-create]:excel/072_Gantt_project_planner_dde00e33.xlsx		done	
sheets	chartset-010	sheets/chartset-010/xlsx/078_Modern_inventory_list_Use_this_template_41abd5bf.xlsx	xlsx	203.2	officechartexamples[microsoft-create]:excel/078_Modern_inventory_list_Use_this_template_41abd5bf.xlsx		done	
sheets	chartset-010	sheets/chartset-010/xlsx/079_Org_charts_visual_248d1dcf.xlsx	xlsx	205.1	officechartexamples[microsoft-create]:excel/079_Org_charts_visual_248d1dcf.xlsx		done	
sheets	chartset-010	sheets/chartset-010/xlsx/084_Service_invoice_Use_this_template_c92b43dc.xlsx	xlsx	202.3	officechartexamples[microsoft-create]:excel/084_Service_invoice_Use_this_template_c92b43dc.xlsx		done	
sheets	chartset-010	sheets/chartset-010/xlsx/086_Simple_grey_invoice_Use_this_template_063b3773.xlsx	xlsx	224.8	officechartexamples[microsoft-create]:excel/086_Simple_grey_invoice_Use_this_template_063b3773.xlsx		done	
sheets	chartset-010	sheets/chartset-010/xlsx/100_Volunteer_Sign_Up_Sheet_Template_Tabular_Format_0975f34e.xlsx	xlsx	216.1	officechartexamples[templatehub]:excel/100_Volunteer_Sign_Up_Sheet_Template_Tabular_Format_0975f34e.xlsx		done	
sheets	chartset-011	sheets/chartset-011/xlsm/007_Contextures_chart_sample_667d8e47.xlsm	xlsm	250.7	officechartexamples[contextures-vertex42]:excel/007_Contextures_chart_sample_667d8e47.xlsm		done	
sheets	chartset-011	sheets/chartset-011/xlsx/010_Contextures_chart_sample_e6ea06a3.xlsx	xlsx	270.3	officechartexamples[contextures-vertex42]:excel/010_Contextures_chart_sample_e6ea06a3.xlsx		done	
sheets	chartset-011	sheets/chartset-011/xlsx/028_Budget_summary_report_4aeefd13.xlsx	xlsx	233.2	officechartexamples[microsoft-create]:excel/028_Budget_summary_report_4aeefd13.xlsx		done	
sheets	chartset-011	sheets/chartset-011/xlsx/030_Basic_balance_sheet_Use_this_template_10ed9144.xlsx	xlsx	261.3	officechartexamples[microsoft-create]:excel/030_Basic_balance_sheet_Use_this_template_10ed9144.xlsx		open	text
sheets	chartset-011	sheets/chartset-011/xlsx/042_Business_monthly_budget_4e4d092f.xlsx	xlsx	263.0	officechartexamples[microsoft-create]:excel/042_Business_monthly_budget_4e4d092f.xlsx		done	
sheets	chartset-011	sheets/chartset-011/xlsx/057_Simple_balance_sheet_Use_this_template_e2d4cbb2.xlsx	xlsx	244.4	officechartexamples[microsoft-create]:excel/057_Simple_balance_sheet_Use_this_template_e2d4cbb2.xlsx		open	pagination
sheets	chartset-011	sheets/chartset-011/xlsx/060_Monthly_company_budget_47b2a99a.xlsx	xlsx	270.2	officechartexamples[microsoft-create]:excel/060_Monthly_company_budget_47b2a99a.xlsx		done	
sheets	chartset-011	sheets/chartset-011/xlsx/066_Agile_Gantt_chart_08f9de45.xlsx	xlsx	256.0	officechartexamples[microsoft-create]:excel/066_Agile_Gantt_chart_08f9de45.xlsx		done	
sheets	chartset-011	sheets/chartset-011/xlsx/071_Four-week_project_timeline_Use_this_template_4f05db49.xlsx	xlsx	244.9	officechartexamples[microsoft-create]:excel/071_Four-week_project_timeline_Use_this_template_4f05db49.xlsx		open	pagination
sheets	chartset-011	sheets/chartset-011/xlsx/077_Inventory_list_with_highlighting_Use_this_template_36d8d57a.xlsx	xlsx	234.1	officechartexamples[microsoft-create]:excel/077_Inventory_list_with_highlighting_Use_this_template_36d8d57a.xlsx		done	
sheets	chartset-012	sheets/chartset-012/xlsx/002_Contextures_chart_sample_f605e7bc.xlsx	xlsx	323.9	officechartexamples[contextures-vertex42]:excel/002_Contextures_chart_sample_f605e7bc.xlsx		done	
sheets	chartset-012	sheets/chartset-012/xlsx/009_Contextures_chart_sample_adcb3f6c.xlsx	xlsx	299.4	officechartexamples[contextures-vertex42]:excel/009_Contextures_chart_sample_adcb3f6c.xlsx		done	
sheets	chartset-012	sheets/chartset-012/xlsx/012_Contextures_chart_sample_9900da76.xlsx	xlsx	292.2	officechartexamples[contextures-vertex42]:excel/012_Contextures_chart_sample_9900da76.xlsx		done	
sheets	chartset-012	sheets/chartset-012/xlsx/013_Contextures_chart_sample_21b98e22.xlsx	xlsx	306.1	officechartexamples[contextures-vertex42]:excel/013_Contextures_chart_sample_21b98e22.xlsx		done	
sheets	chartset-012	sheets/chartset-012/xlsx/020_Free_Blood_Pressure_Chart_and_Printable_Blood_Pressure_Log_8f8dcc39.xlsx	xlsx	270.8	officechartexamples[contextures-vertex42]:excel/020_Free_Blood_Pressure_Chart_and_Printable_Blood_Pressure_Log_8f8dcc39.xlsx		done	
sheets	chartset-012	sheets/chartset-012/xlsx/026_Monthly_cash_flow_statement_Use_this_template_8aaebea1.xlsx	xlsx	310.3	officechartexamples[microsoft-create]:excel/026_Monthly_cash_flow_statement_Use_this_template_8aaebea1.xlsx		done	
sheets	chartset-012	sheets/chartset-012/xlsx/036_Simple_to-do_list_Use_this_template_ba44373b.xlsx	xlsx	324.3	officechartexamples[microsoft-create]:excel/036_Simple_to-do_list_Use_this_template_ba44373b.xlsx		done	
sheets	chartset-012	sheets/chartset-012/xlsx/068_Blue_inventory_list_Use_this_template_f9908489.xlsx	xlsx	302.4	officechartexamples[microsoft-create]:excel/068_Blue_inventory_list_Use_this_template_f9908489.xlsx		open	text
sheets	chartset-012	sheets/chartset-012/xlsx/080_Profit_and_loss_income_statement_3566dae9.xlsx	xlsx	294.6	officechartexamples[microsoft-create]:excel/080_Profit_and_loss_income_statement_3566dae9.xlsx		done	
sheets	chartset-012	sheets/chartset-012/xlsx/097_Volunteer_Sign_Up_Sheet_Template_Professional_Format_075d06ed.xlsx	xlsx	281.3	officechartexamples[templatehub]:excel/097_Volunteer_Sign_Up_Sheet_Template_Professional_Format_075d06ed.xlsx		done	
sheets	chartset-013	sheets/chartset-013/xlsx/001_Contextures_chart_sample_b089bc34.xlsx	xlsx	342.8	officechartexamples[contextures-vertex42]:excel/001_Contextures_chart_sample_b089bc34.xlsx		done	
sheets	chartset-013	sheets/chartset-013/xlsx/019_Free_Blood_Sugar_Chart_for_Excel_-_Track_Your_Blood_Sugar_Level_36f4a782.xlsx	xlsx	349.3	officechartexamples[contextures-vertex42]:excel/019_Free_Blood_Sugar_Chart_for_Excel_-_Track_Your_Blood_Sugar_Level_36f4a782.xlsx		done	
sheets	chartset-013	sheets/chartset-013/xlsx/031_Business_expense_budget_f3a46278.xlsx	xlsx	326.7	officechartexamples[microsoft-create]:excel/031_Business_expense_budget_f3a46278.xlsx		done	
sheets	chartset-013	sheets/chartset-013/xlsx/032_Business_expenses_budget_d377eaab.xlsx	xlsx	406.5	officechartexamples[microsoft-create]:excel/032_Business_expenses_budget_d377eaab.xlsx		done	
sheets	chartset-013	sheets/chartset-013/xlsx/033_Event_planning_tracker_Use_this_template_f29a848e.xlsx	xlsx	355.1	officechartexamples[microsoft-create]:excel/033_Event_planning_tracker_Use_this_template_f29a848e.xlsx		done	
sheets	chartset-013	sheets/chartset-013/xlsx/035_Project_plan_for_law_firms_aa2d4462.xlsx	xlsx	408.6	officechartexamples[microsoft-create]:excel/035_Project_plan_for_law_firms_aa2d4462.xlsx		done	
sheets	chartset-013	sheets/chartset-013/xlsx/043_Buy_a_car_vs._rideshare_ff07c7e6.xlsx	xlsx	333.6	officechartexamples[microsoft-create]:excel/043_Buy_a_car_vs._rideshare_ff07c7e6.xlsx		done	
sheets	chartset-013	sheets/chartset-013/xlsx/049_Expenses_calculator_c351f3d0.xlsx	xlsx	340.5	officechartexamples[microsoft-create]:excel/049_Expenses_calculator_c351f3d0.xlsx		done	
sheets	chartset-013	sheets/chartset-013/xlsx/059_Milestone_and_task_project_timeline_Use_this_template_24f1e8f1.xlsx	xlsx	367.0	officechartexamples[microsoft-create]:excel/059_Milestone_and_task_project_timeline_Use_this_template_24f1e8f1.xlsx		open	text
sheets	chartset-013	sheets/chartset-013/xlsx/087_Simple_personal_budget_3cf9b1af.xlsx	xlsx	337.7	officechartexamples[microsoft-create]:excel/087_Simple_personal_budget_3cf9b1af.xlsx		done	
sheets	chartset-014	sheets/chartset-014/xlsx/016_Free_Organizational_Chart_Template_-_Company_Organization_Chart_db913144.xlsx	xlsx	819.7	officechartexamples[contextures-vertex42]:excel/016_Free_Organizational_Chart_Template_-_Company_Organization_Chart_db913144.xlsx		done	
sheets	chartset-014	sheets/chartset-014/xlsx/017_Timeline_Templates_for_Excel_b88faee6.xlsx	xlsx	419.3	officechartexamples[contextures-vertex42]:excel/017_Timeline_Templates_for_Excel_b88faee6.xlsx		open	text
sheets	chartset-014	sheets/chartset-014/xlsx/025_Printable_Reward_Charts_for_Kids_-_Reward_Chart_Template_aabacd93.xlsx	xlsx	3110.0	officechartexamples[contextures-vertex42]:excel/025_Printable_Reward_Charts_for_Kids_-_Reward_Chart_Template_aabacd93.xlsx		done	
sheets	chartset-014	sheets/chartset-014/xlsx/027_Simple_personal_cash_flow_statement_675c6584.xlsx	xlsx	450.4	officechartexamples[microsoft-create]:excel/027_Simple_personal_cash_flow_statement_675c6584.xlsx		done	
sheets	chartset-014	sheets/chartset-014/xlsx/038_Baby_growth_chart_bb9cd672.xlsx	xlsx	453.1	officechartexamples[microsoft-create]:excel/038_Baby_growth_chart_bb9cd672.xlsx		done	
sheets	chartset-014	sheets/chartset-014/xlsx/039_Baby_growth_tracker_e295ae56.xlsx	xlsx	449.3	officechartexamples[microsoft-create]:excel/039_Baby_growth_tracker_e295ae56.xlsx		done	
sheets	chartset-014	sheets/chartset-014/xlsx/045_Check_register_with_chart_4becb8a0.xlsx	xlsx	606.5	officechartexamples[microsoft-create]:excel/045_Check_register_with_chart_4becb8a0.xlsx		open	text
sheets	chartset-014	sheets/chartset-014/xlsx/048_Expense_trends_budget_18d1e8ba.xlsx	xlsx	497.8	officechartexamples[microsoft-create]:excel/048_Expense_trends_budget_18d1e8ba.xlsx		open	text
sheets	chartset-014	sheets/chartset-014/xlsx/064_Small_business_cash_flow_Use_this_template_0a640756.xlsx	xlsx	500.1	officechartexamples[microsoft-create]:excel/064_Small_business_cash_flow_Use_this_template_0a640756.xlsx		open	text
sheets	chartset-014	sheets/chartset-014/xlsx/076_Inventory_list_accessibility_guide_Use_this_template_f43dab19.xlsx	xlsx	1133.1	officechartexamples[microsoft-create]:excel/076_Inventory_list_accessibility_guide_Use_this_template_f43dab19.xlsx		open	text
