words/batch-001/doc/FAA-2013-0422-0009_attachment_1.doc	LiberationSerif	LiberationSerif
words/batch-001/doc/GLACIERBG.ETT.doc	LiberationSerif,LiberationSerif-Bold,OpenSymbol	LiberationSerif,LiberationSerif-Bold,OpenSymbol
words/batch-001/doc/LENTOBUSSIAIKATAULU.-31.10.-31.12.2022.doc	LiberationSans,LiberationSans-Bold,LiberationSans-BoldItalic	LiberationSans,LiberationSans-Bold,LiberationSans-BoldItalic
words/batch-001/doc/advert-for-draft-decision-airbus-epr-bm3965ia-v006.doc	LiberationSans,LiberationSans-Bold,OpenSymbol	LiberationSans,LiberationSans-Bold,OpenSymbol
words/batch-001/doc/foca_form_1.doc	LiberationSans,LiberationSans-Bold	LiberationSans,LiberationSans-Bold
words/batch-001/docx/CMTA_Airport_Transportation.docx	LiberationSerif,LiberationSerif-Bold	LiberationSerif,LiberationSerif-Bold
words/batch-001/docx/Pre-Application_Letter_of_Intent_Example.docx	LiberationSans,LiberationSans-Bold	LiberationSans,LiberationSans-Bold
words/batch-001/docx/Sample_PAO-PSO_91-113_Letter.docx	Carlito-Bold,Carlito-Regular	Carlito-Bold,Carlito-Regular
words/batch-001/docx/Service-Bulletin-SDFNR5-April-25-2023-FNR-TRANSMISSION-LUBRICATION.docx	LiberationSans,LiberationSans-Bold,OpenSymbol	LiberationSans,LiberationSans-Bold,OpenSymbol
words/batch-001/docx/private-hire-operators-licensed.docx	Carlito-Bold,Carlito-Regular	Carlito-Bold,Carlito-Regular
words/batch-002/doc/Bull01-06-Reserve Training Standards.doc	LiberationSerif,LiberationSerif-Bold	LiberationSerif,LiberationSerif-Bold
words/batch-002/doc/FMRBullletinB-28.doc	LiberationSerif,LiberationSerif-Bold,LiberationSerif-Italic	LiberationSerif,LiberationSerif-Bold,LiberationSerif-Italic
words/batch-002/doc/prison-population-bulletin-june.doc	LiberationSans,LiberationSans-Bold	LiberationSans,LiberationSans-Bold
words/batch-002/docx/AUWG min 4-3-24 final.docx	Carlito-Italic,Carlito-Regular	Carlito-Italic,Carlito-Regular
words/batch-002/docx/CSCRS_Technical-Report-Documentation-Page-with-instructions.docx	LiberationSerif,LiberationSerif-Bold,LiberationSerif-Italic	LiberationSerif,LiberationSerif-Bold,LiberationSerif-Italic
words/batch-002/docx/FAA-High-Level-Org-Chart.docx	Carlito-Bold,Carlito-Regular,LiberationMono,OpenSymbol	Carlito-Bold,Carlito-Regular,LiberationMono,OpenSymbol
words/batch-002/docx/Interview-mit-Manfred1-Müller.docx	Carlito-Bold,Carlito-Regular	Carlito-Bold,Carlito-Regular
words/batch-002/docx/easa-form-1.docx	LiberationSans,LiberationSans-Bold	LiberationSans,LiberationSans-Bold
words/batch-002/docx/lk03_17.docx	LiberationSans,LiberationSans-Bold	LiberationSans,LiberationSans-Bold
words/batch-002/docx/s33song-beverlyactproductionofdocuments.docx	Carlito-Bold,Carlito-Italic,Carlito-Regular	Carlito-Bold,Carlito-Italic,Carlito-Regular
words/batch-003/doc/10795.doc	LiberationSans,LiberationSans-Bold,LiberationSans-Italic	LiberationSans,LiberationSans-Bold,LiberationSans-Italic,OpenSymbol
words/batch-003/doc/96-3-clement-data.doc	LiberationSans,LiberationSans-Bold,LiberationSans-Italic,OpenSymbol	LiberationSans,LiberationSans-Bold,LiberationSans-Italic,OpenSymbol
words/batch-003/doc/DEP2008-1900.doc	LiberationSans,LiberationSans-Bold,LiberationSerif,LiberationSerif-Bold,OpenSymbol	LiberationSans,LiberationSans-Bold,LiberationSerif,LiberationSerif-Bold
words/batch-003/doc/II.1.2_Hypoxia.doc	LiberationSerif,LiberationSerif-Bold	LiberationSerif,LiberationSerif-Bold
words/batch-003/doc/Temp16.doc	LiberationSans,LiberationSans-Bold,LiberationSans-BoldItalic	LiberationSans,LiberationSans-Bold,LiberationSans-BoldItalic
