words/batch-011/docx/FG-AI4NDM-TR-skeleton_template.docx	docx	5/5	434/433	7/7	0	match	439/438
words/batch-011/docx/b053-19.docx	docx	2/2	491/491	2/2	0	match	493/493
words/batch-011/docx/eTAR_External_Web_tool_Tip_Sheet_mh.docx	docx	4/4	928/928	3/3	0	match	934/934
words/batch-011/docx/f2_registro_de_aprovacao_com_pbcs_EN.docx	docx	2/2	458/454	5/5	0	match	464/458
words/batch-011/docx/part-145-approval list (1).docx	docx	8/8	1590/1592	5/5	0	match	1616/1618
words/batch-011/docx/part-145-approval list 2025.docx	docx	7/7	1455/1455	5/5	0	match	1478/1478
words/batch-011/docx/review-welsh-government-communications-mister-peter-mandelson.docx	docx	16/14	3020/3017	6/6	0	pages	3064/3052
words/batch-011/docx/tibs_guidelines_2.docx	docx	13/13	3154/3143	8/9	0	match	3179/3168
words/batch-012/doc/AAC-AD-No-2021-01-Boeing-737-8-and-737-9-MAX.doc	doc	20/20	7453/7453	5/7	0	match	7513/7512
words/batch-012/doc/AirbusCallouts.doc	doc	24/24	8455/8458	4/5	0	match	9159/9161
words/batch-012/doc/RMI_Document_Repository_Public-Reprts_GettingOffOil.doc	doc	6/6	2729/2729	5/5	0	match	2731/2731
words/batch-012/doc/手机免提系统TSB.doc	doc	2/3	74/95	8/6	0	pages,words	77/99
words/batch-012/docx/19-06 Assistive Technology TAB Final - 508.docx	docx	8/8	3240/3240	8/8	0	match	3267/3267
words/batch-012/docx/Company-profile-2022-EN.docx	docx	5/5	1170/1171	5/6	0	match	1212/1212
words/batch-012/docx/Leadership Information Article.docx	docx	3/3	1452/1452	4/4	0	match	1460/1460
words/batch-012/docx/monthly-content-feeder.docx	docx	18/18	5890/5890	9/10	0	match	6021/6021
words/batch-012/docx/slcc-architecture-uu-architecture.docx	docx	4/4	1205/1205	7/7	0	match	1236/1236
words/batch-012/docx/technical-architecture.docx	docx	8/8	1130/1109	10/10	0	match	1152/1130
words/batch-013/docx/20110608_psp.docx	docx	3/3	671/671	4/4	0	match	679/679
words/batch-013/docx/A1. EASA Form 2.docx	docx	9/7	2399/2205	4/5	0	pages,words	2436/2240
words/batch-013/docx/AW-104D-RVSM-Aircraft-Approval-Checklist.pdf.docx	docx	2/2	141/135	3/4	0	words	153/147
words/batch-013/docx/FO.FCTOA_.000129 Application for activities related to FSTD.docx	docx	6/6	1684/1684	5/6	0	match	1712/1712
words/batch-013/docx/Sol PJ14-03-04 Solution Contextual.docx	docx	5/5	2067/2071	5/6	0	match	2105/2109
words/batch-013/docx/b050-19.docx	docx	3/3	872/872	4/4	0	match	874/874
