label	count	thickness_pt
Q0	1	0.3198
Q1	1	0.3198
Q2	1	0.3198
Q3	1	0.3727
Q4	1	0.3727
Q5	1	0.3727
Q6	1	0.4254
Q7	1	0.4254
Q8	1	0.4254
Q9	1	0.4798
Q10	1	0.4798
Q11	1	0.4798
Q12	1	0.5326
Q13	1	0.5326
Q14	1	0.5326
Q15	1	0.5854
Q16	1	0.5854
Q17	1	0.5854
Q18	1	0.6382
Q19	1	0.6382
Q20	1	0.6382
Q21	1	0.7453
Q22	1	0.7453
Q23	1	0.7453
Q24	1	0.8509
Q25	1	0.8509
Q26	1	0.8509
Q27	1	0.9580
Q28	1	0.9580
Q29	1	0.9580
Q30	1	1.0651
Q31	1	1.0651
Q32	1	1.0651
Q33	1	1.2779
Q34	1	1.2779
Q35	1	1.2779
Q36	1	1.4906
Q37	1	1.4906
Q38	1	1.4906
Q39	1	1.9160
Q40	1	1.9160
Q41	1	1.9160
Q42	1	2.5542
Q43	1	2.5542
Q44	1	2.5542
Q45	1	0.3257
Q46	1	0.3257
Q47	1	0.3257
Q48	1	0.3794
Q49	1	0.3794
Q50	1	0.3794
Q51	1	0.4332
Q52	1	0.4332
Q53	1	0.4332
Q54	1	0.4886
Q55	1	0.4886
Q56	1	0.4886
Q57	1	0.5424
Q58	1	0.5424
Q59	1	0.5424
Q60	1	0.5961
Q61	1	0.5961
Q62	1	0.5961
Q63	1	0.6498
Q64	1	0.6498
Q65	1	0.6498
Q66	1	0.7590
Q67	1	0.7590
Q68	1	0.7590
Q69	1	0.8665
Q70	1	0.8665
Q71	1	0.8665
Q72	1	0.9756
Q73	1	0.9756
Q74	1	0.9756
Q75	1	1.0846
Q76	1	1.0846
Q77	1	1.0846
Q78	1	1.3013
Q79	1	1.3013
Q80	1	1.3013
Q81	1	1.5180
Q82	1	1.5180
Q83	1	1.5180
Q84	1	1.9512
Q85	1	1.9512
Q86	1	1.9512
Q87	1	2.6010
Q88	1	2.6010
Q89	1	2.6010
Q90	1	0.4167
Q91	1	0.4167
Q92	1	0.4167
Q93	1	0.4854
Q94	1	0.4854
Q95	1	0.4854
Q96	1	0.5543
Q97	1	0.5543
Q98	1	0.5543
Q99	1	0.6250
Q100	1	0.6250
Q101	1	0.6250
Q102	1	0.6938
Q103	1	0.6938
Q104	1	0.6938
Q105	1	0.7626
Q106	1	0.7626
Q107	1	0.7626
Q108	1	0.8313
Q109	1	0.8313
Q110	1	0.8313
Q111	1	0.9709
Q112	1	0.9709
Q113	1	0.9709
Q114	1	1.1085
Q115	1	1.1085
Q116	1	1.1085
Q117	1	1.2480
Q118	1	1.2480
Q119	1	1.2480
Q120	1	1.3876
Q121	1	1.3876
Q122	1	1.3876
Q123	1	1.6647
Q124	1	1.6647
Q125	1	1.6647
Q126	1	1.9418
Q127	1	1.9418
Q128	1	1.9418
Q129	1	2.4961
Q130	1	2.4961
Q131	1	2.4961
Q132	1	3.3275
Q133	1	3.3275
Q134	1	3.3275
Q135	1	0.5693
Q136	1	0.5693
Q137	1	0.3932
