sheets/ceiling-001/ods/2017-04-27-Lease-Transition-Records-Checklist-FINAL-1.ods	5/5	13250/13250	match
sheets/ceiling-001/ods/2020-01-29-Lease-Transition-Records-Checklist-FINAL-1.ods	5/5	13250/13250	match
sheets/ceiling-001/ods/Template Pilot Logbook JAR-FCL V3.0.ods	38/38	5203/5643	words
sheets/chartset-001/ods/005_advanced_excel_area.ods	3/3	445/447	match
sheets/chartset-001/ods/022_advanced_excel_scatter.ods	3/3	422/423	match
sheets/chartset-001/ods/032_advanced_excel_radar.ods	3/3	409/412	match
sheets/ceiling-001/ods/EASA-IFP-WEBLISTNOODATA-ListsofForeignapprovals(WEB)_NewChart_2022-08-05-03-31-32.ods	19/19	31382/31376	match
sheets/chartset-002/ods/007_advanced_excel_bubble.ods	3/3	420/418	match
sheets/chartset-001/ods/002_advanced_excel_line.ods	3/3	465/466	match
sheets/chartset-002/ods/013_advanced_excel_area.ods	3/3	432/433	match
sheets/chartset-001/ods/016_advanced_excel_radar.ods	3/3	421/422	match
sheets/chartset-002/ods/027_advanced_excel_pie.ods	3/3	404/451	words
sheets/chartset-001/ods/028_advanced_excel_doughnut.ods	3/3	372/374	match
sheets/chartset-003/ods/004_advanced_excel_doughnut.ods	3/3	373/375	match
sheets/chartset-002/ods/003_advanced_excel_pie.ods	3/3	430/479	words
sheets/chartset-003/ods/015_advanced_excel_bubble.ods	3/3	427/428	match
sheets/chartset-002/ods/012_advanced_excel_doughnut.ods	3/3	399/400	match
sheets/chartset-003/ods/020_advanced_excel_doughnut.ods	3/3	373/374	match
sheets/chartset-002/ods/026_advanced_excel_line.ods	3/3	452/454	match
sheets/chartset-003/ods/031_advanced_excel_bubble.ods	3/3	403/404	match
sheets/chartset-002/ods/034_advanced_excel_line.ods	3/3	464/465	match
sheets/chartset-003/ods/014_advanced_excel_scatter.ods	3/3	430/432	match
sheets/chartset-004/ods/019_advanced_excel_pie.ods	3/3	425/476	words
sheets/chartset-003/ods/018_advanced_excel_line.ods	3/3	446/447	match
sheets/chartset-004/ods/microsoft_learn_multi_chart_examples.ods	5/5	794/798	match
sheets/chartset-003/ods/029_advanced_excel_area.ods	3/3	442/444	match
sheets/chartset-005/ods/067_Basic_invoice_Use_this_template_1d35c3e9.ods	1/1	413/405	match
sheets/chartset-004/ods/010_advanced_excel_line.ods	3/3	460/461	match
sheets/chartset-005/ods/091_Volunteer_Sign_Up_Sheet_Template_Colored_Background_2cb58d01.ods	1/1	258/258	match
sheets/chartset-004/ods/DynamicBubbleChart.ods	5/5	1726/1728	match
sheets/chartset-005/ods/096_Volunteer_Sign_Up_Sheet_Template_Green_Theme_b4f1809d.ods	1/1	1050/1050	match
sheets/chartset-005/ods/022_Pareto_Chart_Template_-_Pareto_Analysis_in_Excel_with_Pareto_Diagram_82b5a874.ods	2/2	937/937	match
sheets/chartset-006/ods/006_Contextures_chart_sample_afa23b53.ods	5/5	788/816	words
sheets/chartset-005/ods/074_Idea_planner_bacaa123.ods	1/1	570/562	match
sheets/chartset-006/ods/044_Cash_flow_forecast_Use_this_template_b8fa1f35.ods	5/5	2213/2336	words
sheets/chartset-005/ods/095_Volunteer_Sign_Up_Sheet_Template_Fillable_Format_b3330009.ods	1/1	1784/1784	match
sheets/chartset-006/ods/070_Equipment_inventory_list_Use_this_template_fd524c8a.ods	1/1	1036/1028	match
sheets/chartset-006/ods/005_Contextures_chart_sample_6e279b08.ods	8/8	1456/1456	match
sheets/chartset-007/ods/003_Contextures_chart_sample_9bda2719.ods	6/6	1426/1426	match
sheets/chartset-006/ods/014_Contextures_chart_sample_991ecfc5.ods	3/3	566/561	match
sheets/chartset-007/ods/050_Financial_vision_d44241e1.ods	1/1	400/400	match
sheets/chartset-006/ods/061_Regional_sales_chart_cb9eb690.ods	1/1	432/424	match
sheets/chartset-007/ods/063_Sales_pipeline_aec57013.ods	1/1	187/179	match
sheets/ceiling-001/ods/EASA-IFP-145Scope(WEB)_ALL_ValidF145SOA_2022-12-16-04-31-58_0.ods	114/114	188829/188791	match
sheets/chartset-006/ods/089_Vintage_inventory_list_Use_this_template_f616cac0.ods	1/1	244/236	match
sheets/chartset-007/ods/090_Weekly_time_sheet_Use_this_template_0499cc43.ods	1/1	577/569	match
sheets/chartset-001/ods/001_advanced_excel_bar.ods	3/3	471/472	match
sheets/chartset-007/ods/040_Blood_pressure_tracker_872b6833.ods	1/1	698/719	words
sheets/chartset-001/ods/006_advanced_excel_scatter.ods	3/3	418/420	match
sheets/chartset-007/ods/058_Social_media_engagement_data_cfa1cb18.ods	1/1	356/490	words
sheets/chartset-008/ods/023_Waterfall_Chart_Template_for_Excel_349f7689.ods	5/5	3716/3568	words
sheets/chartset-001/ods/025_advanced_excel_bar.ods	3/3	439/440	match
sheets/chartset-007/ods/083_Project_tracker_Use_this_template_b38d057c.ods	2/2	926/932	match
sheets/chartset-008/ods/051_Manufacturer_defect_analysis_53db27ea.ods	1/1	328/320	match
sheets/chartset-001/ods/033_advanced_excel_bar.ods	3/3	453/454	match
sheets/chartset-008/ods/094_Volunteer_Sign_Up_Sheet_Template_Editable_Format_6711b281.ods	1/1	832/832	match
