005_Contextures_chart_sample_6e279b08.xlsx	3	chart:circle	page 270.2x225.0	PA (9.92,50.85,185.22,164.21)	CR (20.44,50.88,164.18,164.18)	shrink 0.9998
005_Contextures_chart_sample_6e279b08.xlsx	4	chart:circle	page 254.6x225.0	PA (40.71,32.54,172.29,172.32)	CR (40.71,23.47,172.29,190.49)	shrink 1.0000
005_Contextures_chart_sample_6e279b08.xlsx	5	chart:circle	page 217.0x225.0	PA (11.51,15.45,194.00,206.67)	CR (11.51,13.89,194.00,197.18)	shrink 1.0000
003_Contextures_chart_sample_9bda2719.xlsm	0	chart:bar	page 266.3x176.4	PA (5.30,3.51,255.66,169.37)	CR (25.68,3.51,224.99,156.05)	shrink 0.9213
003_Contextures_chart_sample_9bda2719.xlsm	1	chart:circle	page 198.9x176.4	PA (8.96,4.54,176.57,169.71)	CR (10.77,4.56,179.86,169.68)	shrink 0.9998
002_Contextures_chart_sample_f605e7bc.xlsx	0	chart:ring	page 203.8x216.0	PA (7.71,16.75,193.78,193.80)	CR (7.71,13.38,193.78,200.61)	shrink 1.0000
002_Contextures_chart_sample_f605e7bc.xlsx	1	chart:ring	page 207.0x215.9	PA (12.30,18.60,186.18,186.24)	CR (12.30,14.66,186.18,194.20)	shrink 1.0000
002_Contextures_chart_sample_f605e7bc.xlsx	2	chart:ring	page 203.8x215.9	PA (10.69,24.58,183.32,183.37)	CR (10.69,19.67,183.32,193.24)	shrink 1.0000
Sylva%20introduction%20session.pptx	0	chart:ring	page 113.8x110.3	PA (9.92,9.92,93.97,90.48)	CR (11.68,9.95,90.45,90.45)	shrink 0.9997
southern-classic-kennesaw-state-university-final.pptx	0	chart:line	page 667.9x286.4	PA (13.35,5.73,516.87,274.96)	CR (59.36,14.37,470.86,219.43)	shrink 0.7980
southern-classic-kennesaw-state-university-final.pptx	1	chart:bar	page 243.8x160.8	PA (4.88,3.20,234.03,154.35)	CR (4.88,3.20,234.03,133.51)	shrink 0.8650
southern-classic-kennesaw-state-university-final.pptx	2	chart:bar	page 220.8x158.7	PA (4.39,3.15,212.00,152.36)	CR (4.39,3.15,212.00,130.03)	shrink 0.8534
southern-classic-kennesaw-state-university-final.pptx	3	chart:bar	page 466.2x148.6	PA (11.00,26.99,279.75,107.72)	CR (11.00,26.99,279.75,85.38)	shrink 0.7926
southern-classic-kennesaw-state-university-final.pptx	4	chart:bar	page 413.2x179.3	PA (8.25,3.57,396.74,172.18)	CR (8.25,3.57,396.74,149.84)	shrink 0.8703
southern-classic-kennesaw-state-university-final.pptx	5	chart:bar	page 406.6x179.3	PA (8.11,3.57,390.42,172.18)	CR (8.11,3.57,390.42,149.84)	shrink 0.8703
southern-classic-kennesaw-state-university-final.pptx	6	chart:radar	page 275.4x238.5	PA (5.50,4.76,264.44,228.93)	CR (23.24,4.76,228.93,228.93)	shrink 1.0000
southern-classic-kennesaw-state-university-final.pptx	7	chart:line	page 508.7x338.4	PA (10.15,6.75,377.72,324.91)	CR (44.39,17.63,343.47,269.97)	shrink 0.8309
southern-classic-kennesaw-state-university-final.pptx	8	chart:bar	page 417.9x363.7	PA (8.33,7.26,401.27,349.17)	CR (8.33,7.26,401.27,326.86)	shrink 0.9361
southern-classic-kennesaw-state-university-final.pptx	9	chart:line	page 430.2x169.2	PA (8.59,3.37,413.01,162.48)	CR (40.34,12.02,381.26,118.37)	shrink 0.7285
southern-classic-kennesaw-state-university-final.pptx	10	chart:line	page 428.7x145.6	PA (8.56,2.89,411.53,139.80)	CR (33.08,11.54,387.01,122.51)	shrink 0.8763
southern-classic-kennesaw-state-university-final.pptx	11	chart:line	page 453.6x171.9	PA (9.07,3.43,435.46,165.09)	CR (47.79,12.08,396.74,147.83)	shrink 0.8954
southern-classic-kennesaw-state-university-final.pptx	12	chart:bar	page 456.3x171.5	PA (11.00,25.26,327.00,132.04)	CR (11.00,25.26,327.00,111.94)	shrink 0.8478
southern-classic-kennesaw-state-university-final.pptx	13	chart:line	page 458.1x171.5	PA (9.16,3.40,355.41,164.66)	CR (37.50,12.05,327.06,135.92)	shrink 0.8254
southern-classic-kennesaw-state-university-final.pptx	14	chart:bar	page 477.5x178.4	PA (9.52,3.54,380.13,171.30)	CR (9.52,3.54,380.13,151.20)	shrink 0.8827
southern-classic-kennesaw-state-university-final.pptx	15	chart:bar	page 460.8x257.5	PA (9.21,5.13,442.37,216.11)	CR (9.21,5.13,442.37,193.78)	shrink 0.8966
southern-classic-kennesaw-state-university-final.pptx	16	chart:bar	page 453.6x360.5	PA (9.07,7.20,435.46,314.99)	CR (126.40,7.20,318.13,314.99)	shrink 1.0000
southern-classic-kennesaw-state-university-final.pptx	17	chart:line	page 463.3x159.5	PA (13.01,13.01,437.27,137.14)	CR (13.01,13.01,437.27,114.80)	shrink 0.8371
southern-classic-kennesaw-state-university-final.pptx	18	chart:ring	page 451.1x179.7	PA (75.37,3.51,176.12,176.14)	CR (48.44,3.54,230.00,176.12)	shrink 1.0000
southern-classic-kennesaw-state-university-final.pptx	19	chart:line	page 660.5x350.6	PA (13.21,7.00,634.11,302.40)	CR (85.12,17.91,562.20,280.60)	shrink 0.9279
southern-classic-kennesaw-state-university-final.pptx	20	chart:bubble	page 465.6x403.9	PA (20.30,5.07,397.22,393.65)	CR (73.36,15.99,344.15,371.88)	shrink 0.8743
005_advanced_powerpoint_doughnut.pptx	0	chart:ring	page 590.4x352.8	PA (9.92,9.92,535.89,332.96)	CR (111.40,9.95,332.93,332.93)	shrink 0.9999
012_advanced_powerpoint_pie.pptx	0	chart:circle	page 590.4x352.8	PA (9.92,9.92,535.89,332.96)	CR (111.40,9.95,332.93,332.93)	shrink 0.9999
028_advanced_powerpoint_pie.pptx	0	chart:circle	page 590.4x352.8	PA (9.92,9.92,535.89,332.96)	CR (111.40,9.95,332.93,332.93)	shrink 0.9999
004_advanced_powerpoint_pie.pptx	0	chart:circle	page 590.4x352.8	PA (9.92,9.92,535.89,332.96)	CR (111.40,9.95,332.93,332.93)	shrink 0.9999
013_advanced_powerpoint_doughnut.pptx	0	chart:ring	page 590.4x352.8	PA (9.92,9.92,535.89,332.96)	CR (111.40,9.95,332.93,332.93)	shrink 0.9999
020_advanced_powerpoint_pie.pptx	0	chart:circle	page 590.4x352.8	PA (9.92,9.92,535.89,332.96)	CR (111.40,9.95,332.93,332.93)	shrink 0.9999
021_advanced_powerpoint_doughnut.pptx	0	chart:ring	page 590.4x352.8	PA (9.92,9.92,535.89,332.96)	CR (111.40,9.95,332.93,332.93)	shrink 0.9999
029_advanced_powerpoint_doughnut.pptx	0	chart:ring	page 590.4x352.8	PA (9.92,9.92,535.89,332.96)	CR (111.40,9.95,332.93,332.93)	shrink 0.9999
076_Hexadonut_Charts_for_PowerPoint_and_Google_Slides_2b879835.pptx	0	chart:circle	page 248.9x209.1	PA (9.92,9.92,229.01,189.27)	CR (29.79,9.95,189.24,189.24)	shrink 0.9999
076_Hexadonut_Charts_for_PowerPoint_and_Google_Slides_2b879835.pptx	1	chart:circle	page 248.9x209.1	PA (9.92,9.92,229.01,189.27)	CR (29.79,9.95,189.24,189.24)	shrink 0.9999
076_Hexadonut_Charts_for_PowerPoint_and_Google_Slides_2b879835.pptx	2	chart:circle	page 248.9x209.1	PA (9.92,9.92,229.01,189.27)	CR (29.79,9.95,189.24,189.24)	shrink 0.9999
076_Hexadonut_Charts_for_PowerPoint_and_Google_Slides_2b879835.pptx	3	chart:circle	page 248.9x209.1	PA (9.92,9.92,229.01,189.27)	CR (29.79,9.95,189.24,189.24)	shrink 0.9999
076_Hexadonut_Charts_for_PowerPoint_and_Google_Slides_2b879835.pptx	4	chart:circle	page 248.9x209.1	PA (9.92,9.92,229.01,189.27)	CR (29.79,9.95,189.24,189.24)	shrink 0.9999
076_Hexadonut_Charts_for_PowerPoint_and_Google_Slides_2b879835.pptx	5	chart:circle	page 248.9x209.1	PA (9.92,9.92,229.01,189.27)	CR (29.79,9.95,189.24,189.24)	shrink 0.9999
031_Alarm_Clock_Pie-Chart_for_PowerPoint_and_Google_Slides_0b185a05.pptx	0	chart:circle	page 302.4x201.6	PA (9.92,9.92,282.59,181.79)	CR (73.73,36.74,154.97,154.97)	shrink 0.8525
031_Alarm_Clock_Pie-Chart_for_PowerPoint_and_Google_Slides_0b185a05.pptx	1	chart:circle	page 302.4x201.6	PA (9.92,9.92,282.59,181.79)	CR (73.73,36.74,154.97,154.97)	shrink 0.8525
072_Gear_Pie_Chart_for_PowerPoint_and_Google_Slides_d464d3a0.pptx	0	chart:ring	page 241.7x161.1	PA (9.92,9.92,221.84,141.28)	CR (50.20,9.95,141.25,141.25)	shrink 0.9998
072_Gear_Pie_Chart_for_PowerPoint_and_Google_Slides_d464d3a0.pptx	1	chart:ring	page 241.7x161.1	PA (9.92,9.92,221.84,141.28)	CR (50.20,9.95,141.25,141.25)	shrink 0.9998
072_Gear_Pie_Chart_for_PowerPoint_and_Google_Slides_d464d3a0.pptx	2	chart:ring	page 339.8x226.6	PA (9.92,9.92,320.00,206.73)	CR (66.56,9.95,206.70,206.70)	shrink 0.9999
072_Gear_Pie_Chart_for_PowerPoint_and_Google_Slides_d464d3a0.pptx	3	chart:ring	page 241.7x161.1	PA (9.92,9.92,221.84,141.28)	CR (50.20,9.95,141.25,141.25)	shrink 0.9998
072_Gear_Pie_Chart_for_PowerPoint_and_Google_Slides_d464d3a0.pptx	4	chart:ring	page 241.7x161.1	PA (9.92,9.92,221.84,141.28)	CR (50.20,9.95,141.25,141.25)	shrink 0.9998
072_Gear_Pie_Chart_for_PowerPoint_and_Google_Slides_d464d3a0.pptx	5	chart:ring	page 339.8x226.6	PA (9.92,9.92,320.00,206.73)	CR (66.56,9.95,206.70,206.70)	shrink 0.9999
100_Lime_and_Lemon_Data-Driven_Chart_for_PowerPoint_d7bb4a44.pptx	0	chart:circle	page 272.7x252.8	PA (9.92,9.92,252.82,232.95)	CR (19.87,9.95,232.92,232.92)	shrink 0.9999
100_Lime_and_Lemon_Data-Driven_Chart_for_PowerPoint_d7bb4a44.pptx	1	chart:circle	page 272.7x252.8	PA (9.92,9.92,252.82,232.95)	CR (19.87,9.95,232.92,232.92)	shrink 0.9999
100_Lime_and_Lemon_Data-Driven_Chart_for_PowerPoint_d7bb4a44.pptx	2	chart:circle	page 301.9x279.9	PA (9.92,9.92,282.08,260.08)	CR (20.92,9.95,260.05,260.05)	shrink 0.9999
100_Lime_and_Lemon_Data-Driven_Chart_for_PowerPoint_d7bb4a44.pptx	3	chart:circle	page 301.9x279.9	PA (9.92,9.92,282.08,260.08)	CR (20.92,9.95,260.05,260.05)	shrink 0.9999
100_Lime_and_Lemon_Data-Driven_Chart_for_PowerPoint_d7bb4a44.pptx	4	chart:circle	page 272.7x252.8	PA (9.92,9.92,252.82,232.95)	CR (19.87,9.95,232.92,232.92)	shrink 0.9999
100_Lime_and_Lemon_Data-Driven_Chart_for_PowerPoint_d7bb4a44.pptx	5	chart:circle	page 272.7x252.8	PA (9.92,9.92,252.82,232.95)	CR (19.87,9.95,232.92,232.92)	shrink 0.9999
093_Insightful_Zoom_Chart_22b5464e.pptx	0	chart:ring	page 417.5x278.4	PA (9.92,9.92,397.67,258.52)	CR (79.51,9.95,258.49,258.49)	shrink 0.9999
093_Insightful_Zoom_Chart_22b5464e.pptx	1	chart:ring	page 417.5x278.4	PA (9.92,9.92,397.67,258.52)	CR (79.51,9.95,258.49,258.49)	shrink 0.9999
061_Four-Stage_Serpentine_Chart_05699efe.pptx	0	chart:circle	page 187.5x125.0	PA (9.92,9.92,167.64,105.14)	CR (41.19,9.95,105.11,105.11)	shrink 0.9997
061_Four-Stage_Serpentine_Chart_05699efe.pptx	1	chart:circle	page 187.5x125.0	PA (9.92,9.92,167.64,105.14)	CR (41.19,9.95,105.11,105.11)	shrink 0.9997
061_Four-Stage_Serpentine_Chart_05699efe.pptx	2	chart:circle	page 187.5x125.0	PA (9.92,9.92,167.64,105.14)	CR (41.19,9.95,105.11,105.11)	shrink 0.9997
061_Four-Stage_Serpentine_Chart_05699efe.pptx	3	chart:circle	page 187.5x125.0	PA (9.92,9.92,167.64,105.14)	CR (41.19,9.95,105.11,105.11)	shrink 0.9997
061_Four-Stage_Serpentine_Chart_05699efe.pptx	4	chart:circle	page 187.5x125.0	PA (9.92,9.92,167.64,105.14)	CR (41.19,9.95,105.11,105.11)	shrink 0.9997
061_Four-Stage_Serpentine_Chart_05699efe.pptx	5	chart:circle	page 187.5x125.0	PA (9.92,9.92,167.64,105.14)	CR (41.19,9.95,105.11,105.11)	shrink 0.9997
061_Four-Stage_Serpentine_Chart_05699efe.pptx	6	chart:circle	page 187.5x125.0	PA (9.92,9.92,167.64,105.14)	CR (41.19,9.95,105.11,105.11)	shrink 0.9997
061_Four-Stage_Serpentine_Chart_05699efe.pptx	7	chart:circle	page 187.5x125.0	PA (9.92,9.92,167.64,105.14)	CR (41.19,9.95,105.11,105.11)	shrink 0.9997
bitesize-writing-a-report.pptx	0	chart:circle	page 270.0x162.0	PA (9.92,65.59,250.16,51.70)	CR (124.36,80.36,22.42,22.42)	shrink 0.4337
bitesize-writing-a-report.pptx	1	chart:circle	page 360.0x216.0	PA (9.92,79.60,340.16,126.48)	CR (115.17,80.82,104.17,104.17)	shrink 0.8236
3492.pptx	0	chart:bar	page 453.5x255.1	PA (28.74,35.06,413.77,192.67)	CR (46.71,40.71,395.80,168.69)	shrink 0.8755
3492.pptx	1	chart:bar	page 453.5x255.1	PA (28.74,35.06,413.77,192.61)	CR (46.71,40.71,395.80,168.63)	shrink 0.8755
3492.pptx	2	chart:bar	page 141.7x255.1	PA (2.83,45.13,136.06,182.69)	CR (34.89,50.77,104.00,158.71)	shrink 0.7644
3492.pptx	3	chart:ring	page 150.2x204.1	PA (9.92,9.92,130.37,184.28)	CR (10.12,37.08,129.97,129.97)	shrink 0.9970
3495.pptx	0	chart:circle	page 379.8x356.3	PA (9.92,9.92,231.31,336.50)	CR (9.92,62.53,231.28,231.28)	shrink 0.9999
3495.pptx	1	chart:circle	page 359.5x356.3	PA (9.92,9.92,215.66,336.50)	CR (9.92,87.82,215.66,215.66)	shrink 1.0000
3495.pptx	2	chart:circle	page 359.5x356.3	PA (9.92,9.92,211.66,336.50)	CR (9.92,89.74,211.66,211.66)	shrink 1.0000
3495.pptx	3	chart:circle	page 360.4x356.3	PA (9.92,9.92,209.25,336.50)	CR (9.92,106.13,209.25,209.25)	shrink 1.0000
pie-chart-result.docx	0	chart:circle	page 453.5x255.1	PA (112.90,53.91,223.29,190.23)	CR (39.88,53.91,373.75,166.79)	shrink 0.8768
pie-chart-template.docx	0	chart:circle	page 453.5x255.1	PA (117.30,53.91,218.89,166.79)	CR (39.88,53.91,373.75,166.79)	shrink 1.0000
027_Unit_Circle_Chart_Graphical_Chart_5462a579.docx	0	chart:circle	page 687.7x470.3	PA (9.92,9.92,667.90,402.29)	CR (174.02,34.55,352.49,352.49)	shrink 0.8762
023_Unit_Circle_Chart_Circular_Percentage_790f7b75.docx	0	chart:ring	page 595.3x430.7	PA (143.97,-0.03,357.62,357.65)	CR (71.97,0.00,501.65,357.62)	shrink 1.0000
028_Unit_Circle_Chart_Optimized_Graph_83d9c756.docx	0	chart:circle	page 595.3x451.8	PA (9.92,9.92,575.43,370.52)	CR (169.00,42.18,271.30,271.30)	shrink 0.7322
029_Unit_Circle_Chart_Pie_Theme_8a922142.docx	0	chart:circle	page 720.0x441.7	PA (9.92,9.92,700.13,390.70)	CR (164.64,9.92,390.70,390.70)	shrink 1.0000
021_Unit_Circle_Chart_3D_Pie_Chart_404247ab.docx	0	chart:circle	page 595.3x344.9	PA (9.92,9.92,575.43,325.08)	CR (28.40,42.12,523.05,279.41)	shrink 0.8595
