0.0000	56.700	56.800	list-label-overrun.odt	1	A
0.0186	65.552	65.633	list-label-overrun.odt	2	label
0.0737	89.609	89.635	list-label-overrun.odt	3	wider
0.1287	117.571	117.542	list-label-overrun.odt	4	than
0.1598	140.570	140.510	list-label-overrun.odt	5	its
0.1889	153.568	153.479	list-label-overrun.odt	6	stop.
0.0000	56.700	56.800	list-label-overrun.odt	7	Paragraph
0.0984	104.395	104.397	list-label-overrun.odt	8	1)
0.0000	145.600	145.700	list-label-overrun.odt	9	Overrun
0.0846	184.933	184.948	list-label-overrun.odt	10	one
0.0000	56.700	56.800	list-label-overrun.odt	11	Paragraph
0.0984	104.395	104.397	list-label-overrun.odt	12	2)
0.0000	145.600	145.700	list-label-overrun.odt	13	Overrun
0.0846	184.933	184.948	list-label-overrun.odt	14	two
0.0000	56.700	56.800	list-label-overrun.odt	15	A
0.0186	65.552	65.633	list-label-overrun.odt	16	label
0.0737	89.609	89.635	list-label-overrun.odt	17	that
0.1190	110.411	110.392	list-label-overrun.odt	18	fits.
0.0000	74.700	74.800	list-label-overrun.odt	19	1.
0.0000	92.700	92.800	list-label-overrun.odt	20	Within
0.0710	125.265	125.294	list-label-overrun.odt	21	one
0.0000	74.700	74.800	list-label-overrun.odt	22	2.
0.0000	92.700	92.800	list-label-overrun.odt	23	Within
0.0710	125.265	125.294	list-label-overrun.odt	24	two
0.0000	56.700	56.800	list-label-overrun.docx	1	A
0.0186	65.552	65.633	list-label-overrun.docx	2	label
0.0737	89.609	89.635	list-label-overrun.docx	3	wider
0.1287	117.571	117.542	list-label-overrun.docx	4	than
0.1598	140.570	140.510	list-label-overrun.docx	5	its
0.1889	153.568	153.479	list-label-overrun.docx	6	stop.
0.0000	56.700	56.800	list-label-overrun.docx	7	Paragraph
0.0984	104.395	104.397	list-label-overrun.docx	8	1)
-0.0000	127.600	127.700	list-label-overrun.docx	9	Overrun
0.0846	166.933	166.948	list-label-overrun.docx	10	one
0.0000	56.700	56.800	list-label-overrun.docx	11	Paragraph
0.0984	104.395	104.397	list-label-overrun.docx	12	2)
-0.0000	127.600	127.700	list-label-overrun.docx	13	Overrun
0.0846	166.933	166.948	list-label-overrun.docx	14	two
0.0000	56.700	56.800	list-label-overrun.docx	15	A
