odfpath	srcext	srcpath	family	batch	feature
slides/chartset-006/odp/044_Dual_Mind_Spark_Chart_for_PowerPoint_a83f890a.odp	pptx	slides/chartset-006/pptx/044_Dual_Mind_Spark_Chart_for_PowerPoint_a83f890a.pptx	slides	chartset-006	@percentage_true
slides/done-010/odp/Sector_Skills_Insights_Advanced_Manufacturing_summary_slide_pack.odp	pptx	slides/done-010/pptx/Sector_Skills_Insights_Advanced_Manufacturing_summary_slide_pack.pptx	slides	done-010	class:chart:bar
slides/done-010/odp/Sector_Skills_Insights_Advanced_Manufacturing_summary_slide_pack.odp	pptx	slides/done-010/pptx/Sector_Skills_Insights_Advanced_Manufacturing_summary_slide_pack.pptx	slides	done-010	series-class:chart:bar
slides/done-010/odp/Sector_Skills_Insights_Advanced_Manufacturing_summary_slide_pack.odp	pptx	slides/done-010/pptx/Sector_Skills_Insights_Advanced_Manufacturing_summary_slide_pack.pptx	slides	done-010	@vertical_true
slides/done-010/odp/Sector_Skills_Insights_Advanced_Manufacturing_summary_slide_pack.odp	pptx	slides/done-010/pptx/Sector_Skills_Insights_Advanced_Manufacturing_summary_slide_pack.pptx	slides	done-010	@stacked_true
slides/done-015/odp/RPA P4 - Advanced Material.odp	pptx	slides/done-015/pptx/RPA P4 - Advanced Material.pptx	slides	done-015	class:chart:scatter
slides/done-015/odp/RPA P4 - Advanced Material.odp	pptx	slides/done-015/pptx/RPA P4 - Advanced Material.pptx	slides	done-015	series-class:chart:scatter
slides/done-015/odp/RPA P4 - Advanced Material.odp	pptx	slides/done-015/pptx/RPA P4 - Advanced Material.pptx	slides	done-015	@symbol_type
slides/done-008/odp/EG1_dsrc tech.odp	ppt	slides/done-008/ppt/EG1_dsrc tech.ppt	slides	done-008	class:chart:scatter
slides/done-008/odp/EG1_dsrc tech.odp	ppt	slides/done-008/ppt/EG1_dsrc tech.ppt	slides	done-008	series-class:chart:scatter
slides/done-008/odp/EG1_dsrc tech.odp	ppt	slides/done-008/ppt/EG1_dsrc tech.ppt	slides	done-008	@symbol_type
slides/done-008/odp/EG1_dsrc tech.odp	ppt	slides/done-008/ppt/EG1_dsrc tech.ppt	slides	done-008	class:chart:scatter
slides/done-008/odp/EG1_dsrc tech.odp	ppt	slides/done-008/ppt/EG1_dsrc tech.ppt	slides	done-008	series-class:chart:scatter
slides/done-008/odp/EG1_dsrc tech.odp	ppt	slides/done-008/ppt/EG1_dsrc tech.ppt	slides	done-008	@symbol_type
slides/done-008/odp/EG1_dsrc tech.odp	ppt	slides/done-008/ppt/EG1_dsrc tech.ppt	slides	done-008	class:chart:bar
slides/done-008/odp/EG1_dsrc tech.odp	ppt	slides/done-008/ppt/EG1_dsrc tech.ppt	slides	done-008	series-class:chart:bar
slides/done-008/odp/EG1_dsrc tech.odp	ppt	slides/done-008/ppt/EG1_dsrc tech.ppt	slides	done-008	@stacked_true
slides/done-008/odp/EG1_dsrc tech.odp	ppt	slides/done-008/ppt/EG1_dsrc tech.ppt	slides	done-008	class:chart:line
slides/done-008/odp/EG1_dsrc tech.odp	ppt	slides/done-008/ppt/EG1_dsrc tech.ppt	slides	done-008	series-class:chart:line
slides/done-008/odp/EG1_dsrc tech.odp	ppt	slides/done-008/ppt/EG1_dsrc tech.ppt	slides	done-008	@symbol_type
slides/done-008/odp/EG1_dsrc tech.odp	ppt	slides/done-008/ppt/EG1_dsrc tech.ppt	slides	done-008	class:chart:line
slides/done-008/odp/EG1_dsrc tech.odp	ppt	slides/done-008/ppt/EG1_dsrc tech.ppt	slides	done-008	series-class:chart:line
slides/done-008/odp/EG1_dsrc tech.odp	ppt	slides/done-008/ppt/EG1_dsrc tech.ppt	slides	done-008	@symbol_type
slides/done-008/odp/EG1_dsrc tech.odp	ppt	slides/done-008/ppt/EG1_dsrc tech.ppt	slides	done-008	class:chart:line
slides/done-008/odp/EG1_dsrc tech.odp	ppt	slides/done-008/ppt/EG1_dsrc tech.ppt	slides	done-008	series-class:chart:line
slides/done-008/odp/EG1_dsrc tech.odp	ppt	slides/done-008/ppt/EG1_dsrc tech.ppt	slides	done-008	@symbol_type
slides/done-005/odp/pods05.odp	ppt	slides/done-005/ppt/pods05.ppt	slides	done-005	class:chart:scatter
slides/done-005/odp/pods05.odp	ppt	slides/done-005/ppt/pods05.ppt	slides	done-005	series-class:chart:scatter
slides/done-005/odp/pods05.odp	ppt	slides/done-005/ppt/pods05.ppt	slides	done-005	@symbol_type
slides/done-005/odp/pods05.odp	ppt	slides/done-005/ppt/pods05.ppt	slides	done-005	class:chart:scatter
slides/done-005/odp/pods05.odp	ppt	slides/done-005/ppt/pods05.ppt	slides	done-005	series-class:chart:scatter
slides/done-005/odp/pods05.odp	ppt	slides/done-005/ppt/pods05.ppt	slides	done-005	@symbol_type
slides/done-005/odp/pods05.odp	ppt	slides/done-005/ppt/pods05.ppt	slides	done-005	class:chart:scatter
slides/done-005/odp/pods05.odp	ppt	slides/done-005/ppt/pods05.ppt	slides	done-005	series-class:chart:scatter
slides/done-005/odp/pods05.odp	ppt	slides/done-005/ppt/pods05.ppt	slides	done-005	@symbol_type
slides/done-005/odp/pods05.odp	ppt	slides/done-005/ppt/pods05.ppt	slides	done-005	class:chart:scatter
slides/done-005/odp/pods05.odp	ppt	slides/done-005/ppt/pods05.ppt	slides	done-005	series-class:chart:scatter
slides/done-005/odp/pods05.odp	ppt	slides/done-005/ppt/pods05.ppt	slides	done-005	@symbol_type
slides/done-005/odp/pods05.odp	ppt	slides/done-005/ppt/pods05.ppt	slides	done-005	class:chart:bar
slides/done-005/odp/pods05.odp	ppt	slides/done-005/ppt/pods05.ppt	slides	done-005	series-class:chart:bar
slides/done-005/odp/pods05.odp	ppt	slides/done-005/ppt/pods05.ppt	slides	done-005	class:chart:bar
slides/done-005/odp/pods05.odp	ppt	slides/done-005/ppt/pods05.ppt	slides	done-005	series-class:chart:bar
slides/done-005/odp/pods05.odp	ppt	slides/done-005/ppt/pods05.ppt	slides	done-005	class:chart:scatter
slides/done-005/odp/pods05.odp	ppt	slides/done-005/ppt/pods05.ppt	slides	done-005	series-class:chart:scatter
slides/done-005/odp/pods05.odp	ppt	slides/done-005/ppt/pods05.ppt	slides	done-005	@symbol_type
slides/done-005/odp/pods05.odp	ppt	slides/done-005/ppt/pods05.ppt	slides	done-005	class:chart:scatter
slides/done-005/odp/pods05.odp	ppt	slides/done-005/ppt/pods05.ppt	slides	done-005	series-class:chart:scatter
slides/done-005/odp/pods05.odp	ppt	slides/done-005/ppt/pods05.ppt	slides	done-005	@symbol_type
slides/done-005/odp/pods05.odp	ppt	slides/done-005/ppt/pods05.ppt	slides	done-005	class:chart:scatter
slides/done-005/odp/pods05.odp	ppt	slides/done-005/ppt/pods05.ppt	slides	done-005	series-class:chart:scatter
slides/done-005/odp/pods05.odp	ppt	slides/done-005/ppt/pods05.ppt	slides	done-005	@symbol_type
slides/done-005/odp/pods05.odp	ppt	slides/done-005/ppt/pods05.ppt	slides	done-005	class:chart:scatter
slides/done-005/odp/pods05.odp	ppt	slides/done-005/ppt/pods05.ppt	slides	done-005	series-class:chart:scatter
slides/done-005/odp/pods05.odp	ppt	slides/done-005/ppt/pods05.ppt	slides	done-005	@symbol_type
slides/done-005/odp/pods05.odp	ppt	slides/done-005/ppt/pods05.ppt	slides	done-005	class:chart:scatter
slides/done-005/odp/pods05.odp	ppt	slides/done-005/ppt/pods05.ppt	slides	done-005	series-class:chart:scatter
slides/done-005/odp/pods05.odp	ppt	slides/done-005/ppt/pods05.ppt	slides	done-005	@symbol_type
slides/done-003/odp/outlook_of_nigerian_pension_sector.odp	ppt	slides/done-003/ppt/outlook_of_nigerian_pension_sector.ppt	slides	done-003	class:chart:bar
slides/done-003/odp/outlook_of_nigerian_pension_sector.odp	ppt	slides/done-003/ppt/outlook_of_nigerian_pension_sector.ppt	slides	done-003	series-class:chart:bar
slides/done-003/odp/outlook_of_nigerian_pension_sector.odp	ppt	slides/done-003/ppt/outlook_of_nigerian_pension_sector.ppt	slides	done-003	class:chart:bar
slides/done-003/odp/outlook_of_nigerian_pension_sector.odp	ppt	slides/done-003/ppt/outlook_of_nigerian_pension_sector.ppt	slides	done-003	series-class:chart:bar
slides/done-003/odp/outlook_of_nigerian_pension_sector.odp	ppt	slides/done-003/ppt/outlook_of_nigerian_pension_sector.ppt	slides	done-003	class:chart:line
slides/done-003/odp/outlook_of_nigerian_pension_sector.odp	ppt	slides/done-003/ppt/outlook_of_nigerian_pension_sector.ppt	slides	done-003	series-class:chart:line
slides/done-003/odp/outlook_of_nigerian_pension_sector.odp	ppt	slides/done-003/ppt/outlook_of_nigerian_pension_sector.ppt	slides	done-003	@symbol_type
slides/done-003/odp/outlook_of_nigerian_pension_sector.odp	ppt	slides/done-003/ppt/outlook_of_nigerian_pension_sector.ppt	slides	done-003	class:chart:line
slides/done-003/odp/outlook_of_nigerian_pension_sector.odp	ppt	slides/done-003/ppt/outlook_of_nigerian_pension_sector.ppt	slides	done-003	series-class:chart:line
slides/done-003/odp/outlook_of_nigerian_pension_sector.odp	ppt	slides/done-003/ppt/outlook_of_nigerian_pension_sector.ppt	slides	done-003	@symbol_type
slides/done-003/odp/outlook_of_nigerian_pension_sector.odp	ppt	slides/done-003/ppt/outlook_of_nigerian_pension_sector.ppt	slides	done-003	class:chart:bar
slides/done-003/odp/outlook_of_nigerian_pension_sector.odp	ppt	slides/done-003/ppt/outlook_of_nigerian_pension_sector.ppt	slides	done-003	series-class:chart:bar
slides/done-003/odp/outlook_of_nigerian_pension_sector.odp	ppt	slides/done-003/ppt/outlook_of_nigerian_pension_sector.ppt	slides	done-003	class:chart:line
slides/done-003/odp/outlook_of_nigerian_pension_sector.odp	ppt	slides/done-003/ppt/outlook_of_nigerian_pension_sector.ppt	slides	done-003	series-class:chart:line
slides/done-003/odp/outlook_of_nigerian_pension_sector.odp	ppt	slides/done-003/ppt/outlook_of_nigerian_pension_sector.ppt	slides	done-003	@symbol_type
slides/chartset-007/odp/035_Chemistry_Column_PowerPoint_Chart_45bf8a76.odp	pptx	slides/chartset-007/pptx/035_Chemistry_Column_PowerPoint_Chart_45bf8a76.pptx	slides	chartset-007	class:chart:bar
slides/chartset-007/odp/035_Chemistry_Column_PowerPoint_Chart_45bf8a76.odp	pptx	slides/chartset-007/pptx/035_Chemistry_Column_PowerPoint_Chart_45bf8a76.pptx	slides	chartset-007	series-class:chart:bar
slides/chartset-007/odp/035_Chemistry_Column_PowerPoint_Chart_45bf8a76.odp	pptx	slides/chartset-007/pptx/035_Chemistry_Column_PowerPoint_Chart_45bf8a76.pptx	slides	chartset-007	@percentage_true
slides/chartset-007/odp/035_Chemistry_Column_PowerPoint_Chart_45bf8a76.odp	pptx	slides/chartset-007/pptx/035_Chemistry_Column_PowerPoint_Chart_45bf8a76.pptx	slides	chartset-007	class:chart:bar
slides/chartset-007/odp/035_Chemistry_Column_PowerPoint_Chart_45bf8a76.odp	pptx	slides/chartset-007/pptx/035_Chemistry_Column_PowerPoint_Chart_45bf8a76.pptx	slides	chartset-007	series-class:chart:bar
slides/chartset-007/odp/035_Chemistry_Column_PowerPoint_Chart_45bf8a76.odp	pptx	slides/chartset-007/pptx/035_Chemistry_Column_PowerPoint_Chart_45bf8a76.pptx	slides	chartset-007	@percentage_true
slides/chartset-007/odp/047_Female_Radar_Brain_for_PowerPoint_and_Google_Slides_c2a541f6.odp	pptx	slides/chartset-007/pptx/047_Female_Radar_Brain_for_PowerPoint_and_Google_Slides_c2a541f6.pptx	slides	chartset-007	class:chart:filled-radar
slides/chartset-007/odp/047_Female_Radar_Brain_for_PowerPoint_and_Google_Slides_c2a541f6.odp	pptx	slides/chartset-007/pptx/047_Female_Radar_Brain_for_PowerPoint_and_Google_Slides_c2a541f6.pptx	slides	chartset-007	series-class:chart:filled-radar
slides/chartset-007/odp/047_Female_Radar_Brain_for_PowerPoint_and_Google_Slides_c2a541f6.odp	pptx	slides/chartset-007/pptx/047_Female_Radar_Brain_for_PowerPoint_and_Google_Slides_c2a541f6.pptx	slides	chartset-007	class:chart:filled-radar
slides/chartset-007/odp/047_Female_Radar_Brain_for_PowerPoint_and_Google_Slides_c2a541f6.odp	pptx	slides/chartset-007/pptx/047_Female_Radar_Brain_for_PowerPoint_and_Google_Slides_c2a541f6.pptx	slides	chartset-007	series-class:chart:filled-radar
slides/chartset-007/odp/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.odp	pptx	slides/chartset-007/pptx/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.pptx	slides	chartset-007	class:chart:bar
slides/chartset-007/odp/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.odp	pptx	slides/chartset-007/pptx/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.pptx	slides	chartset-007	series-class:chart:bar
slides/chartset-007/odp/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.odp	pptx	slides/chartset-007/pptx/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.pptx	slides	chartset-007	@percentage_true
slides/chartset-007/odp/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.odp	pptx	slides/chartset-007/pptx/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.pptx	slides	chartset-007	@solid_type
slides/chartset-007/odp/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.odp	pptx	slides/chartset-007/pptx/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.pptx	slides	chartset-007	class:chart:bar
slides/chartset-007/odp/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.odp	pptx	slides/chartset-007/pptx/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.pptx	slides	chartset-007	series-class:chart:bar
slides/chartset-007/odp/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.odp	pptx	slides/chartset-007/pptx/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.pptx	slides	chartset-007	@percentage_true
slides/chartset-007/odp/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.odp	pptx	slides/chartset-007/pptx/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.pptx	slides	chartset-007	@solid_type
slides/chartset-007/odp/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.odp	pptx	slides/chartset-007/pptx/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.pptx	slides	chartset-007	class:chart:bar
slides/chartset-007/odp/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.odp	pptx	slides/chartset-007/pptx/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.pptx	slides	chartset-007	series-class:chart:bar
slides/chartset-007/odp/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.odp	pptx	slides/chartset-007/pptx/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.pptx	slides	chartset-007	@percentage_true
slides/chartset-007/odp/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.odp	pptx	slides/chartset-007/pptx/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.pptx	slides	chartset-007	@solid_type
slides/chartset-007/odp/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.odp	pptx	slides/chartset-007/pptx/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.pptx	slides	chartset-007	class:chart:bar
slides/chartset-007/odp/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.odp	pptx	slides/chartset-007/pptx/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.pptx	slides	chartset-007	series-class:chart:bar
slides/chartset-007/odp/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.odp	pptx	slides/chartset-007/pptx/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.pptx	slides	chartset-007	@percentage_true
slides/chartset-007/odp/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.odp	pptx	slides/chartset-007/pptx/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.pptx	slides	chartset-007	@solid_type
slides/chartset-007/odp/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.odp	pptx	slides/chartset-007/pptx/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.pptx	slides	chartset-007	class:chart:bar
slides/chartset-007/odp/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.odp	pptx	slides/chartset-007/pptx/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.pptx	slides	chartset-007	series-class:chart:bar
slides/chartset-007/odp/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.odp	pptx	slides/chartset-007/pptx/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.pptx	slides	chartset-007	@percentage_true
slides/chartset-007/odp/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.odp	pptx	slides/chartset-007/pptx/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.pptx	slides	chartset-007	@solid_type
slides/chartset-007/odp/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.odp	pptx	slides/chartset-007/pptx/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.pptx	slides	chartset-007	class:chart:bar
slides/chartset-007/odp/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.odp	pptx	slides/chartset-007/pptx/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.pptx	slides	chartset-007	series-class:chart:bar
slides/chartset-007/odp/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.odp	pptx	slides/chartset-007/pptx/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.pptx	slides	chartset-007	@percentage_true
slides/chartset-007/odp/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.odp	pptx	slides/chartset-007/pptx/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.pptx	slides	chartset-007	@solid_type
slides/chartset-010/odp/093_Insightful_Zoom_Chart_22b5464e.odp	pptx	slides/chartset-010/pptx/093_Insightful_Zoom_Chart_22b5464e.pptx	slides	chartset-010	class:chart:ring
slides/chartset-010/odp/093_Insightful_Zoom_Chart_22b5464e.odp	pptx	slides/chartset-010/pptx/093_Insightful_Zoom_Chart_22b5464e.pptx	slides	chartset-010	series-class:chart:circle
slides/chartset-010/odp/093_Insightful_Zoom_Chart_22b5464e.odp	pptx	slides/chartset-010/pptx/093_Insightful_Zoom_Chart_22b5464e.pptx	slides	chartset-010	@solid_type
slides/chartset-010/odp/093_Insightful_Zoom_Chart_22b5464e.odp	pptx	slides/chartset-010/pptx/093_Insightful_Zoom_Chart_22b5464e.pptx	slides	chartset-010	class:chart:ring
slides/chartset-010/odp/093_Insightful_Zoom_Chart_22b5464e.odp	pptx	slides/chartset-010/pptx/093_Insightful_Zoom_Chart_22b5464e.pptx	slides	chartset-010	series-class:chart:circle
slides/chartset-010/odp/093_Insightful_Zoom_Chart_22b5464e.odp	pptx	slides/chartset-010/pptx/093_Insightful_Zoom_Chart_22b5464e.pptx	slides	chartset-010	@solid_type
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	pptx	slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	slides	chart-001	class:chart:bar
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	pptx	slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	slides	chart-001	series-class:chart:bar
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	pptx	slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	slides	chart-001	class:chart:bar
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	pptx	slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	slides	chart-001	series-class:chart:bar
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	pptx	slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	slides	chart-001	class:chart:bar
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	pptx	slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	slides	chart-001	series-class:chart:bar
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	pptx	slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	slides	chart-001	@stacked_true
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	pptx	slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	slides	chart-001	@solid_type
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	pptx	slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	slides	chart-001	class:chart:bar
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	pptx	slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	slides	chart-001	series-class:chart:bar
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	pptx	slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	slides	chart-001	@vertical_true
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	pptx	slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	slides	chart-001	class:chart:ring
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	pptx	slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	slides	chart-001	series-class:chart:circle
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	pptx	slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	slides	chart-001	@solid_type
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	pptx	slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	slides	chart-001	class:chart:bar
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	pptx	slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	slides	chart-001	series-class:chart:bar
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	pptx	slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	slides	chart-001	@solid_type
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	pptx	slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	slides	chart-001	class:chart:line
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	pptx	slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	slides	chart-001	series-class:chart:line
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	pptx	slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	slides	chart-001	@symbol_type
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	pptx	slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	slides	chart-001	@solid_type
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	pptx	slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	slides	chart-001	class:chart:bar
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	pptx	slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	slides	chart-001	series-class:chart:bar
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	pptx	slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	slides	chart-001	@solid_type
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	pptx	slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	slides	chart-001	class:chart:line
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	pptx	slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	slides	chart-001	series-class:chart:line
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	pptx	slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	slides	chart-001	@symbol_type
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	pptx	slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	slides	chart-001	@solid_type
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	pptx	slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	slides	chart-001	class:chart:bar
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	pptx	slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	slides	chart-001	series-class:chart:bar
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	pptx	slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	slides	chart-001	@solid_type
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	pptx	slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	slides	chart-001	class:chart:line
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	pptx	slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	slides	chart-001	series-class:chart:line
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	pptx	slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	slides	chart-001	@symbol_type
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	pptx	slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	slides	chart-001	class:chart:bar
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	pptx	slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	slides	chart-001	series-class:chart:bar
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	pptx	slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	slides	chart-001	@stacked_true
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	pptx	slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	slides	chart-001	class:chart:line
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	pptx	slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	slides	chart-001	series-class:chart:line
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	pptx	slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	slides	chart-001	@symbol_type
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	pptx	slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	slides	chart-001	class:chart:radar
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	pptx	slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	slides	chart-001	series-class:chart:radar
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	pptx	slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	slides	chart-001	@symbol_type
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	pptx	slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	slides	chart-001	class:chart:line
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	pptx	slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	slides	chart-001	series-class:chart:line
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	pptx	slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	slides	chart-001	@symbol_type
