# side=ours binary=/home/user/wt-odpfoot/dotnet/tools/Paperless.Cli/bin/Debug/net10.0/linux-x64/Paperless.Cli version=d766db3778c3cac048fb6488d5f44ae503c30616
path	status	rc	pages	words	rawwords	glyphs	fonts	unemb
slides/done-004/ppt/ws_prod-g-doc-Events-industrymeeting18112004-European-Safety-Strategy-Initiative.ppt	OK	0	10	332	389	1884	4	0
slides/done-004/pptx/DOE Interactive Exercise Presentation draft rev 2.pptx	OK	0	10	573	654	2744	5	0
slides/done-004/pptx/Item 6b - UNSD - Dissemination through APIs.pptx	OK	0	10	421	453	2420	3	0
slides/done-004/pptx/Liturgical-Commission-2025-Convention-Presentation.pptx	OK	0	9	344	396	1837	2	0
slides/done-004/pptx/Session 21- The option to expand & abandon.pptx	OK	0	12	885	968	4268	5	0
slides/done-004/pptx/attendance-updates-for-governors.pptx	OK	0	30	3047	3219	17282	7	0
slides/done-004/pptx/ghgp-supply-chain-initiative_20100323_wri.pptx	OK	0	52	3895	4130	22442	10	0
slides/done-004/pptx/redac-fullComm-201705-EE-FRs-briefing.pptx	OK	0	8	374	384	2268	4	0
slides/done-005/ppt/ITE106-Chapter 4.ppt	OK	0	47	3139	3294	16509	7	0
slides/done-005/ppt/berlin.ppt	OK	0	29	1365	1530	7392	2	0
slides/done-005/ppt/pods05.ppt	OK	0	60	1877	2081	10682	10	0
slides/done-005/ppt/ws_prod-g-doc-Events-industrymeeting18112004-Aercap.ppt	OK	0	12	1271	1345	6950	3	0
slides/done-005/pptx/5b_upasana_dasgupta_-_liability_and_registration.pptx	OK	0	15	955	1007	5024	3	0
slides/done-005/pptx/ANG C-1 ATC-TO Core Program - HF REDAC briefing September 7 2016.pptx	OK	0	19	1885	2007	11586	6	0
slides/done-005/pptx/NAS-Infrastructure-Roadmaps-HSI.pptx	OK	0	9	1415	1469	9027	5	0
slides/done-005/pptx/NAS-Infrastructure-Roadmaps-Weather.pptx	OK	0	11	2121	2153	12083	4	0
slides/done-005/pptx/c_291533.pptx	OK	0	19	1104	1158	5904	7	0
slides/done-005/pptx/manufacturing_process_simulation_working_group_overview_2023.pptx	OK	0	7	726	769	4793	4	0
slides/done-006/ppt/Lepore.ppt	OK	0	20	1816	1942	10753	5	0
slides/done-006/ppt/ws_prod-g-doc-Events-r-6.-ESM.ppt	OK	0	25	1951	2120	11330	4	0
slides/done-006/pptx/Course Selection 2025-26 Current Grade 09.pptx	OK	0	10	694	698	3343	3	0
slides/done-006/pptx/Ensemble-pour-l-amelioration-de-la-securite-de-lac-AIRBUS.pptx	OK	0	9	627	652	3451	4	0
slides/done-006/pptx/REDAC HF briefing Sep 2016_LARD_ATC_TO_FE_v2.pptx	OK	0	18	2119	2223	12620	6	0
