# corpus=/home/user/corpus-odf  XML census only, nothing rendered.
# defaults: header/footer/date-time visible, page-number NOT (HeaderFooterSettings())
path	status	pages	running_alnum	on_footer	on_date	on_pagenum	on_header	stated	defaulted
slides/chartset-001/odp/031_advanced_powerpoint_scatter.odp	OK	1	0	0	0	0	0	0	0
slides/chartset-001/odp/bar_chart.odp	OK	1	0	0	0	0	0	1	0
slides/chartset-001/odp/combo_bar_line_chart.odp	OK	1	0	0	0	0	0	1	0
slides/chartset-001/odp/line_chart.odp	OK	1	0	0	0	0	0	1	0
slides/chartset-001/odp/scatter_chart.odp	OK	1	0	0	0	0	0	1	0
slides/chartset-001/odp/stacked_area_chart.odp	OK	1	0	0	0	0	0	1	0
slides/chartset-001/odp/stacked_bar_chart.odp	OK	1	0	0	0	0	0	1	0
slides/chartset-002/odp/001_advanced_powerpoint_bar.odp	OK	1	0	0	0	0	0	0	0
slides/chartset-002/odp/006_advanced_powerpoint_area.odp	OK	1	0	0	0	0	0	0	0
slides/chartset-002/odp/007_advanced_powerpoint_scatter.odp	OK	1	0	0	0	0	0	0	0
slides/chartset-002/odp/014_advanced_powerpoint_area.odp	OK	1	0	0	0	0	0	0	0
slides/chartset-002/odp/017_advanced_powerpoint_bar.odp	OK	1	0	0	0	0	0	0	0
slides/chartset-002/odp/023_advanced_powerpoint_scatter.odp	OK	1	0	0	0	0	0	0	0
slides/chartset-002/odp/024_advanced_powerpoint_bubble.odp	OK	1	0	0	0	0	0	0	0
slides/chartset-002/odp/030_advanced_powerpoint_area.odp	OK	1	0	0	0	0	0	0	0
slides/chartset-002/odp/032_advanced_powerpoint_bubble.odp	OK	1	0	0	0	0	0	0	0
slides/chartset-002/odp/033_advanced_powerpoint_bar.odp	OK	1	0	0	0	0	0	0	0
slides/chartset-003/odp/002_advanced_powerpoint_column.odp	OK	1	0	0	0	0	0	0	0
slides/chartset-003/odp/003_advanced_powerpoint_line.odp	OK	1	0	0	0	0	0	0	0
slides/chartset-003/odp/005_advanced_powerpoint_doughnut.odp	OK	1	0	0	0	0	0	0	0
slides/chartset-003/odp/009_advanced_powerpoint_bar.odp	OK	1	0	0	0	0	0	0	0
slides/chartset-003/odp/010_advanced_powerpoint_column.odp	OK	1	0	0	0	0	0	0	0
slides/chartset-003/odp/011_advanced_powerpoint_line.odp	OK	1	0	0	0	0	0	0	0
slides/chartset-003/odp/012_advanced_powerpoint_pie.odp	OK	1	0	0	0	0	0	0	0
slides/chartset-003/odp/019_advanced_powerpoint_line.odp	OK	1	0	0	0	0	0	0	0
slides/chartset-003/odp/027_advanced_powerpoint_line.odp	OK	1	0	0	0	0	0	0	0
slides/chartset-003/odp/028_advanced_powerpoint_pie.odp	OK	1	0	0	0	0	0	0	0
slides/chartset-004/odp/004_advanced_powerpoint_pie.odp	OK	1	0	0	0	0	0	0	0
slides/chartset-004/odp/013_advanced_powerpoint_doughnut.odp	OK	1	0	0	0	0	0	0	0
slides/chartset-004/odp/018_advanced_powerpoint_column.odp	OK	1	0	0	0	0	0	0	0
slides/chartset-004/odp/020_advanced_powerpoint_pie.odp	OK	1	0	0	0	0	0	0	0
slides/chartset-004/odp/021_advanced_powerpoint_doughnut.odp	OK	1	0	0	0	0	0	0	0
slides/chartset-004/odp/022_advanced_powerpoint_area.odp	OK	1	0	0	0	0	0	0	0
slides/chartset-004/odp/025_advanced_powerpoint_bar.odp	OK	1	0	0	0	0	0	0	0
slides/chartset-004/odp/026_advanced_powerpoint_column.odp	OK	1	0	0	0	0	0	0	0
slides/chartset-004/odp/029_advanced_powerpoint_doughnut.odp	OK	1	0	0	0	0	0	0	0
slides/chartset-005/odp/004_2-Stage_Vertical_Funnel_Diagram_for_PowerPoint_593f4c80.odp	OK	1	0	0	0	0	0	0	0
slides/chartset-005/odp/005_2-Step_Funnel_On_left_With_Text_767f0490.odp	OK	1	0	0	0	0	0	0	0
slides/chartset-005/odp/006_2-Way_Horizontal_Hierarchy_for_PowerPoint_and_Google_Slides_7c1e5084.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-005/odp/011_3-Stage_Vertical_Funnel_Diagram_for_PowerPoint_10ce23dd.odp	OK	1	0	0	0	0	0	0	0
slides/chartset-005/odp/068_Funnel_Diagram_for_PowerPoint_with_2_Steps_437e4ba7.odp	OK	1	0	0	0	0	0	0	0
slides/chartset-005/odp/069_Funnel_Diagram_for_PowerPoint_with_3_Steps_f96396fc.odp	OK	1	0	0	0	0	0	0	0
slides/chartset-005/odp/070_Funnel_Diagram_for_PowerPoint_with_4_Steps_975f1642.odp	OK	1	0	0	0	0	0	0	0
slides/chartset-005/odp/071_Funnel_Diagram_for_PowerPoint_with_5_Steps_5ceacdec.odp	OK	1	0	0	0	0	0	0	0
slides/chartset-005/odp/076_Hexadonut_Charts_for_PowerPoint_and_Google_Slides_2b879835.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-005/odp/084_Infographic_Hierarchy_Tree_for_PowerPoint_fda8141c.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-006/odp/001_1-2-3_Horizontal_Hierarchy_39795b4d.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-006/odp/007_3_Circles_Diagram_for_PowerPoint_dac9f170.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-006/odp/017_4-Stage_Vertical_Funnel_Diagram_for_PowerPoint_61e7bde5.odp	OK	1	0	0	0	0	0	0	0
slides/chartset-006/odp/031_Alarm_Clock_Pie-Chart_for_PowerPoint_and_Google_Slides_0b185a05.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-006/odp/043_Dual_Horizontal_Hierarchy_for_PowerPoint_and_Google_Slides_5074b09e.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-006/odp/044_Dual_Mind_Spark_Chart_for_PowerPoint_a83f890a.odp	OK	4	0	0	0	0	0	0	0
slides/chartset-006/odp/055_Four_Pillar_Hierarchy_for_PowerPoint_and_Google_Slides_6b42ed18.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-006/odp/077_Horizontal_Org_Chart_for_PowerPoint_and_Google_Slides_8cf07020.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-006/odp/094_Intersecting_Teardrops_for_PowerPoint_and_Google_Slides_ff43aedb.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-006/odp/099_Light_Bulb_SWOT_for_PowerPoint_and_Google_Slides_554a1e33.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-007/odp/035_Chemistry_Column_PowerPoint_Chart_45bf8a76.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-007/odp/039_Consumer_Decision_Journey_for_PowerPoint_319207e1.odp	OK	1	0	0	0	0	0	0	0
slides/chartset-007/odp/047_Female_Radar_Brain_for_PowerPoint_and_Google_Slides_c2a541f6.odp	OK	4	0	0	0	0	0	0	0
slides/chartset-007/odp/054_Flowchart_Board_Game_for_PowerPoint_and_Google_Slides_1b047962.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-007/odp/057_Four-Branch_Diagram_for_PowerPoint_and_Google_Slides_ddf5d27c.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-007/odp/083_Infographic_Hexagon_Cluster_for_PowerPoint_and_Google_Slides_ef811a12.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-007/odp/090_Infographic_Radial_for_PowerPoint_and_Google_Slides_16a69891.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-007/odp/091_Infographic_Radial_for_PowerPoint_and_Google_Slides_c6909fa6.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-007/odp/092_Infographic_Tree_Diagram_for_PowerPoint_and_Google_Slides_d721fa00.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-007/odp/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-008/odp/009_3-Circle_Venn_PowerPoint_Diagram_2e59baa9.odp	OK	2	0	0	0	0	0	0	0
slides/chartset-008/odp/012_3-Step_Hexagons_Puzzle_Diagram_for_PowerPoint_982482b5.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-008/odp/018_4-Step_Hexagons_Puzzle_Diagram_for_PowerPoint_19957cce.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-008/odp/038_Competitive_Advantage_Card_for_PowerPoint_and_Google_Slides_373720f6.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-008/odp/040_Crab_Diagram_for_PowerPoint_and_Google_Slides_13d38ff3.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-008/odp/058_Four-Direction_Divergence_Diagram_for_PowerPoint_and_Google_Slides_9838e28d.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-008/odp/065_Fourfold_Ribbon_Rings_for_PowerPoint_and_Google_Slides_39687419.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-008/odp/072_Gear_Pie_Chart_for_PowerPoint_and_Google_Slides_d464d3a0.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-008/odp/078_Horizontal_Pyramid_Org_Chart_for_PowerPoint_and_Google_Slides_70ea115a.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-008/odp/100_Lime_and_Lemon_Data-Driven_Chart_for_PowerPoint_d7bb4a44.odp	OK	5	0	0	0	0	0	0	0
slides/chartset-009/odp/015_4-Option_Color_Wheel_Diagram_df7e4b8f.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-009/odp/020_5-Option_Color_Wheel_Diagram_104ea3b0.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-009/odp/022_5-Step_Hexagons_Puzzle_Diagram_for_PowerPoint_eda9895e.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-009/odp/025_6-Option_Color_Wheel_Diagram_27e1c74d.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-009/odp/030_Abstract_Petal_Diagram_71aa5e3a.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-009/odp/033_Battery_Percentage_Chart_c99c24b5.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-009/odp/037_Circle_Matrix_Framework_44bc5218.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-009/odp/052_Flame_Percentage_Chart_d27d49c4.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-009/odp/075_Heart_Arc_Radial_for_PowerPoint_and_Google_Slides_a27a3021.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-009/odp/087_Infographic_Organization_Chart_for_PowerPoint_and_Google_Slides_2d951912.odp	OK	4	0	0	0	0	0	0	0
slides/chartset-010/odp/002_10-Point_Dual_Hub_Comparison_4ee242c9.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-010/odp/027_6-Point_Dual_Hub_Comparison_13f9af30.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-010/odp/028_8-Point_Dual_Hub_Comparison_d6c5dde5.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-010/odp/041_Crosswise_Quadrant_Diagram_ea8bdf52.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-010/odp/042_Diamond_Hub_Infographic_a60cfaa1.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-010/odp/045_Dual-Segment_Quadrant_14a57221.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-010/odp/048_Five-Arrows_Converging_Cycle_bb192e27.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-010/odp/063_Four-Step_Infinity_Loop_3480185b.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-010/odp/093_Insightful_Zoom_Chart_22b5464e.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-010/odp/095_Interwoven_Bars_e5aa46c2.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-011/odp/010_3-Group_Hierarchy_for_PowerPoint_and_Google_Slides_20476ce0.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-011/odp/026_6-Part_Hexagon_Radial_Diagram_b8ca3f40.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-011/odp/034_Central_Idea_Hub_Diagram_8258e6ad.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-011/odp/046_Eight-Point_Strategic_Compass_35ee62de.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-011/odp/051_Five-Stage_Zigzag_Timeline_2bd39be9.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-011/odp/053_Flow_Wave_Process_9c0082f4.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-011/odp/060_Four-Part_Radial_Core_Diagram_40d6614e.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-011/odp/062_Four-Step_Growth_Staircase_8a3ef338.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-011/odp/097_Labeled_Organization_Chart_for_PowerPoint_and_Google_Slides_f24fa592.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-011/odp/098_Leaning_Cards_Process_dadb3738.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-012/odp/003_2-Circle_Venn_Diagram_7ab74e5c.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-012/odp/008_3-Circle_Venn_Diagram_024a12c5.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-012/odp/013_3-Step_Segmented_Cycle_Process_5232f82d.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-012/odp/061_Four-Stage_Serpentine_Chart_05699efe.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-012/odp/064_Four-Step_Success_Cycle_30c0a917.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-012/odp/067_Free_PowerPoint_Layered_Funnel_Process_4_Stages_4deb9647.odp	OK	4	0	0	0	0	0	0	0
slides/chartset-012/odp/073_Halo_Radial_for_PowerPoint_and_Google_Slides_4bd0918b.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-012/odp/074_Hashtag_Matrix_246eb8d9.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-012/odp/080_Infographic_Cycle_Venn_Diagram_for_PowerPoint_2e3cdb7f.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-012/odp/089_Infographic_Radial_Matrix_for_PowerPoint_and_Google_Slides_eb0550f2.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-013/odp/014_3D_Radial_Block_List_for_PowerPoint_and_Google_Slides_0773075e.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-013/odp/016_4-Position_Org_Chart_1d3640b6.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-013/odp/023_5-Step_Progress_Cards_91d5ff57.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-013/odp/032_BCG_Growth-Share_Matrix_560d0485.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-013/odp/049_Five-Block_Hub_Spoke_42ee8593.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-013/odp/050_Five-Point_Radial_Hub_00793e08.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-013/odp/056_Four-Block_Hub_Spoke_134b89d1.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-013/odp/066_Free_PowerPoint_Layered_Funnel_Process_c0b380ec.odp	OK	5	0	0	0	0	0	0	0
slides/chartset-013/odp/079_Horizontal_Relationships_for_PowerPoint_and_Google_Slides_a3d35f63.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-013/odp/088_Infographic_Quadrant_Pie_Chart_7b1e8abd.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-014/odp/019_4-Step_Segmented_Cycle_Process_2ff93c19.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-014/odp/021_5-Position_Org_Chart_cb042559.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-014/odp/024_5-Step_Segmented_Cycle_Process_c8ca37ef.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-014/odp/029_8-Step_Neumorphic_Cycle_Diagram_b9b75044.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-014/odp/036_Chevron_Process_Cards_3c8f0ea1.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-014/odp/059_Four-Part_Concept_Puzzle_30cea7e5.odp	OK	6	0	0	0	0	0	0	0
slides/chartset-014/odp/081_Infographic_Funnel_w_3_Stages_for_PowerPoint_28e26b31.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-014/odp/082_Infographic_Funnel_with_4_Stages_for_PowerPoint_72d4f125.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-014/odp/085_Infographic_Org_Chart_for_PowerPoint_5_Blocks_3870252f.odp	OK	3	0	0	0	0	0	0	0
slides/chartset-014/odp/086_Infographic_Org_Chart_for_PowerPoint_6_Blocks_f9086d83.odp	OK	3	0	0	0	0	0	0	0
slides/done-001/odp/111006 COMSTAC STOWG Aero spaceports IFG.odp	OK	8	91	7	0	7	0	24	0
slides/done-001/odp/BMFE-06-03 (Gerflor) Smoke Density and Toxicity.odp	OK	6	0	0	0	0	0	1	0
slides/done-001/odp/Definitions commodity chains.odp	OK	4	0	0	0	0	0	12	0
slides/done-001/odp/Statement of Work presentation.odp	OK	10	0	0	0	0	0	30	0
slides/done-001/odp/Trust Fund Excise Taxes Structure.odp	OK	1	0	0	0	0	0	3	0
slides/done-001/odp/WC_Update-Aug03.odp	OK	11	12	0	0	10	0	33	0
slides/done-001/odp/fishbone-diagram-template-ppt-1.odp	OK	1	0	0	0	0	0	3	0
slides/done-001/odp/iaeg_work_group_leader_updates.odp	OK	1	0	0	0	0	0	1	0
slides/done-001/odp/policy-pesentation.odp	OK	16	0	16	16	0	0	48	0
slides/done-001/odp/wells08_basic.odp	OK	27	70	26	26	26	0	81	0
slides/done-002/odp/080214-Intl-pol-frameworks-and-their-implications-for-Africa-ISS-workshop.odp	OK	18	0	0	0	0	0	54	0
slides/done-002/odp/Curriculum-Schematic-E22-11052025.odp	OK	12	0	0	0	0	0	36	0
slides/done-002/odp/dhs-293364.odp	OK	39	69	0	39	39	0	117	0
slides/done-002/odp/diapo_6_fees_vous_etes_poctdoct_exterieur_a_luniv_v2_0_1.odp	OK	1	0	0	0	0	0	3	0
slides/done-002/odp/gfopportunitiesforlinkagespres_2010_en.odp	OK	27	0	0	0	0	0	81	0
slides/done-002/odp/medicines_bulletin_february_2023_final.odp	OK	1	0	0	0	0	0	3	0
slides/done-002/odp/ws_prod-g-doc-Events-2007-Approval-of-Flight-Conditions-RM-NAA-16032007.odp	OK	14	122	0	13	13	0	26	0
slides/done-002/odp/ws_prod-g-doc-Events-2007-may-presentation-PtF-background-+-principles.odp	OK	20	385	20	20	20	0	60	0
slides/done-002/odp/ws_prod-g-doc-Events-2007-november-IACA-presentation-at-EASA-Fuel-Tank-Safety-Training-Seminar.odp	OK	10	261	10	0	10	0	30	0
slides/done-002/odp/ws_prod-g-doc-Events-Part-M-presentation.odp	OK	30	391	30	0	30	0	90	0
slides/done-003/odp/010605Vul.odp	OK	21	0	0	0	0	0	21	0
slides/done-003/odp/02_REDAC_New ATM briefing _March 2017v2.odp	OK	6	0	0	0	0	0	5	0
slides/done-003/odp/97936.odp	OK	15	20	0	0	14	0	14	0
slides/done-003/odp/Inducement-to-Insurance-Business.odp	OK	22	0	0	0	0	0	66	0
slides/done-003/odp/NCW-2024-Guide-.odp	OK	1	0	0	0	0	0	3	0
slides/done-003/odp/ev122_jj-liew-tort-of-bribery-webinar.odp	OK	24	0	0	0	0	0	22	0
slides/done-003/odp/outlook_of_nigerian_pension_sector.odp	OK	12	311	11	0	11	0	22	0
slides/done-003/odp/ws_prod-g-doc-Events-2007-Privileges.odp	OK	15	538	14	14	14	0	42	0
slides/done-003/odp/ws_prod-g-doc-Events-2007-september-M.017-(French)-France.odp	OK	55	4764	55	55	55	0	165	0
slides/done-003/odp/ws_prod-g-doc-Events-2007-september-MDM.032-(ENGLISH)-CZ.odp	OK	42	2726	42	42	42	0	126	0
slides/done-004/odp/0335fab9-79f0-4944-b92c-f223837ca2d8.odp	OK	12	0	0	0	0	0	36	0
slides/done-004/odp/DOE Interactive Exercise Presentation draft rev 2.odp	OK	10	0	0	0	0	0	10	0
slides/done-004/odp/Item 6b - UNSD - Dissemination through APIs.odp	OK	10	0	0	0	0	0	30	0
slides/done-004/odp/Liturgical-Commission-2025-Convention-Presentation.odp	OK	9	0	0	0	0	0	27	0
slides/done-004/odp/Session 21- The option to expand & abandon.odp	OK	12	0	0	0	0	0	0	0
slides/done-004/odp/attendance-updates-for-governors.odp	OK	30	0	0	0	0	0	0	0
slides/done-004/odp/ghgp-supply-chain-initiative_20100323_wri.odp	OK	52	28	0	0	14	0	154	0
slides/done-004/odp/redac-fullComm-201705-EE-FRs-briefing.odp	OK	8	0	0	0	0	0	24	0
slides/done-004/odp/undp_presentation_revised_17_may.odp	OK	22	34	0	0	21	0	23	0
slides/done-004/odp/ws_prod-g-doc-Events-industrymeeting18112004-European-Safety-Strategy-Initiative.odp	OK	10	200	10	10	10	0	30	0
slides/done-005/odp/5b_upasana_dasgupta_-_liability_and_registration.odp	OK	15	21	0	0	15	0	45	0
slides/done-005/odp/ANG C-1 ATC-TO Core Program - HF REDAC briefing September 7 2016.odp	OK	19	0	0	0	0	0	18	0
slides/done-005/odp/ITE106-Chapter 4.odp	OK	47	0	0	0	0	0	141	0
slides/done-005/odp/NAS-Infrastructure-Roadmaps-HSI.odp	OK	9	0	0	0	0	0	0	0
slides/done-005/odp/NAS-Infrastructure-Roadmaps-Weather.odp	OK	11	0	0	0	0	0	0	0
slides/done-005/odp/berlin.odp	OK	29	0	29	29	0	0	87	0
slides/done-005/odp/c_291533.odp	OK	19	0	0	0	0	0	38	0
slides/done-005/odp/manufacturing_process_simulation_working_group_overview_2023.odp	OK	7	6	0	0	6	0	7	0
slides/done-005/odp/pods05.odp	OK	60	2	0	0	1	0	1	0
slides/done-005/odp/ws_prod-g-doc-Events-industrymeeting18112004-Aercap.odp	OK	12	402	10	0	10	0	20	0
slides/done-006/odp/Course Selection 2025-26 Current Grade 09.odp	OK	10	0	0	0	0	0	30	0
slides/done-006/odp/Ensemble-pour-l-amelioration-de-la-securite-de-lac-AIRBUS.odp	OK	9	0	0	0	0	0	23	0
slides/done-006/odp/Lepore.odp	OK	20	0	0	0	0	0	57	0
slides/done-006/odp/REDAC HF briefing Sep 2016_LARD_ATC_TO_FE_v2.odp	OK	18	0	0	0	0	0	17	0
slides/done-006/odp/Stakeholders-v08052017 - v5.odp	OK	13	0	0	0	0	0	37	0
slides/done-006/odp/iris07.12.12.odp	OK	21	0	0	0	0	0	63	0
slides/done-006/odp/nabiyeleul_1_aviation_service_28_july_2020.odp	OK	9	0	0	0	0	0	27	0
slides/done-006/odp/social-media-app-bulletin-january.odp	OK	4	0	0	0	0	0	8	0
slides/done-006/odp/wopanets-innovationdays-06-16.odp	OK	15	0	0	0	0	0	15	0
slides/done-006/odp/ws_prod-g-doc-Events-r-6.-ESM.odp	OK	25	41	0	25	25	0	50	0
slides/done-007/odp/1-secretariat.odp	OK	10	0	0	0	0	0	30	0
slides/done-007/odp/10. Drawings, circuit diagrams and schematics.odp	OK	23	0	0	0	0	0	0	0
slides/done-007/odp/71393_pp7.odp	OK	39	0	0	0	0	0	0	0
slides/done-007/odp/BHCA Part II webinar #2 - 10.2020.odp	OK	21	0	0	0	0	0	0	0
slides/done-007/odp/Boeing 737 Max - Group 5.odp	OK	2	0	0	0	0	0	6	0
slides/done-007/odp/PAL Block Intro 2023.odp	OK	20	0	0	0	0	0	60	0
slides/done-007/odp/bitesize-writing-a-report.odp	OK	15	0	0	0	0	0	45	0
slides/done-007/odp/flying-by-numbers-presentation.odp	OK	10	0	0	0	0	0	30	0
slides/done-007/odp/introduction_to_bea_tuxedo.odp	OK	40	1854	38	38	38	0	120	0
slides/done-007/odp/joint_user_outcomes_michael_fullerton_29.06.12.odp	OK	20	0	0	0	0	0	60	0
slides/done-008/odp/8.16_AOD_FINAL_Provider_Training_Presentation_9_2009.odp	OK	94	0	0	0	0	0	282	0
slides/done-008/odp/AATF-Fact-Sheet-2025.odp	OK	9	0	0	0	0	0	27	0
slides/done-008/odp/EG1_dsrc tech.odp	OK	45	1892	44	0	0	0	44	0
slides/done-008/odp/FIT26-Presentation-Airservices-Update.odp	OK	11	0	0	0	0	0	10	0
slides/done-008/odp/Framing Europe.odp	OK	24	0	24	24	0	0	72	0
slides/done-008/odp/G-InvoicingKeithJarboe.odp	OK	13	0	0	0	0	0	36	0
slides/done-008/odp/RESPA_-_Section_8_Webinar.odp	OK	35	0	0	0	0	0	105	0
slides/done-008/odp/ROK-PI Climate Bulletin - Edition 2017-06.odp	OK	2	2	0	0	2	0	6	0
slides/done-008/odp/concepts-surrounding-cloud-computing-carolyn-kranz-and-rich-prem-gb-seattle-2011.odp	OK	36	0	0	0	0	0	107	0
slides/done-008/odp/item_3-environmental_process_briefing.odp	OK	12	0	0	0	0	0	22	0
slides/done-009/odp/30-04-2021 merged NDoH and NICD_Presentation HBV BD meeting 05May2021_1.odp	OK	18	0	0	0	0	0	51	0
slides/done-009/odp/Airport Planning 09112013.odp	OK	9	0	0	0	0	0	0	0
slides/done-009/odp/COMSTAC_11_5_2021am_2.odp	OK	39	0	0	0	0	0	0	0
slides/done-009/odp/Employment-Based_I-485.odp	OK	42	75	0	0	42	0	126	0
slides/done-009/odp/FIT26-Presentation-PR-Briefing-Debrief-Airbus.odp	OK	9	574	7	0	7	0	21	0
slides/done-009/odp/HENTZEN_COMPOSITE_MATERIALS_IN_THE_AEROSPACE_INDUSTRY.odp	OK	12	0	0	0	0	0	36	0
slides/done-009/odp/[Christophe]NLP_reseau_inge_stat.odp	OK	17	0	0	0	0	0	0	0
