path	part	axis	crosses	crossesAt	tickLblPos	deleted	min	max	spans_zero
slides/chartset-009/pptx/033_Battery_Percentage_Chart_c99c24b5.pptx	ppt/charts/chart6.xml	catAx	max		nextTo	1	20	80	0
slides/chartset-009/pptx/052_Flame_Percentage_Chart_d27d49c4.pptx	ppt/charts/chart3.xml	catAx	max		nextTo	1	30	70	0
slides/chartset-009/pptx/052_Flame_Percentage_Chart_d27d49c4.pptx	ppt/charts/chart4.xml	catAx	max		nextTo	1	1	99	0
slides/chartset-009/pptx/052_Flame_Percentage_Chart_d27d49c4.pptx	ppt/charts/chart5.xml	catAx	max		nextTo	1	30	70	0
slides/chartset-009/pptx/052_Flame_Percentage_Chart_d27d49c4.pptx	ppt/charts/chart7.xml	catAx	max		nextTo	1	30	70	0
slides/chartset-009/pptx/052_Flame_Percentage_Chart_d27d49c4.pptx	ppt/charts/chart8.xml	catAx	max		nextTo	1	1	99	0
slides/chartset-009/pptx/052_Flame_Percentage_Chart_d27d49c4.pptx	ppt/charts/chart1.xml	catAx	max		nextTo	1	30	70	0
slides/chartset-009/pptx/052_Flame_Percentage_Chart_d27d49c4.pptx	ppt/charts/chart2.xml	catAx	max		nextTo	1	50	50	0
slides/chartset-009/pptx/052_Flame_Percentage_Chart_d27d49c4.pptx	ppt/charts/chart6.xml	catAx	max		nextTo	1	50	50	0
slides/done-010/pptx/Sector_Skills_Insights_Advanced_Manufacturing_summary_slide_pack.pptx	ppt/charts/chart1.xml	catAx	autoZero		nextTo	0	41	59	0
slides/done-011/pptx/171128IPAP.pptx	ppt/charts/chart8.xml	catAx	autoZero		nextTo		100	157	0
slides/done-011/pptx/171128IPAP.pptx	ppt/charts/chart4.xml	catAx	autoZero		nextTo		82.97	122.5	0
slides/done-011/pptx/171128IPAP.pptx	ppt/charts/chart5.xml	dateAx	autoZero		low		-20	59.49	1
slides/done-011/pptx/171128IPAP.pptx	ppt/charts/chart5.xml	catAx	autoZero		none	1	-20	59.49	1
slides/done-011/pptx/171128IPAP.pptx	ppt/charts/chart9.xml	dateAx		0	low		-5.599	1.669e+04	1
slides/done-011/pptx/171128IPAP.pptx	ppt/charts/chart9.xml	dateAx		0	none		-5.599	1.669e+04	1
slides/done-011/pptx/171128IPAP.pptx	ppt/charts/chart6.xml	dateAx	autoZero		low		-20	78	1
slides/done-011/pptx/171128IPAP.pptx	ppt/charts/chart6.xml	catAx	autoZero		none	1	-20	78	1
slides/done-011/pptx/171128IPAP.pptx	ppt/charts/chart3.xml	catAx	autoZero		low		-6.1	7.4	1
slides/done-011/pptx/171128IPAP.pptx	ppt/charts/chart7.xml	dateAx	autoZero		low		-54.36	73.55	1
slides/done-011/pptx/171128IPAP.pptx	ppt/charts/chart1.xml	catAx	autoZero		nextTo		100	117.2	0
slides/done-011/pptx/171128IPAP.pptx	ppt/charts/chart2.xml	catAx	autoZero		low		-24.2	30.4	1
slides/done-011/pptx/1_Country-Updates_DRC_English.pptx	ppt/charts/chart1.xml	catAx	autoZero		nextTo	0	1.717e+05	2.604e+05	0
slides/done-011/pptx/1_Country-Updates_DRC_English.pptx	ppt/charts/chart2.xml	catAx	autoZero		nextTo	0	1.693e+04	2.578e+05	0
slides/done-011/pptx/1_Country-Updates_DRC_English.pptx	ppt/charts/chart3.xml	catAx	autoZero		nextTo	0	690	1614	0
slides/done-011/pptx/3492.pptx	ppt/charts/chart3.xml	catAx	autoZero		nextTo	0	40	47	0
slides/done-011/pptx/3492.pptx	ppt/charts/chart1.xml	catAx	autoZero		nextTo	0	15	21	0
slides/done-011/pptx/3492.pptx	ppt/charts/chart2.xml	catAx	autoZero		nextTo	0	4	14	0
slides/done-012/pptx/Intersil_Italy_CAN_Bus_Transceiver_Presentation_Final.pptx	ppt/charts/chart1.xml	catAx	autoZero		nextTo	0	0	146	0
words/chartset-001/docx/clustered-column-result.docx	word/charts/chart1.xml	catAx	autoZero		nextTo	0	5800	6.1e+04	0
words/chartset-001/docx/clustered-column-template.docx	word/charts/chart1.xml	catAx	autoZero		nextTo	0	0	0	0
