TEXT	STR_POOLCOLL_STANDARD	Standard	Default Paragraph Style
TEXT	STR_POOLCOLL_TEXT	Text body	Body Text
TEXT	STR_POOLCOLL_TEXT_IDENT	First line indent	First Line Indent
TEXT	STR_POOLCOLL_TEXT_NEGIDENT	Hanging indent	Hanging Indent
TEXT	STR_POOLCOLL_TEXT_MOVE	Text body indent	Body Text, Indented
TEXT	STR_POOLCOLL_GREETING	Salutation	Complimentary Close
TEXT	STR_POOLCOLL_SIGNATURE	Signature	Signature
TEXT	STR_POOLCOLL_CONFRONTATION	List Indent	List Indent
TEXT	STR_POOLCOLL_MARGINAL	Marginalia	Marginalia
LISTS	STR_POOLCOLL_NUMBER_BULLET_BASE	List	List
LISTS	STR_POOLCOLL_NUM_LEVEL1S	Numbering 1 Start	Numbering 1 Start
LISTS	STR_POOLCOLL_NUM_LEVEL1	Numbering 1	Numbering 1
LISTS	STR_POOLCOLL_NUM_LEVEL1E	Numbering 1 End	Numbering 1 End
LISTS	STR_POOLCOLL_NUM_NONUM1	Numbering 1 Cont.	Numbering 1 Cont.
LISTS	STR_POOLCOLL_NUM_LEVEL2S	Numbering 2 Start	Numbering 2 Start
LISTS	STR_POOLCOLL_NUM_LEVEL2	Numbering 2	Numbering 2
LISTS	STR_POOLCOLL_NUM_LEVEL2E	Numbering 2 End	Numbering 2 End
LISTS	STR_POOLCOLL_NUM_NONUM2	Numbering 2 Cont.	Numbering 2 Cont.
LISTS	STR_POOLCOLL_NUM_LEVEL3S	Numbering 3 Start	Numbering 3 Start
LISTS	STR_POOLCOLL_NUM_LEVEL3	Numbering 3	Numbering 3
LISTS	STR_POOLCOLL_NUM_LEVEL3E	Numbering 3 End	Numbering 3 End
LISTS	STR_POOLCOLL_NUM_NONUM3	Numbering 3 Cont.	Numbering 3 Cont.
LISTS	STR_POOLCOLL_NUM_LEVEL4S	Numbering 4 Start	Numbering 4 Start
LISTS	STR_POOLCOLL_NUM_LEVEL4	Numbering 4	Numbering 4
LISTS	STR_POOLCOLL_NUM_LEVEL4E	Numbering 4 End	Numbering 4 End
LISTS	STR_POOLCOLL_NUM_NONUM4	Numbering 4 Cont.	Numbering 4 Cont.
LISTS	STR_POOLCOLL_NUM_LEVEL5S	Numbering 5 Start	Numbering 5 Start
LISTS	STR_POOLCOLL_NUM_LEVEL5	Numbering 5	Numbering 5
LISTS	STR_POOLCOLL_NUM_LEVEL5E	Numbering 5 End	Numbering 5 End
LISTS	STR_POOLCOLL_NUM_NONUM5	Numbering 5 Cont.	Numbering 5 Cont.
LISTS	STR_POOLCOLL_BULLET_LEVEL1S	List 1 Start	List 1 Start
LISTS	STR_POOLCOLL_BULLET_LEVEL1	List 1	List 1
LISTS	STR_POOLCOLL_BULLET_LEVEL1E	List 1 End	List 1 End
LISTS	STR_POOLCOLL_BULLET_NONUM1	List 1 Cont.	List 1 Cont.
LISTS	STR_POOLCOLL_BULLET_LEVEL2S	List 2 Start	List 2 Start
LISTS	STR_POOLCOLL_BULLET_LEVEL2	List 2	List 2
LISTS	STR_POOLCOLL_BULLET_LEVEL2E	List 2 End	List 2 End
LISTS	STR_POOLCOLL_BULLET_NONUM2	List 2 Cont.	List 2 Cont.
LISTS	STR_POOLCOLL_BULLET_LEVEL3S	List 3 Start	List 3 Start
LISTS	STR_POOLCOLL_BULLET_LEVEL3	List 3	List 3
LISTS	STR_POOLCOLL_BULLET_LEVEL3E	List 3 End	List 3 End
LISTS	STR_POOLCOLL_BULLET_NONUM3	List 3 Cont.	List 3 Cont.
LISTS	STR_POOLCOLL_BULLET_LEVEL4S	List 4 Start	List 4 Start
LISTS	STR_POOLCOLL_BULLET_LEVEL4	List 4	List 4
LISTS	STR_POOLCOLL_BULLET_LEVEL4E	List 4 End	List 4 End
LISTS	STR_POOLCOLL_BULLET_NONUM4	List 4 Cont.	List 4 Cont.
LISTS	STR_POOLCOLL_BULLET_LEVEL5S	List 5 Start	List 5 Start
LISTS	STR_POOLCOLL_BULLET_LEVEL5	List 5	List 5
LISTS	STR_POOLCOLL_BULLET_LEVEL5E	List 5 End	List 5 End
LISTS	STR_POOLCOLL_BULLET_NONUM5	List 5 Cont.	List 5 Cont.
EXTRA	STR_POOLCOLL_HEADERFOOTER	Header and Footer	Header and Footer
EXTRA	STR_POOLCOLL_HEADER	Header	Header
EXTRA	STR_POOLCOLL_HEADERL	Header left	Header Left
EXTRA	STR_POOLCOLL_HEADERR	Header right	Header Right
EXTRA	STR_POOLCOLL_FOOTER	Footer	Footer
EXTRA	STR_POOLCOLL_FOOTERL	Footer left	Footer Left
EXTRA	STR_POOLCOLL_FOOTERR	Footer right	Footer Right
EXTRA	STR_POOLCOLL_TABLE	Table Contents	Table Contents
EXTRA	STR_POOLCOLL_TABLE_HDLN	Table Heading	Table Heading
EXTRA	STR_POOLCOLL_LABEL	Caption	Caption
EXTRA	STR_POOLCOLL_LABEL_ABB	Illustration	Illustration
EXTRA	STR_POOLCOLL_LABEL_TABLE	Table	Table
EXTRA	STR_POOLCOLL_LABEL_FRAME	Text	Text
EXTRA	STR_POOLCOLL_LABEL_FIGURE	Figure	Figure
EXTRA	STR_POOLCOLL_FRAME	Frame contents	Frame Contents
EXTRA	STR_POOLCOLL_FOOTNOTE	Footnote	Footnote
EXTRA	STR_POOLCOLL_ENVELOPE_ADDRESS	Addressee	Addressee
EXTRA	STR_POOLCOLL_SEND_ADDRESS	Sender	Sender
EXTRA	STR_POOLCOLL_ENDNOTE	Endnote	Endnote
EXTRA	STR_POOLCOLL_LABEL_DRAWING	Drawing	Drawing
EXTRA	STR_POOLCOLL_COMMENT	Comment	Comment
REGISTER	STR_POOLCOLL_REGISTER_BASE	Index	Index
REGISTER	STR_POOLCOLL_TOX_IDXH	Index Heading	Index Heading
REGISTER	STR_POOLCOLL_TOX_IDX1	Index 1	Index 1
REGISTER	STR_POOLCOLL_TOX_IDX2	Index 2	Index 2
REGISTER	STR_POOLCOLL_TOX_IDX3	Index 3	Index 3
REGISTER	STR_POOLCOLL_TOX_IDXBREAK	Index Separator	Index Separator
REGISTER	STR_POOLCOLL_TOX_CNTNTH	Contents Heading	Contents Heading
REGISTER	STR_POOLCOLL_TOX_CNTNT1	Contents 1	Contents 1
REGISTER	STR_POOLCOLL_TOX_CNTNT2	Contents 2	Contents 2
REGISTER	STR_POOLCOLL_TOX_CNTNT3	Contents 3	Contents 3
REGISTER	STR_POOLCOLL_TOX_CNTNT4	Contents 4	Contents 4
REGISTER	STR_POOLCOLL_TOX_CNTNT5	Contents 5	Contents 5
REGISTER	STR_POOLCOLL_TOX_USERH	User Index Heading	User Index Heading
REGISTER	STR_POOLCOLL_TOX_USER1	User Index 1	User Index 1
REGISTER	STR_POOLCOLL_TOX_USER2	User Index 2	User Index 2
REGISTER	STR_POOLCOLL_TOX_USER3	User Index 3	User Index 3
REGISTER	STR_POOLCOLL_TOX_USER4	User Index 4	User Index 4
REGISTER	STR_POOLCOLL_TOX_USER5	User Index 5	User Index 5
REGISTER	STR_POOLCOLL_TOX_CNTNT6	Contents 6	Contents 6
REGISTER	STR_POOLCOLL_TOX_CNTNT7	Contents 7	Contents 7
REGISTER	STR_POOLCOLL_TOX_CNTNT8	Contents 8	Contents 8
REGISTER	STR_POOLCOLL_TOX_CNTNT9	Contents 9	Contents 9
REGISTER	STR_POOLCOLL_TOX_CNTNT10	Contents 10	Contents 10
REGISTER	STR_POOLCOLL_TOX_ILLUSH	Figure Index Heading	Figure Index Heading
REGISTER	STR_POOLCOLL_TOX_ILLUS1	Figure Index 1	Figure Index 1
REGISTER	STR_POOLCOLL_TOX_OBJECTH	Object index heading	Object Index Heading
REGISTER	STR_POOLCOLL_TOX_OBJECT1	Object index 1	Object Index 1
REGISTER	STR_POOLCOLL_TOX_TABLESH	Table index heading	Table Index Heading
REGISTER	STR_POOLCOLL_TOX_TABLES1	Table index 1	Table Index 1
REGISTER	STR_POOLCOLL_TOX_AUTHORITIESH	Bibliography Heading	Bibliography Heading
REGISTER	STR_POOLCOLL_TOX_AUTHORITIES1	Bibliography 1	Bibliography 1
REGISTER	STR_POOLCOLL_TOX_USER6	User Index 6	User Index 6
REGISTER	STR_POOLCOLL_TOX_USER7	User Index 7	User Index 7
REGISTER	STR_POOLCOLL_TOX_USER8	User Index 8	User Index 8
REGISTER	STR_POOLCOLL_TOX_USER9	User Index 9	User Index 9
REGISTER	STR_POOLCOLL_TOX_USER10	User Index 10	User Index 10
DOC	STR_POOLCOLL_DOC_TITLE	Title	Title
DOC	STR_POOLCOLL_DOC_SUBTITLE	Subtitle	Subtitle
DOC	STR_POOLCOLL_DOC_APPENDIX	Appendix	Appendix
DOC	STR_POOLCOLL_HEADLINE_BASE	Heading	Heading
DOC	STR_POOLCOLL_HEADLINE1	Heading 1	Heading 1
DOC	STR_POOLCOLL_HEADLINE2	Heading 2	Heading 2
DOC	STR_POOLCOLL_HEADLINE3	Heading 3	Heading 3
DOC	STR_POOLCOLL_HEADLINE4	Heading 4	Heading 4
DOC	STR_POOLCOLL_HEADLINE5	Heading 5	Heading 5
DOC	STR_POOLCOLL_HEADLINE6	Heading 6	Heading 6
DOC	STR_POOLCOLL_HEADLINE7	Heading 7	Heading 7
DOC	STR_POOLCOLL_HEADLINE8	Heading 8	Heading 8
DOC	STR_POOLCOLL_HEADLINE9	Heading 9	Heading 9
DOC	STR_POOLCOLL_HEADLINE10	Heading 10	Heading 10
HTML	STR_POOLCOLL_HTML_BLOCKQUOTE	Quotations	Block Quotation
HTML	STR_POOLCOLL_HTML_PRE	Preformatted Text	Preformatted Text
HTML	STR_POOLCOLL_HTML_HR	Horizontal Line	Horizontal Line
HTML	STR_POOLCOLL_HTML_DD	List Contents	List Contents
HTML	STR_POOLCOLL_HTML_DT	List Heading	List Heading
