015_Free_Gantt_Chart_Template_for_Excel_414e86bf.ods	ods	8/8	-/-	3/3	0	match	-/-	8640/8640
019_Free_Blood_Sugar_Chart_for_Excel_-_Track_Your_Blood_Sugar_Level_36f4a782.ods	ods	9/9	-/-	6/6	0	words	-/-	3278/3660
021_Control_Chart_Template_-_Create_Control_Charts_in_Excel_fd3b1a5d.ods	ods	5/5	-/-	4/4	0	match	-/-	3675/3695
023_Waterfall_Chart_Template_for_Excel_349f7689.ods	ods	5/5	-/-	4/4	0	words	-/-	3716/3568
024_Free_Kids_Chore_Chart_Template_ad74bb34.ods	ods	3/3	-/-	4/4	0	match	-/-	1153/1153
027_Simple_personal_cash_flow_statement_675c6584.ods	ods	10/10	-/-	5/4	0	match	-/-	7981/7949
028_Budget_summary_report_4aeefd13.ods	ods	4/4	-/-	6/6	0	words	-/-	2931/3038
031_Business_expense_budget_f3a46278.ods	ods	8/8	-/-	4/2	0	match	-/-	7714/7699
032_Business_expenses_budget_d377eaab.ods	ods	4/4	-/-	5/4	0	match	-/-	4873/4873
036_Simple_to-do_list_Use_this_template_ba44373b.ods	ods	4/4	-/-	2/1	0	match	-/-	348/349
037_Personal_money_tracker_a57957bb.ods	ods	4/4	-/-	6/5	0	match	-/-	2459/2443
038_Baby_growth_chart_bb9cd672.ods	ods	2/2	-/-	3/4	0	match	-/-	561/554
039_Baby_growth_tracker_e295ae56.ods	ods	2/2	-/-	3/4	0	match	-/-	590/583
040_Blood_pressure_tracker_872b6833.ods	ods	1/1	-/-	3/2	0	words	-/-	698/719
041_Business_budget_ef942467.ods	ods	4/4	-/-	4/2	0	match	-/-	1338/1359
042_Business_monthly_budget_4e4d092f.ods	ods	4/4	-/-	3/2	0	match	-/-	1575/1567
044_Cash_flow_forecast_Use_this_template_b8fa1f35.ods	ods	5/5	-/-	2/1	0	words	-/-	2213/2336
047_Date_tracker_Gantt_chart_bf34f3a8.ods	ods	8/8	-/-	5/4	0	match	-/-	3556/3538
050_Financial_vision_d44241e1.ods	ods	1/1	-/-	3/2	0	match	-/-	400/400
057_Simple_balance_sheet_Use_this_template_e2d4cbb2.ods	ods	3/3	-/-	4/2	0	words	-/-	2179/1877
064_Small_business_cash_flow_Use_this_template_0a640756.ods	ods	7/7	-/-	3/3	0	match	-/-	1803/1776
066_Agile_Gantt_chart_08f9de45.ods	ods	5/5	-/-	2/2	0	match	-/-	3090/3092
068_Blue_inventory_list_Use_this_template_f9908489.ods	ods	4/4	-/-	2/2	0	match	-/-	1209/1199
069_Blue_modern_balance_sheet_Use_this_template_6b4d70d3.ods	ods	4/4	-/-	2/2	0	match	-/-	1091/1091
071_Four-week_project_timeline_Use_this_template_4f05db49.ods	ods	2/2	-/-	3/3	0	match	-/-	596/588
072_Gantt_project_planner_dde00e33.ods	ods	1/1	-/-	5/5	0	match	-/-	788/780
074_Idea_planner_bacaa123.ods	ods	1/1	-/-	2/2	0	match	-/-	570/562
075_Idea_planner_tasks_f44ebd73.ods	ods	1/1	-/-	2/2	0	match	-/-	493/485
076_Inventory_list_accessibility_guide_Use_this_template_f43dab19.ods	ods	9/9	-/-	3/3	0	words	-/-	4932/4782
077_Inventory_list_with_highlighting_Use_this_template_36d8d57a.ods	ods	1/1	-/-	1/1	0	match	-/-	1070/1070
078_Modern_inventory_list_Use_this_template_41abd5bf.ods	ods	1/1	-/-	1/1	0	match	-/-	1073/1073
081_Project_performance_report_Use_this_template_be2468b3.ods	ods	2/2	-/-	3/3	0	match	-/-	2040/2032
082_Project_to_do_list_28f80082.ods	ods	2/2	-/-	2/2	0	match	-/-	1127/1126
083_Project_tracker_Use_this_template_b38d057c.ods	ods	2/2	-/-	2/2	0	match	-/-	926/932
085_Simple_Gantt_chart_d65b8377.ods	ods	3/3	-/-	4/4	0	match	-/-	3064/3059
087_Simple_personal_budget_3cf9b1af.ods	ods	3/3	-/-	1/1	0	match	-/-	2856/2856
088_To-do_list_with_progress_tracker_Use_this_template_8c438912.ods	ods	1/1	-/-	2/2	0	words	-/-	330/314
6880ac7361ca1b99a9230811_ST Capability List Rev.16 - Web.ods	ods	217/217	-/-	3/4	0	match	-/-	656431/656421
Air_Boss_Master_List.ods	ods	5/5	-/-	2/2	0	match	-/-	2820/2820
Application_Compliance_Checklist_5_Apr_2021.ods	ods	12/14	-/-	6/8	0	pages,words	-/-	93478/95915
Background_Declaration_Template.ods	ods	25/25	-/-	3/3	0	match	-/-	853/853
Chicago.List.2025.ods	ods	3/3	-/-	2/2	0	match	-/-	8811/8811
Computer and Software Services_50 State Comparison.ods	ods	26/26	-/-	3/3	0	match	-/-	13368/13369
Data-Architecture-Tool-Fit-Assessment-Template.ods	ods	22/22	-/-	5/5	0	match	-/-	10490/10490
EHEST-Pre-departure-checklist-Rev.-1-06-12-2016.ods	ods	24/24	-/-	6/6	0	match	-/-	40106/39744
FAA-2019-0995-0002_attachment_2.ods	ods	33/33	-/-	6/6	0	match	-/-	46719/47021
Hazard Analysis Template.ods	ods	3/3	-/-	4/4	0	match	-/-	3309/3313
NPA_21_21_Sentenced_Comments.ods	ods	2/2	-/-	3/3	0	match	-/-	4593/4646
SSRO_Quarterly_Statistical_Bulletin_Q3201617_DATA.ods	ods	4/4	-/-	4/5	0	match	-/-	2798/2779
Special-Procedures_2025-07-10.ods	ods	22/22	-/-	3/3	0	match	-/-	153843/153843
TICAPCapability_Final.ods	ods	17/17	-/-	8/10	0	words	-/-	24781/27777
TK-Syllabus-Comparison-Document-v2.ods	ods	1235/1235	-/-	5/5	0	match	-/-	1311181/1311173
VOR Candidate Discontinuance List 2026-01-08.ods	ods	7/7	-/-	2/2	0	match	-/-	8012/8012
atspp_pay_tables.ods	ods	101/101	-/-	4/4	0	match	-/-	58995/58995
edb-emissions-databank v27-NewFormat (web).ods	ods	368/368	-/-	4/4	0	match	-/-	281080/280938
flightstandards-doc-Cross-reference-table_version02.ods	ods	461/461	-/-	5/6	0	match	-/-	335642/335434
fm-provider-service-measures.ods	ods	35/35	-/-	4/4	0	match	-/-	133683/133683
sistem-rekod-markah-srm-_-rekod-master.ods	ods	22/26	-/-	6/6	0	pages	-/-	16180/16180
tk-syllabus-comparison-document-v5.ods	ods	855/855	-/-	5/5	0	match	-/-	1225789/1225755
wiley-cancelled-title-list.ods	ods	60/60	-/-	2/2	0	match	-/-	56700/56700
