name	ours_top	ref_top	dtop	ours_bot	ref_bot	dbot	ours_pg	ref_pg	ph
TE.CAO.00125 Foreign Part 145 approvals - OJT Logbook	21.30	21.32	-0.01	552.44	552.53	-0.09	17	26	595.3
Technical Report and Technical Update Guidelines	72.51	72.03	0.48	719.94	715.67	4.27	4	4	792.0
Technical_Issue_Report_Form	36.69	36.69	-0.00	768.27	771.46	-3.19	2	2	841.9
Temp16	36.35	36.39	-0.04	755.99	755.98	0.01	2	2	792.0
Theft-Restitution-Letter-Vancouver-ASC-2005	72.51	72.51	0.00	679.19	679.19	0.00	1	1	792.0
UAS-SGI_waiver_approval_request_form	45.53	51.51	-5.98	755.99	744.50	11.49	3	3	792.0
UG.CAO.00006 Foreign Part 145 approvals - User Guide for Applicants & Approval Holders	29.59	30.86	-1.26	803.67	802.04	1.63	30	29	841.9
Wales_Office_Quarter_4_Ministerial_Transparency_Return	35.48	35.48	-0.00	784.49	781.43	3.06	7	6	841.9
WordArt_Shapes_Arrows_Catalog1	12.42	11.17	1.25	756.59	756.60	-0.01	24	26	792.0
Writing a technical report (SCE subject guide)	72.03	72.03	0.00	719.18	719.17	0.01	4	4	792.0
absrc-pac-01-info-note-en	37.32	36.11	1.21	763.19	763.19	0.00	6	7	792.0
advert-for-draft-decision-airbus-epr-bm3965ia-v006	72.35	72.35	-0.00	806.52	806.51	0.01	2	2	841.9
airbus-pdf-information-package_v1-4	56.73	56.73	-0.00	815.75	815.74	0.01	9	9	595.3
approvals-and-standardisation-organisation-approvals-docs-part-145-annex-B-B11.-TE.CAO.00129-Foreign-Part-145-approvals---Experience--logbook	21.30	21.32	-0.01	582.65	582.75	-0.09	7	8	595.3
b050-19	71.99	71.99	0.00	706.80	706.68	0.11	3	3	792.0
b053-19	64.79	64.79	0.00	668.62	669.82	-1.19	2	2	792.0
bulletin	72.35	72.35	-0.00	769.88	769.88	0.01	15	15	841.9
cacs-206-1751218225	70.87	70.87	-0.00	763.88	763.87	0.01	2	2	841.9
certification-flight-standards-doc-oeb-supporting-documents-tgl-TGL26-section-5-REV10	36.01	36.02	-0.01	805.91	805.90	0.01	10	8	841.9
chapter 12	72.51	72.51	0.00	755.96	755.96	0.00	12	12	792.0
clustered-column-result	56.71	56.71	-0.00	492.11	492.10	0.01	1	1	841.9
clustered-column-template	56.71	56.71	-0.00	422.36	422.35	0.01	1	1	841.9
congregationalhistories_ky_2023	120.93	120.93	0.00	743.37	743.36	0.01	1	1	792.0
draft-variation-notice-airbus-bm3965ia-v006-vs-comments	62.70	63.11	-0.42	803.41	799.95	3.46	9	9	841.9
dragon1-enterprise-architecture-document-example-v0.1d	36.03	36.03	0.00	744.51	744.45	0.06	13	13	792.0
eTAR_External_Web_tool_Tip_Sheet_mh	72.01	72.01	0.00	742.19	742.55	-0.36	4	4	792.0
easa-form-1	48.08	48.45	-0.38	570.94	570.94	-0.00	5	5	595.3
easa-regulations-update-20	35.91	35.43	0.48	792.69	793.05	-0.36	22	19	841.9
exhibit-06---technical-architecture-template	36.03	36.03	0.00	762.41	738.41	24.00	8	10	792.0
f111	72.35	72.35	0.00	756.59	756.58	0.02	11	11	792.0
f2_registro_de_aprovacao_com_pbcs_EN	21.22	21.22	-0.00	785.05	783.10	1.95	2	2	841.9
f445896eb008d14c1746fc37d412dc22	72.03	72.03	-0.00	764.51	764.10	0.41	15	15	841.9
final-technical-report-template	36.03	36.03	0.00	744.49	744.52	-0.02	6	6	792.0
fleetfastfacts16nov2023	65.80	50.33	15.47	828.26	828.26	0.01	2	2	841.9
foca_form_1	28.70	28.70	-0.00	570.90	570.90	-0.00	3	3	595.3
form_1123_application_form_rvsm_spa	40.70	40.70	-0.00	805.04	805.04	-0.00	3	3	841.9
gpp-pr-top-7-office-markets-4q-2023	92.85	104.40	-11.55	813.47	813.27	0.21	4	4	841.9
hdss-bulletin-issue-285-25-june-2025	27.83	27.35	0.48	829.06	829.05	0.01	11	10	841.9
healthcare-reform-nsa-consumer-bulletin	72.02	72.02	0.00	742.19	742.55	-0.36	4	4	792.0
healthcare-reform-nsa-provider-bulletin	54.39	54.14	0.25	742.16	741.31	0.85	6	5	792.0
info-bulletin-601	99.24	98.99	0.25	819.18	819.17	0.01	7	6	841.9
johnson_hall_service_log.pdf	36.48	36.48	0.00	770.39	770.36	0.03	1	1	792.0
lk03_17	71.16	71.16	-0.00	747.71	747.70	0.01	2	2	841.9
loi_format_letter_of_intent-a-320-214-a330	72.35	72.35	-0.00	808.80	806.55	2.25	10	10	841.9
mde087077~283	78.03	78.53	-0.50	708.26	709.55	-1.29	4	4	792.0
monthly-content-feeder	71.99	72.02	-0.04	716.81	717.45	-0.64	18	18	792.0
omrIMInterpretiveGuideLine	63.39	76.84	-13.45	755.99	755.99	0.00	2	2	792.0
opic 5--Case Studies Movie and Aviation Industries	72.51	72.51	0.00	719.96	719.96	0.00	5	5	792.0
part-145-approval list (1)	0.51	0.45	0.06	831.96	821.08	10.88	8	8	841.9
part-145-approval list 2025	0.51	0.45	0.06	833.21	821.08	12.13	7	7	841.9
part-147_approval list_20230119	14.91	14.43	0.48	840.01	806.45	33.56	2	2	841.9
pie-chart-result	56.71	56.71	-0.00	462.16	462.15	0.01	1	1	841.9
pie-chart-template	56.71	56.71	-0.00	392.41	392.40	0.01	1	1	841.9
prison-population-bulletin-june	22.01	18.26	3.75	819.15	708.09	111.06	6	4	841.9
private-hire-operators-licensed	72.93	72.78	0.15	761.58	768.70	-7.11	2	2	841.9
report-template	72.51	72.51	0.00	719.99	712.04	7.95	12	12	792.0
review-welsh-government-communications-mister-peter-mandelson	71.98	72.14	-0.16	792.69	790.40	2.29	14	14	841.9
s33song-beverlyactproductionofdocuments	72.03	72.03	0.00	718.91	718.90	0.01	2	2	792.0
slcc-architecture-uu-architecture	36.02	36.02	0.00	741.90	738.19	3.71	4	4	792.0
system_design__technical_architecture_template	25.66	26.03	-0.37	767.06	766.93	0.13	12	11	792.0
t_TEMPforInvProgs	36.35	36.03	0.32	756.01	753.95	2.06	27	25	612.0
te.iors.00048-002 SUP Questionnaire	62.18	131.03	-68.85	811.29	797.49	13.80	3	4	841.9
technical report template	72.00	72.02	-0.02	742.19	742.57	-0.37	8	8	792.0
technical-architecture	36.03	36.03	0.00	744.51	744.45	0.06	8	8	792.0
technical-memo-format	72.51	72.51	0.00	755.99	755.99	0.00	5	5	792.0
technical-report-template	50.39	50.39	0.00	704.15	690.59	13.56	7	7	792.0
template---tpr-technical-progress-report-with-guidance	70.12	72.02	-1.90	720.01	719.80	0.21	9	8	612.0
template-technical-report	84.49	82.24	2.25	711.99	709.73	2.26	10	10	792.0
tibs_guidelines_2	72.35	72.35	0.00	742.00	742.20	-0.20	13	13	792.0
xx_SETIS_PWS_template_10.19.22	41.06	41.11	-0.05	755.99	755.99	0.00	15	15	792.0
手机免提系统TSB	28.69	31.81	-3.11	824.36	824.36	-0.00	2	3	841.9
