path	base_sha	base_pages	base_glyphs	aonly_sha	aonly_glyphs	after_sha	after_pages	after_glyphs	moved_by
sheets/chartset-003/xlsx/018_advanced_excel_line.xlsx	4fcb3dfcc62f9db2	3	447	4fcb3dfcc62f9db2	447	4fcb3dfcc62f9db2	3	447	-
sheets/chartset-003/xlsx/020_advanced_excel_doughnut.xlsx	5fb505a284b545d7	3	374	5fb505a284b545d7	374	5fb505a284b545d7	3	374	-
sheets/chartset-003/xlsx/024_advanced_excel_radar.xlsx	ba8e558ea5ea4315	3	423	ba8e558ea5ea4315	423	ba8e558ea5ea4315	3	423	-
sheets/chartset-003/xlsx/029_advanced_excel_area.xlsx	c35816de30708c6d	3	444	c35816de30708c6d	444	c35816de30708c6d	3	444	-
sheets/chartset-003/xlsx/031_advanced_excel_bubble.xlsx	50a5aaa18e5d082e	3	404	50a5aaa18e5d082e	404	50a5aaa18e5d082e	3	404	-
sheets/chartset-004/xlsx/009_advanced_excel_bar.xlsx	b62c810664cd4129	3	495	b62c810664cd4129	495	b62c810664cd4129	3	495	-
sheets/chartset-004/xlsx/010_advanced_excel_line.xlsx	1d87e9bdc8575485	3	461	1d87e9bdc8575485	461	1d87e9bdc8575485	3	461	-
sheets/chartset-004/xlsx/019_advanced_excel_pie.xlsx	dd15b58b274984ad	3	476	dd15b58b274984ad	476	dd15b58b274984ad	3	476	-
sheets/chartset-004/xlsx/023_advanced_excel_bubble.xlsx	bc92b0cb8811678a	3	425	bc92b0cb8811678a	425	bc92b0cb8811678a	3	425	-
sheets/chartset-004/xlsx/DynamicBubbleChart.xlsx	9fa3ee3ba076a551	5	1723	9fa3ee3ba076a551	1723	9fa3ee3ba076a551	5	1723	-
sheets/chartset-004/xlsx/microsoft_learn_multi_chart_examples.xlsx	b5894b45fafae06c	5	839	b5894b45fafae06c	839	b5894b45fafae06c	5	839	-
sheets/chartset-005/xlsx/004_Contextures_chart_sample_de7c0671.xlsx	4773491d80e4491d	4	879	4773491d80e4491d	879	4773491d80e4491d	4	879	-
sheets/chartset-005/xlsx/022_Pareto_Chart_Template_-_Pareto_Analysis_in_Excel_with_Pareto_Diagram_82b5a874.xlsx	00d5dc315a1153ef	2	941	00d5dc315a1153ef	941	00d5dc315a1153ef	2	941	-
sheets/chartset-006/xls/014_Contextures_chart_sample_991ecfc5.xls	56d396af7c53c50e	3	564	56d396af7c53c50e	564	56d396af7c53c50e	3	564	-
sheets/chartset-006/xlsx/005_Contextures_chart_sample_6e279b08.xlsx	3483e3d6cbf91dcc	8	1456	3483e3d6cbf91dcc	1456	3483e3d6cbf91dcc	8	1456	-
sheets/chartset-006/xlsx/006_Contextures_chart_sample_afa23b53.xlsx	0039bfb83be6bb23	5	822	0039bfb83be6bb23	822	0039bfb83be6bb23	5	822	-
sheets/chartset-006/xlsx/044_Cash_flow_forecast_Use_this_template_b8fa1f35.xlsx	a67efe3b0b77820d	5	2332	a67efe3b0b77820d	2332	a67efe3b0b77820d	5	2332	-
sheets/chartset-006/xlsx/052_Manufacturing_output_chart_88570318.xlsx	3782bde9ef20a1bf	1	477	3782bde9ef20a1bf	477	3782bde9ef20a1bf	1	477	-
sheets/chartset-006/xlsx/061_Regional_sales_chart_cb9eb690.xlsx	a2d8de25c353d992	1	423	a2d8de25c353d992	423	a2d8de25c353d992	1	423	-
sheets/chartset-007/xlsm/003_Contextures_chart_sample_9bda2719.xlsm	64c61b3379fa4af7	6	1426	64c61b3379fa4af7	1426	64c61b3379fa4af7	6	1426	-
sheets/chartset-007/xlsx/037_Personal_money_tracker_a57957bb.xlsx	5ef24784a4af4e66	5	2476	5ef24784a4af4e66	2476	5ef24784a4af4e66	5	2476	-
sheets/chartset-007/xlsx/040_Blood_pressure_tracker_872b6833.xlsx	e7bf9e1a8175a2ca	1	727	e7bf9e1a8175a2ca	727	e7bf9e1a8175a2ca	1	727	-
sheets/chartset-007/xlsx/050_Financial_vision_d44241e1.xlsx	bfc8f45a8259fccd	1	400	bfc8f45a8259fccd	400	bfc8f45a8259fccd	1	400	-
sheets/chartset-007/xlsx/054_Problem_analysis_with_Pareto_chart_11058329.xlsx	d96c0c12840add21	1	299	d96c0c12840add21	299	d96c0c12840add21	1	299	-
sheets/chartset-007/xlsx/058_Social_media_engagement_data_cfa1cb18.xlsx	97c60399724105d6	1	476	97c60399724105d6	476	97c60399724105d6	1	476	-
sheets/chartset-007/xlsx/063_Sales_pipeline_aec57013.xlsx	7c55f5d8afca29ed	1	179	7c55f5d8afca29ed	179	7c55f5d8afca29ed	1	179	-
sheets/chartset-008/xlsx/008_Contextures_chart_sample_7ea7a1d7.xlsx	388445c802482a1f	5	807	388445c802482a1f	807	388445c802482a1f	5	807	-
sheets/chartset-008/xlsx/021_Control_Chart_Template_-_Create_Control_Charts_in_Excel_fd3b1a5d.xlsx	dfb18ed28bc764f1	5	3695	dfb18ed28bc764f1	3695	dfb18ed28bc764f1	5	3695	-
sheets/chartset-008/xlsx/023_Waterfall_Chart_Template_for_Excel_349f7689.xlsx	ffefe7a6a3e8ea50	5	3661	ffefe7a6a3e8ea50	3661	ffefe7a6a3e8ea50	5	3661	-
sheets/chartset-008/xlsx/034_Personal_net_worth_calculator_f7b8fb57.xlsx	64c34c7744f11895	7	1069	64c34c7744f11895	1069	64c34c7744f11895	7	1069	-
sheets/chartset-008/xlsx/046_Cost_analysis_with_Pareto_chart_7db5ef69.xlsx	f08bafb9e41d90a7	1	629	f08bafb9e41d90a7	629	f08bafb9e41d90a7	1	629	-
sheets/chartset-008/xlsx/051_Manufacturer_defect_analysis_53db27ea.xlsx	c883e11ce0f6ec8e	1	320	c883e11ce0f6ec8e	320	c883e11ce0f6ec8e	1	320	-
sheets/chartset-008/xlsx/055_Project_timeline_with_milestones_Use_this_template_546cecc0.xlsx	66d878a772b68aab	2	960	66d878a772b68aab	960	66d878a772b68aab	2	960	-
sheets/chartset-009/xlsx/018_Weight_Loss_Chart_-_Free_Printable_Weight_Loss_Charts_and_Weight_Log_3337bd0a.xlsx	6a9479e1543581f4	10	4812	6a9479e1543581f4	4812	6a9479e1543581f4	10	4812	-
sheets/chartset-009/xlsx/029_Annual_budget_Use_this_template_30324a97.xlsx	9f1ea0225f4bb28d	2	943	9f1ea0225f4bb28d	943	9f1ea0225f4bb28d	2	943	-
sheets/chartset-009/xlsx/041_Business_budget_ef942467.xlsx	d01627cf4d40600b	4	1359	d01627cf4d40600b	1359	d01627cf4d40600b	4	1359	-
sheets/chartset-009/xlsx/053_Personal_asset_inventory_5446d84b.xlsx	bf913f658151db27	4	257	bf913f658151db27	257	bf913f658151db27	4	257	-
sheets/chartset-009/xlsx/056_Quarterly_sale_report_baa6bb0d.xlsx	641347c85016cc8a	4	629	641347c85016cc8a	629	641347c85016cc8a	4	629	-
sheets/chartset-010/xlsx/047_Date_tracker_Gantt_chart_bf34f3a8.xlsx	a3f00c5c3ed040fb	5	3058	a3f00c5c3ed040fb	3058	a3f00c5c3ed040fb	5	3058	-
sheets/chartset-010/xlsx/062_Run_chart_cb7476ea.xlsx	eb55995d96c3d872	2	643	eb55995d96c3d872	643	eb55995d96c3d872	2	643	-
sheets/chartset-010/xlsx/065_Weight_loss_tracker_ff1c89af.xlsx	5d0c3d76e2085296	2	340	5d0c3d76e2085296	340	5d0c3d76e2085296	2	340	-
sheets/chartset-011/xlsx/010_Contextures_chart_sample_e6ea06a3.xlsx	62baf598cce32abf	6	1044	62baf598cce32abf	1044	62baf598cce32abf	6	1044	-
sheets/chartset-011/xlsx/028_Budget_summary_report_4aeefd13.xlsx	c8fb25bf1ccef0c6	4	3038	c8fb25bf1ccef0c6	3038	c8fb25bf1ccef0c6	4	3038	-
sheets/chartset-011/xlsx/030_Basic_balance_sheet_Use_this_template_10ed9144.xlsx	6121215c08acb35b	8	1727	6121215c08acb35b	1727	6121215c08acb35b	8	1727	-
sheets/chartset-011/xlsx/042_Business_monthly_budget_4e4d092f.xlsx	c47fd53265cfc07b	4	1567	c47fd53265cfc07b	1567	c47fd53265cfc07b	4	1567	-
sheets/chartset-011/xlsx/057_Simple_balance_sheet_Use_this_template_e2d4cbb2.xlsx	72dce67839162da8	3	2185	72dce67839162da8	2185	72dce67839162da8	3	2185	-
sheets/chartset-011/xlsx/060_Monthly_company_budget_47b2a99a.xlsx	eedc4a6a9dcd0a79	4	1659	eedc4a6a9dcd0a79	1659	eedc4a6a9dcd0a79	4	1659	-
sheets/chartset-012/xlsx/002_Contextures_chart_sample_f605e7bc.xlsx	8f9f2d13709b4a4c	8	1953	8f9f2d13709b4a4c	1953	8f9f2d13709b4a4c	8	1953	-
sheets/chartset-012/xlsx/012_Contextures_chart_sample_9900da76.xlsx	541c16cf931a6889	6	648	541c16cf931a6889	648	541c16cf931a6889	6	648	-
sheets/chartset-012/xlsx/013_Contextures_chart_sample_21b98e22.xlsx	f0cea83929404184	7	830	f0cea83929404184	830	f0cea83929404184	7	830	-
sheets/chartset-012/xlsx/026_Monthly_cash_flow_statement_Use_this_template_8aaebea1.xlsx	62ea3789408d4cbe	11	7864	2879d19ec6230abb	7879	67262b120fa9e858	11	7879	A+B
sheets/chartset-012/xlsx/036_Simple_to-do_list_Use_this_template_ba44373b.xlsx	6e59b41a01a37b1f	4	354	6e59b41a01a37b1f	354	6e59b41a01a37b1f	4	354	-
sheets/chartset-013/xlsx/001_Contextures_chart_sample_b089bc34.xlsx	9f9649764d7786cd	15	3874	9f9649764d7786cd	3874	9f9649764d7786cd	15	3874	-
sheets/chartset-013/xlsx/019_Free_Blood_Sugar_Chart_for_Excel_-_Track_Your_Blood_Sugar_Level_36f4a782.xlsx	aa304016b50c4559	9	3664	aa304016b50c4559	3664	aa304016b50c4559	9	3664	-
sheets/chartset-013/xlsx/031_Business_expense_budget_f3a46278.xlsx	61bc4360f386d9db	8	7699	61bc4360f386d9db	7699	61bc4360f386d9db	8	7699	-
sheets/chartset-013/xlsx/032_Business_expenses_budget_d377eaab.xlsx	d993fe604adb1755	4	4873	d993fe604adb1755	4873	d993fe604adb1755	4	4873	-
sheets/chartset-013/xlsx/033_Event_planning_tracker_Use_this_template_f29a848e.xlsx	1035043469b6d628	3	2720	1035043469b6d628	2720	1035043469b6d628	3	2720	-
sheets/chartset-013/xlsx/035_Project_plan_for_law_firms_aa2d4462.xlsx	90909ff5894783bc	4	3923	90909ff5894783bc	3923	90909ff5894783bc	4	3923	-
sheets/chartset-013/xlsx/043_Buy_a_car_vs._rideshare_ff07c7e6.xlsx	0205ba10214237ad	7	1440	0205ba10214237ad	1440	0205ba10214237ad	7	1440	-
sheets/chartset-013/xlsx/049_Expenses_calculator_c351f3d0.xlsx	67afb89093a0c060	4	1558	67afb89093a0c060	1558	67afb89093a0c060	4	1558	-
sheets/chartset-013/xlsx/059_Milestone_and_task_project_timeline_Use_this_template_24f1e8f1.xlsx	5395356d7061bf8d	3	1935	5395356d7061bf8d	1935	5395356d7061bf8d	3	1935	-
sheets/chartset-014/xlsx/027_Simple_personal_cash_flow_statement_675c6584.xlsx	8ae63790170fcee1	10	7932	8ae63790170fcee1	7932	8ae63790170fcee1	10	7932	-
sheets/chartset-014/xlsx/038_Baby_growth_chart_bb9cd672.xlsx	c7cdabce1827d45e	2	554	c7cdabce1827d45e	554	c7cdabce1827d45e	2	554	-
sheets/chartset-014/xlsx/039_Baby_growth_tracker_e295ae56.xlsx	273b16911d0155fd	2	583	273b16911d0155fd	583	273b16911d0155fd	2	583	-
sheets/chartset-014/xlsx/045_Check_register_with_chart_4becb8a0.xlsx	6e09bb903578eca0	1	736	92c5b210c584d8d4	736	92c5b210c584d8d4	1	736	A
sheets/chartset-014/xlsx/048_Expense_trends_budget_18d1e8ba.xlsx	f22bf10b116b5e5d	14	3985	f22bf10b116b5e5d	3985	f22bf10b116b5e5d	14	3985	-
sheets/chartset-014/xlsx/064_Small_business_cash_flow_Use_this_template_0a640756.xlsx	d9b7a51e4f6462c9	7	1801	d9b7a51e4f6462c9	1801	d9b7a51e4f6462c9	7	1801	-
sheets/done-002/xls/2012-GA-Survey-Chapter-5-Tables-16Dec2013-V2.xls	56266fa34a1790df	3	2447	56266fa34a1790df	2447	56266fa34a1790df	3	2447	-
sheets/done-002/xls/2012-GA-Survey-Chapter-6-Tables-16Dec2013-V2.xls	b5eed111a1d5379e	5	2986	b5eed111a1d5379e	2986	b5eed111a1d5379e	5	2986	-
sheets/done-009/xls/EHEST-Pre-departure-checklist-Rev.-1-06-12-2016.xls	e14d925f5648a1bf	24	40006	e14d925f5648a1bf	40006	e14d925f5648a1bf	24	40006	-
sheets/done-010/xls/TOGAF9-Tool-ConfReqts-CSQ.xls	5e747d799e89839b	28	156461	5e747d799e89839b	156461	5e747d799e89839b	28	156461	-
sheets/done-010/xlsx/Keywords_Mapping_Graphs_and_Charts.xlsx	e9b68d593a470ae9	46	27295	e9b68d593a470ae9	27295	e9b68d593a470ae9	46	27295	-
sheets/missing-001/xls/orbus_togaf_tool_csq.xls	f71fc95ed30cc16b	75	299338	f71fc95ed30cc16b	299338	f71fc95ed30cc16b	75	299338	-
slides/ceiling-001/pptx/N2_E_Maestroni_Swarm_COP.pptx	f55c4066b3bd3909	30	28695	f55c4066b3bd3909	28695	f55c4066b3bd3909	30	28695	-
slides/ceiling-001/pptx/Sylva%20introduction%20session.pptx	bad293e1133adf4c	15	5700	bad293e1133adf4c	5700	bad293e1133adf4c	15	5700	-
slides/ceiling-002/pptx/8_P-Pavese_AIRBUS-ATB-journee-CRATB.pptx	fd964b14fdf1793e	26	10424	fd964b14fdf1793e	10424	fd964b14fdf1793e	26	10424	-
slides/ceiling-002/pptx/Demick_JetBlue.pptx	4c3e359d23fb52d2	10	3519	4c3e359d23fb52d2	3519	4c3e359d23fb52d2	10	3519	-
slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	5ce12b03206e1e74	23	10979	5ce12b03206e1e74	10979	5ce12b03206e1e74	23	10979	-
slides/chartset-001/pptx/008_advanced_powerpoint_bubble.pptx	b4d1d579931000eb	1	284	b4d1d579931000eb	284	b4d1d579931000eb	1	284	-
slides/chartset-001/pptx/015_advanced_powerpoint_scatter.pptx	9fb211d944c3a69b	1	283	9fb211d944c3a69b	283	9fb211d944c3a69b	1	283	-
slides/chartset-001/pptx/016_advanced_powerpoint_bubble.pptx	053defab45833422	1	287	053defab45833422	287	053defab45833422	1	287	-
slides/chartset-001/pptx/031_advanced_powerpoint_scatter.pptx	eb017024455bca83	1	278	eb017024455bca83	278	eb017024455bca83	1	278	-
slides/chartset-001/pptx/bar_chart.pptx	5302370e86994e24	1	131	5302370e86994e24	131	5302370e86994e24	1	131	-
slides/chartset-001/pptx/combo_bar_line_chart.pptx	250236b182b6bd17	1	219	250236b182b6bd17	219	250236b182b6bd17	1	219	-
slides/chartset-001/pptx/line_chart.pptx	dad2a3de9d4b05e0	1	113	dad2a3de9d4b05e0	113	dad2a3de9d4b05e0	1	113	-
slides/chartset-001/pptx/scatter_chart.pptx	d55dc1caebe2ea20	1	105	d55dc1caebe2ea20	105	d55dc1caebe2ea20	1	105	-
slides/chartset-001/pptx/stacked_area_chart.pptx	0301e844ca323fad	1	174	0301e844ca323fad	174	0301e844ca323fad	1	174	-
slides/chartset-001/pptx/stacked_bar_chart.pptx	530d702ea034a805	1	173	530d702ea034a805	173	530d702ea034a805	1	173	-
slides/chartset-002/pptx/001_advanced_powerpoint_bar.pptx	a7ef3de3863310de	1	334	a7ef3de3863310de	334	a7ef3de3863310de	1	334	-
slides/chartset-002/pptx/006_advanced_powerpoint_area.pptx	978072a51302574a	1	328	978072a51302574a	328	978072a51302574a	1	328	-
slides/chartset-002/pptx/007_advanced_powerpoint_scatter.pptx	716fd2e99d2bf80a	1	282	716fd2e99d2bf80a	282	716fd2e99d2bf80a	1	282	-
slides/chartset-002/pptx/014_advanced_powerpoint_area.pptx	99cd7b74e414db10	1	330	99cd7b74e414db10	330	99cd7b74e414db10	1	330	-
slides/chartset-002/pptx/017_advanced_powerpoint_bar.pptx	b246d2593ef83462	1	339	b246d2593ef83462	339	b246d2593ef83462	1	339	-
slides/chartset-002/pptx/023_advanced_powerpoint_scatter.pptx	539dc00a801fa03c	1	283	539dc00a801fa03c	283	539dc00a801fa03c	1	283	-
slides/chartset-002/pptx/024_advanced_powerpoint_bubble.pptx	6225355bc636864b	1	286	6225355bc636864b	286	6225355bc636864b	1	286	-
slides/chartset-002/pptx/030_advanced_powerpoint_area.pptx	a838476eb8958df1	1	327	a838476eb8958df1	327	a838476eb8958df1	1	327	-
slides/chartset-002/pptx/032_advanced_powerpoint_bubble.pptx	d85105b821d610ff	1	284	d85105b821d610ff	284	d85105b821d610ff	1	284	-
slides/chartset-002/pptx/033_advanced_powerpoint_bar.pptx	5a4630943f562eff	1	328	5a4630943f562eff	328	5a4630943f562eff	1	328	-
slides/chartset-003/pptx/002_advanced_powerpoint_column.pptx	3bd4c6eadff771d1	1	335	3bd4c6eadff771d1	335	3bd4c6eadff771d1	1	335	-
slides/chartset-003/pptx/003_advanced_powerpoint_line.pptx	b689340730f0a455	1	332	b689340730f0a455	332	b689340730f0a455	1	332	-
slides/chartset-003/pptx/005_advanced_powerpoint_doughnut.pptx	1e11c06b3a940b2b	1	301	1e11c06b3a940b2b	301	1e11c06b3a940b2b	1	301	-
slides/chartset-003/pptx/009_advanced_powerpoint_bar.pptx	baf72dcb04ca639d	1	339	baf72dcb04ca639d	339	baf72dcb04ca639d	1	339	-
slides/chartset-003/pptx/010_advanced_powerpoint_column.pptx	dd8108fa80bd5252	1	332	dd8108fa80bd5252	332	dd8108fa80bd5252	1	332	-
slides/chartset-003/pptx/011_advanced_powerpoint_line.pptx	61ffe0ae40501983	1	328	61ffe0ae40501983	328	61ffe0ae40501983	1	328	-
slides/chartset-003/pptx/012_advanced_powerpoint_pie.pptx	0cf3906372bf4060	1	308	0cf3906372bf4060	308	0cf3906372bf4060	1	308	-
slides/chartset-003/pptx/019_advanced_powerpoint_line.pptx	01276924db7186b7	1	331	01276924db7186b7	331	01276924db7186b7	1	331	-
slides/chartset-003/pptx/027_advanced_powerpoint_line.pptx	34711c8a08260e1a	1	326	34711c8a08260e1a	326	34711c8a08260e1a	1	326	-
slides/chartset-003/pptx/028_advanced_powerpoint_pie.pptx	5b112e8bc2bd880b	1	300	5b112e8bc2bd880b	300	5b112e8bc2bd880b	1	300	-
slides/chartset-004/pptx/004_advanced_powerpoint_pie.pptx	77c892f48d92f109	1	300	77c892f48d92f109	300	77c892f48d92f109	1	300	-
slides/chartset-004/pptx/013_advanced_powerpoint_doughnut.pptx	80d9fa6940dafeaf	1	297	80d9fa6940dafeaf	297	80d9fa6940dafeaf	1	297	-
slides/chartset-004/pptx/018_advanced_powerpoint_column.pptx	6793f72b624456da	1	329	6793f72b624456da	329	6793f72b624456da	1	329	-
slides/chartset-004/pptx/020_advanced_powerpoint_pie.pptx	d0df802812685918	1	300	d0df802812685918	300	d0df802812685918	1	300	-
slides/chartset-004/pptx/021_advanced_powerpoint_doughnut.pptx	a09bfc393b0ea72d	1	304	a09bfc393b0ea72d	304	a09bfc393b0ea72d	1	304	-
slides/chartset-004/pptx/022_advanced_powerpoint_area.pptx	b985b95edefba96a	1	329	b985b95edefba96a	329	b985b95edefba96a	1	329	-
slides/chartset-004/pptx/025_advanced_powerpoint_bar.pptx	1680a38005cb0501	1	323	1680a38005cb0501	323	1680a38005cb0501	1	323	-
slides/chartset-004/pptx/026_advanced_powerpoint_column.pptx	7832b2dfdd5d27d7	1	332	7832b2dfdd5d27d7	332	7832b2dfdd5d27d7	1	332	-
slides/chartset-004/pptx/029_advanced_powerpoint_doughnut.pptx	dea6dce53390ce47	1	300	dea6dce53390ce47	300	dea6dce53390ce47	1	300	-
slides/chartset-005/pptx/076_Hexadonut_Charts_for_PowerPoint_and_Google_Slides_2b879835.pptx	eb33d81ec0b40cd4	3	1101	eb33d81ec0b40cd4	1101	eb33d81ec0b40cd4	3	1101	-
slides/chartset-006/pptx/031_Alarm_Clock_Pie-Chart_for_PowerPoint_and_Google_Slides_0b185a05.pptx	c22f6c00063175c5	3	1865	c22f6c00063175c5	1865	c22f6c00063175c5	3	1865	-
slides/chartset-006/pptx/044_Dual_Mind_Spark_Chart_for_PowerPoint_a83f890a.pptx	aa5fcdb192f4d211	4	2628	aa5fcdb192f4d211	2628	aa5fcdb192f4d211	4	2628	-
slides/chartset-007/pptx/035_Chemistry_Column_PowerPoint_Chart_45bf8a76.pptx	6f1e0ee6cad97c67	3	1462	6f1e0ee6cad97c67	1462	6f1e0ee6cad97c67	3	1462	-
slides/chartset-007/pptx/047_Female_Radar_Brain_for_PowerPoint_and_Google_Slides_c2a541f6.pptx	b684cc15e92da5b5	4	2720	b684cc15e92da5b5	2720	b684cc15e92da5b5	4	2720	-
slides/chartset-007/pptx/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.pptx	ed9986ccf5716b65	3	1009	ed9986ccf5716b65	1009	ed9986ccf5716b65	3	1009	-
slides/chartset-008/pptx/038_Competitive_Advantage_Card_for_PowerPoint_and_Google_Slides_373720f6.pptx	fafa84b787cdd65f	3	1585	fafa84b787cdd65f	1585	fafa84b787cdd65f	3	1585	-
slides/chartset-008/pptx/072_Gear_Pie_Chart_for_PowerPoint_and_Google_Slides_d464d3a0.pptx	8266242890b7abca	3	407	8266242890b7abca	407	8266242890b7abca	3	407	-
slides/chartset-008/pptx/100_Lime_and_Lemon_Data-Driven_Chart_for_PowerPoint_d7bb4a44.pptx	fbffff30c574e500	5	2032	fbffff30c574e500	2032	fbffff30c574e500	5	2032	-
slides/chartset-009/pptx/033_Battery_Percentage_Chart_c99c24b5.pptx	92c5e260cff41eb9	3	1117	92c5e260cff41eb9	1117	92c5e260cff41eb9	3	1117	-
slides/chartset-009/pptx/052_Flame_Percentage_Chart_d27d49c4.pptx	b1958127891bf5c9	3	1421	b1958127891bf5c9	1421	b1958127891bf5c9	3	1421	-
slides/chartset-010/pptx/093_Insightful_Zoom_Chart_22b5464e.pptx	bdc574ef3b049bdc	3	1831	bdc574ef3b049bdc	1831	bdc574ef3b049bdc	3	1831	-
slides/chartset-012/pptx/061_Four-Stage_Serpentine_Chart_05699efe.pptx	b68418e13ab9add6	3	397	b68418e13ab9add6	397	b68418e13ab9add6	3	397	-
slides/done-007/pptx/bitesize-writing-a-report.pptx	54a82b6edef7d682	15	3791	54a82b6edef7d682	3791	54a82b6edef7d682	15	3791	-
slides/done-007/pptx/flying-by-numbers-presentation.pptx	855a296ac8f8a1e0	10	2379	855a296ac8f8a1e0	2379	855a296ac8f8a1e0	10	2379	-
slides/done-010/pptx/Sector_Skills_Insights_Advanced_Manufacturing_summary_slide_pack.pptx	4b1274ab03828c0a	24	23961	4b1274ab03828c0a	23961	4b1274ab03828c0a	24	23961	-
slides/done-011/pptx/171128IPAP.pptx	50f80f8da3957ac6	40	25455	50f80f8da3957ac6	25455	50f80f8da3957ac6	40	25455	-
slides/done-011/pptx/1_Country-Updates_DRC_English.pptx	4fd06c16c6806577	16	4281	4fd06c16c6806577	4281	4fd06c16c6806577	16	4281	-
slides/done-011/pptx/3492.pptx	a6d4138ee81308b3	22	6835	a6d4138ee81308b3	6835	a6d4138ee81308b3	22	6835	-
slides/done-011/pptx/3495.pptx	4bca70a59abf8248	26	4375	4bca70a59abf8248	4375	4bca70a59abf8248	26	4375	-
