pages scanned: 28608  files: 947
all clip rects, area / page area: n=114411 min=0.000 p10=0.011 median=0.070 max=1.946 under0.9=78138
drawing-layer clip rects, area / page area: n=7124 min=0.000 p10=0.001 median=0.076 max=1.732 under0.9=5881
sub-page clips by the marked-content element that opened them: P=60889, Artifact=5747, Figure=5667, None=2644, Link=2083, Worksheet=235, Div=214, Standard=177, Frame#20contents=135, Formula=109, Span=97, LI=66, #5F#5FSingle#20Txt=28, Lbl=26, No#20Spacing=8, List#20Paragraph=6, Bullets=4, TD=2, Text#20body=1
pages with a /Figure clip under 90% of the page: 1267 in 488 documents
pages drawing any text under such a clip: 424
pages where that text lies wholly outside the clip: 150 in 61 documents, 5865 glyphs
  Foreign_SA-CAT-I_and_CAT-II-III_Pub_0__xlsx	p13	runs_out=2/12	glyphs_out=384
  Application_Compliance_Checklist_5_Apr_2021__xlsx	p4	runs_out=18/23	glyphs_out=220
  Application_Compliance_Checklist_5_Apr_2021__xlsx	p5	runs_out=18/23	glyphs_out=220
  Application_Compliance_Checklist_5_Apr_2021__xlsx	p6	runs_out=18/23	glyphs_out=220
  Application_Compliance_Checklist_5_Apr_2021__xlsx	p7	runs_out=18/23	glyphs_out=220
  Application_Compliance_Checklist_5_Apr_2021__xlsx	p8	runs_out=18/23	glyphs_out=220
  EHEST-Pre-departure-checklist-Rev.-1-06-12-2016__xls	p11	runs_out=65/67	glyphs_out=154
  Keywords_Mapping_Graphs_and_Charts__xlsx	p39	runs_out=148/247	glyphs_out=148
  Keywords_Mapping_Graphs_and_Charts__xlsx	p23	runs_out=115/171	glyphs_out=133
  EHEST-Pre-departure-checklist-Rev.-1-06-12-2016__xls	p13	runs_out=59/67	glyphs_out=130
  Keywords_Mapping_Graphs_and_Charts__xlsx	p29	runs_out=120/262	glyphs_out=120
  EHEST-Pre-departure-checklist-Rev.-1-06-12-2016__xls	p8	runs_out=55/65	glyphs_out=119
  EHEST-Pre-departure-checklist-Rev.-1-06-12-2016__xls	p17	runs_out=54/67	glyphs_out=119
  EHEST-Pre-departure-checklist-Rev.-1-06-12-2016__xls	p24	runs_out=54/65	glyphs_out=117
  Keywords_Mapping_Graphs_and_Charts__xlsx	p35	runs_out=113/208	glyphs_out=113
  Keywords_Mapping_Graphs_and_Charts__xlsx	p27	runs_out=108/193	glyphs_out=108
  Keywords_Mapping_Graphs_and_Charts__xlsx	p21	runs_out=70/93	glyphs_out=107
  044_Cash_flow_forecast_Use_this_template_b8fa1f35__xlsx	p4	runs_out=20/23	glyphs_out=103
  Foreign_SA-CAT-I_and_CAT-II-III_Pub_0__xlsx	p5	runs_out=2/11	glyphs_out=97
  019_Free_Blood_Sugar_Chart_for_Excel_-_Track_Your_Blood_Sugar_Level_36f4a782__xlsx	p2	runs_out=23/24	glyphs_out=96
  019_Free_Blood_Sugar_Chart_for_Excel_-_Track_Your_Blood_Sugar_Level_36f4a782__xlsx	p3	runs_out=23/24	glyphs_out=96
  EHEST-Pre-departure-checklist-Rev.-1-06-12-2016__xls	p15	runs_out=52/65	glyphs_out=94
