doc	part	holder	depth	alt	pos	has_wh	w	h	left	top	frm	to	parse	strokeweight	strokecolor	stroked	strokeoff	fullpath
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	-35694,-4363	-35694,2458	1	-	black [3200]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	-45393,-4363	-45393,2720	1	-	black [3200]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	7645,3446	7645,13477	1	1pt	black [3213]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	12741,8536	12741,12041	1	1pt	black [3213]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	2609,8536	2609,11936	1	1pt	black [3213]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	7794,4292	7794,8305	1	1pt	black [3213]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	8033,-2099	8033,10639	1	1pt	black [3213]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	1621,0	1621,4307	1	1pt	black [3213]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	14390,0	14390,4178	1	1pt	black [3213]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	2184,7110	16490,7110	1	1pt	black [3213]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	16490,4497	16490,7041	1	1pt	black [3213]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	2098,4497	2098,7041	1	1pt	black [3213]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	10255,7110	10255,11507	1	1pt	black [3200]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	1201,14865	29625,14865	1	1pt	black [3213]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	29630,12244	29630,14828	1	1pt	black [3213]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	1121,12224	1121,14809	1	1pt	black [3213]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	524,3837	21655,3837	1	1pt	black [3213]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	466,3837	466,6881	1	1pt	black [3213]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	6417,5643	40750,5643	1	1pt	black [3213]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	11678,4206	30757,4206	1	1pt	black [3213]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	30757,1584	30757,4169	1	1pt	black [3213]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	11571,-1660	11632,3967	1	1pt	black [3213]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	2434,7056	30859,7056	1	1pt	black [3213]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	30757,4487	30757,7071	1	1pt	black [3213]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	2375,4512	2375,7097	1	1pt	black [3213]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	8975,7153	30750,7153	1	1pt	black [3213]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	30757,4631	30757,7215	1	1pt	black [3213]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	8975,4521	8975,7106	1	1pt	black [3213]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	7412,2070	7412,12239	1	1pt	black [3213]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	12469,4631	12469,7215	1	1pt	black [3213]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	2375,4512	2375,7097	1	1pt	black [3213]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	7412,2070	7412,12239	1	1pt	black [3213]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	12469,4631	12469,7215	1	1pt	black [3213]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	2218,4512	2218,7097	1	1pt	black [3213]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	7412,2070	7412,12239	1	1pt	black [3213]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	12469,4631	12469,7215	1	1pt	black [3213]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	2375,4512	2375,7097	1	1pt	black [3213]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	13939,2070	13939,12239	1	1pt	black [3213]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	18995,4631	18995,7215	1	1pt	black [3213]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	8854,4520	8854,7104	1	1pt	black [3213]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	35211,7233	35211,10774	1	1pt	black [3200]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	13576,7377	13576,10918	1	1pt	black [3200]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	83503,7136	83524,10587	1	1pt	black [3200]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	55409,7506	55409,10870	1	1pt	black [3200]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	38245,36265	38245,39940	1	1pt	black [3200]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	25009,18015	25126,36204	1	1pt	black [3200]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	69330,17878	69330,24855	1	1pt	black [3200]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	5143,-2096	5143,8038	1	1pt	black [3213]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	10096,190	10096,3016	1	1pt	black [3213]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	0,0	0,2825	1	1pt	black [3213]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	4953,3048	4953,7513	1	1pt	black [3200]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	51625,17145	54036,17145	1	.5pt	black [3200]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	38862,17145	41668,17145	1	.5pt	black [3200]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	57912,38100	57912,42297	1	1pt	black [3200]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	63410,57472	63410,60342	1	1pt	black [3213]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	3138,36030	5222,38293	1	.5pt	black [3200]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	78828,0	287204,226714	1	.5pt	black [3200]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	0,15766	208376,242480	1	.5pt	black [3200]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	16137,1802	21958,1802	1	.25pt	black [3213]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	3986,1739	10714,1739	1	.25pt	black [3213]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	0,0	6718,7143	1	.5pt	black [3200]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	136,409	6232,6924	1	.5pt	black [3200]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	word/document.xml	w:pict	top	fallback	absolute	0	-	-	-	-	16.9pt,-49.65pt	16.9pt,151.3pt	1	.5pt	black [3200]	-	0	/home/user/sample-files/words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx
057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	48807,0	48807,3746	1	.5pt	black [3200]	-	0	/home/user/sample-files/words/chartset-006/docx/057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx
057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	36694,118	36694,3865	1	.5pt	black [3200]	-	0	/home/user/sample-files/words/chartset-006/docx/057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx
057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	24463,118	24463,3865	1	.5pt	black [3200]	-	0	/home/user/sample-files/words/chartset-006/docx/057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx
057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	11875,237	11875,3984	1	.5pt	black [3200]	-	0	/home/user/sample-files/words/chartset-006/docx/057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx
057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	0,237	0,3984	1	.5pt	black [3200]	-	0	/home/user/sample-files/words/chartset-006/docx/057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx
057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	48807,0	48807,3746	1	.5pt	black [3200]	-	0	/home/user/sample-files/words/chartset-006/docx/057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx
057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	36694,118	36694,3865	1	.5pt	black [3200]	-	0	/home/user/sample-files/words/chartset-006/docx/057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx
057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	24463,118	24463,3865	1	.5pt	black [3200]	-	0	/home/user/sample-files/words/chartset-006/docx/057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx
057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	11875,237	11875,3984	1	.5pt	black [3200]	-	0	/home/user/sample-files/words/chartset-006/docx/057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx
057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	0,237	0,3984	1	.5pt	black [3200]	-	0	/home/user/sample-files/words/chartset-006/docx/057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx
057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	48807,0	48807,3746	1	.5pt	black [3200]	-	0	/home/user/sample-files/words/chartset-006/docx/057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx
057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	36694,118	36694,3865	1	.5pt	black [3200]	-	0	/home/user/sample-files/words/chartset-006/docx/057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx
057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	24463,118	24463,3865	1	.5pt	black [3200]	-	0	/home/user/sample-files/words/chartset-006/docx/057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx
057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	11875,237	11875,3984	1	.5pt	black [3200]	-	0	/home/user/sample-files/words/chartset-006/docx/057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx
057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	0,237	0,3984	1	.5pt	black [3200]	-	0	/home/user/sample-files/words/chartset-006/docx/057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx
057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	48807,0	48807,3746	1	.5pt	black [3200]	-	0	/home/user/sample-files/words/chartset-006/docx/057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx
057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	36694,118	36694,3865	1	.5pt	black [3200]	-	0	/home/user/sample-files/words/chartset-006/docx/057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx
057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	24463,118	24463,3865	1	.5pt	black [3200]	-	0	/home/user/sample-files/words/chartset-006/docx/057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx
057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	11875,237	11875,3984	1	.5pt	black [3200]	-	0	/home/user/sample-files/words/chartset-006/docx/057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx
057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	0,237	0,3984	1	.5pt	black [3200]	-	0	/home/user/sample-files/words/chartset-006/docx/057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx
057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	0,952	67341,952	1	1pt	black [3200]	-	0	/home/user/sample-files/words/chartset-006/docx/057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx
057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	53760,26801	53760,30547	1	.5pt	black [3200]	-	0	/home/user/sample-files/words/chartset-006/docx/057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx
057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	41620,26959	41620,30705	1	.5pt	black [3200]	-	0	/home/user/sample-files/words/chartset-006/docx/057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx
057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	29481,26959	29481,30705	1	.5pt	black [3200]	-	0	/home/user/sample-files/words/chartset-006/docx/057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx
057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	16869,26959	16869,30705	1	.5pt	black [3200]	-	0	/home/user/sample-files/words/chartset-006/docx/057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx
057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	5044,26959	5044,30705	1	.5pt	black [3200]	-	0	/home/user/sample-files/words/chartset-006/docx/057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx
009_Free_Genogram_Diagram_Template_Handy_Format_4bb900f0.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	78828,0	287204,226714	1	.5pt	black [3200]	-	0	/home/user/sample-files/words/chartset-007/docx/009_Free_Genogram_Diagram_Template_Handy_Format_4bb900f0.docx
009_Free_Genogram_Diagram_Template_Handy_Format_4bb900f0.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	0,15766	208376,242480	1	.5pt	black [3200]	-	0	/home/user/sample-files/words/chartset-007/docx/009_Free_Genogram_Diagram_Template_Handy_Format_4bb900f0.docx
009_Free_Genogram_Diagram_Template_Handy_Format_4bb900f0.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	9826,0	9826,4485	1	.5pt	red	-	0	/home/user/sample-files/words/chartset-007/docx/009_Free_Genogram_Diagram_Template_Handy_Format_4bb900f0.docx
009_Free_Genogram_Diagram_Template_Handy_Format_4bb900f0.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	9007,0	9007,4485	1	.5pt	red	-	0	/home/user/sample-files/words/chartset-007/docx/009_Free_Genogram_Diagram_Template_Handy_Format_4bb900f0.docx
009_Free_Genogram_Diagram_Template_Handy_Format_4bb900f0.docx	word/document.xml	w:pict	group	fallback	absolute	0	-	-	-	-	8052,0	8052,4485	1	.5pt	red	-	0	/home/user/sample-files/words/chartset-007/docx/009_Free_Genogram_Diagram_Template_Handy_Format_4bb900f0.docx
