slides/ceiling-001/odp/7-Zulkefli_Part147n66_IKMAS.odp	odp	18/18	949/949	7/7	0	match	1012/1017	5520/5547	f10739b03d74adf71bcafcc2f5419847
slides/ceiling-001/odp/Fundamentals_Module_1_basics.odp	odp	26/26	1083/1089	5/5	0	match	1174/1180	6464/6471	cee4c0f1b9607824fe03aa0743bcdad0
slides/ceiling-001/odp/OnTrac_StarCertificationProgram-3Day.odp	odp	15/15	1323/1030	8/7	0	words	1413/1116	7709/6233	706c504462ac5ff14f1022c312195d3a
slides/ceiling-001/odp/N2_E_Maestroni_Swarm_COP.odp	odp	30/30	5121/5152	4/4	0	match	5289/5325	28247/28279	db72f4f82389061ccbd140baa3461f69
slides/ceiling-001/odp/RRM-training-syllabus-Chapter-3-Teamwork-TC-Towing-Incident-Analysis-Dec-2009.odp	odp	27/27	2476/2576	8/8	0	match	2664/2764	13921/13959	4d0b0e7758b71a936c51747b10b08f09
slides/ceiling-001/odp/Sylva%20introduction%20session.odp	odp	15/15	958/1527	7/7	0	match	1046/1623	5696/5700	0a3b075bb12dd56986d4ef0918e62898
slides/ceiling-001/odp/W3_Case_Study_of_a_Tsunami_Warning_Simulation_Exercise_Ed.odp	odp	20/20	812/812	6/6	0	match	862/862	4473/4473	342228e6428cfcf150d935510cec4af9
slides/ceiling-001/odp/Thailand17.odp	odp	54/54	2645/2625	9/9	0	match	2846/2826	14380/14380	55ac9a0be7c11501d51f5390f668988f
slides/ceiling-001/odp/solog_orientation_august_2019.odp	odp	15/15	677/685	6/6	0	match	737/746	4393/4393	f4fa8cc1fc729e25b3e25a0ca3358080
slides/ceiling-001/odp/architecture6.odp	odp	31/31	1926/2544	5/5	0	match	2011/2642	10724/10715	bc17be516bee6fbd3ca4f2df64151b33
slides/ceiling-002/odp/8_P-Pavese_AIRBUS-ATB-journee-CRATB.odp	odp	26/26	2130/2010	11/11	0	words	2318/2199	10496/9914	9041e0fadd10624b8dd20b216912dda0
slides/ceiling-002/odp/16 - UTM - (NASA).odp	odp	37/37	2449/2260	12/11	0	words	2653/2447	15121/13981	74eed81c283439ebe41212ff9b91fa1b
slides/ceiling-002/odp/WiGr_2021W_1_Angebot-Nachfrage-Elastizität-211017-171222.odp	odp	51/51	1949/1955	7/7	0	match	2120/2134	13001/13007	512f9ad2de5855dd209a343a8d14dac6
slides/chart-001/odp/southern-classic-kennesaw-state-university-final.odp	odp	23/23	2228/2268	8/7	0	match	2321/2379	10999/10946	bd64b06212eb00e06735209e0ff80192
slides/chartset-001/odp/015_advanced_powerpoint_scatter.odp	odp	1/1	42/42	3/3	0	match	48/48	283/283	cca77284829a183aa8f739591e597ced
slides/ceiling-002/odp/Demick_JetBlue.odp	odp	10/10	784/608	4/4	0	words	804/631	3267/3179	e677baeec2d9a31d876483be4c431964
slides/chartset-001/odp/031_advanced_powerpoint_scatter.odp	odp	1/1	42/42	3/3	0	match	48/48	278/278	bea56a467318c34fbaade088870f2a74
slides/chartset-001/odp/combo_bar_line_chart.odp	odp	1/1	42/42	1/2	0	match	42/42	219/219	8ceddd85b86f3f2e676c71239ca3f948
slides/ceiling-002/odp/pres_ioc_phuket.odp	odp	26/26	1009/1520	9/9	0	match	1050/1596	6090/6089	5bc4a89f0397a1be43365a4980ba7d98
