slides/chartset-014/pptx/082_Infographic_Funnel_with_4_Stages_for_PowerPoint_72d4f125.pptx	pptx	3/3	393/433	5/3	0	match	393/435	1990/1990	a4a0939f7c8080fac80f8c6cb77dcddf
slides/chartset-014/pptx/024_5-Step_Segmented_Cycle_Process_c8ca37ef.pptx	pptx	3/3	344/380	5/5	0	match	349/385	1721/1721	fc875e00e1e5937ef0dd73c2d0f293d4
slides/chartset-014/pptx/086_Infographic_Org_Chart_for_PowerPoint_6_Blocks_f9086d83.pptx	pptx	3/3	53/89	5/3	0	match	53/91	324/324	ae08033b7793a62f0fb2d8b690d7b4bc
slides/done-001/ppt/policy-pesentation.ppt	ppt	16/16	389/389	3/3	0	match	478/478	2288/2288	618bb720c145c078480be88afeda2852
slides/chartset-014/pptx/036_Chevron_Process_Cards_3c8f0ea1.pptx	pptx	3/3	162/190	5/5	0	match	167/195	737/737	64f30fbfa304d5a6f582248c5cc2b987
slides/done-001/pptx/111006 COMSTAC STOWG Aero spaceports IFG.pptx	pptx	8/8	267/267	2/2	0	match	309/309	1647/1647	181cb6cc21fef4dbd690578d3bc0d8c0
slides/chartset-014/pptx/081_Infographic_Funnel_w_3_Stages_for_PowerPoint_28e26b31.pptx	pptx	3/3	397/437	5/3	0	match	397/439	2006/2006	6d5df82c69dbdfead8a29ebca2903fc0
slides/done-001/pptx/Definitions commodity chains.pptx	pptx	4/4	261/261	2/2	0	match	279/279	1556/1556	9bf3cd0361eb2dc2f1abaeb801dc226e
slides/done-001/pptx/Trust Fund Excise Taxes Structure.pptx	pptx	1/1	169/169	2/2	0	match	189/189	868/868	8a4a91c00ffc666f3bdf4d4ed5c53547
slides/chartset-014/pptx/085_Infographic_Org_Chart_for_PowerPoint_5_Blocks_3870252f.pptx	pptx	3/3	49/85	5/3	0	match	49/87	304/304	537ae7f7f85b447a2e5fefd47003520a
slides/done-001/pptx/iaeg_work_group_leader_updates.pptx	pptx	1/1	90/90	4/4	0	match	91/91	505/505	85a5684cb29c153a6d4b7de4063f66a5
slides/done-001/ppt/WC_Update-Aug03.ppt	ppt	11/11	452/452	2/2	0	match	519/519	2874/2874	ee823cd19529b6074fd46b81b49c73ff
slides/done-001/ppt/wells08_basic.ppt	ppt	27/27	986/995	4/4	0	match	1172/1171	5741/5762	d2611e16a7972475b7e1c2a396e448c2
slides/done-002/ppt/gfopportunitiesforlinkagespres_2010_en.ppt	ppt	27/27	1658/1654	7/7	0	match	1728/1724	10371/10371	1e5bacd5b6c39e2bfe8bf2e38ac5472f
slides/done-001/pptx/BMFE-06-03 (Gerflor) Smoke Density and Toxicity.pptx	pptx	6/6	732/732	4/4	0	match	794/794	3547/3547	640ab4894d60eb1a89a754668e558220
slides/done-002/ppt/ws_prod-g-doc-Events-2007-may-presentation-PtF-background-+-principles.ppt	ppt	20/20	909/909	3/3	0	match	1025/932	5043/5043	bb90d9ac003731bb558e02719f414ea5
slides/done-001/pptx/Statement of Work presentation.pptx	pptx	10/10	227/224	3/3	0	words	233/229	1286/1255	90564d15181f37def5596f575687abc9
slides/done-002/ppt/ws_prod-g-doc-Events-Part-M-presentation.ppt	ppt	30/30	1845/1845	3/3	0	match	1924/1878	10489/10489	bd8fb010fb6f7c33898e3ee48448a5c9
slides/done-001/pptx/fishbone-diagram-template-ppt-1.pptx	pptx	1/1	189/189	2/2	0	match	197/197	882/882	0230e86d8485c5586773faa097db6f4c
slides/done-002/pptx/dhs-293364.pptx	pptx	39/39	3618/3618	8/7	0	match	3827/3827	19661/19700	4cfef38b446dbae4f8a4b4a5e891cec3
slides/done-002/ppt/080214-Intl-pol-frameworks-and-their-implications-for-Africa-ISS-workshop.ppt	ppt	18/18	815/814	4/4	0	match	838/870	4473/4473	4c35b15a2edb338f0feae4de433c4337
slides/done-002/pptx/medicines_bulletin_february_2023_final.pptx	pptx	1/1	535/535	4/4	0	match	546/546	3093/3093	a1d8e779082615b57a1df62db08fc194
slides/done-002/ppt/ws_prod-g-doc-Events-2007-Approval-of-Flight-Conditions-RM-NAA-16032007.ppt	ppt	14/14	743/743	5/6	0	match	823/820	4659/4659	36ee279be2e587003e4115102475175f
slides/done-003/ppt/Inducement-to-Insurance-Business.ppt	ppt	22/22	2586/2577	5/5	0	match	2597/2589	12942/12899	a4aad1337600c0c63153675975d599ef
slides/done-002/ppt/ws_prod-g-doc-Events-2007-november-IACA-presentation-at-EASA-Fuel-Tank-Safety-Training-Seminar.ppt	ppt	10/10	555/555	3/3	0	match	587/587	2925/2925	e4255c17b5fc388edaf208572feaca98
slides/done-003/ppt/ws_prod-g-doc-Events-2007-Privileges.ppt	ppt	15/15	799/799	5/5	0	match	842/818	4160/4160	7d23a85bc2afc4a375e11f64325dd50f
slides/done-002/pptx/Curriculum-Schematic-E22-11052025.pptx	pptx	12/12	1134/1134	5/5	0	match	1322/1322	6925/6925	4f508777bc24461921ddb5c75d5f64d3
slides/done-003/ppt/ws_prod-g-doc-Events-2007-september-MDM.032-(ENGLISH)-CZ.ppt	ppt	38/38	2662/2662	4/4	0	match	2855/2712	14835/14835	0c85f59b370f0c83234893b397bec6be
slides/done-002/pptx/diapo_6_fees_vous_etes_poctdoct_exterieur_a_luniv_v2_0_1.pptx	pptx	1/1	92/92	3/3	0	match	98/98	558/558	d895a519d5bb17951c6d2b86909eb84b
slides/done-003/ppt/010605Vul.ppt	ppt	21/21	947/944	6/6	0	match	1092/1089	5746/5746	7407d7c38666252f7586adb944007e05
slides/done-003/pptx/97936.pptx	pptx	15/15	1267/1267	5/5	0	match	1353/1353	6561/6561	ba859615a788e2e5b048adeca6a60dcc
slides/done-003/pptx/ev122_jj-liew-tort-of-bribery-webinar.pptx	pptx	24/24	1374/1374	5/4	0	match	1449/1449	6738/6738	21413d264b1b9b9d7b7ff61ec4ec916c
slides/done-003/ppt/outlook_of_nigerian_pension_sector.ppt	ppt	12/12	1021/1021	5/6	0	match	1118/1118	5802/5802	4404f981985f74b1b0a87c96d983ef37
slides/done-004/ppt/undp_presentation_revised_17_may.ppt	ppt	22/22	1839/1835	7/7	0	match	1930/1956	10590/10556	a726971711e01b2e239175563739883a
slides/done-003/ppt/ws_prod-g-doc-Events-2007-september-M.017-(French)-France.ppt	ppt	55/55	6215/6215	3/3	0	match	6471/6291	33915/33915	3ac1dbc29dd583a3d667f99ad68f1b82
slides/done-004/pptx/DOE Interactive Exercise Presentation draft rev 2.pptx	pptx	10/10	573/574	5/5	0	match	654/655	2744/2744	5f83b152cf6d2e522ab6700a389785d8
slides/done-003/pptx/02_REDAC_New ATM briefing _March 2017v2.pptx	pptx	6/6	759/759	5/5	0	match	805/805	4920/4920	f0f2698f3bcf5547039922c007d44c01
slides/done-004/pptx/Liturgical-Commission-2025-Convention-Presentation.pptx	pptx	9/9	344/344	2/2	0	match	396/395	1837/1837	199f947eaf5fb2a56cc12bd6683ec089
slides/done-003/pptx/NCW-2024-Guide-.pptx	pptx	1/1	214/215	4/4	0	match	225/226	1181/1181	ad99677f857454470ae56452ec5077cf
slides/done-004/pptx/attendance-updates-for-governors.pptx	pptx	30/30	3055/3055	7/7	0	match	3227/3227	17298/17298	703dd425d4211f3705617afe6a7a4145
slides/done-004/ppt/0335fab9-79f0-4944-b92c-f223837ca2d8.ppt	ppt	12/12	618/616	3/3	0	match	664/667	4499/4499	a5f408a7343d8665cf04ea004f65c933
slides/done-004/ppt/ws_prod-g-doc-Events-industrymeeting18112004-European-Safety-Strategy-Initiative.ppt	ppt	10/10	332/332	4/4	0	match	389/343	1884/1884	5cb519915b17018a0402b33000b1bbac
slides/done-004/pptx/Item 6b - UNSD - Dissemination through APIs.pptx	pptx	10/10	421/421	3/3	0	match	453/453	2420/2420	f845006d9f4438db91bb2a6a73f08782
slides/done-004/pptx/Session 21- The option to expand & abandon.pptx	pptx	12/12	885/885	5/5	0	match	968/967	4268/4268	faa6a5511c1a8dc59b18460d20b30b20
slides/done-004/pptx/redac-fullComm-201705-EE-FRs-briefing.pptx	pptx	8/8	374/374	4/4	0	match	384/384	2268/2268	3e097fe4ac015a37e8edf17b94d2770e
slides/done-004/pptx/ghgp-supply-chain-initiative_20100323_wri.pptx	pptx	52/52	3896/3896	10/9	0	match	4131/4131	22442/22442	9fabd3e8d6de3e5d16ee87448bb11490
slides/done-005/ppt/ITE106-Chapter 4.ppt	ppt	47/47	3139/3139	7/7	0	match	3294/3294	16509/16509	570e9b573898f9013b969164b7da2deb
slides/done-005/ppt/berlin.ppt	ppt	29/29	1365/1375	2/4	0	match	1530/1530	7392/7403	116cea814b57cc4b97a7afd55665a480
slides/done-005/ppt/ws_prod-g-doc-Events-industrymeeting18112004-Aercap.ppt	ppt	12/12	1271/1271	3/3	0	match	1345/1345	6950/6950	5af456571582a3bf4993cb08645cacb5
slides/done-005/ppt/pods05.ppt	ppt	60/60	1877/1884	10/10	0	match	2081/2078	10682/10676	1c2de5c13c3fb09ca12e04a43836d665
slides/done-005/pptx/ANG C-1 ATC-TO Core Program - HF REDAC briefing September 7 2016.pptx	pptx	19/19	1885/1885	6/5	0	match	2007/2007	11586/11586	ecee48236b659a426a359eadba0993ef
slides/done-005/pptx/5b_upasana_dasgupta_-_liability_and_registration.pptx	pptx	15/15	955/956	3/3	0	match	1007/1006	5024/5024	76f21091db15afc872d11999f7eb39d2
slides/done-005/pptx/NAS-Infrastructure-Roadmaps-Weather.pptx	pptx	11/11	2121/2120	4/4	0	match	2153/2152	12083/12083	049506288d7920df3365b1c3c7923b77
slides/done-005/pptx/NAS-Infrastructure-Roadmaps-HSI.pptx	pptx	9/9	1415/1415	5/5	0	match	1469/1469	9027/9027	d15b73acba736afd02dea6e3ec29127c
slides/done-005/pptx/manufacturing_process_simulation_working_group_overview_2023.pptx	pptx	7/7	726/714	4/4	0	match	769/756	4793/4733	342fc1d874f0b1caa540834729f1cde8
slides/done-005/pptx/c_291533.pptx	pptx	19/19	1105/1105	7/7	0	match	1159/1159	5904/5913	a234ac56bbcabcdfb6f17bbc5676f671
slides/done-006/ppt/ws_prod-g-doc-Events-r-6.-ESM.ppt	ppt	25/25	1951/1951	4/6	0	match	2120/2120	11330/11330	56620186302f5e128ec2c77a1b0f81f0
slides/done-006/ppt/Lepore.ppt	ppt	20/20	1816/1822	5/5	0	match	1942/1948	10753/10767	ed67f97f1dac09f2d76b8c47b202f2af
slides/done-006/pptx/Ensemble-pour-l-amelioration-de-la-securite-de-lac-AIRBUS.pptx	pptx	9/9	627/627	4/4	0	match	652/652	3451/3451	84376d0138275f9bb8ed1dc96ed03c87
slides/done-006/pptx/Course Selection 2025-26 Current Grade 09.pptx	pptx	10/10	694/694	3/3	0	match	698/698	3343/3343	1288a33aeea7e60e8f7c59019da84502
slides/done-006/pptx/Stakeholders-v08052017 - v5.pptx	pptx	13/13	547/547	7/7	0	match	614/617	3388/3388	32fa588dca848f303b8bf6f9b02a36e5
slides/done-006/pptx/REDAC HF briefing Sep 2016_LARD_ATC_TO_FE_v2.pptx	pptx	18/18	2119/2119	6/6	0	match	2223/2223	12620/12620	60a3135b576b1ce4a7bc6e7d38c731f9
slides/done-006/pptx/nabiyeleul_1_aviation_service_28_july_2020.pptx	pptx	9/9	554/554	4/4	0	match	604/604	3146/3146	7be4a48f4e5488ca01c81ee0da4a9f6f
slides/done-006/pptx/wopanets-innovationdays-06-16.pptx	pptx	15/15	563/563	3/3	0	match	626/619	3625/3625	a055ab6f8404173d0c7733d8f32964cf
slides/done-006/pptx/iris07.12.12.pptx	pptx	21/21	871/881	9/9	0	match	927/938	4795/4795	690e2a05d4ed3eca64d7744230d57f4b
slides/done-006/pptx/social-media-app-bulletin-january.pptx	pptx	4/4	788/788	4/4	0	match	792/792	4001/4001	90e9747b81fea52b76bc230a74dd9ec3
slides/done-007/ppt/71393_pp7.ppt	ppt	39/39	2151/2151	6/6	0	match	2373/2373	12475/12475	2df78fd881fa8509f2c812dd2fa320c2
slides/done-007/ppt/1-secretariat.ppt	ppt	10/10	150/150	3/3	0	match	216/216	1034/1034	b9c8731765f0af4fdca2a183a5c69c50
slides/done-007/ppt/joint_user_outcomes_michael_fullerton_29.06.12.ppt	ppt	20/20	1920/1918	7/7	0	match	2015/2017	9836/9836	58a702699422b2a18023b6f272f5257c
slides/done-007/ppt/introduction_to_bea_tuxedo.ppt	ppt	40/40	1767/1767	7/7	0	match	1966/1831	9931/9893	45bac41b1d2711e707fb6b325f8156ad
slides/done-007/pptx/BHCA Part II webinar #2 - 10.2020.pptx	pptx	21/21	1405/1405	6/6	0	match	1450/1450	7216/7215	24715c11cb2a58b6f46ed5a61209110b
slides/done-007/pptx/10. Drawings, circuit diagrams and schematics.pptx	pptx	23/23	1502/1502	4/4	0	match	1521/1521	8444/8444	5529d0e35bf41e50938aa95b9af1aee0
slides/done-007/pptx/Boeing 737 Max - Group 5.pptx	pptx	2/2	7/7	1/1	0	match	7/7	27/27	79e65c5a677b6108d0a63b884f5a88e6
slides/done-007/pptx/PAL Block Intro 2023.pptx	pptx	20/20	1463/1463	7/6	0	match	1564/1564	8225/8225	72c4b579e99b698bd19a68687d0b9a05
slides/done-007/pptx/flying-by-numbers-presentation.pptx	pptx	10/10	545/547	7/8	0	match	575/577	2379/2379	b47242cf754e2abf1b7cd97f10e31bac
slides/done-007/pptx/bitesize-writing-a-report.pptx	pptx	15/15	656/658	5/5	0	match	707/709	3791/3791	b00d3aa267f1146a371f669f29ba4ef4
slides/done-008/ppt/EG1_dsrc tech.ppt	ppt	26/26	2034/2034	6/6	0	match	2178/2178	11132/11132	ccb791b04e978c48bbe3d7592a5802d6
slides/done-008/ppt/8.16_AOD_FINAL_Provider_Training_Presentation_9_2009.ppt	ppt	94/94	4311/4311	6/6	0	match	4521/4542	22481/22481	04292f4335c988319349049348debdbf
slides/done-008/ppt/Framing Europe.ppt	ppt	24/24	2237/2237	4/4	0	match	2300/2301	11542/11542	b7e417240e2af12f8aec0247ed062cf1
slides/done-008/ppt/RESPA_-_Section_8_Webinar.ppt	ppt	35/35	2574/2578	5/5	0	match	2763/2770	13293/13293	0272960f9ad7ab7c5f19188be4e689af
slides/done-008/ppt/concepts-surrounding-cloud-computing-carolyn-kranz-and-rich-prem-gb-seattle-2011.ppt	ppt	36/36	2459/2463	5/5	0	match	2636/2571	13459/13459	c74a5929332a3723369fa88722ec9803
slides/done-008/pptx/AATF-Fact-Sheet-2025.pptx	pptx	9/9	853/848	8/8	0	match	899/894	4611/4611	41a6df069708caadeabba3c3774d364d
slides/done-008/pptx/G-InvoicingKeithJarboe.pptx	pptx	13/13	1080/1080	5/5	0	match	1177/1177	6968/6968	18c2354bf7419c0a020c16564a607188
slides/done-008/pptx/FIT26-Presentation-Airservices-Update.pptx	pptx	11/11	221/221	4/4	0	match	241/241	1295/1295	4a7fa586c6cd2c08838ebd128fe0a2b4
slides/done-008/pptx/item_3-environmental_process_briefing.pptx	pptx	12/12	296/296	4/4	0	match	334/334	1765/1765	0a14fe9e49b16104d98f6eb1420942bc
slides/done-008/pptx/ROK-PI Climate Bulletin - Edition 2017-06.pptx	pptx	2/2	409/409	3/3	0	match	416/416	2332/2332	858539249680b53cb43f2b682e5485c5
slides/done-009/ppt/Employment-Based_I-485.ppt	ppt	42/42	2516/2516	3/3	0	match	2709/2709	13353/13353	5dac8cb71991259b0a9c32b25d54e319
slides/done-009/ppt/Airport Planning 09112013.ppt	ppt	9/9	629/629	6/6	0	match	656/656	3591/3591	08002fcb78f051032a12a0a03986a6f2
slides/done-009/pptx/30-04-2021 merged NDoH and NICD_Presentation HBV BD meeting 05May2021_1.pptx	pptx	18/18	1361/1361	8/7	0	match	1448/1448	7644/7644	afa1a38f832c04b7e56e427ea8f01c3d
slides/done-009/ppt/iep-amount-frequency-for-webinar.ppt	ppt	39/39	1678/1691	6/6	0	match	1760/1774	9154/9154	21f5e23ad8c0c4408e65947d3bb51f7b
slides/done-009/pptx/FIT26-Presentation-PR-Briefing-Debrief-Airbus.pptx	pptx	9/9	1441/1443	3/3	0	match	1533/1535	7273/7273	fa5accbca41cc2e6d09163c31054a728
slides/done-009/pptx/COMSTAC_11_5_2021am_2.pptx	pptx	39/39	2741/2741	4/4	0	match	2858/2858	16225/16225	46fee8a23380eea1808fcc4393415ef2
slides/done-009/pptx/[Christophe]NLP_reseau_inge_stat.pptx	pptx	17/17	884/885	5/5	0	match	988/989	4532/4532	a56be68badd86a3d56f561761b97e691
slides/done-009/pptx/redac-sas-201403-ppt-portfolio-rev-sim.pptx	pptx	14/14	2006/2014	8/8	0	match	2186/2205	13014/13014	2a663319197d4c77b668948603add04c
slides/done-010/pptx/BasicMed_AME_Presentation.pptx	pptx	18/18	870/870	4/4	0	match	939/939	4930/4930	35f3ddb28d6bee6cea189b74d0591dd7
slides/done-009/pptx/HENTZEN_COMPOSITE_MATERIALS_IN_THE_AEROSPACE_INDUSTRY.pptx	pptx	12/12	321/321	3/3	0	match	345/345	1868/1868	16bcb7d1c13b7d502f607209472b674e
slides/done-010/pptx/DoIRD Meeting 16JAN14 v1-1.pptx	pptx	15/15	1075/1075	6/6	0	match	1142/1142	5886/5886	a2e4c830b7e6bb0134d34a547e0c4555
slides/done-010/pptx/REDAC Briefing_SSIT_CARA_08132014.ppt.pptx	pptx	14/14	462/462	4/3	0	match	521/521	2664/2664	c71eb13338cbd06e1ea0f165566d2d03
slides/done-009/pptx/airbus-powerpoint-presentation-2019-20-without-video_diy_2019-20.pptx	pptx	38/38	871/879	7/7	0	match	919/927	4394/4394	87f22ba19f137c21ddd3775066450729
slides/done-010/ppt/BUS-Chapter 05.ppt	ppt	50/50	2126/2134	5/5	0	match	2342/2342	12354/12362	1fbd783b55affec3a7fae213fe79f0e1
slides/done-010/pptx/Tax factsheet 2022 (1).pptx	pptx	27/27	2837/2869	5/5	0	match	2916/2949	13494/13637	8ae101d35c0742db998846d252e955cc
slides/done-010/pptx/Copy of Full deck with references Promotion of Outside Interests at Work final(1).pptx	pptx	33/33	3115/3118	7/7	0	match	3249/3252	17378/17384	c4c25c19ca5946ab3bcf3007511ab3dc
slides/done-010/pptx/section_1_our_rights_presentation.pptx	pptx	30/30	4144/4144	7/7	0	match	4254/4254	22132/22132	2f02bcfd268b84ae1280a3d9edae6522
slides/done-010/pptx/John_Broggio__RSS_Campion_event_John_Broggio.pptx	pptx	25/25	1172/1172	3/3	0	match	1246/1246	6867/6867	d468a62437d39231fefdf9e434944125
slides/done-011/pptx/1_Country-Updates_DRC_English.pptx	pptx	16/16	782/782	5/5	0	match	846/846	4281/4281	698a021f5bae93722b370acf12225536
slides/done-010/pptx/Sector_Skills_Insights_Advanced_Manufacturing_summary_slide_pack.pptx	pptx	24/24	4588/4666	6/6	0	match	4692/4771	23961/23899	d47e33dd7a6c88a70ba3891e6daa596d
slides/done-011/pptx/3492.pptx	pptx	22/22	1268/1266	5/6	0	match	1320/1320	6835/6833	8932092bdb4a4cba066ca22f800c4234
slides/done-010/pptx/passiv.pptx	pptx	21/21	1199/1198	9/8	0	match	1306/1305	6725/6716	1a0f75ba353353609b1181304ce2c61a
slides/done-011/pptx/B2B-Center-Readiness-and-Student-Retention.pptx	pptx	33/33	1351/1348	6/6	0	match	1558/1555	7792/7768	61eb3572d127fa59adc6a45cf6d65bf0
slides/done-011/pptx/171128IPAP.pptx	pptx	40/40	4664/4670	9/10	0	match	4895/4811	25455/25433	086227606449392df270ef4d95f11f97
slides/done-011/pptx/Session-1-Presentation-Reporting-Forms-Form-12-final.pptx	pptx	15/15	1131/1124	8/9	0	match	1162/1152	6267/6267	e9185ef69584517d21d31d5f15d9f6eb
slides/done-011/pptx/23-session-2-pptx.pptx	pptx	16/16	304/304	4/4	0	match	333/333	1836/1836	1513511751e4dfd615211cfaf6b5744e
slides/done-011/pptx/3495.pptx	pptx	26/26	747/747	4/4	0	match	807/807	4375/4375	4375467801f9e97ce4d0dd87df088998
slides/done-011/pptx/order-of-worship-ppt-revised-2018.pptx	pptx	28/28	1139/1139	6/5	0	match	1212/1212	5302/5302	b72918e2748aa5228164b9f5ceacc324
slides/done-012/ppt/gillikin_online_user_mtg_2010.ppt	ppt	40/40	1292/1292	5/5	0	match	1469/1469	7753/7753	059b8e46c6fca3b2d0df58d26403be3d
slides/done-011/pptx/NAS-Infrastructure-Roadmaps-v16.0.pptx	pptx	137/137	18847/18850	6/6	0	match	19299/19297	107016/106979	a0923f65c061dea1d00f6c498c161618
slides/done-011/pptx/_1___Opatrny_Ales_United_Kingdom_business_opportunities_final.pptx	pptx	25/25	1619/1620	6/6	0	match	1824/1790	8990/8990	51087863db56235ea94b2fe57aa217a9
slides/done-012/pptx/County ACHS Presentaion Webinar 8-16-16 Peg.pptx	pptx	26/26	1326/1326	7/6	0	match	1395/1394	7599/7599	67c60707a6d7fcf38a4e2aad801faefb
slides/done-012/ppt/JesuitAssocOfStudentPersonnel.ppt	ppt	31/31	1179/1177	6/6	0	match	1340/1339	7310/7310	71a227eae7a48462852495781f74ffb6
slides/done-012/pptx/REDAC briefing March12-13-2014jemvbFINAL.ppt.pptx	pptx	25/25	2587/2584	8/8	0	match	2788/2786	15773/15773	5abf211abf399eb662834a87d2b2b0e5
slides/done-012/pptx/429_BLISc 2019 IInd Sem.  PAPER-7 UNIT 3.pptx	pptx	20/20	3125/3125	6/6	0	match	3225/3225	17627/17627	ebb65c328111aa5b62f7610810ad77ec
slides/done-012/pptx/Sean Monogue.pptx	pptx	15/15	818/818	4/5	0	match	891/891	4950/4950	eb722203dee823c46338efd4f6dddeb2
slides/done-012/pptx/Intersil_Italy_CAN_Bus_Transceiver_Presentation_Final.pptx	pptx	39/39	3460/3435	7/7	0	match	3854/3829	17994/17949	94cbd71952c04eef82c19f4b9901bf8d
slides/done-012/pptx/vvsummit2022-SAIC-PRESENTATION.pptx	pptx	19/19	649/649	5/4	0	match	707/707	3573/3573	f882cd0d7aaa3c2efeeec521d1ae5bc2
slides/done-012/pptx/SRDMG(16)024_60 GHz onboard airplanes.pptx	pptx	26/26	1862/1862	7/7	0	match	1931/1931	10312/10312	3397ad33a51c8735080f408bdbc72083
slides/done-013/ppt/FAA_Form_337.ppt	ppt	67/67	5546/5614	15/15	0	match	5752/5848	29462/29447	e0cc735691a8875a5b2f6713ec6b0e08
slides/done-012/pptx/vv_summit_SAIC-PRESENTATION_FAA-V&V-Summit_508c.pptx	pptx	19/19	649/649	5/4	0	match	707/707	3573/3573	6b68fb73ef905df21650e579f29ae1f1
slides/done-013/ppt/ws_prod-g-doc-Events-2008-February-5-NATO-activities.ppt	ppt	13/13	447/453	4/4	0	match	510/516	2163/2163	cb30e77ebc7749fbf853f753252072f7
slides/done-013/ppt/2015-Civil-Rights-Website-training.ppt	ppt	94/94	6119/6119	12/11	0	match	6581/6586	34818/34818	e700f4a92901e3ff9fc11f095162e192
slides/done-013/ppt/hofman.ppt	ppt	13/13	450/450	3/4	0	match	503/503	2945/2945	51279d21475ab7a98d546304d334690c
slides/done-013/pptx/2014BSA_Sunday_Killion.pptx	pptx	50/50	3559/3559	8/8	0	match	3702/3702	17188/17188	f291130f856b08accb589ea133c98fa1
slides/done-013/pptx/Structural Testing.pptx	pptx	89/89	4335/4340	12/12	0	match	4987/4999	20360/20360	07fc80b6d3405ba9cc4f32fc80c32f58
slides/done-013/pptx/PRM_training.pptx	pptx	22/22	2159/2156	7/7	0	match	2195/2193	10593/10573	6c27d57272237d16ff4e0ad05dd1ea72
slides/done-013/pptx/redac-sas-201703-hf-research-division.pptx	pptx	13/13	713/713	3/3	0	match	784/784	4879/4879	2a8fb9ebbcde266a050b2f04e5cac8db
slides/done-014/ppt/Aerospace_Journey_of_Flight_Chapter_BCB1637572DA6.ppt	ppt	26/26	1885/1885	3/3	0	match	2156/2156	10159/10159	e8c07c220ac1c7767f87ad79f97f1d51
slides/done-013/pptx/chapter_4_0.pptx	pptx	54/54	3175/3175	7/7	0	match	3340/3340	18883/18883	e1b72cdaffdff371f3a8804eefaa88ed
slides/done-013/pptx/schematicplaymar21.pptx	pptx	21/21	2109/2121	4/5	0	match	2127/2139	11470/11470	bebc45d0d7fd239c79de56760f921040
slides/done-014/pptx/Presentation - Identify Components of the Airport (1).pptx	pptx	12/12	554/554	6/6	0	match	591/591	2992/2992	f82536fd171294e51fb311bade56567e
slides/done-014/pptx/Reporting_responsibilities_matrix.pptx	pptx	268/268	57742/57742	3/3	0	match	57917/57917	308444/308444	4161ddb1d018efafb61e1f21ace3c975
slides/done-014/pptx/Snowbirds_High_Show.pptx	pptx	41/41	1871/1871	5/5	0	match	1916/1925	8049/8049	b77670d1fb39174c0d643d389ed4a48e
slides/done-014/pptx/Technical_Report_Elements[1].pptx	pptx	39/39	1425/1430	5/5	0	match	1477/1482	7648/7679	23379d803e98b0121a39ff1cf59df1b4
slides/done-014/pptx/redac-nasops-201503-RIRP-portfolio-update.pptx	pptx	46/46	2765/2762	11/9	0	match	2918/2917	15420/15418	06368d3571cb4c11a4d8b88e271dc0b3
slides/done-014/pptx/redac-sas-201509-asisp-research.pptx	pptx	45/45	3128/3130	12/12	0	match	3304/3307	19094/19094	6b47482de81bb941f5e1506de0446e01
slides/done-014/pptx/schematicplay.pptx	pptx	21/21	2114/2126	4/5	0	match	2131/2143	11490/11490	e0ce3f0a82d41a3065021c37ca679fed
slides/done-014/pptx/vvsummit2022-Research-Roadmap-and-the-UML-3-Operational-Integration-Assessment.pptx	pptx	33/33	1281/1281	5/5	1	unembedded	1361/1361	8377/8377	fcdcc2b0f2aae9e93e8a3aac36b59f3c
slides/done-015/pptx/1200-Assigning-Club-officers.pptx	pptx	16/16	163/165	7/7	0	match	171/173	960/960	95cfd7b8c5a1ef11e8ca2e6f1c55226c
slides/done-015/pptx/Wildlife for REDAC September 11.pptx	pptx	41/41	1534/1535	11/11	0	match	1641/1642	9160/9160	633d1860b6bdf2bdd58ae3e55d616264
slides/metrics-001/pptx/Ramp Up Campaign - French.pptx	pptx	6/6	437/437	4/4	0	match	465/465	2536/2536	bde6c56415bf0d3d02fcf9f96b7e50af
slides/done-014/pptx/servicedesk-plus-overviewfinal.pptx	pptx	66/66	1805/1805	8/8	0	match	1904/1903	11471/11471	2a0adfff72ef93a255dce5c09dfa15df
slides/done-015/ppt/Architecture.ppt	ppt	29/29	845/845	4/4	0	match	867/867	4696/4696	d7d4d3426f9728ceb16bcc67a54ec7de
slides/done-015/pptx/RPA P4 - Advanced Material.pptx	pptx	20/20	1477/1479	6/6	0	match	1640/1642	8749/8744	3fccc491cd0a29aa42b42ee077c1154f
slides/extra-001/pptx/FAAAIandtheArtandScienceofV&Vfinal.pptx	pptx	30/30	1135/1133	6/6	0	match	1221/1219	5868/5868	855e4b35b9d34372aa4d1c6cb0c53d3f
slides/missing-001/pptx/NWD-GLA-Community-Outreach-Day-Oct-2025.pptx	pptx	13/13	648/638	3/3	0	match	710/698	3998/3957	ac5c5fcc1ca091e8074039fdc9c53876
