# words = tokens carrying at least one Unicode letter or digit; rawwords = pdftotext | wc -w
# NOT comparable to any scoreboard recorded before 2026-08-13 — see dotnet/probes/gate-01/results.md
path	ext	pages	words	fonts	unemb	verdict	rawwords
words/done-005/doc/316r_a_e.doc	doc	14/14	4372/4373	4/4	0	match	4417/4418
words/done-005/doc/316r_a_f.doc	doc	14/14	4581/4584	4/4	0	match	4631/4634
words/done-005/doc/Theft-Restitution-Letter-Vancouver-ASC-2005.doc	doc	1/1	262/262	2/2	0	match	265/265
words/done-005/doc/loi_format_letter_of_intent-a-320-214-a330.doc	doc	10/10	3346/3346	4/5	0	match	3372/3372
words/done-005/docx/2024-12_Comlux_opens_Maintenance_and_Service_Center_in_Dubai.docx	docx	3/3	668/668	4/3	0	match	672/672
words/done-005/docx/BID_ACKNOWLEDGEMENT_FORM_FOR_A320.docx	docx	2/2	294/294	3/3	0	match	310/310
words/done-005/docx/Technical Report and Technical Update Guidelines.docx	docx	4/4	1205/1205	5/5	0	match	1251/1251
words/done-005/docx/f445896eb008d14c1746fc37d412dc22.docx	docx	15/15	5453/5453	3/3	0	match	5657/5657
words/done-005/docx/healthcare-reform-nsa-consumer-bulletin.docx	docx	4/4	1701/1701	5/5	0	match	1711/1711
words/done-005/docx/part-147_approval list_20230119.docx	docx	2/2	735/735	5/5	0	match	758/758
words/done-006/doc/003.doc	doc	5/5	984/984	3/3	0	match	999/999
words/done-006/doc/1244277 1 Comment.doc	doc	2/2	389/389	5/5	0	match	393/393
words/done-006/doc/LHD-230-application-for-the-approval-of-an-aircraftr.doc	doc	2/2	774/774	3/3	0	match	781/779
words/done-006/doc/P200904290238_0238_51880.doc	doc	3/3	308/308	4/4	0	match	312/312
words/done-006/doc/Wales_Office_Quarter_4_Ministerial_Transparency_Return.DOC	doc	6/6	941/941	4/4	0	match	955/955
words/done-006/docx/62599_FRANCE-BRAZIL- Air France Flight 447 crash.docx	docx	18/18	6133/6133	2/2	0	match	6166/6166
words/done-006/docx/SDL_FSDO_Part91_LOA_Checklist.docx	docx	2/2	424/424	3/3	0	match	430/430
words/done-006/docx/cacs-206-1751218225.docx	docx	2/2	347/347	3/3	0	match	348/348
words/done-006/docx/healthcare-reform-nsa-provider-bulletin.docx	docx	5/5	1936/1936	7/7	0	match	1980/1980
words/done-006/docx/technical-memo-format.docx	docx	5/5	1813/1812	5/5	0	match	1847/1846
words/done-007/doc/RNW167A-150428.doc	doc	9/9	1767/1767	5/5	0	match	1770/1770
words/done-007/doc/chapter 12.doc	doc	12/12	3671/3671	4/4	0	match	3683/3683
words/done-007/doc/congregationalhistories_ky_2023.doc	doc	1/1	247/247	3/3	0	match	252/252
words/done-007/docx/09.docx	docx	2/2	463/463	4/4	0	match	463/463
words/done-007/docx/0c662f5c948a7d81d32ffd833c5cc59421a5f522.docx	docx	1/1	393/398	4/4	0	match	413/418
words/done-007/docx/Press release_EUREKA labels ITEA 3 Cluster.docx	docx	2/2	827/813	3/3	0	match	843/828
words/done-007/docx/final-technical-report-template.docx	docx	6/6	1119/1123	6/6	0	match	1132/1136
words/done-007/docx/johnson_hall_service_log.pdf.docx	docx	1/1	274/274	6/6	0	match	317/317
words/done-007/docx/technical-report-template.docx	docx	7/7	728/715	2/2	0	match	738/725
words/done-007/docx/template-technical-report.docx	docx	10/10	837/837	3/3	0	match	859/859
words/done-008/doc/1245685 1 Comment.doc	doc	1/1	326/326	7/7	0	match	327/327
words/done-008/doc/2024-2nd-quarter-case-summaries.doc	doc	10/10	5675/5675	4/4	0	match	5677/5677
words/done-008/doc/FlightLaws.doc	doc	4/4	1073/1074	4/5	0	match	1132/1133
words/done-008/doc/PUR-0012-UTAS-GRAMS-SPA-Template-1-25-2024.doc	doc	6/6	1027/1027	4/4	0	match	1083/1083
words/done-008/docx/4400-91_Proposal_To_Lease_Space_10-2024.docx	docx	6/6	3280/3280	5/5	0	match	3304/3304
words/done-008/docx/ECSS-E-ST-50-16C-Annex-A(30September2021).docx	docx	4/4	670/670	4/4	0	match	691/691
words/done-008/docx/FAA-2017-0628-0002_attachment_1.docx	docx	4/4	638/638	5/5	0	match	641/641
words/done-008/docx/Lessons-Learned-Bulletin-Dorset-version-to-IIRG-V5.docx	docx	3/3	1531/1531	4/4	0	match	1553/1553
words/done-008/docx/UAS-SGI_waiver_approval_request_form.docx	docx	2/2	489/489	3/3	0	match	513/513
words/done-008/docx/draft-variation-notice-airbus-bm3965ia-v006-vs-comments.docx	docx	9/9	1510/1499	3/3	0	match	1549/1537
words/done-009/doc/2013-op12-Annex III - Curriculum Vitae.doc	doc	3/3	332/332	2/3	0	match	359/359
words/done-009/doc/237287_0486190101_0486190101_geolink2neu.doc	doc	8/8	1430/1430	4/4	0	match	1605/1605
words/done-009/doc/A380MaenPressRel.doc	doc	3/3	770/771	5/6	0	match	789/790
words/done-009/doc/CP-ETSO template_v2020.DOC	doc	6/6	1111/1111	4/6	0	match	1136/1136
words/done-009/doc/certification-flight-standards-doc-oeb-supporting-documents-tgl-TGL26-section-5-REV10.doc	doc	8/8	1221/1221	4/4	0	match	1268/1268
words/done-009/docx/Case-Study-Heathrow-Airport.docx	docx	3/3	1184/1184	6/6	0	match	1216/1216
words/done-009/docx/Contract_Check_Pilot_Sample_LOA.docx	docx	4/4	1324/1324	6/6	0	match	1336/1336
words/done-009/docx/SWDD-template.docx	docx	6/6	1062/1077	6/6	0	match	1063/1078
words/done-009/docx/form_1123_application_form_rvsm_spa.docx	docx	3/3	578/578	5/5	0	match	638/638
words/done-009/docx/technical report template.docx	docx	10/10	856/845	4/4	0	match	857/846
words/done-010/doc/1528364855.doc	doc	3/3	1072/1072	4/4	0	match	1103/1104
words/done-010/doc/361400CSLegislation1RF01PUBLIC1.doc	doc	35/35	12615/12620	4/4	0	match	12642/12647
words/done-010/doc/f111.doc	doc	11/11	3347/3347	6/6	0	match	3392/3392
words/done-010/docx/195584360.docx	docx	20/20	7843/7841	5/5	0	match	8012/8010
words/done-010/docx/5709.16 ch.40_mgfinal.docx	docx	32/32	9826/9821	4/4	0	match	10039/10034
words/done-010/docx/Checklist for TC STC ETSO data packages to FAA_TIP rev 5.docx	docx	3/3	1102/1102	4/4	0	match	1102/1102
words/done-010/docx/FG-AI4NDM-TR-skeleton_template.docx	docx	5/5	434/433	7/7	0	match	439/438
words/done-010/docx/PM-apeech-Handover-of-New-Airbus-Aircraft-for-Fiji-Airways-Dec.-15th.docx	docx	5/5	582/582	4/4	0	match	584/584
words/done-010/docx/Writing a technical report (SCE subject guide).docx	docx	4/4	1221/1221	8/8	0	match	1267/1267
words/done-010/docx/te.iors.00048-002 SUP Questionnaire.docx	docx	4/4	620/620	2/2	0	match	640/640
words/done-011/doc/135.doc	doc	14/14	5265/5261	7/8	0	match	5323/5316
words/done-011/doc/AAC-AD-No-2021-01-Boeing-737-8-and-737-9-MAX.doc	doc	20/20	7453/7453	5/7	0	match	7513/7512
words/done-011/docx/Company-profile-2022-EN.docx	docx	5/5	1170/1171	5/6	0	match	1212/1212
words/done-011/docx/b053-19.docx	docx	2/2	491/491	2/2	0	match	493/493
words/done-011/docx/eTAR_External_Web_tool_Tip_Sheet_mh.docx	docx	4/4	928/928	3/3	0	match	934/934
words/done-011/docx/f2_registro_de_aprovacao_com_pbcs_EN.docx	docx	2/2	458/454	5/5	0	match	464/458
words/done-011/docx/monthly-content-feeder.docx	docx	18/18	5890/5890	9/10	0	match	6021/6021
words/done-011/docx/part-145-approval list (1).docx	docx	8/8	1590/1592	5/5	0	match	1616/1618
words/done-011/docx/part-145-approval list 2025.docx	docx	7/7	1455/1455	5/5	0	match	1478/1478
words/done-011/docx/tibs_guidelines_2.docx	docx	13/13	3154/3143	8/9	0	match	3179/3168
words/done-012/doc/AirbusCallouts.doc	doc	24/24	8455/8458	4/5	0	match	9159/9161
words/done-012/doc/RMI_Document_Repository_Public-Reprts_GettingOffOil.doc	doc	6/6	2729/2729	5/5	0	match	2731/2731
words/done-012/docx/19-06 Assistive Technology TAB Final - 508.docx	docx	8/8	3240/3240	8/8	0	match	3267/3267
words/done-012/docx/20110608_psp.docx	docx	3/3	671/671	4/4	0	match	679/679
words/done-012/docx/FO.FCTOA_.000129 Application for activities related to FSTD.docx	docx	6/6	1684/1684	5/6	0	match	1712/1712
words/done-012/docx/Leadership Information Article.docx	docx	3/3	1452/1452	4/4	0	match	1460/1460
words/done-012/docx/b050-19.docx	docx	3/3	872/872	4/4	0	match	874/874
words/done-012/docx/bulletin.docx	docx	14/14	3244/3253	6/5	0	match	3283/3292
words/done-012/docx/slcc-architecture-uu-architecture.docx	docx	4/4	1205/1205	7/7	0	match	1236/1236
words/done-012/docx/technical-architecture.docx	docx	8/8	1130/1109	10/10	0	match	1152/1130
words/done-013/doc/1228841571067_2009_TPPT_13__2007_TPPT_102__R-108535759.doc	doc	12/12	2797/2797	5/5	0	match	2797/2798
words/done-013/doc/1257259179492_2007_TPPT_102_Supporting_Doc_2-434003080.doc	doc	9/9	2120/2124	3/5	0	match	2158/2163
words/done-013/doc/Reid.doc	doc	4/4	1553/1553	5/6	0	match	1570/1570
words/done-013/doc/omrIMInterpretiveGuideLine.doc	doc	2/2	376/382	4/4	0	match	377/383
words/done-013/docx/Form-SM-76A-_-CAR-OPS-2A-Instruments-and-Equipment-Compliance-Statement-_-11.docx	docx	3/3	615/615	7/7	0	match	627/627
words/done-013/docx/SPA-11_mcar_part-11_v2.9.docx	docx	49/49	14007/13948	3/3	0	match	14034/13975
words/done-013/docx/Sol PJ14-03-04 Solution Contextual.docx	docx	5/5	2067/2071	5/6	0	match	2105/2109
words/done-013/docx/easa-regulations-update-20.docx	docx	22/22	2738/2738	5/5	0	match	2844/2844
words/done-013/docx/gpp-pr-top-7-office-markets-4q-2023.docx	docx	4/4	1067/1075	3/5	0	match	1101/1109
words/done-013/docx/hdss-bulletin-issue-285-25-june-2025.docx	docx	10/10	3587/3529	7/7	0	match	3650/3592
words/done-014/doc/300502-Mecenat-Airbus-Simusante_CHU-Amiens-Picardie.doc	doc	1/1	332/332	3/4	0	match	338/337
words/done-014/doc/644730BRI0mna000BOX361539B00public0.doc	doc	5/5	2327/2328	7/7	0	match	2338/2339
words/done-014/doc/PK_FlugzeugeStricken.doc	doc	7/7	1394/1408	7/7	0	match	1441/1452
words/done-014/docx/1603642410-MoM-CASCOM-06-2020-draft04.docx	docx	9/9	4469/4469	8/8	0	match	4604/4604
words/done-014/docx/1_tpr_template__from_fy14_.docx	docx	8/8	3563/3565	10/10	0	match	3579/3581
words/done-014/docx/231164_SystemDesignDocument.docx	docx	28/28	6603/6562	6/6	0	match	6738/6709
words/done-014/docx/AFS-050-004-F2_0i.docx	docx	8/8	2227/2228	9/9	0	match	2383/2384
words/done-014/docx/Regulations Governing the Status, Basic Rights and Duties of Officials other than Secretariat Officials, and Experts on Mission.docx	docx	18/18	6394/6395	4/5	0	match	6449/6453
words/done-014/docx/exhibit-06---technical-architecture-template.docx	docx	8/8	1094/1085	12/12	0	match	1105/1094
words/done-014/docx/fleetfastfacts16nov2023.docx	docx	1/1	120/120	4/5	0	match	129/129
words/done-015/doc/2013_11.doc	doc	8/8	2607/2607	8/9	0	match	2629/2635
words/done-015/doc/SFSP_2013-02_Bulletin.doc	doc	4/4	935/942	6/6	0	match	957/965
words/done-015/docx/03_Technical_Report_(progress)_template.docx	docx	10/10	1412/1409	6/6	0	match	1433/1430
words/done-015/docx/Agile_Arc_SysDes.docx	docx	20/20	5704/5737	11/11	0	match	5790/5822
words/done-015/docx/DOA_Template_Form_Type_Certification_Programme.docx	docx	20/20	5380/5365	5/5	0	match	5460/5444
words/done-015/docx/JEMIT_Template.docx	docx	4/4	1636/1627	10/10	0	match	1706/1697
words/done-015/docx/PI-doc.-no.-2E-Technical-Review-Report.docx	docx	12/12	1770/1794	9/8	0	match	1917/1942
words/done-015/docx/Sample_SQMS_Program.docx	docx	60/61	15954/15967	9/9	0	pages	16239/16252
words/done-015/docx/airbus-pdf-information-package_v1-4.docx	docx	9/9	1272/1299	7/7	0	words	1315/1342
words/done-015/docx/system_design__technical_architecture_template.docx	docx	17/17	1722/1720	6/6	0	match	1791/1789
words/done-016/doc/120509coss.doc	doc	25/25	7179/7179	7/7	0	match	7228/7228
words/done-016/doc/150_5335_5a.doc	doc	64/64	19139/19085	10/9	0	match	19332/19276
words/done-016/docx/Allegiant_Company_Profile_with_History.docx	docx	3/3	1153/1153	3/3	0	match	1156/1156
words/done-016/docx/Annex-10-to-the-Aircraft-Maintenance-Specialist-Certification-Rule-GCAA.docx	docx	148/148	35041/35041	5/5	0	match	35311/35311
words/done-016/docx/HC-Bulletin-template.docx	docx	5/5	462/462	7/7	0	match	521/524
words/done-016/docx/PES-Technical-Report-Template_Jan_2019.docx	docx	14/14	2665/2663	8/8	0	match	2739/2738
words/done-016/docx/SPA-06_mcar_part-6_and_IS_v2.9.docx	docx	85/85	27396/27420	3/5	0	match	27408/27435
words/done-016/docx/dragon1-enterprise-architecture-document-example-v0.1d.docx	docx	13/13	1648/1631	9/9	0	match	1670/1653
words/done-016/docx/t_TEMPforInvProgs.docx	docx	26/26	4963/5020	5/6	0	match	5031/5072
