path	base	head
/home/user/sample-files/sheets/chartset-011/xlsx/071_Four-week_project_timeline_Use_this_template_4f05db49.xlsx	7cb840823e6fa99649d87c0075e8a81f	7cb840823e6fa99649d87c0075e8a81f
/home/user/sample-files/sheets/chartset-011/xlsx/077_Inventory_list_with_highlighting_Use_this_template_36d8d57a.xlsx	e5be7973abe27abf00263e0b4eff3332	e5be7973abe27abf00263e0b4eff3332
/home/user/sample-files/sheets/chartset-012/xlsx/002_Contextures_chart_sample_f605e7bc.xlsx	d77436a66e10a2aa88d9270bb804e568	d77436a66e10a2aa88d9270bb804e568
/home/user/sample-files/sheets/chartset-012/xlsx/009_Contextures_chart_sample_adcb3f6c.xlsx	35d4e745465574d6f08143140617b100	35d4e745465574d6f08143140617b100
/home/user/sample-files/sheets/chartset-012/xlsx/012_Contextures_chart_sample_9900da76.xlsx	1d3a719587556e48cf1586b6d890a565	1d3a719587556e48cf1586b6d890a565
/home/user/sample-files/sheets/chartset-012/xlsx/013_Contextures_chart_sample_21b98e22.xlsx	7a8fe7c37e1d976f34082aeaab3d1425	7a8fe7c37e1d976f34082aeaab3d1425
/home/user/sample-files/sheets/chartset-012/xlsx/020_Free_Blood_Pressure_Chart_and_Printable_Blood_Pressure_Log_8f8dcc39.xlsx	e0f0a740f581180c21ec0cea6fec9db1	b3928ce07a7dafb12c4c471d8d693611
/home/user/sample-files/sheets/chartset-012/xlsx/026_Monthly_cash_flow_statement_Use_this_template_8aaebea1.xlsx	a85b58dcbd1495c92fa7f0f4f82ecd67	a85b58dcbd1495c92fa7f0f4f82ecd67
/home/user/sample-files/sheets/chartset-012/xlsx/036_Simple_to-do_list_Use_this_template_ba44373b.xlsx	edd7346fed15009b8febd429ccd1b795	77250f31ed64bd4d3fdc0567b4db1e3e
/home/user/sample-files/sheets/chartset-012/xlsx/068_Blue_inventory_list_Use_this_template_f9908489.xlsx	ce6226b9d1423b02a67b4e7602978e00	ce6226b9d1423b02a67b4e7602978e00
/home/user/sample-files/sheets/chartset-012/xlsx/080_Profit_and_loss_income_statement_3566dae9.xlsx	42fde5eb22db523d1a42bc749f413f2e	42fde5eb22db523d1a42bc749f413f2e
/home/user/sample-files/sheets/chartset-012/xlsx/097_Volunteer_Sign_Up_Sheet_Template_Professional_Format_075d06ed.xlsx	d24e1e7965fa66959f99b457046e4813	d24e1e7965fa66959f99b457046e4813
/home/user/sample-files/sheets/chartset-013/xlsx/001_Contextures_chart_sample_b089bc34.xlsx	1b1b406ad3a4e968aa4f650edf2f1660	1b1b406ad3a4e968aa4f650edf2f1660
/home/user/sample-files/sheets/chartset-013/xlsx/019_Free_Blood_Sugar_Chart_for_Excel_-_Track_Your_Blood_Sugar_Level_36f4a782.xlsx	f2e28b13df30530ee3df85fc6a86c190	f2e28b13df30530ee3df85fc6a86c190
/home/user/sample-files/sheets/chartset-013/xlsx/031_Business_expense_budget_f3a46278.xlsx	2c951b260da66025da893d8cf9cb76a0	2c951b260da66025da893d8cf9cb76a0
/home/user/sample-files/sheets/chartset-013/xlsx/032_Business_expenses_budget_d377eaab.xlsx	d5d42729dce4bb1a71be71aa9bc5ddaf	d5d42729dce4bb1a71be71aa9bc5ddaf
/home/user/sample-files/sheets/chartset-013/xlsx/033_Event_planning_tracker_Use_this_template_f29a848e.xlsx	d4315a0ebd179e88b8dd553bd8fd3684	d4315a0ebd179e88b8dd553bd8fd3684
/home/user/sample-files/sheets/chartset-013/xlsx/035_Project_plan_for_law_firms_aa2d4462.xlsx	3be78841ff6833865936f6e305e57ed0	3be78841ff6833865936f6e305e57ed0
/home/user/sample-files/sheets/chartset-013/xlsx/043_Buy_a_car_vs._rideshare_ff07c7e6.xlsx	64499f3b036dfb4b16c42bf5b36a8fe1	4913fa2d2d104c53e602ea96741545cd
/home/user/sample-files/sheets/chartset-013/xlsx/049_Expenses_calculator_c351f3d0.xlsx	e80f90ba01afb9a1231684ea2a03ab5a	e8d840b9b8164ba8480eb60c5db550ed
/home/user/sample-files/sheets/chartset-013/xlsx/059_Milestone_and_task_project_timeline_Use_this_template_24f1e8f1.xlsx	06d6e369df05628dfa38d3811c452a0d	06d6e369df05628dfa38d3811c452a0d
/home/user/sample-files/sheets/chartset-013/xlsx/087_Simple_personal_budget_3cf9b1af.xlsx	943e66090bc9f479e26e9cc30c6ada0b	943e66090bc9f479e26e9cc30c6ada0b
/home/user/sample-files/sheets/chartset-014/xlsx/016_Free_Organizational_Chart_Template_-_Company_Organization_Chart_db913144.xlsx	feba5e8d2a54d2946a8bd3dc144c1334	feba5e8d2a54d2946a8bd3dc144c1334
/home/user/sample-files/sheets/chartset-014/xlsx/017_Timeline_Templates_for_Excel_b88faee6.xlsx	9135658d6b7ee24e3dccd88cb49350a1	9135658d6b7ee24e3dccd88cb49350a1
/home/user/sample-files/sheets/chartset-014/xlsx/025_Printable_Reward_Charts_for_Kids_-_Reward_Chart_Template_aabacd93.xlsx	7fe9dc9222f5c7cfd8e3e4ba14b18cba	7fe9dc9222f5c7cfd8e3e4ba14b18cba
/home/user/sample-files/sheets/chartset-014/xlsx/027_Simple_personal_cash_flow_statement_675c6584.xlsx	cec00f74c5cc9fde201059b85c195d61	cec00f74c5cc9fde201059b85c195d61
/home/user/sample-files/sheets/chartset-014/xlsx/038_Baby_growth_chart_bb9cd672.xlsx	9e5a2070bc3790d42657e54004bcbf4d	9e5a2070bc3790d42657e54004bcbf4d
/home/user/sample-files/sheets/chartset-014/xlsx/039_Baby_growth_tracker_e295ae56.xlsx	b35017bfd35bd157f3931817337dc845	b35017bfd35bd157f3931817337dc845
