path	dir	spacing	linebreak	overlap	statedrot	rotation	rhythm	staggered	broke	attempt
sheets/ceiling-001/xls/Template Pilot Logbook JAR-FCL V3.0.xls	H	0.6647	0	0	0.0000	0.7854	24	0	0	24
sheets/ceiling-001/xls/Template Pilot Logbook JAR-FCL V3.0.xls	H	0.6944	0	0	0.0000	0.7854	23	0	0	23
sheets/ceiling-001/xls/Template Pilot Logbook JAR-FCL V3.0.xls	H	0.8739	0	0	0.0000	0.7854	18	0	0	18
sheets/ceiling-001/xls/Template Pilot Logbook JAR-FCL V3.0.xls	H	0.9035	0	0	0.0000	0.7854	18	0	0	18
sheets/chartset-001/xlsx/001_advanced_excel_bar.xlsx	H	32.9576	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-001/xlsx/002_advanced_excel_line.xlsx	H	39.3291	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-001/xlsx/005_advanced_excel_area.xlsx	H	37.6902	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-001/xlsx/025_advanced_excel_bar.xlsx	H	32.9576	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-001/xlsx/033_advanced_excel_bar.xlsx	H	32.9576	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-002/xlsx/013_advanced_excel_area.xlsx	H	37.6902	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-002/xlsx/021_advanced_excel_area.xlsx	H	37.6902	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-002/xlsx/026_advanced_excel_line.xlsx	H	39.3291	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-002/xlsx/034_advanced_excel_line.xlsx	H	39.3291	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-003/xlsx/017_advanced_excel_bar.xlsx	H	32.9576	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-003/xlsx/018_advanced_excel_line.xlsx	H	39.3291	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-003/xlsx/029_advanced_excel_area.xlsx	H	37.6902	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-004/xlsx/009_advanced_excel_bar.xlsx	H	32.9576	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-004/xlsx/010_advanced_excel_line.xlsx	H	39.3291	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-004/xlsx/microsoft_learn_multi_chart_examples.xlsx	H	72.1243	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-004/xlsx/microsoft_learn_multi_chart_examples.xlsx	H	83.7959	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-004/xlsx/microsoft_learn_multi_chart_examples.xlsx	H	109.2109	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-006/xls/014_Contextures_chart_sample_991ecfc5.xls	H	59.5536	1	1	0.0000	0.0000	1	0	1	0
sheets/chartset-006/xlsx/005_Contextures_chart_sample_6e279b08.xlsx	H	55.3423	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-006/xlsx/005_Contextures_chart_sample_6e279b08.xlsx	V	28.7356	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-006/xlsx/005_Contextures_chart_sample_6e279b08.xlsx	H	22.3371	0	0	0.0000	0.0000	1	0	0	0
sheets/chartset-006/xlsx/006_Contextures_chart_sample_afa23b53.xlsx	H	61.1831	0	0	0.0000	0.0000	1	0	0	0
sheets/chartset-006/xlsx/044_Cash_flow_forecast_Use_this_template_b8fa1f35.xlsx	H	35.5238	0	0	0.0000	0.0000	1	0	0	0
sheets/chartset-006/xlsx/052_Manufacturing_output_chart_88570318.xlsx	H	22.3324	1	0	0.0000	0.7854	1	0	0	2
sheets/chartset-007/xlsm/003_Contextures_chart_sample_9bda2719.xlsm	V	14.1813	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-007/xlsm/003_Contextures_chart_sample_9bda2719.xlsm	H	25.0039	0	0	0.0000	0.0000	1	0	0	0
sheets/chartset-007/xlsx/037_Personal_money_tracker_a57957bb.xlsx	H	59.4314	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-007/xlsx/058_Social_media_engagement_data_cfa1cb18.xlsx	H	22.3835	1	0	0.0000	0.7854	1	0	0	2
sheets/chartset-008/xlsx/008_Contextures_chart_sample_7ea7a1d7.xlsx	V	28.2021	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-008/xlsx/008_Contextures_chart_sample_7ea7a1d7.xlsx	H	30.3530	0	0	0.0000	0.0000	1	0	0	0
sheets/chartset-008/xlsx/021_Control_Chart_Template_-_Create_Control_Charts_in_Excel_fd3b1a5d.xlsx	H	16.3716	1	1	0.0000	0.0000	1	0	0	0
sheets/chartset-008/xlsx/021_Control_Chart_Template_-_Create_Control_Charts_in_Excel_fd3b1a5d.xlsx	H	16.8549	1	1	0.0000	0.0000	1	0	0	0
sheets/chartset-008/xlsx/021_Control_Chart_Template_-_Create_Control_Charts_in_Excel_fd3b1a5d.xlsx	H	16.8350	1	1	0.0000	0.0000	1	0	0	0
sheets/chartset-008/xlsx/023_Waterfall_Chart_Template_for_Excel_349f7689.xlsx	H	33.9963	1	0	0.0000	0.7854	1	0	0	2
sheets/chartset-008/xlsx/046_Cost_analysis_with_Pareto_chart_7db5ef69.xlsx	H	38.1709	1	0	0.0000	0.7854	1	0	0	2
sheets/chartset-008/xlsx/055_Project_timeline_with_milestones_Use_this_template_546cecc0.xlsx	H	60.2472	0	0	0.0000	0.0000	1	0	0	0
sheets/chartset-009/xlsx/029_Annual_budget_Use_this_template_30324a97.xlsx	H	164.0814	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-009/xlsx/029_Annual_budget_Use_this_template_30324a97.xlsx	H	57.2787	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-009/xlsx/029_Annual_budget_Use_this_template_30324a97.xlsx	H	36.6564	1	0	0.0000	0.7854	1	0	0	2
sheets/chartset-009/xlsx/041_Business_budget_ef942467.xlsx	H	171.7023	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-009/xlsx/053_Personal_asset_inventory_5446d84b.xlsx	V	25.6083	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-009/xlsx/053_Personal_asset_inventory_5446d84b.xlsx	H	69.1495	0	0	0.0000	0.0000	1	0	0	0
sheets/chartset-009/xlsx/056_Quarterly_sale_report_baa6bb0d.xlsx	V	22.1644	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-009/xlsx/056_Quarterly_sale_report_baa6bb0d.xlsx	H	32.6377	0	0	0.0000	0.0000	1	0	0	0
sheets/chartset-010/xlsx/062_Run_chart_cb7476ea.xlsx	H	146.3300	0	0	0.0000	0.0000	1	0	0	0
sheets/chartset-011/xlsx/010_Contextures_chart_sample_e6ea06a3.xlsx	V	26.8201	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-011/xlsx/010_Contextures_chart_sample_e6ea06a3.xlsx	H	49.9865	0	0	0.0000	0.0000	1	0	0	0
sheets/chartset-011/xlsx/028_Budget_summary_report_4aeefd13.xlsx	V	51.6076	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-011/xlsx/028_Budget_summary_report_4aeefd13.xlsx	H	68.0235	0	0	0.0000	0.0000	1	0	0	0
sheets/chartset-011/xlsx/028_Budget_summary_report_4aeefd13.xlsx	H	67.9260	0	0	0.0000	0.0000	1	0	0	0
sheets/chartset-011/xlsx/028_Budget_summary_report_4aeefd13.xlsx	V	47.8047	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-011/xlsx/028_Budget_summary_report_4aeefd13.xlsx	H	52.8670	0	0	0.0000	0.0000	1	0	0	0
sheets/chartset-011/xlsx/030_Basic_balance_sheet_Use_this_template_10ed9144.xlsx	V	18.0951	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-011/xlsx/030_Basic_balance_sheet_Use_this_template_10ed9144.xlsx	H	60.4160	0	0	0.0000	0.0000	1	0	0	0
sheets/chartset-011/xlsx/030_Basic_balance_sheet_Use_this_template_10ed9144.xlsx	V	23.2431	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-011/xlsx/030_Basic_balance_sheet_Use_this_template_10ed9144.xlsx	H	84.5439	0	0	0.0000	0.0000	1	0	0	0
sheets/chartset-011/xlsx/042_Business_monthly_budget_4e4d092f.xlsx	H	229.7626	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-011/xlsx/057_Simple_balance_sheet_Use_this_template_e2d4cbb2.xlsx	H	32.0978	1	0	0.0000	0.7854	1	0	0	2
sheets/chartset-011/xlsx/060_Monthly_company_budget_47b2a99a.xlsx	H	327.1744	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-012/xlsx/012_Contextures_chart_sample_9900da76.xlsx	H	86.0286	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-012/xlsx/013_Contextures_chart_sample_21b98e22.xlsx	H	86.0286	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-012/xlsx/013_Contextures_chart_sample_21b98e22.xlsx	H	87.7134	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-012/xlsx/026_Monthly_cash_flow_statement_Use_this_template_8aaebea1.xlsx	V	50.7725	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-012/xlsx/026_Monthly_cash_flow_statement_Use_this_template_8aaebea1.xlsx	H	34.3969	0	0	0.0000	0.7854	1	0	0	1
sheets/chartset-012/xlsx/026_Monthly_cash_flow_statement_Use_this_template_8aaebea1.xlsx	V	27.6941	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-012/xlsx/026_Monthly_cash_flow_statement_Use_this_template_8aaebea1.xlsx	H	58.9764	0	0	0.0000	0.0000	1	0	0	0
sheets/chartset-012/xlsx/026_Monthly_cash_flow_statement_Use_this_template_8aaebea1.xlsx	V	17.3789	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-012/xlsx/026_Monthly_cash_flow_statement_Use_this_template_8aaebea1.xlsx	H	47.5376	0	0	0.0000	0.0000	1	0	0	0
sheets/chartset-012/xlsx/026_Monthly_cash_flow_statement_Use_this_template_8aaebea1.xlsx	V	62.5496	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-012/xlsx/026_Monthly_cash_flow_statement_Use_this_template_8aaebea1.xlsx	H	54.5496	0	0	0.0000	0.0000	1	0	0	0
sheets/chartset-012/xlsx/036_Simple_to-do_list_Use_this_template_ba44373b.xlsx	V	61.6694	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-012/xlsx/036_Simple_to-do_list_Use_this_template_ba44373b.xlsx	H	53.8009	0	0	0.0000	0.0000	1	0	0	0
sheets/chartset-012/xlsx/036_Simple_to-do_list_Use_this_template_ba44373b.xlsx	V	63.3022	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-012/xlsx/036_Simple_to-do_list_Use_this_template_ba44373b.xlsx	H	35.0631	0	0	0.0000	0.0000	1	0	0	0
sheets/chartset-013/xlsx/001_Contextures_chart_sample_b089bc34.xlsx	H	9.9260	0	0	0.0000	0.7854	2	0	0	2
sheets/chartset-013/xlsx/031_Business_expense_budget_f3a46278.xlsx	H	51.7168	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-013/xlsx/031_Business_expense_budget_f3a46278.xlsx	V	55.3243	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-013/xlsx/031_Business_expense_budget_f3a46278.xlsx	H	82.0035	0	0	0.0000	0.0000	1	0	0	0
sheets/chartset-013/xlsx/032_Business_expenses_budget_d377eaab.xlsx	V	43.0038	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-013/xlsx/032_Business_expenses_budget_d377eaab.xlsx	V	28.6273	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-013/xlsx/033_Event_planning_tracker_Use_this_template_f29a848e.xlsx	H	67.4949	1	0	0.0000	0.7854	1	0	0	2
sheets/chartset-013/xlsx/033_Event_planning_tracker_Use_this_template_f29a848e.xlsx	H	72.4587	1	0	0.0000	0.7854	1	0	0	2
sheets/chartset-013/xlsx/035_Project_plan_for_law_firms_aa2d4462.xlsx	V	51.2329	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-013/xlsx/035_Project_plan_for_law_firms_aa2d4462.xlsx	H	90.7128	0	0	0.0000	0.0000	1	0	0	0
sheets/chartset-013/xlsx/035_Project_plan_for_law_firms_aa2d4462.xlsx	H	31.7103	0	0	0.0000	0.0000	1	0	0	0
sheets/chartset-013/xlsx/043_Buy_a_car_vs._rideshare_ff07c7e6.xlsx	H	263.7079	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-013/xlsx/049_Expenses_calculator_c351f3d0.xlsx	H	146.0552	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-014/xlsx/027_Simple_personal_cash_flow_statement_675c6584.xlsx	V	50.7725	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-014/xlsx/027_Simple_personal_cash_flow_statement_675c6584.xlsx	H	87.0391	0	0	0.0000	0.0000	1	0	0	0
sheets/chartset-014/xlsx/027_Simple_personal_cash_flow_statement_675c6584.xlsx	V	27.6941	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-014/xlsx/027_Simple_personal_cash_flow_statement_675c6584.xlsx	H	59.6944	0	0	0.0000	0.0000	1	0	0	0
sheets/chartset-014/xlsx/027_Simple_personal_cash_flow_statement_675c6584.xlsx	V	17.3789	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-014/xlsx/027_Simple_personal_cash_flow_statement_675c6584.xlsx	H	46.0153	0	0	0.0000	0.0000	1	0	0	0
sheets/chartset-014/xlsx/027_Simple_personal_cash_flow_statement_675c6584.xlsx	V	62.5640	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-014/xlsx/027_Simple_personal_cash_flow_statement_675c6584.xlsx	H	26.8598	0	0	0.0000	0.7854	1	0	0	1
sheets/chartset-014/xlsx/027_Simple_personal_cash_flow_statement_675c6584.xlsx	H	27.1086	0	0	0.0000	0.7854	1	0	0	1
sheets/chartset-014/xlsx/038_Baby_growth_chart_bb9cd672.xlsx	H	57.1894	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-014/xlsx/039_Baby_growth_tracker_e295ae56.xlsx	H	57.3724	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-014/xlsx/045_Check_register_with_chart_4becb8a0.xlsx	V	32.8646	1	0	0.0000	0.0000	1	0	0	0
sheets/chartset-014/xlsx/064_Small_business_cash_flow_Use_this_template_0a640756.xlsx	H	65.1106	0	0	0.7854	0.7854	1	0	0	0
sheets/done-002/xls/2012-GA-Survey-Chapter-5-Tables-16Dec2013-V2.xls	H	87.6404	0	0	0.0000	0.0000	1	0	0	0
sheets/done-002/xls/2012-GA-Survey-Chapter-6-Tables-16Dec2013-V2.xls	H	87.8841	0	0	0.0000	0.0000	1	0	0	0
sheets/done-009/xls/EHEST-Pre-departure-checklist-Rev.-1-06-12-2016.xls	H	14.1837	1	1	0.0000	0.0000	1	0	0	0
sheets/done-009/xls/EHEST-Pre-departure-checklist-Rev.-1-06-12-2016.xls	H	12.6938	1	1	0.0000	0.0000	1	0	0	0
sheets/done-010/xls/TOGAF9-Tool-ConfReqts-CSQ.xls	H	56.0498	1	1	0.0000	0.0000	1	0	8	0
sheets/done-010/xlsx/Keywords_Mapping_Graphs_and_Charts.xlsx	H	21.8226	1	0	1.5708	1.5708	1	0	0	0
sheets/done-010/xlsx/Keywords_Mapping_Graphs_and_Charts.xlsx	H	29.0048	1	0	1.5708	1.5708	1	0	0	0
sheets/done-010/xlsx/Keywords_Mapping_Graphs_and_Charts.xlsx	H	31.0833	1	0	1.5708	1.5708	1	0	0	0
sheets/done-010/xlsx/Keywords_Mapping_Graphs_and_Charts.xlsx	H	37.2864	1	0	1.5708	1.5708	1	0	0	0
sheets/done-010/xlsx/Keywords_Mapping_Graphs_and_Charts.xlsx	H	18.1102	1	0	1.5708	1.5708	1	0	0	0
sheets/done-010/xlsx/Keywords_Mapping_Graphs_and_Charts.xlsx	H	13.7881	1	0	1.5708	1.5708	1	0	0	0
sheets/done-010/xlsx/Keywords_Mapping_Graphs_and_Charts.xlsx	H	32.4964	1	0	1.5708	1.5708	1	0	0	0
sheets/done-010/xlsx/Keywords_Mapping_Graphs_and_Charts.xlsx	H	26.0443	1	0	1.5708	1.5708	1	0	0	0
sheets/done-010/xlsx/Keywords_Mapping_Graphs_and_Charts.xlsx	H	19.5332	1	0	1.5708	1.5708	1	0	0	0
sheets/done-010/xlsx/Keywords_Mapping_Graphs_and_Charts.xlsx	H	79.6535	1	0	1.5708	1.5708	1	0	0	0
sheets/done-010/xlsx/Keywords_Mapping_Graphs_and_Charts.xlsx	H	16.7428	1	0	1.5708	1.5708	1	0	0	0
sheets/missing-001/xls/orbus_togaf_tool_csq.xls	H	60.1981	1	1	0.0000	0.0000	1	0	8	0
slides/ceiling-001/pptx/N2_E_Maestroni_Swarm_COP.pptx	V	7.3491	1	0	0.0000	0.0000	2	0	0	2
slides/ceiling-002/pptx/8_P-Pavese_AIRBUS-ATB-journee-CRATB.pptx	H	320.1272	1	0	0.0000	0.0000	1	0	0	0
slides/ceiling-002/pptx/8_P-Pavese_AIRBUS-ATB-journee-CRATB.pptx	H	8.7166	0	0	0.0000	0.7854	2	0	0	2
slides/ceiling-002/pptx/8_P-Pavese_AIRBUS-ATB-journee-CRATB.pptx	H	33.1618	1	0	0.0000	0.0000	1	0	0	1
slides/ceiling-002/pptx/8_P-Pavese_AIRBUS-ATB-journee-CRATB.pptx	H	27.4769	1	0	0.0000	0.0000	1	0	9	0
slides/ceiling-002/pptx/Demick_JetBlue.pptx	H	21.9394	1	0	0.0000	0.7854	1	0	0	2
slides/ceiling-002/pptx/Demick_JetBlue.pptx	H	19.2667	1	0	0.0000	0.7854	1	0	0	2
slides/ceiling-002/pptx/Demick_JetBlue.pptx	H	72.4483	1	0	0.0000	0.0000	1	0	0	0
slides/ceiling-002/pptx/Demick_JetBlue.pptx	H	19.1317	1	0	0.0000	0.7854	1	0	0	2
slides/ceiling-002/pptx/Demick_JetBlue.pptx	H	67.5925	1	0	0.0000	0.0000	1	0	0	0
slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	H	1.2569	0	0	0.0000	0.7854	20	0	0	20
slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	H	33.4339	1	0	0.0000	0.0000	1	0	0	0
slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	H	52.9867	1	0	0.0000	0.0000	1	0	0	0
slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	H	93.2598	1	0	0.0000	0.0000	1	0	0	0
slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	H	132.2369	1	0	0.0000	0.0000	1	0	0	0
slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	H	130.1239	1	0	0.0000	0.0000	1	0	0	0
slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	H	22.9114	1	0	0.0000	0.7854	2	0	0	3
slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	H	100.3030	1	0	0.0000	0.0000	1	0	0	0
