path	dir	spacing	linebreak	overlap	statedrot	rotation	rhythm	staggered	broke	attempt
slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	H	17.3291	1	0	0.0000	0.7854	2	0	0	3
slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	H	39.6751	1	0	0.0000	0.0000	1	0	0	0
slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	H	65.4046	1	0	0.0000	0.0000	1	0	0	0
slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	H	65.4104	1	0	0.0000	0.0000	1	0	0	0
slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	H	126.7476	1	0	0.0000	0.0000	1	0	0	0
slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	H	49.1520	1	0	0.0000	0.0000	1	0	0	0
slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	V	104.9791	1	0	0.0000	0.0000	1	0	0	0
slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	H	48.5894	1	0	0.0000	0.0000	1	0	0	0
slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	H	93.7047	1	0	0.0000	0.0000	1	0	0	0
slides/chartset-001/pptx/bar_chart.pptx	H	142.6115	1	0	0.0000	0.0000	1	0	0	0
slides/chartset-001/pptx/combo_bar_line_chart.pptx	H	113.2934	1	0	0.0000	0.0000	1	0	0	0
slides/chartset-001/pptx/line_chart.pptx	H	135.0737	1	0	0.0000	0.0000	1	0	0	0
slides/chartset-001/pptx/stacked_area_chart.pptx	H	98.1264	1	0	0.0000	0.0000	1	0	0	0
slides/chartset-001/pptx/stacked_bar_chart.pptx	H	84.2981	1	0	0.0000	0.0000	1	0	0	0
slides/chartset-002/pptx/001_advanced_powerpoint_bar.pptx	V	40.0435	1	0	0.0000	0.0000	1	0	0	0
slides/chartset-002/pptx/001_advanced_powerpoint_bar.pptx	H	61.4427	0	0	0.0000	0.0000	1	0	0	0
slides/chartset-002/pptx/006_advanced_powerpoint_area.pptx	H	62.1194	1	0	0.0000	0.0000	1	0	0	0
slides/chartset-002/pptx/014_advanced_powerpoint_area.pptx	H	62.1194	1	0	0.0000	0.0000	1	0	0	0
slides/chartset-002/pptx/017_advanced_powerpoint_bar.pptx	V	40.0435	1	0	0.0000	0.0000	1	0	0	0
slides/chartset-002/pptx/017_advanced_powerpoint_bar.pptx	H	61.4427	0	0	0.0000	0.0000	1	0	0	0
slides/chartset-002/pptx/030_advanced_powerpoint_area.pptx	H	62.1194	1	0	0.0000	0.0000	1	0	0	0
slides/chartset-002/pptx/033_advanced_powerpoint_bar.pptx	V	40.0435	1	0	0.0000	0.0000	1	0	0	0
slides/chartset-002/pptx/033_advanced_powerpoint_bar.pptx	H	61.4427	0	0	0.0000	0.0000	1	0	0	0
slides/chartset-003/pptx/002_advanced_powerpoint_column.pptx	H	62.1194	1	0	0.0000	0.0000	1	0	0	0
slides/chartset-003/pptx/003_advanced_powerpoint_line.pptx	H	60.0348	1	0	0.0000	0.0000	1	0	0	0
slides/chartset-003/pptx/009_advanced_powerpoint_bar.pptx	V	40.0435	1	0	0.0000	0.0000	1	0	0	0
slides/chartset-003/pptx/009_advanced_powerpoint_bar.pptx	H	61.4427	0	0	0.0000	0.0000	1	0	0	0
slides/chartset-003/pptx/010_advanced_powerpoint_column.pptx	H	62.1194	1	0	0.0000	0.0000	1	0	0	0
slides/chartset-003/pptx/011_advanced_powerpoint_line.pptx	H	60.0348	1	0	0.0000	0.0000	1	0	0	0
slides/chartset-003/pptx/019_advanced_powerpoint_line.pptx	H	60.0348	1	0	0.0000	0.0000	1	0	0	0
slides/chartset-003/pptx/027_advanced_powerpoint_line.pptx	H	60.0348	1	0	0.0000	0.0000	1	0	0	0
slides/chartset-004/pptx/018_advanced_powerpoint_column.pptx	H	62.1194	1	0	0.0000	0.0000	1	0	0	0
slides/chartset-004/pptx/022_advanced_powerpoint_area.pptx	H	62.1194	1	0	0.0000	0.0000	1	0	0	0
slides/chartset-004/pptx/025_advanced_powerpoint_bar.pptx	V	40.0435	1	0	0.0000	0.0000	1	0	0	0
slides/chartset-004/pptx/025_advanced_powerpoint_bar.pptx	H	61.4427	0	0	0.0000	0.0000	1	0	0	0
slides/chartset-004/pptx/026_advanced_powerpoint_column.pptx	H	62.1194	1	0	0.0000	0.0000	1	0	0	0
slides/chartset-008/pptx/038_Competitive_Advantage_Card_for_PowerPoint_and_Google_Slides_373720f6.pptx	H	54.2016	1	0	0.0000	0.7854	1	0	0	2
slides/done-010/pptx/Sector_Skills_Insights_Advanced_Manufacturing_summary_slide_pack.pptx	V	48.0397	1	0	0.0000	0.0000	1	0	0	0
slides/done-011/pptx/171128IPAP.pptx	H	76.0138	1	0	0.0000	0.0000	1	0	0	0
slides/done-011/pptx/171128IPAP.pptx	H	13.8080	1	0	0.0000	0.0000	1	0	0	1
slides/done-011/pptx/171128IPAP.pptx	H	13.9991	1	0	0.0000	0.7854	1	0	0	2
slides/done-011/pptx/171128IPAP.pptx	H	91.7483	0	0	0.0000	0.0000	1	0	0	0
slides/done-011/pptx/171128IPAP.pptx	H	88.4010	0	0	0.0000	0.0000	1	0	0	0
slides/done-011/pptx/171128IPAP.pptx	H	49.5739	0	0	0.0000	0.0000	1	0	0	0
slides/done-011/pptx/171128IPAP.pptx	H	40.9568	1	0	0.0000	0.0000	1	0	0	0
slides/done-011/pptx/171128IPAP.pptx	H	26.5708	0	0	0.0000	0.0000	1	0	0	0
slides/done-011/pptx/1_Country-Updates_DRC_English.pptx	H	91.6559	1	0	0.0000	0.0000	1	0	0	0
slides/done-011/pptx/1_Country-Updates_DRC_English.pptx	H	82.7672	1	0	0.0000	0.0000	1	0	0	0
slides/done-011/pptx/1_Country-Updates_DRC_English.pptx	H	102.7906	1	0	0.0000	0.0000	1	0	0	0
slides/done-011/pptx/3492.pptx	H	79.1635	1	0	0.0000	0.0000	1	0	0	0
slides/done-011/pptx/3492.pptx	H	0.0000	1	0	0.0000	0.0000	1	0	0	0
slides/done-012/pptx/Intersil_Italy_CAN_Bus_Transceiver_Presentation_Final.pptx	H	16.3818	1	0	0.0000	0.7854	2	0	0	3
words/chartset-001/docx/clustered-column-result.docx	H	64.8463	1	0	0.0000	0.0000	1	0	0	0
words/chartset-001/docx/clustered-column-template.docx	H	0.0000	1	0	0.0000	0.0000	1	0	0	0
