path	sha256	pages	glyphs	rc
sheets/chartset-004/xlsx/010_advanced_excel_line.xlsx	1d87e9bdc85754850d65db25fa51a2cfcdf41695b9aae77f77aaa3ddcec95fef	3	461	0
sheets/chartset-004/xlsx/019_advanced_excel_pie.xlsx	dd15b58b274984adf13550ee396951c4a37fa63417794edcf5f5228dad345832	3	476	0
sheets/chartset-004/xlsx/023_advanced_excel_bubble.xlsx	bc92b0cb8811678af9009ab4ce343961526c13b844466e3674ec2dda9451a340	3	425	0
sheets/chartset-004/xlsx/DynamicBubbleChart.xlsx	9fa3ee3ba076a551521fd95f7c7905d734e83e73e102b23cffddea46a72a9072	5	1723	0
sheets/chartset-004/xlsx/microsoft_learn_multi_chart_examples.xlsx	b5894b45fafae06cb79018bed8726b1d8dd5194c7659b9a49f88769b2b78d896	5	839	0
sheets/chartset-005/xlsx/004_Contextures_chart_sample_de7c0671.xlsx	4773491d80e4491dd461c3e39ef48491db3a2ac130fb8855384b1e6fbafd9256	4	879	0
sheets/chartset-005/xlsx/022_Pareto_Chart_Template_-_Pareto_Analysis_in_Excel_with_Pareto_Diagram_82b5a874.xlsx	00d5dc315a1153ef1bd4d81f204056fc7d4adf83e374f03526e52b21fceaa793	2	941	0
sheets/chartset-006/xls/014_Contextures_chart_sample_991ecfc5.xls	56d396af7c53c50ec1e11783bf108dd19ae941e2f020d15767673158da0a3097	3	564	0
sheets/chartset-006/xlsx/005_Contextures_chart_sample_6e279b08.xlsx	3483e3d6cbf91dccaccb36adf939486421c6334bb9e4d2919058dc933c92b749	8	1456	0
sheets/chartset-006/xlsx/006_Contextures_chart_sample_afa23b53.xlsx	0039bfb83be6bb23076a8315e9a37c085ba2731e3fb62da5cce7d565b2d007f6	5	822	0
sheets/chartset-006/xlsx/044_Cash_flow_forecast_Use_this_template_b8fa1f35.xlsx	490eb2673132e6933d3fff9fc0477df72c25b92318947d6f80c23aa233a3e9de	5	2332	0
sheets/chartset-006/xlsx/052_Manufacturing_output_chart_88570318.xlsx	3782bde9ef20a1bfbcea2d00e36fea3dcb734306866e248d6f74bc4fe2f5646c	1	477	0
sheets/chartset-006/xlsx/061_Regional_sales_chart_cb9eb690.xlsx	1ae8444a8240cbeb996b2baadf58d44d7faabbc86742fb155f98f43a781308f6	1	423	0
sheets/chartset-007/xlsm/003_Contextures_chart_sample_9bda2719.xlsm	64c61b3379fa4af7faf0f6acc3eff4c594bfec122d3ee16873a60a74de8b7f39	6	1426	0
sheets/chartset-007/xlsx/037_Personal_money_tracker_a57957bb.xlsx	68e57fde5f5e698e342b94318b2ffd616d7770ba5b6375e8d7fd922ab235bd9b	5	2476	0
sheets/chartset-007/xlsx/040_Blood_pressure_tracker_872b6833.xlsx	ba20bb440bf886c167fc6a3b9d8ddbe692f752425dcb8157d428ca91a3f4a2c2	1	727	0
sheets/chartset-007/xlsx/050_Financial_vision_d44241e1.xlsx	79c76e74d30b85598dcb06c1aa9b7cbee30f6368f19de5a9e8629703d5b7770f	1	400	0
sheets/chartset-007/xlsx/054_Problem_analysis_with_Pareto_chart_11058329.xlsx	d96c0c12840add21ef08d9580b4e871edf20bc31f2a4a05b90f56ed2806a81c4	1	299	0
sheets/chartset-007/xlsx/058_Social_media_engagement_data_cfa1cb18.xlsx	6ca04caee46ffa97d830b195800e2ca34612f3f8292b5e6c34419c0127569f50	1	476	0
sheets/chartset-007/xlsx/063_Sales_pipeline_aec57013.xlsx	8c9657b29856cb7060202017b69e713fb80886a709a3ec1076f374c12dd42cf7	1	179	0
sheets/chartset-008/xlsx/008_Contextures_chart_sample_7ea7a1d7.xlsx	388445c802482a1fbdf48ccc3fa4036539c6d68a7f1d0fe9562688258b11584c	5	807	0
sheets/chartset-008/xlsx/021_Control_Chart_Template_-_Create_Control_Charts_in_Excel_fd3b1a5d.xlsx	dfb18ed28bc764f11a32472641873df4609cd6827071af71497be9816c7c5c18	5	3695	0
sheets/chartset-008/xlsx/023_Waterfall_Chart_Template_for_Excel_349f7689.xlsx	cacae7c966826f43b2c4cbd03c6d1540098c20aa3bd0eac4dd96bc82a1815d0d	5	3661	0
sheets/chartset-008/xlsx/034_Personal_net_worth_calculator_f7b8fb57.xlsx	c5a6e10fffe7f297dbcf32f532391f80eac6a6afbd57bf397dead4e70214acde	7	1069	0
sheets/chartset-008/xlsx/046_Cost_analysis_with_Pareto_chart_7db5ef69.xlsx	f08bafb9e41d90a7b4461bed0d2d69d32495dd7d66e6172e173e0a5371ee6457	1	629	0
sheets/chartset-008/xlsx/051_Manufacturer_defect_analysis_53db27ea.xlsx	c883e11ce0f6ec8ecbdfcd40fecdfd6682be7f642022031fff1bd85528894089	1	320	0
sheets/chartset-008/xlsx/055_Project_timeline_with_milestones_Use_this_template_546cecc0.xlsx	41aef0e0fcc1d2c2535e1b5a9eb68ced5a58a4a76ce1d76bf60c92936b3340b1	2	934	0
sheets/chartset-009/xlsx/018_Weight_Loss_Chart_-_Free_Printable_Weight_Loss_Charts_and_Weight_Log_3337bd0a.xlsx	6a9479e1543581f475b4e3de219ef87e1b57713c973fce0a90ff1a715b5a776c	10	4812	0
sheets/chartset-009/xlsx/029_Annual_budget_Use_this_template_30324a97.xlsx	152430ab21b1f517617bef1a57ba164d6fad326aa839cefe527f512f706f29cf	2	943	0
sheets/chartset-009/xlsx/041_Business_budget_ef942467.xlsx	d01627cf4d40600b456d21ec15d3364228aefeeaba82449af21aee3e3afd41dc	4	1359	0
sheets/chartset-009/xlsx/053_Personal_asset_inventory_5446d84b.xlsx	bf913f658151db2782949ebc3ad5cee6dec02afc08264e8e7db5735e34bf3156	4	257	0
sheets/chartset-009/xlsx/056_Quarterly_sale_report_baa6bb0d.xlsx	641347c85016cc8ae4043666983874bffdbb04b429f0eaf9a5065b2e9ec6d1d4	4	629	0
sheets/chartset-010/xlsx/047_Date_tracker_Gantt_chart_bf34f3a8.xlsx	a3f00c5c3ed040fb0d60ee965697984de1bc574364206e768e4b446adc97a464	5	3058	0
sheets/chartset-010/xlsx/062_Run_chart_cb7476ea.xlsx	8512d9b2695828f73d1cf1879643528fad55543f2ca24ac3111bca4deb3ba1f4	2	643	0
sheets/chartset-010/xlsx/065_Weight_loss_tracker_ff1c89af.xlsx	facfcf371f393c056ce876f26ed016948f4ef65c3d65a21ba253a6dc01050a30	2	340	0
sheets/chartset-011/xlsx/010_Contextures_chart_sample_e6ea06a3.xlsx	62baf598cce32abfb5ade0a4116c65e969e8d4dc606f77a22a6bd1a77c8036fc	6	1044	0
sheets/chartset-011/xlsx/028_Budget_summary_report_4aeefd13.xlsx	1e6d3c30c106b0ad980a0d4450cc9d23a887d1924e32a634b03a1c1d67fc3aba	4	3038	0
sheets/chartset-011/xlsx/030_Basic_balance_sheet_Use_this_template_10ed9144.xlsx	6121215c08acb35b1b8b8d612dcc859a243c62215ff0cf9553e04ab0902546e0	8	1727	0
sheets/chartset-011/xlsx/042_Business_monthly_budget_4e4d092f.xlsx	c47fd53265cfc07b01d2dc89dd36e8617e859db905df530372577344aab7f35f	4	1567	0
sheets/chartset-011/xlsx/057_Simple_balance_sheet_Use_this_template_e2d4cbb2.xlsx	6615b021ca2352627bf97fded02a8e60745dc4375ddb7c628de0f52fb7ac423b	3	2185	0
sheets/chartset-011/xlsx/060_Monthly_company_budget_47b2a99a.xlsx	8a734729bb0b72001ecee810de07ca923ea4fd86e2dabd3333c16c4cc7394341	4	1659	0
sheets/chartset-012/xlsx/002_Contextures_chart_sample_f605e7bc.xlsx	8f9f2d13709b4a4c3b3f5b04c0196a06f44efcb1c67f74a9447a84166fbeb899	8	1953	0
sheets/chartset-012/xlsx/012_Contextures_chart_sample_9900da76.xlsx	541c16cf931a68892be653a079fd8c7a459c70c1e6d91ca707cda9060f4ff590	6	648	0
sheets/chartset-012/xlsx/013_Contextures_chart_sample_21b98e22.xlsx	f0cea83929404184d52e0cb4a646386ab23a55dff10a425d75b182373595b9a3	7	830	0
sheets/chartset-012/xlsx/026_Monthly_cash_flow_statement_Use_this_template_8aaebea1.xlsx	35c841728d7077440915908d96f381180ed337f71356621437da70509df61f0a	11	7879	0
sheets/chartset-012/xlsx/036_Simple_to-do_list_Use_this_template_ba44373b.xlsx	6e59b41a01a37b1f4fdbdd072d1852a68585e6aa6453f0c7e7a87f2143a067b8	4	354	0
sheets/chartset-013/xlsx/001_Contextures_chart_sample_b089bc34.xlsx	9f9649764d7786cd07ff306d15d3ea419499ecf4b48d4ed62ad162951e328bf7	15	3874	0
sheets/chartset-013/xlsx/019_Free_Blood_Sugar_Chart_for_Excel_-_Track_Your_Blood_Sugar_Level_36f4a782.xlsx	aa304016b50c455922087069ba3ef08b16881fc8b10596d270503ca708aedb59	9	3664	0
sheets/chartset-013/xlsx/031_Business_expense_budget_f3a46278.xlsx	61bc4360f386d9db8a5c53224632f0c0ef6fd6da4deb416b536c12ff5efed594	8	7699	0
sheets/chartset-013/xlsx/032_Business_expenses_budget_d377eaab.xlsx	a981c5775d3c45641310944c3c0dbd4c8b3af555af77d73a9a556009ae35edd0	4	4873	0
sheets/chartset-013/xlsx/033_Event_planning_tracker_Use_this_template_f29a848e.xlsx	39256e40131a738bdef6672f28c718ca3ceff70944dea5abffd1185b2a70db93	3	2720	0
sheets/chartset-013/xlsx/035_Project_plan_for_law_firms_aa2d4462.xlsx	31c7abba57940c88509f79f9b4f08f087eafbd02691a6b39d183dfb5de458462	4	3923	0
sheets/chartset-013/xlsx/043_Buy_a_car_vs._rideshare_ff07c7e6.xlsx	4544d1bf7d4d70ffe6fcea915f060ab9959853851371e158ba1970d27d488116	7	1440	0
sheets/chartset-013/xlsx/049_Expenses_calculator_c351f3d0.xlsx	26f4a72eafc37872c4055391b8aee3712c2ccc2b59e25b28f6f8a55789d47c4d	4	1558	0
sheets/chartset-013/xlsx/059_Milestone_and_task_project_timeline_Use_this_template_24f1e8f1.xlsx	5395356d7061bf8d849501e1f76a7063db449515b111c166c667528ec2849c91	3	1935	0
sheets/chartset-014/xlsx/027_Simple_personal_cash_flow_statement_675c6584.xlsx	bfe6a718e34dd8be7d0bdc71d2da89ffda3fa561ef5714b2efa5ab9e340bff02	10	7949	0
sheets/chartset-014/xlsx/038_Baby_growth_chart_bb9cd672.xlsx	c7cdabce1827d45ede6545e64bcc1c7df5cdf7d32a085c524311c8de4b0c7d3d	2	554	0
sheets/chartset-014/xlsx/039_Baby_growth_tracker_e295ae56.xlsx	273b16911d0155fdd3b06ccb9938a07cb71324a8427196b8206137a02f7ff1e5	2	583	0
sheets/chartset-014/xlsx/045_Check_register_with_chart_4becb8a0.xlsx	8417e5dfbc65bbf5e9a69321006c6ec202655fb12bbb4204982e087c37220cb4	1	736	0
sheets/chartset-014/xlsx/048_Expense_trends_budget_18d1e8ba.xlsx	ddd6d20ff56221e08e568c2fed2a6463edcdd644cc554e5355223ae4e35407ae	14	3985	0
sheets/chartset-014/xlsx/064_Small_business_cash_flow_Use_this_template_0a640756.xlsx	36cdf7408b03f2df009334a30d4c162c9bb28b2812bc9af39a314056ffa128e2	7	1801	0
sheets/done-002/xls/2012-GA-Survey-Chapter-5-Tables-16Dec2013-V2.xls	1191eadee4d83884244f2bc0a6d43435cb968805dd8897625e639cbca01cee15	3	2447	0
sheets/done-002/xls/2012-GA-Survey-Chapter-6-Tables-16Dec2013-V2.xls	beea038bf2dc23129b85a6475b3ee3666c76214d809e9fd7a2041668aa95c658	5	2986	0
sheets/done-009/xls/EHEST-Pre-departure-checklist-Rev.-1-06-12-2016.xls	c9dfeac292420ef316c0d24f5a049bf3a35f67ff225cb692d2c347c1fce6dd6a	24	40006	0
sheets/done-010/xls/TOGAF9-Tool-ConfReqts-CSQ.xls	8c6ec1eb9696f3336ab80b787f8e3bfc7e5090ca1a98113705db4d3bb7f7dfd8	28	156461	0
sheets/done-010/xlsx/Keywords_Mapping_Graphs_and_Charts.xlsx	e9b68d593a470ae91e256491e72023634cd55906ed8c0288e432a7ed36db99d2	46	27295	0
sheets/missing-001/xls/orbus_togaf_tool_csq.xls	bac40eff29095ec71fe7523aecdaf9bd3911961d18a43bc881745ce6addf0dc9	75	299338	0
slides/ceiling-001/pptx/N2_E_Maestroni_Swarm_COP.pptx	f55c4066b3bd390940a6b71106708b12fb20e9a3b779b36e8d5eebfd3e5da0a3	30	28695	0
slides/ceiling-001/pptx/Sylva%20introduction%20session.pptx	bad293e1133adf4c7eb06757ddf424eed31944efa6f02fff0fa67d472b66947d	15	5700	0
slides/ceiling-002/pptx/8_P-Pavese_AIRBUS-ATB-journee-CRATB.pptx	fd964b14fdf1793efcfa3eaa5dce9f44fbf9c8b136a258f2cfd4c1b3c7863af6	26	10424	0
slides/ceiling-002/pptx/Demick_JetBlue.pptx	4c3e359d23fb52d2d7c5887d08bcd611970795891a04ab926d4844d46a98a281	10	3519	0
slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	5ce12b03206e1e74a767faa1e4c83c0afdad5e5336f36ecbb62cc8f67dd23e18	23	10979	0
slides/chartset-001/pptx/008_advanced_powerpoint_bubble.pptx	b4d1d579931000ebae9b9a1e1a46269cb56e11e1c0540261d03c851c414a3951	1	284	0
slides/chartset-001/pptx/015_advanced_powerpoint_scatter.pptx	9fb211d944c3a69b16fe125f440056caef3fe6f7497a6f9a6a702115c68c52c9	1	283	0
slides/chartset-001/pptx/016_advanced_powerpoint_bubble.pptx	053defab45833422a088cd299a6c70ee80a72f23ca800a03e9d4ca28bb9ce984	1	287	0
slides/chartset-001/pptx/031_advanced_powerpoint_scatter.pptx	eb017024455bca83d10b559126745a21bab79c97fe7cc99636ff51792779415c	1	278	0
slides/chartset-001/pptx/bar_chart.pptx	5302370e86994e24d3b999e25b6ad6860ec6bc08a42a5b63caed5556e4f8f651	1	131	0
slides/chartset-001/pptx/combo_bar_line_chart.pptx	250236b182b6bd1757c0096976efe1ad0bc5329bfc71784d9495e702488d2954	1	219	0
slides/chartset-001/pptx/line_chart.pptx	dad2a3de9d4b05e01ccf5e0c000c2d8766f0267189b4b4b1527377f566a16259	1	113	0
slides/chartset-001/pptx/scatter_chart.pptx	d55dc1caebe2ea20d51884912d23954e3639cd03ddf793bc86eae2a78a0199a2	1	105	0
slides/chartset-001/pptx/stacked_area_chart.pptx	0301e844ca323fade4c37dc1c10b911720ce8671cf52f140c5f97091404f0cdd	1	174	0
slides/chartset-001/pptx/stacked_bar_chart.pptx	530d702ea034a805dbda5a0ad152c9a8d4411f15b7c205a1974ca93b39d136f1	1	173	0
slides/chartset-002/pptx/001_advanced_powerpoint_bar.pptx	a7ef3de3863310de32174f38ff06235854f1376e3ed2aa6f563d2551cb315350	1	334	0
slides/chartset-002/pptx/006_advanced_powerpoint_area.pptx	978072a51302574a559ef225c59cbefc4486d3dd25a20c4dd757a500beaf9383	1	328	0
slides/chartset-002/pptx/007_advanced_powerpoint_scatter.pptx	716fd2e99d2bf80a689f667e74ef44b2400406bb35f24cb5b8ae9118f75b4498	1	282	0
slides/chartset-002/pptx/014_advanced_powerpoint_area.pptx	99cd7b74e414db103c47316e5511c33613814d95541faf4ec217bb113921aab7	1	330	0
slides/chartset-002/pptx/017_advanced_powerpoint_bar.pptx	b246d2593ef834620226e658809810ff17066a0ed8064120fac24baff9f87e9f	1	339	0
slides/chartset-002/pptx/023_advanced_powerpoint_scatter.pptx	539dc00a801fa03c6184c36b9cdca2d18710f2c9059d882a23e97021c6bf8c7c	1	283	0
slides/chartset-002/pptx/024_advanced_powerpoint_bubble.pptx	6225355bc636864b8c1088bc354ef19526d742030ce6f36c7658165c442952f3	1	286	0
slides/chartset-002/pptx/030_advanced_powerpoint_area.pptx	a838476eb8958df152b9723c2ea1704fabdbe91be6f36d1cc83916bf520ee67d	1	327	0
slides/chartset-002/pptx/032_advanced_powerpoint_bubble.pptx	d85105b821d610ff1eb9aba992d512fca5b94e1b1eca1b78a59a588447a2ecea	1	284	0
slides/chartset-002/pptx/033_advanced_powerpoint_bar.pptx	5a4630943f562eff3d444cdbaf0dc3eee132f042148c022077c2c775c938e601	1	328	0
slides/chartset-003/pptx/002_advanced_powerpoint_column.pptx	3bd4c6eadff771d16e1c2d35359369f1825542e8b92abfabbd47c23a3f20f1da	1	335	0
slides/chartset-003/pptx/003_advanced_powerpoint_line.pptx	b689340730f0a45549527b21c58af098febee000eea012754824dbd11b053077	1	332	0
slides/chartset-003/pptx/005_advanced_powerpoint_doughnut.pptx	1e11c06b3a940b2b8fe9abd2ca112160231b0fecf1a827e60f4627a09e838e06	1	301	0
slides/chartset-003/pptx/009_advanced_powerpoint_bar.pptx	baf72dcb04ca639d1748e2afb6921b9f8d6f834cc8dbf936db622393542e43d4	1	339	0
slides/chartset-003/pptx/010_advanced_powerpoint_column.pptx	dd8108fa80bd5252d0efcb897dd3f06604a519a1e38fd70f753506d91466ffcd	1	332	0
slides/chartset-003/pptx/011_advanced_powerpoint_line.pptx	61ffe0ae405019837c0b25c8c7acee60ebab2db9d04c3fb5be8c774970cd1fce	1	328	0
slides/chartset-003/pptx/012_advanced_powerpoint_pie.pptx	0cf3906372bf4060c9cece0b464f9aba39458d334c389370184fcd22b6188e45	1	308	0
slides/chartset-003/pptx/019_advanced_powerpoint_line.pptx	01276924db7186b7751db0c6dcbf1b21ca64ee479f3436e8aa5be74da34ab56e	1	331	0
slides/chartset-003/pptx/027_advanced_powerpoint_line.pptx	34711c8a08260e1a989e12ff8ca896138a263aa6defcc5a9e9738b985846334e	1	326	0
slides/chartset-003/pptx/028_advanced_powerpoint_pie.pptx	5b112e8bc2bd880b0b3773d00e39aeabbf55a784cf050c7fd3bd233f7140b137	1	300	0
slides/chartset-004/pptx/004_advanced_powerpoint_pie.pptx	77c892f48d92f1094ad6b95c84284e5430508218068c20e4a1e4939e924a931e	1	300	0
slides/chartset-004/pptx/013_advanced_powerpoint_doughnut.pptx	80d9fa6940dafeaf4d1f782bcf0f430348b2290c039c938a6e04d8113a3891c1	1	297	0
slides/chartset-004/pptx/018_advanced_powerpoint_column.pptx	6793f72b624456da5c690fe583af3cc45f78fe9abdbc53abe885ec8b97bcbe61	1	329	0
slides/chartset-004/pptx/020_advanced_powerpoint_pie.pptx	d0df80281268591847f94fd19ebc5c0e4a77de3af6e8a6ced1fdd8dd16bc51c8	1	300	0
slides/chartset-004/pptx/021_advanced_powerpoint_doughnut.pptx	a09bfc393b0ea72d9996f7089971d1801d5f34f941bb5a3969dca8d0e2e3a05e	1	304	0
slides/chartset-004/pptx/022_advanced_powerpoint_area.pptx	b985b95edefba96aa3bec156a58c10c35bd4899d5ca442af179835dbac84f040	1	329	0
slides/chartset-004/pptx/025_advanced_powerpoint_bar.pptx	1680a38005cb05012322bddd39621280b48752787380f74f2313b6ab44b21c87	1	323	0
slides/chartset-004/pptx/026_advanced_powerpoint_column.pptx	7832b2dfdd5d27d7b0f9c0d43a234f9126410bbd52ddf9567ef02aee28b74b3b	1	332	0
slides/chartset-004/pptx/029_advanced_powerpoint_doughnut.pptx	dea6dce53390ce476b55cf460bddd561051c56db57fd72c8dd78cebf5face6a5	1	300	0
slides/chartset-005/pptx/076_Hexadonut_Charts_for_PowerPoint_and_Google_Slides_2b879835.pptx	eb33d81ec0b40cd4ca4bf8e1300bea552ab209aad903d97dec2ee16a7072318c	3	1101	0
slides/chartset-006/pptx/031_Alarm_Clock_Pie-Chart_for_PowerPoint_and_Google_Slides_0b185a05.pptx	c22f6c00063175c51914cf97342089f72fb5a858848d581caf03124bd65635df	3	1865	0
slides/chartset-006/pptx/044_Dual_Mind_Spark_Chart_for_PowerPoint_a83f890a.pptx	aa5fcdb192f4d2117a299a6b521ba777e270be4fb95a5eb9a2c78b80be403919	4	2628	0
slides/chartset-007/pptx/035_Chemistry_Column_PowerPoint_Chart_45bf8a76.pptx	6f1e0ee6cad97c674827c51a1708a5965b221bcb691d49cb9ac9b0cc4c00b9b6	3	1462	0
slides/chartset-007/pptx/047_Female_Radar_Brain_for_PowerPoint_and_Google_Slides_c2a541f6.pptx	b684cc15e92da5b5917c4f6e9f45f19de1c7aa2017dec413a574a23a8ee76e00	4	2720	0
slides/chartset-007/pptx/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.pptx	ed9986ccf5716b6565c67c31f743560a8aee91415a6a82dba2fe97fca13874ab	3	1009	0
slides/chartset-008/pptx/038_Competitive_Advantage_Card_for_PowerPoint_and_Google_Slides_373720f6.pptx	fafa84b787cdd65f48e753f12b65348b8d1841ff5d8be1f7dabfee4d4b4447c8	3	1585	0
slides/chartset-008/pptx/072_Gear_Pie_Chart_for_PowerPoint_and_Google_Slides_d464d3a0.pptx	8266242890b7abcaa197773de9767821a5f61a65564561678e67bab8d26ae9c5	3	407	0
slides/chartset-008/pptx/100_Lime_and_Lemon_Data-Driven_Chart_for_PowerPoint_d7bb4a44.pptx	fbffff30c574e500b75f74262d3482002f10d3258422aa38950408ce1da9ca46	5	2032	0
slides/chartset-009/pptx/033_Battery_Percentage_Chart_c99c24b5.pptx	92c5e260cff41eb9c6745f067e972db262c7948b7d7162a46c4232b0ecfdb7fd	3	1117	0
slides/chartset-009/pptx/052_Flame_Percentage_Chart_d27d49c4.pptx	b1958127891bf5c97170b14eb4a7fe3fbe3420bb5743b191eca73d073628c7ba	3	1421	0
slides/chartset-010/pptx/093_Insightful_Zoom_Chart_22b5464e.pptx	bdc574ef3b049bdcd91d1b2277f93ccb179646d90bb2d576aaccfbb9cad02007	3	1831	0
slides/chartset-012/pptx/061_Four-Stage_Serpentine_Chart_05699efe.pptx	b68418e13ab9add677f54330cc6bb48f9596b3018e011f6b6859bce2e01f0b83	3	397	0
slides/done-007/pptx/bitesize-writing-a-report.pptx	54a82b6edef7d682a2aa0727ec62ebe1bf416d44e8e2d346bb32e96b5887527a	15	3791	0
slides/done-007/pptx/flying-by-numbers-presentation.pptx	855a296ac8f8a1e06740eda527575cafb3bfaf8ae292e38688690b152cd41bd8	10	2379	0
slides/done-010/pptx/Sector_Skills_Insights_Advanced_Manufacturing_summary_slide_pack.pptx	4b1274ab03828c0a2f4657729b4bd8d0232f6ac49596fc5163554ebe08bbad91	24	23961	0
slides/done-011/pptx/171128IPAP.pptx	50f80f8da3957ac6ee842c6db5c06d301240ed2709a4bf77ea3ec8a6e2057b6f	40	25455	0
slides/done-011/pptx/1_Country-Updates_DRC_English.pptx	4fd06c16c68065775d22289345410c15377cd8d3261e4c194f3a52c37ebfdf5c	16	4281	0
slides/done-011/pptx/3492.pptx	a6d4138ee81308b39a7eda8f562946e541db338ddef7094573f72d43538211f7	22	6835	0
