path	banked	now	pages_ref	glyphs_ref	pages_ours	glyphs_ours	unemb
slides/done-009/pptx/airbus-powerpoint-presentation-2019-20-without-video_diy_2019-20.pptx	match	match	38	4394	38	4394	0
slides/done-009/pptx/30-04-2021 merged NDoH and NICD_Presentation HBV BD meeting 05May2021_1.pptx	match	match	18	7644	18	7644	0
slides/done-009/pptx/FIT26-Presentation-PR-Briefing-Debrief-Airbus.pptx	match	match	9	7273	9	7273	0
slides/done-009/pptx/HENTZEN_COMPOSITE_MATERIALS_IN_THE_AEROSPACE_INDUSTRY.pptx	match	match	12	1868	12	1868	0
slides/done-009/pptx/[Christophe]NLP_reseau_inge_stat.pptx	match	match	17	4532	17	4532	0
slides/done-009/pptx/COMSTAC_11_5_2021am_2.pptx	match	match	39	16225	39	16225	0
slides/done-009/ppt/iep-amount-frequency-for-webinar.ppt	match	match	39	9154	39	9154	0
slides/done-010/pptx/Tax factsheet 2022 (1).pptx	match	match	27	13637	27	13494	0
slides/done-010/pptx/section_1_our_rights_presentation.pptx	match	match	30	22194	30	22132	0
slides/done-010/pptx/Copy of Full deck with references Promotion of Outside Interests at Work final(1).pptx	match	match	33	17378	33	17384	0
slides/done-010/pptx/John_Broggio__RSS_Campion_event_John_Broggio.pptx	match	match	25	6867	25	6867	0
slides/done-010/pptx/REDAC Briefing_SSIT_CARA_08132014.ppt.pptx	match	match	14	2664	14	2664	0
slides/done-010/pptx/DoIRD Meeting 16JAN14 v1-1.pptx	match	match	15	5886	15	5886	0
slides/done-010/ppt/BUS-Chapter 05.ppt	match	match	50	12362	50	12354	0
slides/done-010/pptx/BasicMed_AME_Presentation.pptx	match	match	18	4930	18	4930	0
slides/done-010/pptx/Sector_Skills_Insights_Advanced_Manufacturing_summary_slide_pack.pptx	match	match	24	23961	24	23961	0
slides/done-010/pptx/passiv.pptx	match	match	21	6716	21	6725	0
slides/done-011/pptx/171128IPAP.pptx	match	match	40	25433	40	25455	0
slides/done-011/pptx/3495.pptx	match	match	26	4375	26	4375	0
slides/done-011/pptx/order-of-worship-ppt-revised-2018.pptx	match	match	28	5302	28	5302	0
slides/done-011/pptx/NAS-Infrastructure-Roadmaps-v16.0.pptx	words	words	137	87559	137	107016	0
slides/done-011/pptx/Session-1-Presentation-Reporting-Forms-Form-12-final.pptx	match	match	15	6271	15	6267	0
slides/done-011/pptx/_1___Opatrny_Ales_United_Kingdom_business_opportunities_final.pptx	match	match	25	8990	25	8990	0
slides/done-011/pptx/23-session-2-pptx.pptx	match	match	16	1836	16	1836	0
slides/done-011/pptx/1_Country-Updates_DRC_English.pptx	match	match	16	4281	16	4281	0
slides/done-011/pptx/B2B-Center-Readiness-and-Student-Retention.pptx	match	match	33	7768	33	7792	0
slides/done-011/pptx/3492.pptx	match	match	22	6833	22	6835	0
slides/done-012/pptx/vv_summit_SAIC-PRESENTATION_FAA-V&V-Summit_508c.pptx	match	match	19	3573	19	3573	0
slides/done-012/pptx/vvsummit2022-SAIC-PRESENTATION.pptx	match	match	19	3573	19	3573	0
slides/done-012/pptx/SRDMG(16)024_60 GHz onboard airplanes.pptx	match	match	26	10312	26	10312	0
slides/done-012/pptx/REDAC briefing March12-13-2014jemvbFINAL.ppt.pptx	match	match	25	15773	25	15773	0
slides/done-012/pptx/County ACHS Presentaion Webinar 8-16-16 Peg.pptx	match	match	26	7599	26	7599	0
slides/done-012/ppt/gillikin_online_user_mtg_2010.ppt	match	match	40	7753	40	7753	0
slides/done-012/ppt/JesuitAssocOfStudentPersonnel.ppt	match	match	31	7310	31	7310	0
slides/done-012/pptx/Intersil_Italy_CAN_Bus_Transceiver_Presentation_Final.pptx	match	match	39	17958	39	17994	0
slides/done-012/pptx/429_BLISc 2019 IInd Sem.  PAPER-7 UNIT 3.pptx	match	match	20	17627	20	17627	0
slides/done-012/pptx/Sean Monogue.pptx	match	match	15	4950	15	4950	0
slides/done-013/ppt/ws_prod-g-doc-Events-2008-February-5-NATO-activities.ppt	match	match	13	2163	13	2163	0
slides/done-013/pptx/2014BSA_Sunday_Killion.pptx	match	match	50	17188	50	17188	0
slides/done-013/pptx/Structural Testing.pptx	match	match	89	20360	89	20360	0
slides/done-013/pptx/chapter_4_0.pptx	match	match	54	18883	54	18883	0
slides/done-013/ppt/hofman.ppt	match	match	13	2945	13	2945	0
slides/done-013/pptx/PRM_training.pptx	match	match	22	10578	22	10593	0
slides/done-013/ppt/2015-Civil-Rights-Website-training.ppt	match	match	94	34818	94	34818	0
slides/done-013/ppt/FAA_Form_337.ppt	match	match	67	29447	67	29462	0
slides/done-013/pptx/redac-sas-201703-hf-research-division.pptx	match	match	13	4879	13	4879	0
slides/done-013/pptx/schematicplaymar21.pptx	match	match	21	11470	21	11470	0
slides/done-014/pptx/schematicplay.pptx	match	match	21	11490	21	11490	0
slides/done-014/ppt/Aerospace_Journey_of_Flight_Chapter_BCB1637572DA6.ppt	match	match	26	10159	26	10159	0
slides/done-014/pptx/redac-sas-201509-asisp-research.pptx	match	match	45	19031	45	19094	0
slides/done-014/pptx/Snowbirds_High_Show.pptx	match	match	41	8049	41	8049	0
slides/done-014/pptx/Reporting_responsibilities_matrix.pptx	match	match	268	308318	268	308444	0
slides/done-014/pptx/vvsummit2022-Research-Roadmap-and-the-UML-3-Operational-Integration-Assessment.pptx	unembedded	unembedded	33	8377	33	8377	1
slides/done-014/pptx/Presentation - Identify Components of the Airport (1).pptx	match	match	12	2992	12	2992	0
slides/done-014/pptx/Technical_Report_Elements[1].pptx	match	match	39	7679	39	7648	0
slides/done-014/pptx/servicedesk-plus-overviewfinal.pptx	match	match	66	11471	66	11471	0
slides/done-014/pptx/redac-nasops-201503-RIRP-portfolio-update.pptx	match	match	46	15418	46	15420	0
slides/done-015/ppt/Architecture.ppt	match	match	29	4696	29	4696	0
slides/done-015/pptx/RPA P4 - Advanced Material.pptx	match	match	20	8744	20	8749	0
slides/done-015/pptx/Wildlife for REDAC September 11.pptx	match	match	41	9160	41	9160	0
slides/done-015/pptx/1200-Assigning-Club-officers.pptx	match	match	16	960	16	960	0
slides/extra-001/pptx/FAAAIandtheArtandScienceofV&Vfinal.pptx	match	match	30	5868	30	5868	0
slides/metrics-001/pptx/Ramp Up Campaign - French.pptx	words	words	6	2418	6	2536	0
slides/missing-001/pptx/NWD-GLA-Community-Outreach-Day-Oct-2025.pptx	words	words	13	3623	13	3998	0
words/ceiling-001/docx/AW-104D-RVSM-Aircraft-Approval-Checklist.pdf.docx	match	match	2	764	2	772	0
words/done-001/docx/CMTA_Airport_Transportation.docx	match	match	1	1305	1	1305	0
words/done-001/docx/Pre-Application_Letter_of_Intent_Example.docx	match	match	1	1780	1	1780	0
words/done-001/doc/FAA-2013-0422-0009_attachment_1.doc	match	match	7	9308	7	9308	0
words/done-001/doc/GLACIERBG.ETT.doc	match	match	1	2397	1	2397	0
words/done-001/docx/Service-Bulletin-SDFNR5-April-25-2023-FNR-TRANSMISSION-LUBRICATION.docx	match	match	1	1223	1	1223	0
words/done-001/doc/advert-for-draft-decision-airbus-epr-bm3965ia-v006.doc	match	match	2	2104	2	2104	0
words/done-001/doc/LENTOBUSSIAIKATAULU.-31.10.-31.12.2022.doc	match	match	1	716	1	716	0
words/done-001/docx/private-hire-operators-licensed.docx	match	match	2	1417	2	1417	0
words/done-001/docx/Sample_PAO-PSO_91-113_Letter.docx	match	match	1	1629	1	1629	0
words/done-001/doc/foca_form_1.doc	match	match	3	8518	3	8518	0
words/done-002/docx/lk03_17.docx	match	match	2	1931	2	1931	0
words/done-002/doc/FMRBullletinB-28.doc	match	match	2	2835	2	2835	0
words/done-002/doc/Bull01-06-Reserve Training Standards.doc	match	match	6	7948	6	7948	0
words/done-002/docx/easa-form-1.docx	match	match	5	7489	5	7489	0
words/done-002/docx/AUWG min 4-3-24 final.docx	match	match	2	3463	2	3463	0
words/done-002/docx/CSCRS_Technical-Report-Documentation-Page-with-instructions.docx	match	match	2	3936	2	3936	0
words/done-002/docx/Interview-mit-Manfred1-Müller.docx	match	match	2	4744	2	4744	0
words/done-002/doc/prison-population-bulletin-june.doc	match	match	4	6038	4	6038	0
words/done-002/docx/FAA-High-Level-Org-Chart.docx	match	match	3	4204	3	4204	0
words/done-002/docx/s33song-beverlyactproductionofdocuments.docx	match	match	2	3227	2	3227	0
words/done-003/doc/10795.doc	match	match	4	5428	4	5424	0
words/done-003/doc/Temp16.doc	match	match	2	3431	2	3431	0
words/done-003/docx/mde087077~283.docx	match	match	4	5806	4	5806	0
words/done-003/docx/DRX-Ascend System Course Description.docx	match	match	2	2950	2	2950	0
words/done-003/docx/191216_Lesefassung_Nachtflugregelung.docx	match	match	3	5435	3	5435	0
words/done-003/docx/Technical_Issue_Report_Form.docx	match	match	2	1922	2	1922	0
words/done-003/doc/II.1.2_Hypoxia.doc	match	match	13	19253	13	19253	0
words/done-003/docx/2015-April-SWIM_Users_Forum-Q&A.docx	match	match	5	8333	5	8333	0
words/done-003/doc/96-3-clement-data.doc	match	match	7	10193	7	10193	0
words/done-003/doc/DEP2008-1900.doc	match	match	4	5335	4	5335	0
words/done-004/doc/07-04.doc	match	match	3	5473	3	5485	0
words/done-004/docx/1528039320.docx	match	match	1	1790	1	1790	0
words/done-004/docx/License App Instructions 2-22.docx	match	match	3	5737	3	5737	0
words/done-004/docx/Software Architecture Document Template.docx	match	match	3	3390	3	3390	0
words/done-004/docx/How-to-Write-an-Architecture-Document-for-a-Technology-Service.docx	match	match	3	5482	3	5482	0
words/done-004/doc/2ca950374241722b8ea7c132dfce63ae.doc	match	match	3	5118	3	5118	0
words/done-004/docx/PAT-047 - Architecture and Detailed Design Assessment.docx	match	match	4	6385	4	6385	0
words/done-004/doc/opic 5--Case Studies Movie and Aviation Industries.doc	match	match	5	5293	5	5293	0
words/done-004/docx/461249.docx	match	match	5	8911	5	8911	0
words/done-004/doc/RobertQ_Service.doc	match	match	4	2735	4	2735	0
words/done-005/docx/healthcare-reform-nsa-consumer-bulletin.docx	match	match	4	8645	4	8645	0
words/done-005/doc/316r_a_f.doc	match	match	14	25186	14	25168	0
words/done-005/docx/2024-12_Comlux_opens_Maintenance_and_Service_Center_in_Dubai.docx	match	match	3	3631	3	3631	0
words/done-005/doc/316r_a_e.doc	match	match	14	24160	14	24142	0
words/done-005/doc/Theft-Restitution-Letter-Vancouver-ASC-2005.doc	match	match	1	1319	1	1319	0
words/done-005/docx/part-147_approval list_20230119.docx	match	match	2	3570	2	3563	0
words/done-005/docx/Technical Report and Technical Update Guidelines.docx	match	match	4	6716	4	6716	0
words/done-005/docx/BID_ACKNOWLEDGEMENT_FORM_FOR_A320.docx	match	match	2	1529	2	1529	0
words/done-005/doc/loi_format_letter_of_intent-a-320-214-a330.doc	match	match	10	16753	10	16753	0
words/done-005/docx/f445896eb008d14c1746fc37d412dc22.docx	pages	pages	16	27066	15	27066	0
words/done-006/docx/SDL_FSDO_Part91_LOA_Checklist.docx	match	match	2	2375	2	2375	0
words/done-006/docx/healthcare-reform-nsa-provider-bulletin.docx	match	match	5	11209	5	11209	0
words/done-006/doc/LHD-230-application-for-the-approval-of-an-aircraftr.doc	match	match	2	4383	2	4383	0
words/done-006/doc/003.doc	pages	pages	4	5761	5	5761	0
words/done-006/doc/P200904290238_0238_51880.doc	match	match	3	1921	3	1921	0
words/done-006/docx/technical-memo-format.docx	match	match	5	9300	5	9300	0
words/done-006/docx/cacs-206-1751218225.docx	match	match	2	1925	2	1925	0
words/done-006/docx/62599_FRANCE-BRAZIL- Air France Flight 447 crash.docx	match	match	18	30134	18	30134	0
words/done-006/doc/1244277 1 Comment.doc	match	match	2	1745	2	1745	0
words/done-006/doc/Wales_Office_Quarter_4_Ministerial_Transparency_Return.DOC	match	match	6	5642	6	5642	0
words/done-007/doc/RNW167A-150428.doc	match	match	9	9336	9	9336	0
words/done-007/doc/congregationalhistories_ky_2023.doc	match	match	1	1579	1	1579	0
words/done-007/docx/template-technical-report.docx	match	match	10	4363	10	4363	0
words/done-007/docx/technical-report-template.docx	match	match	7	3815	7	3860	0
words/done-007/docx/final-technical-report-template.docx	match	match	6	6153	6	6153	0
words/done-007/docx/johnson_hall_service_log.pdf.docx	match	match	1	1364	1	1364	0
words/done-007/doc/chapter 12.doc	match	match	12	18868	12	18868	0
words/done-007/docx/Press release_EUREKA labels ITEA 3 Cluster.docx	match	match	2	4264	2	4331	0
words/done-007/docx/0c662f5c948a7d81d32ffd833c5cc59421a5f522.docx	match	match	1	2004	1	2004	0
words/done-007/docx/09.docx	match	match	2	2608	2	2608	0
words/done-008/docx/FAA-2017-0628-0002_attachment_1.docx	match	match	4	3614	4	3614	0
words/done-008/doc/2024-2nd-quarter-case-summaries.doc	match	match	10	28056	10	28056	0
words/done-008/doc/PUR-0012-UTAS-GRAMS-SPA-Template-1-25-2024.doc	match	match	6	6234	6	6234	0
words/done-008/docx/UAS-SGI_waiver_approval_request_form.docx	match	match	2	2731	2	2731	0
words/done-008/doc/1245685 1 Comment.doc	match	match	1	1619	1	1619	0
words/done-008/docx/ECSS-E-ST-50-16C-Annex-A(30September2021).docx	match	match	4	3613	4	3613	0
words/done-008/docx/4400-91_Proposal_To_Lease_Space_10-2024.docx	match	match	6	16850	6	16850	0
words/done-008/docx/draft-variation-notice-airbus-bm3965ia-v006-vs-comments.docx	match	match	9	8104	9	8104	0
words/done-008/doc/FlightLaws.doc	match	match	4	5533	4	5533	0
words/done-008/docx/Lessons-Learned-Bulletin-Dorset-version-to-IIRG-V5.docx	match	match	3	8111	3	8111	0
words/done-009/docx/Contract_Check_Pilot_Sample_LOA.docx	match	match	4	7205	4	7205	0
words/done-009/docx/Case-Study-Heathrow-Airport.docx	match	match	3	6461	3	6461	0
words/done-009/doc/2013-op12-Annex III - Curriculum Vitae.doc	match	match	3	2004	3	2004	0
words/done-009/docx/SWDD-template.docx	match	match	6	5833	6	5833	0
words/done-009/doc/certification-flight-standards-doc-oeb-supporting-documents-tgl-TGL26-section-5-REV10.doc	match	match	8	6269	8	6269	0
words/done-009/doc/A380MaenPressRel.doc	match	match	3	3944	3	3944	0
words/done-009/docx/form_1123_application_form_rvsm_spa.docx	match	match	3	3321	3	3321	0
words/done-009/doc/237287_0486190101_0486190101_geolink2neu.doc	match	match	8	9990	8	9990	0
words/done-009/doc/CP-ETSO template_v2020.DOC	match	match	6	6448	6	6448	0
words/done-009/docx/technical report template.docx	match	match	10	4095	10	4095	0
words/done-010/docx/te.iors.00048-002 SUP Questionnaire.docx	match	match	4	3627	4	3627	0
words/done-010/docx/195584360.docx	match	match	20	45562	20	45562	0
words/done-010/doc/361400CSLegislation1RF01PUBLIC1.doc	match	match	35	68170	35	68170	0
words/done-010/docx/5709.16 ch.40_mgfinal.docx	match	match	32	59010	32	59010	0
words/done-010/docx/PM-apeech-Handover-of-New-Airbus-Aircraft-for-Fiji-Airways-Dec.-15th.docx	match	match	5	2742	5	2742	0
words/done-010/docx/Writing a technical report (SCE subject guide).docx	match	match	4	6403	4	6403	0
words/done-010/docx/Checklist for TC STC ETSO data packages to FAA_TIP rev 5.docx	match	match	3	6062	3	6062	0
words/done-010/doc/f111.doc	match	match	11	18181	11	18181	0
words/done-010/docx/FG-AI4NDM-TR-skeleton_template.docx	match	match	5	2029	5	2037	0
words/done-010/doc/1528364855.doc	match	match	3	6219	3	6219	0
words/done-011/docx/f2_registro_de_aprovacao_com_pbcs_EN.docx	match	match	2	2286	2	2293	0
words/done-011/doc/135.doc	match	match	14	26620	14	26659	0
words/done-011/docx/tibs_guidelines_2.docx	match	match	13	16450	13	16450	0
words/done-011/docx/part-145-approval list 2025.docx	match	match	7	7822	7	7822	0
words/done-011/docx/part-145-approval list (1).docx	match	match	8	8415	8	8409	0
words/done-011/docx/eTAR_External_Web_tool_Tip_Sheet_mh.docx	match	match	4	4579	4	4604	0
words/done-011/docx/b053-19.docx	match	match	2	2916	2	2916	0
words/done-011/doc/AAC-AD-No-2021-01-Boeing-737-8-and-737-9-MAX.doc	pages	match	20	38764	20	38764	0
words/done-011/docx/Company-profile-2022-EN.docx	match	match	5	5630	5	5630	0
words/done-011/docx/monthly-content-feeder.docx	match	match	18	34555	18	34555	0
words/done-012/docx/19-06 Assistive Technology TAB Final - 508.docx	match	match	8	18195	8	18195	0
words/done-012/doc/AirbusCallouts.doc	match	match	24	43584	24	43584	0
words/done-012/docx/technical-architecture.docx	match	match	8	6961	8	6960	0
words/done-012/docx/slcc-architecture-uu-architecture.docx	match	match	4	6328	4	6328	0
words/done-012/doc/RMI_Document_Repository_Public-Reprts_GettingOffOil.doc	match	match	6	14617	6	14617	0
words/done-012/docx/Leadership Information Article.docx	match	match	3	8107	3	8107	0
words/done-012/docx/20110608_psp.docx	match	match	3	4704	3	4704	0
words/done-012/docx/b050-19.docx	match	match	3	4882	3	4882	0
words/done-012/docx/bulletin.docx	match	match	14	17036	14	17036	0
words/done-012/docx/FO.FCTOA_.000129 Application for activities related to FSTD.docx	match	match	6	8979	6	9023	0
words/done-013/docx/Sol PJ14-03-04 Solution Contextual.docx	match	match	5	11366	5	11366	0
words/done-013/docx/easa-regulations-update-20.docx	match	match	22	14939	22	14939	0
words/done-013/doc/1257259179492_2007_TPPT_102_Supporting_Doc_2-434003080.doc	match	match	9	10122	9	10122	0
words/done-013/docx/Form-SM-76A-_-CAR-OPS-2A-Instruments-and-Equipment-Compliance-Statement-_-11.docx	match	match	3	3393	3	3393	0
words/done-013/docx/SPA-11_mcar_part-11_v2.9.docx	match	match	49	70763	49	70937	0
words/done-013/doc/1228841571067_2009_TPPT_13__2007_TPPT_102__R-108535759.doc	match	match	12	14396	12	14396	0
words/done-013/doc/omrIMInterpretiveGuideLine.doc	words	match	2	2370	2	2370	0
words/done-013/doc/Reid.doc	match	match	4	8425	4	8425	0
words/done-013/docx/gpp-pr-top-7-office-markets-4q-2023.docx	match	match	4	5669	4	5669	0
words/done-013/docx/hdss-bulletin-issue-285-25-june-2025.docx	match	match	10	19647	10	19889	0
words/done-014/doc/644730BRI0mna000BOX361539B00public0.doc	match	match	5	12838	5	12838	0
words/done-014/docx/exhibit-06---technical-architecture-template.docx	match	match	8	6775	8	6774	0
words/done-014/docx/1603642410-MoM-CASCOM-06-2020-draft04.docx	match	match	9	24054	9	24054	0
words/done-014/docx/1_tpr_template__from_fy14_.docx	match	match	8	19095	8	19095	0
words/done-014/docx/Regulations Governing the Status, Basic Rights and Duties of Officials other than Secretariat Officials, and Experts on Mission.docx	match	match	18	33604	18	33613	0
words/done-014/docx/AFS-050-004-F2_0i.docx	match	match	8	13442	8	13442	0
words/done-014/docx/231164_SystemDesignDocument.docx	match	match	28	38925	28	38956	0
words/done-014/doc/PK_FlugzeugeStricken.doc	match	match	7	10066	7	10002	0
words/done-014/docx/fleetfastfacts16nov2023.docx	match	match	1	635	1	635	0
words/done-014/doc/300502-Mecenat-Airbus-Simusante_CHU-Amiens-Picardie.doc	match	match	1	1887	1	1887	0
words/done-015/doc/SFSP_2013-02_Bulletin.doc	match	match	4	5136	4	5136	0
words/done-015/docx/JEMIT_Template.docx	match	match	4	8677	4	8656	0
words/done-015/docx/system_design__technical_architecture_template.docx	match	match	17	9910	17	9907	0
words/done-015/docx/PI-doc.-no.-2E-Technical-Review-Report.docx	match	match	12	9882	12	9882	0
words/done-015/docx/Sample_SQMS_Program.docx	match	match	61	86680	61	86734	0
words/done-015/docx/Agile_Arc_SysDes.docx	match	match	20	33905	20	33897	0
words/done-015/doc/2013_11.doc	match	match	8	13594	8	13594	0
words/done-015/docx/03_Technical_Report_(progress)_template.docx	match	match	10	7403	10	7403	0
words/done-015/docx/DOA_Template_Form_Type_Certification_Programme.docx	match	match	20	28545	20	28542	0
words/done-015/docx/airbus-pdf-information-package_v1-4.docx	match	match	9	6448	9	6448	0
words/done-016/docx/Allegiant_Company_Profile_with_History.docx	match	match	3	6588	3	6588	0
words/done-016/docx/HC-Bulletin-template.docx	match	match	5	2967	5	2967	0
words/done-016/doc/120509coss.doc	match	match	25	38126	25	38126	0
words/done-016/docx/t_TEMPforInvProgs.docx	match	match	26	27737	26	27737	0
words/done-016/docx/SPA-06_mcar_part-6_and_IS_v2.9.docx	match	match	85	142938	85	143116	0
words/done-016/docx/PES-Technical-Report-Template_Jan_2019.docx	match	match	14	13433	14	13435	0
words/done-016/docx/dragon1-enterprise-architecture-document-example-v0.1d.docx	match	match	13	10179	13	10179	0
words/done-016/doc/150_5335_5a.doc	pages	pages	63	95814	64	95828	0
words/done-016/docx/Annex-10-to-the-Aircraft-Maintenance-Specialist-Certification-Rule-GCAA.docx	match	match	148	189432	148	189432	0
words/extra-001/docx/UG.CAO.00133 Foreign Part 145 approvals - Language.docx	match	match	18	20685	18	20689	0
words/extra-001/doc/info-bulletin-601.doc	match	match	6	6913	6	6913	0
words/extra-001/docx/UG.CAO.00006 Foreign Part 145 approvals - User Guide for Applicants & Approval Holders.docx	words	words	29	40732	29	42116	0
words/extra-001/doc/762.doc	match	match	23	22603	23	22603	0
words/extra-001/docx/ABCD-WB-08-00 Weight and Balance Report - v1 08.03.16.docx	match	match	12	12781	12	13015	0
words/ceiling-001/docx/ABCD-FE-01-00 Flight Envelope - v1 08.03.16.docx	pages,words	pages,words	15	17751	14	18420	0
words/extra-001/docx/ABCD-SDE-23-00 - Avionic System Description - 17.02.16 - v1.docx	match	match	29	43748	29	43746	0
words/metrics-001/docx/review-welsh-government-communications-mister-peter-mandelson.docx	match	match	14	14961	14	14961	0
words/metrics-001/doc/手机免提系统TSB.doc	pages	pages	2	1172	3	1189	0
words/metrics-001/doc/A320SimNotes.doc	match	match	42	67512	42	67430	0
words/metrics-001/docx/AWR OPS-AOC 044 Statement of Compliance RVSM  Rev 04 01 Feb 2024.docx	match	match	15	11071	15	11073	0
words/metrics-001/docx/FRE-03_mcar_part-3_and_IS_v2.9.docx	match	match	76	124706	76	125011	0
words/metrics-001/docx/SPA-02_mcar_part-2_and_IS_v2.9.docx	pages	pages	266	479178	268	485953	0
words/metrics-001/docx/02_mcar_part-2_and_IS_v2.10.docx	pages	pages	312	414481	314	421243	0
words/metrics-001/docx/OM template for non-complex NCC operators_August 2016.docx	pages	pages	165	270009	166	270077	0
words/missing-001/docx/xx_SETIS_PWS_template_10.19.22.docx	match	match	15	25211	15	25252	0
words/done-016/docx/TE.CAO.00125 Foreign Part 145 approvals - OJT Logbook.docx	match	match	15	15282	15	15282	0
words/missing-001/docx/May 25 bulletin focus on carers in the workplace.docx	match	match	4	2721	4	2721	0
words/missing-002/docx/CRIF - SpÃ©cification technique - Socle applicatif.docx	pages	pages	29	39783	28	39524	0
words/missing-001/docx/33004.docx	match	match	47	60488	47	60488	0
words/pagination-001/doc/1447.doc	pages	pages	3	5153	4	5153	0
words/pagination-001/docx/template---tpr-technical-progress-report-with-guidance.docx	pages	pages	8	9713	7	9713	0
words/pagination-001/docx/FO.FCTOA.00010 Application for a Part-ORA ATO Approval.docx	match	match	16	23316	16	23321	0
words/pagination-002/doc/absrc-pac-01-info-note-en.doc	pages	pages	7	6874	6	6872	0
words/pagination-001/docx/ESPN-R - MCF - Manual - Ed1.0 - For Publication.docx	match	match	35	49328	35	49388	0
words/pagination-001/doc/A_320.doc	pages	pages	150	90539	118	88958	0
words/pagination-001/docx/report-template.docx	match	match	20	15434	20	15322	0
words/pagination-001/docx/ESPN-R - MCF - RA - Ed1.docx	pages	pages	59	66102	58	65676	0
words/pagination-001/docx/24-25_FAA_Holdover_Tables.docx	pages	pages	141	298427	155	300664	0
words/pagination-001/docx/FAA 2025-26 Holdover Tables.docx	pages	pages	154	334493	167	336754	0
words/pagination-002/doc/150_5300_13_chg12.doc	pages	pages	33	61920	31	62011	0
words/pagination-003/docx/EHEST-SMS-Safety-Management-Manual-V2.docx	match	match	82	105180	82	105494	0
words/pagination-003/docx/150-5370-10H.docx	pages	pages	721	1508153	727	1508484	0
words/done-016/docx/AC-150-5370-10G-updated-201604.docx	pages	pages	697	1432534	696	1432510	0
words/pagination-002/docx/docs-quality-MA.IMS.00001-Integrated-Management-System-manual.docx	match	match	44	73618	44	73624	0
words/table-001/docx/A1. EASA Form 2.docx	match	match	7	11527	7	11547	0
words/table-001/docx/approvals-and-standardisation-organisation-approvals-docs-part-145-annex-B-B11.-TE.CAO.00129-Foreign-Part-145-approvals---Experience--logbook.docx	match	match	6	5747	6	5747	0
words/table-001/docx/B11. TE.CAO.00129  Experience  logbook.docx	match	match	6	6685	6	6685	0
words/ceiling-001/doc/150_5300_13_chg8.doc	match	match	18	41329	18	41766	0
words/table-001/doc/150_5300_13_chg10.doc	pages	pages,words	76	116063	77	118561	0
words/chartset-001/docx/clustered-column-template.docx	match	match	1	200	1	200	0
words/chartset-001/docx/clustered-column-result.docx	match	match	1	389	1	389	0
words/chartset-001/docx/pie-chart-template.docx	match	match	1	73	1	73	0
words/chartset-001/docx/026_advanced_word_chart_report.docx	match	match	1	533	1	533	0
words/chartset-001/docx/032_advanced_word_chart_report.docx	match	match	1	534	1	534	0
words/chartset-001/docx/002_advanced_word_chart_report.docx	match	match	1	536	1	536	0
words/chartset-001/docx/008_advanced_word_chart_report.docx	match	match	1	534	1	534	0
words/chartset-001/docx/014_advanced_word_chart_report.docx	match	match	1	531	1	531	0
words/chartset-001/docx/020_advanced_word_chart_report.docx	match	match	1	530	1	530	0
words/chartset-001/docx/pie-chart-result.docx	match	match	1	234	1	234	0
words/chartset-002/docx/011_advanced_word_chart_report.docx	match	match	1	530	1	530	0
words/chartset-002/docx/005_advanced_word_chart_report.docx	match	match	1	529	1	529	0
words/chartset-002/docx/029_advanced_word_chart_report.docx	match	match	1	528	1	528	0
words/chartset-002/docx/021_advanced_word_chart_report.docx	match	match	1	532	1	532	0
words/chartset-002/docx/033_advanced_word_chart_report.docx	match	match	1	529	1	529	0
words/chartset-002/docx/023_advanced_word_chart_report.docx	match	match	1	532	1	532	0
words/chartset-002/docx/017_advanced_word_chart_report.docx	match	match	1	540	1	540	0
words/chartset-002/docx/030_advanced_word_chart_report.docx	match	match	1	528	1	528	0
words/chartset-002/docx/006_advanced_word_chart_report.docx	match	match	1	529	1	529	0
words/chartset-002/docx/015_advanced_word_chart_report.docx	match	match	1	532	1	532	0
words/chartset-003/docx/019_advanced_word_chart_report.docx	match	match	1	533	1	533	0
words/chartset-003/docx/009_advanced_word_chart_report.docx	match	match	1	540	1	540	0
words/chartset-003/docx/001_advanced_word_chart_report.docx	match	match	1	535	1	535	0
words/chartset-003/docx/004_advanced_word_chart_report.docx	match	match	1	530	1	530	0
words/chartset-003/docx/027_advanced_word_chart_report.docx	match	match	1	528	1	528	0
words/chartset-003/docx/028_advanced_word_chart_report.docx	match	match	1	530	1	530	0
words/chartset-003/docx/003_advanced_word_chart_report.docx	match	match	1	534	1	534	0
words/chartset-003/docx/025_advanced_word_chart_report.docx	match	match	1	524	1	524	0
words/chartset-003/docx/007_advanced_word_chart_report.docx	match	match	1	531	1	531	0
words/chartset-003/docx/016_advanced_word_chart_report.docx	match	match	1	537	1	537	0
words/chartset-004/docx/018_advanced_word_chart_report.docx	match	match	1	530	1	530	0
words/chartset-004/docx/022_advanced_word_chart_report.docx	match	match	1	530	1	530	0
words/chartset-004/docx/024_advanced_word_chart_report.docx	match	match	1	536	1	536	0
words/chartset-004/docx/031_advanced_word_chart_report.docx	match	match	1	527	1	527	0
words/chartset-004/docx/012_advanced_word_chart_report.docx	match	match	1	538	1	538	0
words/chartset-004/docx/010_advanced_word_chart_report.docx	match	match	1	533	1	533	0
words/chartset-004/docx/013_advanced_word_chart_report.docx	match	match	1	525	1	525	0
sheets/chartset-001/xlsx/016_advanced_excel_radar.xlsx	match	match	3	422	3	422	0
