document	paragraphs_scaled_by_style	paragraphs_scaled_by_uniform_runs
Regulations Governing the Status, Basic Rights and Duties of Officials other than Secretariat Officials, and Experts on Mission.docx	166	0
# 1 documents, 166 paragraphs scaled by their style
# 0 documents, 0 paragraphs uniform on their runs' own scale
